,PIP (5304)
ACH-000160,0.056128393948616885
ACH-000163,-0.01662274151966344
ACH-000167,-0.1878665899743472
ACH-000168,-0.13860223604043234
ACH-000169,-0.06971474570420698
ACH-000178,-0.04973053947735165
ACH-000183,-0.08788407725858959
ACH-000188,0.02034668999489955
ACH-000189,-0.0698865469030502
ACH-000190,-0.2157674583915884
ACH-000198,-0.052601507510284085
ACH-000203,-0.06560293617667459
ACH-000204,0.012100234509040773
ACH-000206,-0.18710228994244807
ACH-000207,-0.15088935612033053
ACH-000208,-0.07532046017405455
ACH-000210,-0.16375151808061258
ACH-000211,-0.16436079885925928
ACH-000215,-0.08660312553894105
ACH-000221,-0.0643391218368772
ACH-000222,-0.14676335767056198
ACH-000223,-0.17814041511447248
ACH-000226,-0.0538928432236717
ACH-000227,-0.11493177591415055
ACH-000228,0.0016123313854622926
ACH-000231,-0.20984015423632246
ACH-000232,-0.2473215674946736
ACH-000233,-0.04201358645199711
ACH-000234,-0.13107995411784396
ACH-000235,-0.12104503760342443
ACH-000237,-0.0944246374295121
ACH-000238,-0.1297778965563457
ACH-000242,-0.35346270302227384
ACH-000243,-0.07792133990773001
ACH-000244,-0.040063139464494635
ACH-000246,-0.023895309999336974
ACH-000248,0.03052494296649292
ACH-000250,-0.2446174848967185
ACH-000251,-0.0012962367858974859
ACH-000252,-0.16368700946696366
ACH-000253,-0.18433260944204652
ACH-000255,-0.027421977046632604
ACH-000256,-0.2554447320617193
ACH-000257,0.09664048750223403
ACH-000258,-0.21195455301515476
ACH-000259,-0.2190820581807662
ACH-000260,-0.10393076077008706
ACH-000261,-0.08224769322002366
ACH-000262,-0.25215475636936513
ACH-000263,-0.228725889809884
ACH-000264,-0.15355689872026215
ACH-000265,0.12883828850266738
ACH-000266,-0.025874381074105085
ACH-000272,-0.2194537655119324
ACH-000274,-0.22462899816975126
ACH-000277,-0.18922231214253396
ACH-000278,-0.16115425438923944
ACH-000279,-0.1910726622462328
ACH-000280,-0.13118863180647694
ACH-000281,-0.07744692373540807
ACH-000288,-0.12585746664081324
ACH-000291,-0.29626349644111744
ACH-000293,-0.1573628303594383
ACH-000294,-0.13327780637152067
ACH-000295,-0.1935297866235269
ACH-000296,-0.15899759514092016
ACH-000302,-0.15318092948669038
ACH-000304,-0.1130556938006118
ACH-000307,-0.12144388303313625
ACH-000308,-0.0962365647161642
ACH-000310,-0.2834695906663876
ACH-000311,-0.09380048690965703
ACH-000312,-0.16729787704974713
ACH-000315,-0.2930111907774628
ACH-000316,-0.12280152936608245
ACH-000317,-0.09225747704608607
ACH-000318,-0.07968079470021716
ACH-000319,-0.07114660713711736
ACH-000320,-0.11474223327577655
ACH-000322,-0.19145224655695384
ACH-000323,-0.02520732034331315
ACH-000324,-0.06449632514510721
ACH-000329,-0.1677256097870478
ACH-000330,-0.17328907865492446
ACH-000331,-0.2879206621250132
ACH-000332,-0.1520629580982737
ACH-000334,-0.13365896379287534
ACH-000335,-0.10127794431559314
ACH-000336,0.1820076375153087
ACH-000337,-0.15422099753035393
ACH-000338,-0.1939572431105586
ACH-000339,-0.010258748220147343
ACH-000341,-0.01207785469435622
ACH-000348,-0.12317002395514245
ACH-000350,0.031589685577607
ACH-000352,-0.040040951747890456
ACH-000356,0.023706102015075416
ACH-000361,-0.06307559929166955
ACH-000362,-0.1981384369210206
ACH-000363,-0.16027451779514934
ACH-000364,-0.06310377519395312
ACH-000365,-0.17305901346000882
ACH-000366,-0.0976378625663082
ACH-000368,-0.013112920829550309
ACH-000374,-0.07191090946722692
ACH-000375,0.08472696914493155
ACH-000376,-0.2230023810518266
ACH-000381,-0.20154688438626656
ACH-000383,-0.07085580100429208
ACH-000387,-0.20002722518529287
ACH-000389,0.0779634805658958
ACH-000390,-0.13416407013477813
ACH-000393,-0.08005530847961001
ACH-000395,-0.18432280292068712
ACH-000396,0.1827219737981844
ACH-000397,-0.0989801973216618
ACH-000401,-0.2555098522050769
ACH-000402,-0.06809411517737421
ACH-000403,-0.20491207685628546
ACH-000404,0.17637698130725213
ACH-000406,-0.11954942579893554
ACH-000407,-0.0765953759755507
ACH-000408,-0.21472809355884784
ACH-000410,-0.06517708323687517
ACH-000411,-0.12070892358180013
ACH-000414,-0.1979888458826056
ACH-000415,-0.1037500831359252
ACH-000416,-0.1812239444504013
ACH-000420,-0.2525460889505873
ACH-000421,-0.11996504561170647
ACH-000424,-0.01624359106678075
ACH-000425,-0.10500953956370657
ACH-000426,0.10994804425362792
ACH-000427,0.06877832181981969
ACH-000433,-0.21470627348366805
ACH-000435,0.27881165075038106
ACH-000436,-0.07222273577352083
ACH-000444,-0.0963299565628556
ACH-000445,-0.12842447636706988
ACH-000448,-0.23654905184787325
ACH-000450,-0.25302329130838824
ACH-000452,-0.1050090842724156
ACH-000454,0.024231750142412058
ACH-000458,-0.12604955746814628
ACH-000459,0.025948580504840904
ACH-000460,-0.05144936948406313
ACH-000461,-0.14139913121429812
ACH-000463,-0.2562354737697856
ACH-000464,-0.17794997094707773
ACH-000466,-0.28313842977296405
ACH-000467,-0.23391196669207664
ACH-000468,-0.03811811982077089
ACH-000469,-0.10041512486148564
ACH-000470,-0.05986486192150861
ACH-000471,-0.041571494488475226
ACH-000472,-0.14194202993680075
ACH-000473,-0.055344208342947496
ACH-000475,-0.14305968628720686
ACH-000476,-0.2322428733057333
ACH-000477,-0.33796225953721426
ACH-000479,-0.0844392777596678
ACH-000480,-0.14162656212175334
ACH-000481,-0.07179272546509287
ACH-000483,0.029487788940534918
ACH-000484,-0.11743897824766175
ACH-000485,-0.08417669030722527
ACH-000486,-0.07577744395156358
ACH-000487,0.010203140883174977
ACH-000488,-0.08891321710377673
ACH-000490,-0.08390270027804682
ACH-000491,-0.1293371064944606
ACH-000495,0.02402038611108471
ACH-000496,-0.09960695413515393
ACH-000499,-0.18934217973577536
ACH-000500,-0.2443669484728416
ACH-000502,-0.06765875741545936
ACH-000503,0.11152828879106688
ACH-000505,-0.10119818254858316
ACH-000507,-0.13344242173120807
ACH-000510,-0.10319575384903552
ACH-000511,-0.16954200594768398
ACH-000512,-0.15689920212029682
ACH-000516,-0.2712326521818585
ACH-000517,-0.10646503199530008
ACH-000518,-0.19406700341044025
ACH-000520,-0.1870029750267455
ACH-000521,-0.1880412127310717
ACH-000522,-0.04765339840480627
ACH-000524,-0.07905219623224778
ACH-000527,-0.12572647522057298
ACH-000528,-0.08330231308806549
ACH-000537,-0.10936914956912094
ACH-000541,0.16312217208488605
ACH-000542,-0.14110114185702807
ACH-000544,-0.013574781654149578
ACH-000545,-0.010661496204028727
ACH-000547,0.07985316041402364
ACH-000548,-0.21677840460981246
ACH-000549,0.03844927476441961
ACH-000550,-0.35733342324019585
ACH-000552,-0.034228495488803884
ACH-000556,-0.05714053211274973
ACH-000557,-0.15864409270023655
ACH-000569,-0.17771615285675982
ACH-000570,-0.0941110861574504
ACH-000571,-0.1515076369081172
ACH-000573,-0.2539245022073917
ACH-000576,-0.06532282948059387
ACH-000579,-0.35547481457672137
ACH-000580,-0.16481596737800114
ACH-000584,-0.036675138205221454
ACH-000585,-0.011266182593942659
ACH-000588,0.11265175172891845
ACH-000589,-0.06596506284252839
ACH-000591,-0.03962354524441771
ACH-000593,-0.008647121107599067
ACH-000600,-0.04413574372036421
ACH-000601,-0.07316234822318805
ACH-000605,-0.2047528933867962
ACH-000606,-0.1164658132649395
ACH-000608,-0.08459206081871899
ACH-000614,-0.14119906188934134
ACH-000616,-0.0837405633251224
ACH-000618,-0.15915243495152434
ACH-000619,-0.09731683519928627
ACH-000620,-0.23116980250360966
ACH-000621,-0.030311042998335112
ACH-000622,-0.03483451913883488
ACH-000623,-0.1484887019988654
ACH-000624,-0.07999535083122956
ACH-000627,-0.14118318205423075
ACH-000630,-0.18932658297953064
ACH-000631,-0.4239533145494129
ACH-000632,-0.2001751694760872
ACH-000633,-0.2077087329800908
ACH-000637,-0.09369548450657858
ACH-000638,-0.1662649922498146
ACH-000646,-0.00974743918425966
ACH-000647,-0.028210721837509986
ACH-000648,-0.043714920264712055
ACH-000649,-0.0761613537415049
ACH-000651,-0.17711328962728484
ACH-000652,-0.0382629703891292
ACH-000653,-0.017068790390861108
ACH-000657,-0.1258802757896079
ACH-000658,-0.1035019709110676
ACH-000661,-0.19501476161082865
ACH-000662,-0.22177904164340784
ACH-000663,-0.06377960809255102
ACH-000665,-0.12363239185030965
ACH-000671,-0.1393561829105848
ACH-000672,-0.23099073910987425
ACH-000673,-0.1625599478464426
ACH-000676,-0.10279918768064072
ACH-000677,-0.10064308142845202
ACH-000681,-0.0883061880565124
ACH-000683,-0.04555483080378931
ACH-000684,-0.19115180366222154
ACH-000688,0.02937040010236565
ACH-000693,0.01425026518095761
ACH-000694,-0.09937098687159654
ACH-000695,-0.23963076516306456
ACH-000696,-0.15614559084971516
ACH-000697,-0.12052748572766644
ACH-000699,-0.1363144641588577
ACH-000701,-0.13294849591621902
ACH-000706,-0.0883506037216279
ACH-000711,-0.14643914791789928
ACH-000713,-0.08053129688058276
ACH-000714,-0.18299925122532354
ACH-000718,-0.19261742476385568
ACH-000720,-0.10791967376285144
ACH-000721,-0.02661809723391129
ACH-000724,-0.14049836017733502
ACH-000725,-0.02069805709663912
ACH-000732,0.015966296017840997
ACH-000734,-0.08315751759837363
ACH-000735,-0.09735109650761388
ACH-000736,-0.2276727095685125
ACH-000738,-0.0414695169569876
ACH-000746,-0.05974885634447875
ACH-000747,-0.03530941060782074
ACH-000748,-0.1414904419791258
ACH-000753,-0.08502958992858979
ACH-000756,-0.04082816789709265
ACH-000757,-0.16617749974036902
ACH-000758,0.05956641742563235
ACH-000760,-0.053837378506295296
ACH-000762,-0.0048529224061571044
ACH-000763,-0.2636100592017002
ACH-000764,-0.2112163582374132
ACH-000765,-0.0179024815381625
ACH-000766,-0.1011909905493676
ACH-000767,-0.2159464711768361
ACH-000768,-0.06267244805449942
ACH-000769,0.13740269775905234
ACH-000770,-0.18173464847859425
ACH-000771,-0.13902460681997933
ACH-000773,-0.01442238367515741
ACH-000776,-0.04395508534326456
ACH-000777,-0.1912710324773509
ACH-000778,-0.18672370482034908
ACH-000781,-0.0918774005313242
ACH-000782,-9.145731240428582e-05
ACH-000783,-0.2264053941858605
ACH-000784,-0.0004362766345803242
ACH-000785,-0.019553327059807654
ACH-000787,-0.1907663193258193
ACH-000788,-0.08437928040833599
ACH-000791,-0.18163566725245694
ACH-000792,-0.059031657891879676
ACH-000794,-0.02361953403791861
ACH-000796,-0.011439587034258292
ACH-000798,0.04631518062092879
ACH-000799,-0.2211599537312075
ACH-000800,-0.2192491161058103
ACH-000802,-0.09332362860025836
ACH-000804,-0.18685730543756976
ACH-000805,-0.23815804423258494
ACH-000809,-0.19899325904238102
ACH-000810,-0.4017190288594051
ACH-000811,-0.12681640408090042
ACH-000817,-0.20055744271871548
ACH-000819,-0.1859564471023001
ACH-000820,-0.009285983938634813
ACH-000821,0.11255654563239224
ACH-000822,-0.2085994723518872
ACH-000823,-0.12011589832375798
ACH-000824,-0.1414093820072254
ACH-000827,-0.14943158824045802
ACH-000829,-0.01683181319772465
ACH-000831,-0.0023723933978328296
ACH-000832,-0.05752344903328607
ACH-000833,-0.03809314684346905
ACH-000834,-0.09789389506201036
ACH-000835,-0.23253829115707075
ACH-000836,-0.09082537577892638
ACH-000837,-0.13998800720091056
ACH-000838,-0.17701799394776438
ACH-000839,-0.01810445201072356
ACH-000840,-0.2238178650857206
ACH-000841,-0.18182960819714225
ACH-000843,-0.0569544767441393
ACH-000846,-0.2531325838442314
ACH-000847,-0.1885595804808524
ACH-000848,-0.0847931310294594
ACH-000849,-0.2807615714816401
ACH-000851,-0.048563441929768685
ACH-000855,-0.052598094178278584
ACH-000856,-0.1295201629327982
ACH-000858,-0.025726608469031936
ACH-000859,0.028046388276942176
ACH-000861,-0.0562670308345492
ACH-000862,-0.09330213456663533
ACH-000865,0.0628874698595382
ACH-000866,-0.08844754181042101
ACH-000867,-0.07281631610195055
ACH-000869,-0.1420498867902
ACH-000872,-0.06943298953785218
ACH-000873,-0.039664691446268066
ACH-000876,-0.12361504545443625
ACH-000878,-0.23043938517147805
ACH-000880,-0.1285797768184914
ACH-000881,-0.13862022288210432
ACH-000882,-0.1909274749472579
ACH-000884,-0.2302272404314857
ACH-000885,-0.1080962697173942
ACH-000887,-0.10517135580001637
ACH-000889,-0.24310594486966075
ACH-000896,-0.08735421394113656
ACH-000898,-0.30256554462271
ACH-000900,-0.08570662194149681
ACH-000901,-0.08003870137211799
ACH-000905,-0.11414339375636093
ACH-000906,-0.11262324093369415
ACH-000907,-0.06470352341874748
ACH-000910,-0.10710483496551723
ACH-000911,-0.03817942553090287
ACH-000912,-0.09776896287433637
ACH-000913,-0.17195059004219812
ACH-000915,0.01597939088834359
ACH-000916,-0.3226015712820557
ACH-000917,0.016107377937895462
ACH-000920,-0.1960308133360866
ACH-000921,-0.33585450951622603
ACH-000924,-0.18743656814894769
ACH-000926,-0.16795844657394662
ACH-000928,0.009169555755311892
ACH-000929,-0.0788101968999659
ACH-000932,-0.14083809322971466
ACH-000935,-0.02478398119405139
ACH-000936,-0.19067202201131467
ACH-000937,-0.1016962689513365
ACH-000938,-0.29107125969891723
ACH-000939,0.09154100463042697
ACH-000941,-0.02778425189040098
ACH-000943,-0.0926951899856395
ACH-000946,-0.16988883202633154
ACH-000947,-0.13728089642543473
ACH-000948,-0.06736083174708384
ACH-000950,0.15349852417976478
ACH-000953,-0.13464521517111
ACH-000954,-0.5024835821439145
ACH-000957,-0.07394091920685955
ACH-000958,-0.26774585474637425
ACH-000960,-0.1392771942829422
ACH-000963,-0.4590351019350749
ACH-000968,-0.2360686800215153
ACH-000969,-0.17803990563765054
ACH-000972,-0.02012830265449756
ACH-000973,-0.15747801774714354
ACH-000974,-0.21518204102498448
ACH-000978,-0.06445838265196699
ACH-000984,-0.1117818656432412
ACH-000986,-0.1184898226383109
ACH-000988,-0.12205442479468448
ACH-000993,-0.09312972879017184
ACH-000994,-0.17248790362618624
ACH-000996,0.100729678565228
ACH-001001,-0.13356564616281238
ACH-001020,-0.01794238991940843
ACH-001028,-0.11042831360884793
ACH-001031,-0.14278362498395922
ACH-001038,-0.12526983304877812
ACH-001048,-0.12109710526350732
ACH-001050,-0.10371627015246956
ACH-001053,0.1264431744747924
ACH-001054,-0.18335796774666951
ACH-001061,-0.1691778233067925
ACH-001067,-0.2352081023731121
ACH-001075,-0.07380761773134227
ACH-001096,0.012163845073298877
ACH-001111,-0.18325538734650507
ACH-001119,-0.37080727149615217
ACH-001128,-0.11221161331537104
ACH-001134,-0.12876405035044167
ACH-001151,-0.08056697387591062
ACH-001163,-0.12523493212303216
ACH-001164,0.08791076765497312
ACH-001183,-0.1550569625934521
ACH-001192,-0.1705874173103161
ACH-001193,-0.021237139480055647
ACH-001196,-0.03933082824536395
ACH-001197,-0.1585948333201054
ACH-001205,-0.03326795413511717
ACH-001211,-0.055232812337052656
ACH-001212,0.1546874276494376
ACH-001228,-0.02128230045937556
ACH-001232,-0.005970873155861004
ACH-001239,-0.15003484730268093
ACH-001270,-0.17689641674166334
ACH-001274,-0.06235246297022073
ACH-001275,0.05272892667751745
ACH-001277,-0.16922717170386894
ACH-001278,-0.2542125795616647
ACH-001280,-0.0886277018984993
ACH-001283,-0.13861120425454224
ACH-001289,-0.033697811750075315
ACH-001300,-0.09723587699809222
ACH-001301,-0.15898964420566614
ACH-001302,-0.17346284134165005
ACH-001306,-0.10709158390330832
ACH-001318,0.00967644571641127
ACH-001322,-0.07010397498955613
ACH-001328,-0.09238344465692094
ACH-001332,0.10691024081944532
ACH-001336,-0.11721780718124393
ACH-001346,-0.3323267001084294
ACH-001353,-0.1765905141720784
ACH-001354,-0.0819536157687678
ACH-001367,-0.3020892462888616
ACH-001368,-0.10039562515959748
ACH-001374,-0.2114806832048914
ACH-001377,-0.10982554378492013
ACH-001380,-0.037815267395710166
ACH-001391,-0.2018615008151584
ACH-001408,-0.18516219475370066
ACH-001430,-0.32456863529432123
ACH-001431,-0.15928580604625892
ACH-001450,0.027821045611084703
ACH-001496,-0.05015738917737818
ACH-001500,-0.14887213033643165
ACH-001523,-0.19606980966720372
ACH-001532,-0.1705811514741465
ACH-001550,-0.0551361931248958
ACH-001552,-0.18111386188035936
ACH-001554,-0.21305172099142375
ACH-001654,-0.16555290111778348
ACH-001735,-0.2533722164061369
ACH-001736,-0.13414669751542085
ACH-001737,0.0773980160051765
ACH-001740,0.010219391219579958
ACH-001745,-0.08949520601236065
ACH-001765,-0.1875910124935932
