,CACNA1B (774)
ACH-000004,-0.04472468193013112
ACH-000005,-0.10624249761286712
ACH-000007,-0.15672593903964646
ACH-000009,-0.11232005608288896
ACH-000011,-0.1583326997620164
ACH-000012,-0.1403082954204634
ACH-000013,-0.07688536094788365
ACH-000014,-0.12292581894980505
ACH-000015,-0.07159003429989612
ACH-000017,-0.057691605834433064
ACH-000018,-0.02306275938869859
ACH-000019,-0.19460115053635854
ACH-000021,-0.052697915909788534
ACH-000022,-0.1929126917136608
ACH-000025,-0.03325344299679663
ACH-000028,-0.11597035976646705
ACH-000030,-0.06850357865648278
ACH-000035,-0.08934963898821692
ACH-000036,-0.10476134215512327
ACH-000037,-0.14231001803324164
ACH-000039,-0.025203568746133026
ACH-000040,-0.11372098507994825
ACH-000041,-0.08073546113797259
ACH-000042,-0.24600693134019974
ACH-000045,-0.08841852862993857
ACH-000047,-0.08654875628722429
ACH-000052,-0.14145177524814673
ACH-000053,-0.08563935385542633
ACH-000054,-0.13441146538152698
ACH-000055,0.03602522036665589
ACH-000060,-0.04991383431808507
ACH-000067,-0.06146324843267964
ACH-000070,-0.2321582397669395
ACH-000075,-0.09263074157990757
ACH-000078,-0.3100924950936897
ACH-000082,-0.02838484425832285
ACH-000085,-0.07812578212408794
ACH-000086,-0.1447225229472839
ACH-000087,-0.029218560345123545
ACH-000092,-0.10152389360664124
ACH-000095,-0.1657037791885546
ACH-000097,-0.09044176908840566
ACH-000098,-0.02352214325736295
ACH-000099,-0.19941417526039426
ACH-000108,-0.013539725625827326
ACH-000113,-0.17528645430535686
ACH-000116,-0.05048830149612045
ACH-000118,-0.021129077656976258
ACH-000120,-0.09197576939371988
ACH-000123,-0.09600059020057312
ACH-000127,-0.04930656207749536
ACH-000128,-0.11000117454763952
ACH-000132,-0.11995131446614422
ACH-000133,-0.08156308031471204
ACH-000137,-0.037139392825407104
ACH-000138,-0.09154621236151328
ACH-000142,-0.18264254591215154
ACH-000143,-0.09786295224472656
ACH-000146,0.037966938564784336
