,ACPT (93650)
ACH-000004,0.35764922828475715
ACH-000005,0.2524276676883338
ACH-000007,-0.034081466297977765
ACH-000009,0.04209358755489531
ACH-000011,-0.02526481964250157
ACH-000012,0.14734199811931886
ACH-000013,0.027322178639759227
ACH-000014,0.030736805771719958
ACH-000015,0.11986159633242613
ACH-000017,0.04396815055572844
ACH-000018,0.043606821601605214
ACH-000019,0.09619919219843502
ACH-000021,0.11757516594642735
ACH-000022,0.07879996878562573
ACH-000025,0.04414665460005543
ACH-000028,0.05315179549684173
ACH-000030,0.015779331833847575
ACH-000035,-0.07280798925587265
ACH-000036,0.06599259330853548
ACH-000037,0.13054306380472008
ACH-000039,0.06706988152201009
ACH-000040,0.11789095763910515
ACH-000041,0.14426916475727186
ACH-000042,0.16127545173350966
ACH-000045,0.051931440858300135
ACH-000047,-0.16351353515777914
ACH-000052,0.1427232122346227
ACH-000053,-0.02460165925583968
ACH-000054,0.16275343641531412
ACH-000055,0.17817404028505762
ACH-000060,0.061580549809324814
ACH-000067,-0.1239037419270621
ACH-000070,-0.04603616052386664
ACH-000075,0.11985201549055904
ACH-000078,0.09264085579428853
ACH-000082,0.02402610336222652
ACH-000085,-0.1244396422776087
ACH-000086,-0.015619911089842434
ACH-000087,0.3197932490520714
ACH-000092,-0.001244879625431111
ACH-000095,0.11048099657571098
ACH-000097,0.008312675244703903
ACH-000098,0.02673411707041316
ACH-000099,-0.072277890500095
ACH-000108,0.1298587718405806
ACH-000113,0.006644588643497365
ACH-000116,0.11298880069805455
ACH-000118,0.06331115830677911
ACH-000120,0.01745735935026374
ACH-000123,0.07553479159455204
ACH-000127,0.07254978833413167
ACH-000128,0.14182616905543974
ACH-000132,0.1824618393178497
ACH-000133,0.1313790891103192
ACH-000137,-0.03617422770452771
ACH-000138,0.05006083768989293
ACH-000142,0.0308363667651109
ACH-000143,0.18015619968002414
ACH-000146,-0.04614889725286602
ACH-000148,0.06664799375544547
ACH-000150,0.1837928412130548
ACH-000152,0.24488549084241445
ACH-000153,0.10051725134454943
ACH-000159,0.08744951765438788
ACH-000160,0.10197096255715296
ACH-000163,0.1873556155226439
ACH-000167,0.09715443844432337
ACH-000168,0.14744579426427593
ACH-000169,0.16509206152927167
ACH-000178,0.059206410285335125
ACH-000183,0.025249571864194388
ACH-000188,0.10976764404567993
ACH-000189,0.16418064161731785
ACH-000190,0.02951667367148369
ACH-000198,0.21058571062778952
ACH-000203,-0.06180810725095993
ACH-000204,0.3311729281173341
ACH-000206,-0.2406774611142321
ACH-000207,0.022265287329284667
ACH-000208,0.11269057525252467
ACH-000210,0.1658306961700042
ACH-000211,0.01808159175974449
ACH-000215,0.05030040967084736
ACH-000221,0.015280847789192975
ACH-000222,0.050092926390693175
ACH-000223,0.08097220494277785
ACH-000226,-0.07521200721530284
ACH-000227,-0.04875102532992035
ACH-000228,0.14610015745042385
ACH-000231,0.07790890187545663
ACH-000232,0.0779314293132429
ACH-000233,0.0672627555120889
ACH-000234,0.03467244036228278
ACH-000235,0.08044339166131667
ACH-000237,0.12510685511751446
ACH-000238,0.04038180352147351
ACH-000242,0.14421349447758142
