,EWSR1 (2130)
ACH-000264,-0.9410595129706754
ACH-000265,-0.8290462009912635
ACH-000266,-0.6950530092227476
ACH-000272,-0.8675249350030229
ACH-000274,-0.8265379299702723
ACH-000277,-0.8162043487610513
ACH-000278,-0.7551838800099092
ACH-000279,-1.1763047871822987
ACH-000280,-0.7866526860105262
ACH-000281,-0.706172062836256
ACH-000288,-0.9654867855565336
ACH-000291,-0.8125221747641466
ACH-000293,-0.7610437613961699
ACH-000294,-0.4958906197971098
ACH-000295,-0.5749727613280322
ACH-000296,-1.0916341088695212
ACH-000302,-0.9305211724372959
ACH-000304,-0.973850954278052
ACH-000307,-0.8395734525004903
ACH-000308,-0.7191239056020841
ACH-000310,-0.6482482410427789
ACH-000311,-0.7132894821766214
ACH-000312,-0.638547720780699
ACH-000315,-0.7168120764893232
ACH-000316,-0.8117153755349275
ACH-000317,-0.8923866826448157
ACH-000318,-0.6365820606855421
ACH-000319,-0.9353705944969656
ACH-000320,-0.8526535763546093
ACH-000322,-0.782957128372874
ACH-000323,-0.778394711627066
ACH-000324,-0.8370920453101448
ACH-000329,-0.5851021093320121
ACH-000330,-0.8764140953049135
ACH-000331,-0.7432590365918331
ACH-000332,-0.7797824457620167
ACH-000334,-0.7546123620308556
ACH-000335,-0.7798585096159824
ACH-000336,-0.3986114513839525
ACH-000337,-0.6861901969731795
ACH-000338,-0.718456823503685
ACH-000339,-0.7775691374013044
ACH-000341,-1.0707771433995619
ACH-000348,-0.9472476602007384
ACH-000350,-0.7494562604986603
ACH-000352,-0.6738846650714355
ACH-000356,-0.7764372677224445
ACH-000361,-0.7309864281327221
ACH-000362,-0.6743145146442067
ACH-000363,-0.5612911119732278
ACH-000364,-0.7658243895673309
ACH-000365,-0.8858400272503572
ACH-000366,-0.5929355622614247
ACH-000368,-0.8286108288701461
ACH-000374,-0.45472308841013104
ACH-000375,-1.0746620587878166
ACH-000376,-1.0051480087054887
ACH-000381,-0.7539504878393793
ACH-000383,-0.7139166100963661
ACH-000387,-0.7667554248690134
ACH-000389,-0.8200580965366912
ACH-000390,-0.7936735173274557
ACH-000393,-0.7282786159248887
ACH-000395,-0.8614326323942572
ACH-000396,-0.6289477439239335
ACH-000397,-0.9991422084845216
ACH-000401,-0.8189162594217959
ACH-000402,-0.5093153226856607
ACH-000403,-0.7174982415199804
ACH-000404,-0.4137859088755294
ACH-000406,-0.8537664816223719
ACH-000407,-0.8897467462872843
ACH-000408,-0.5916704200066639
ACH-000410,-0.96554517000118
ACH-000411,-0.7604189389026349
ACH-000414,-0.8740917860318983
ACH-000415,-0.676006315045532
ACH-000416,-0.6821026946909747
ACH-000420,-0.6902259032879984
ACH-000421,-0.9621058380767452
ACH-000424,-1.1651235972544356
ACH-000425,-0.7319839178368371
ACH-000426,-0.5101077636206491
ACH-000427,-0.7498720434220244
ACH-000433,-0.7641104292216547
ACH-000435,-0.7887311729915815
ACH-000436,-0.9198056434455684
ACH-000444,-1.1976668779665318
ACH-000445,-0.9581361040502758
ACH-000448,-0.7072770666840508
ACH-000450,-0.7332031450349594
ACH-000452,-0.6160441793695919
ACH-000454,-0.9066441988077436
ACH-000458,-0.8165339939682784
ACH-000459,-0.9694390565856728
ACH-000460,-0.6916188612528075
ACH-000461,-0.8132549897916621
ACH-000463,-0.7070956677998427
ACH-000464,-0.8596830258023137
ACH-000466,-0.7194960360145519
ACH-000467,-0.806055876970716
ACH-000468,-0.6629326206661618
ACH-000469,-0.7689705834407864
ACH-000470,-0.9936681500207212
ACH-000471,-0.6585009900433691
ACH-000472,-0.6615755809208976
ACH-000473,-0.7781126130668664
ACH-000475,-0.7242528017208321
ACH-000476,-0.8298169998633503
ACH-000477,-0.4711629847457196
ACH-000479,-0.8556949500559846
ACH-000480,-0.7110479202414464
ACH-000481,-0.9263642599833112
ACH-000483,-0.8510298641595615
ACH-000484,-1.0825723490075247
ACH-000485,-0.6346437616658894
ACH-000486,-0.8242580289853739
ACH-000487,-0.8994607535578871
ACH-000488,-0.7294810201856251
ACH-000490,-0.8444972417277342
ACH-000491,-0.7846002551654296
ACH-000495,-1.0017416141310256
ACH-000496,-0.7632838699093447
ACH-000499,-1.3370671957341247
ACH-000500,-0.884474350751245
ACH-000502,-0.8567277062358984
ACH-000503,-0.7362138595201839
ACH-000505,-1.0480346189485732
ACH-000507,-0.5584598629783869
ACH-000510,-0.7073871233937965
ACH-000511,-0.7526067982008083
ACH-000512,-0.5054354282600326
ACH-000516,-0.9711996904064536
ACH-000517,-0.7896056913269668
ACH-000518,-0.7763268585565949
ACH-000520,-0.8828904198899581
ACH-000521,-0.7154508839562247
ACH-000522,-0.9288830504418716
ACH-000524,-0.7023462531082029
ACH-000527,-0.9982656276009816
ACH-000528,-0.9891730254592904
ACH-000537,-0.5006924359531528
ACH-000541,-0.8981202147547119
ACH-000542,-0.8945989688728245
ACH-000544,-0.5487406496447628
ACH-000545,-0.8799812185296301
ACH-000547,-0.8347691054180147
ACH-000548,-0.7362309946907393
ACH-000549,-0.691159621025043
ACH-000550,-1.0528434857096054
ACH-000552,-0.7557952722648151
ACH-000556,-0.5859251750496319
ACH-000557,-0.5255992048192016
ACH-000569,-1.1915829982317347
ACH-000570,-0.6757131495320399
ACH-000571,-0.6401111723085646
ACH-000573,-0.8048883587429921
ACH-000576,-0.7265598538474424
ACH-000579,-0.7209855469591009
ACH-000580,-1.0519684770978217
ACH-000584,-1.0007056486356491
ACH-000585,-0.5458602782987381
ACH-000588,-0.7495317404287362
ACH-000589,-0.6670282323067034
ACH-000591,-0.9770780793370692
ACH-000593,-0.5827750523810508
ACH-000600,-0.7305586894207268
ACH-000601,-0.9040218390417798
ACH-000605,-0.6789771252887842
ACH-000606,-0.7953865216348837
ACH-000608,-0.7144250536388143
ACH-000614,-0.8735019929869501
ACH-000616,-0.8799137639056975
ACH-000618,-0.6848619103279635
ACH-000619,-1.00196658550938
ACH-000620,-0.868821922147076
ACH-000621,-0.6763731757978939
ACH-000622,-0.6575473646853164
ACH-000623,-0.98867893281334
ACH-000624,-0.8999239039406135
ACH-000627,-0.8584318827072458
ACH-000630,-0.6645615454141399
ACH-000631,-0.7514659142344028
ACH-000632,-0.5758732610866841
ACH-000633,-1.0018998443621692
ACH-000637,-0.6285434770935798
ACH-000638,-0.8724211513347705
ACH-000646,-0.8980736876302767
ACH-000647,-0.7016567982989752
ACH-000648,-0.7771289973067865
ACH-000649,-0.876547699762395
ACH-000651,-0.8014562848388166
ACH-000652,-0.8734364120275347
ACH-000653,-0.9079319334777964
ACH-000657,-0.625528260264088
ACH-000658,-0.7669110129251949
ACH-000661,-0.7193723175350933
ACH-000662,-1.1612186409151026
ACH-000663,-0.8791942703232121
ACH-000665,-0.8445224853922378
ACH-000671,-1.0519794616554916
ACH-000672,-1.1757333874643996
ACH-000673,-0.6224803159111629
ACH-000676,-0.7645919517507265
ACH-000677,-0.8783059884303548
ACH-000681,-0.7576213331881577
ACH-000683,-0.7460153774933763
ACH-000684,-0.8265543768721916
ACH-000688,-0.7489389066738559
ACH-000693,-0.6513527617098238
ACH-000694,-0.8434913996202709
ACH-000695,-0.6184199530877356
ACH-000696,-0.8120869388088009
ACH-000697,-0.6771853510513932
ACH-000699,-0.7633978709007017
ACH-000701,-0.8497657871205251
ACH-000706,-0.7741847092486435
ACH-000711,-1.016767000129558
ACH-000713,-0.6082085935125501
ACH-000714,-0.7792764139727362
ACH-000718,-0.7591170347203112
ACH-000720,-0.9002615225174949
ACH-000721,-0.8326652278012275
ACH-000724,-0.7140897570454668
ACH-000725,-0.8048403766971813
ACH-000732,-1.0546100484018872
ACH-000734,-0.7505730211296497
ACH-000735,-0.8596692230085488
ACH-000736,-0.8945002609513654
ACH-000738,-0.6819737071444403
ACH-000746,-0.8441336467067747
ACH-000747,-0.7849514794593712
ACH-000748,-0.8576409485065617
ACH-000753,-0.7215234124691974
ACH-000756,-1.1867884201714602
ACH-000757,-0.8324724101363491
ACH-000758,-0.8963309558668434
ACH-000760,-0.8414179252867139
ACH-000762,-0.7254191811427596
ACH-000763,-1.0300162350020232
ACH-000764,-1.042080458272339
ACH-000765,-0.9276458883982136
ACH-000766,-0.9138978878808579
ACH-000767,-0.770019500045097
ACH-000768,-0.9400627957015129
ACH-000769,-0.8607836214072963
ACH-000770,-0.5214927919953372
ACH-000771,-0.6750380581695725
ACH-000773,-0.9873235072050284
ACH-000776,-0.6519557937827642
ACH-000777,-0.7959578072037737
ACH-000778,-0.8279733531640983
ACH-000781,-1.0380616027095608
ACH-000782,-0.8154541417614234
ACH-000783,-0.6845691089407534
ACH-000784,-0.7214896511710278
ACH-000785,-0.6058958512434731
ACH-000787,-0.8963540174581301
ACH-000788,-0.7641997587990363
ACH-000791,-0.8577014453873651
ACH-000792,-0.7280404173425281
ACH-000794,-0.850548750892731
ACH-000796,-0.664811440536508
ACH-000798,-0.7673538761682409
ACH-000799,-0.7685909059405133
ACH-000800,-1.00040362304501
ACH-000802,-0.6709299526968204
ACH-000804,-0.6832925336901308
ACH-000805,-0.7733731203276966
ACH-000809,-0.7161927429970149
ACH-000810,-0.3334817528198582
ACH-000811,-0.5373065804995876
ACH-000817,-0.8097908944825524
ACH-000819,-0.7451052950153743
ACH-000820,-1.0314620387153128
ACH-000821,-0.9232955546248612
ACH-000822,-0.7972858882221594
ACH-000823,-0.8446166885218336
ACH-000824,-0.8046004089394251
ACH-000827,-0.8942773667139114
ACH-000829,-0.7298119066114259
ACH-000831,-0.8327328225416034
ACH-000832,-0.6606215196947769
ACH-000833,-0.7970255188626212
ACH-000834,-0.9241625604750392
ACH-000835,-0.8819892303736694
ACH-000836,-0.8187760849055145
ACH-000837,-0.6365436926656042
ACH-000838,-0.8980373195893501
ACH-000839,-0.7681583113594301
ACH-000840,-0.851535315992978
ACH-000841,-0.916446027029582
ACH-000843,-0.922679667747572
ACH-000846,-0.4938461690676685
ACH-000847,-0.6003046475187479
ACH-000848,-0.9141235966563164
ACH-000849,-0.8358635115091099
ACH-000851,-0.8496816056028758
ACH-000855,-0.9491289007051184
ACH-000856,-0.7383337999579141
ACH-000858,-0.8667404664345505
ACH-000859,-0.8843959387036183
ACH-000861,-1.025327541120425
ACH-000862,-0.6604254105748459
ACH-000865,-0.8389595261408342
ACH-000866,-0.7178990396630301
ACH-000867,-0.5999721798464126
ACH-000869,-0.8201665166953792
ACH-000872,-0.8145380050371136
ACH-000873,-1.001617003518276
ACH-000876,-0.7185328958426666
ACH-000878,-0.6835548651766904
ACH-000880,-0.7764445299149312
ACH-000881,-0.7271226791815749
ACH-000882,-0.8612931482662142
ACH-000884,-0.8064777790741652
ACH-000885,-0.8584651257279331
ACH-000887,-0.5673093389614257
ACH-000889,-0.7356057257762066
ACH-000896,-0.6596528857547884
ACH-000898,-0.657631449994711
ACH-000900,-0.6697683079503128
ACH-000901,-0.7889584831221768
ACH-000905,-0.7713382634807728
ACH-000906,-0.6469362589646573
ACH-000907,-0.9609877075311228
ACH-000910,-0.7459927154277768
ACH-000911,-0.8592158324770208
ACH-000912,-1.0048900229979565
ACH-000913,-0.8117635938128334
ACH-000915,-0.7921702428919187
ACH-000916,-0.8167003975889061
ACH-000917,-0.6911204829144724
ACH-000920,-0.631220922681174
ACH-000921,-1.0718621840165534
ACH-000924,-0.8478889616426463
ACH-000926,-0.7923745339925868
ACH-000928,-0.6546606319094738
ACH-000929,-0.6018814313207205
ACH-000932,-0.7188332616220909
ACH-000935,-0.8167500998266126
ACH-000936,-0.647076324343991
ACH-000937,-0.7500033603638036
ACH-000938,-0.6591807437893382
ACH-000939,-0.7089491606909963
ACH-000941,-1.02718588800851
ACH-000943,-0.8309612471327694
ACH-000946,-0.7666673616890948
ACH-000947,-0.8802770533571245
ACH-000948,-0.6675424894618307
ACH-000950,-0.7433298594762914
ACH-000953,-0.8500381983953136
ACH-000954,-0.6824283190215855
ACH-000957,-0.5038603527253396
ACH-000958,-0.935281985159726
ACH-000960,-0.524936108253741
ACH-000963,-1.0700508749060005
ACH-000968,-0.7351728048193603
ACH-000969,-0.7668967110769416
ACH-000972,-0.6450744157960653
ACH-000973,-0.6221906476339053
ACH-000974,-0.6821778921382396
ACH-000978,-1.007024085501728
ACH-000984,-0.6296501972806263
ACH-000986,-0.8310318502217379
ACH-000988,-0.767695311127357
ACH-000993,-0.9286872725610896
ACH-000994,-0.6942458755647382
ACH-000996,-0.8551619835063109
ACH-001001,-0.6227802888661322
ACH-001020,-0.8228833923295232
ACH-001028,-0.669309849343217
ACH-001031,-0.8689100747781532
ACH-001038,-1.2573835478084736
ACH-001048,-0.7747625305858595
ACH-001050,-0.8123271916344005
ACH-001053,-0.8641824913201016
ACH-001054,-0.9401826429843716
ACH-001061,-0.7693067542001809
ACH-001067,-0.9435529572729244
ACH-001075,-0.9247526580475804
ACH-001096,-0.96879891782945
ACH-001111,-0.8176752992773495
ACH-001119,-0.7249914966938129
ACH-001128,-1.22386747969974
ACH-001134,-1.040465657707555
ACH-001151,-0.8068444037969149
ACH-001163,-1.0939435505874369
ACH-001164,-1.0006971440515693
ACH-001183,-0.8375906447935968
ACH-001192,-1.1669749538908398
ACH-001193,-1.0062792849503523
ACH-001196,-1.0755378322441316
ACH-001197,-0.9699612750042408
ACH-001205,-0.6332040815630058
ACH-001211,-0.6034742580569452
ACH-001212,-0.6277612404054218
ACH-001228,-0.8133057492716801
ACH-001232,-1.1064135487090867
ACH-001239,-0.5690652333741191
ACH-001270,-0.8204252213889707
ACH-001274,-0.910433261501252
ACH-001275,-0.66744860444262
ACH-001277,-0.9028696283280612
ACH-001278,-0.6717725547524896
ACH-001280,-0.9317533331521168
ACH-001283,-1.1722291487641463
ACH-001289,-0.5527999156685158
ACH-001300,-0.5589373268428304
ACH-001301,-0.6196273740820964
ACH-001302,-0.9221584352887998
ACH-001306,-0.754545453564444
ACH-001318,-0.8326668898908369
ACH-001322,-0.9594581011465932
ACH-001328,-0.8745359708208432
ACH-001332,-0.5025390113575122
ACH-001336,-0.7332302957244867
ACH-001346,-0.8119238961670815
ACH-001353,-0.9783539391615051
ACH-001354,-0.6697127090767027
ACH-001367,-0.5984227234537963
ACH-001368,-0.7825454417413882
ACH-001374,-0.7072255667779368
ACH-001377,-0.8827013312923921
ACH-001380,-1.0186279276654704
ACH-001391,-0.8020770311938339
ACH-001408,-0.8229066670286171
ACH-001430,-0.7603809126655542
ACH-001431,-1.126091529960333
ACH-001450,-0.6326853784437162
ACH-001496,-0.9894823700313572
ACH-001500,-0.8404064767788432
ACH-001523,-0.7680442500970734
ACH-001532,-0.815179607855172
ACH-001550,-0.9682253355444516
ACH-001552,-0.6065488666993906
ACH-001554,-0.7851055345990174
ACH-001654,-0.6270750642219507
ACH-001735,-0.7060400622021461
ACH-001736,-0.9291377001317034
ACH-001737,-0.92815727607459
ACH-001740,-0.7995404634889517
ACH-001745,-0.981048894318999
ACH-001765,-0.6722887371893855
