,DAB2IP (153090)
ACH-000004,0.028214048585347613
ACH-000005,0.1105989477636852
ACH-000007,0.4527790090119718
ACH-000009,0.34907794306997225
ACH-000011,0.3977316895978733
ACH-000012,0.19594017518934426
ACH-000013,0.2675653267933693
ACH-000014,0.5357341244236881
ACH-000015,0.221732979016862
ACH-000017,0.4236430610385001
ACH-000018,0.3620976822588526
ACH-000019,0.20563052574241453
ACH-000021,0.19139845540515416
ACH-000022,0.2011777252164799
ACH-000025,0.29095652142632017
ACH-000028,0.2972041353212462
ACH-000030,0.2599258422649341
ACH-000035,0.2881032767811921
ACH-000036,0.24835410600691504
ACH-000037,0.21697167098087708
ACH-000039,0.3806359991403137
ACH-000040,0.2880261194611278
ACH-000041,0.2963217436000123
ACH-000042,0.3051834623655722
ACH-000045,0.28142601024462016
ACH-000047,0.4042656662373686
ACH-000052,0.2894549366880178
ACH-000053,0.13733771068025427
ACH-000054,0.2757880350504528
ACH-000055,0.22776646610258985
ACH-000060,0.40161603408016544
ACH-000067,0.30821122911578785
ACH-000070,0.1087226640403096
ACH-000075,0.4163578903025615
ACH-000078,0.19791344104921726
ACH-000082,0.2860611692516182
ACH-000085,0.2975858669644833
ACH-000086,0.2105502703565678
ACH-000087,0.3382256383875765
ACH-000092,0.3301548902255189
ACH-000095,0.2664111233047332
ACH-000097,0.2765940591451427
ACH-000098,0.3652471825671017
ACH-000099,0.3955498230609525
ACH-000108,0.304234092587651
ACH-000113,0.1615781266588201
ACH-000116,0.34532378664149793
ACH-000118,0.3179138413275248
ACH-000120,0.4668676437534727
ACH-000123,0.2489105012106016
ACH-000127,0.3073224994501928
ACH-000128,0.33103988409389695
ACH-000132,0.32619082398135896
ACH-000133,0.2486767400926528
ACH-000137,0.27351029572189584
ACH-000138,0.13569657218178974
ACH-000142,0.3831568767088326
ACH-000143,0.5227036418467466
ACH-000146,0.16483037199743167
ACH-000148,0.2904532879393648
ACH-000150,0.3982333391750637
ACH-000152,0.23995707774861694
ACH-000153,0.3934830650388396
ACH-000159,0.253439340049294
ACH-000160,0.1676464637233004
ACH-000163,0.3029037562712602
ACH-000167,0.2512495328699902
ACH-000168,0.3275541696362339
ACH-000169,0.2969225048914756
ACH-000178,0.20652720503941047
ACH-000183,0.1813778861676295
ACH-000188,0.25822664381253324
ACH-000189,0.18011567065523032
ACH-000190,0.4084113505199365
ACH-000198,0.28594192279566977
ACH-000203,0.3342918321311363
ACH-000204,0.16633898633470892
ACH-000206,0.1119316503194112
ACH-000207,0.253049394125142
ACH-000208,0.3308878277824715
ACH-000210,0.1625967040875901
ACH-000211,0.29244567669182625
ACH-000215,0.3161920747315997
ACH-000221,0.13426743082802578
ACH-000222,0.1513200249830671
ACH-000223,0.28071529053731603
ACH-000226,0.3155417492117439
ACH-000227,0.29325177945304864
ACH-000228,0.19875960995655795
ACH-000231,0.2431072897252068
ACH-000232,0.3080329718567017
ACH-000233,0.2266202923061689
ACH-000234,0.3987696304246904
ACH-000235,0.2829781427516101
ACH-000237,0.2276641133576153
ACH-000238,0.11491419874175215
ACH-000242,0.25118153847493924
ACH-000243,0.2471899303083381
ACH-000244,0.3124177004377484
ACH-000246,0.27695421431793205
ACH-000248,0.4801209774042867
ACH-000250,0.2163449205699091
ACH-000251,0.2543427819966808
ACH-000252,0.1237123173680328
ACH-000253,0.34849154401958005
ACH-000255,0.19316370480833733
ACH-000256,0.2836197770783729
ACH-000257,0.3443514322746277
ACH-000258,0.2155553133755318
ACH-000259,0.2846817417234121
ACH-000260,0.3012333644358888
ACH-000261,0.22335372814096802
ACH-000262,0.2904605814370097
ACH-000263,0.06390537132086928
ACH-000264,0.2217264938930815
ACH-000265,0.2859049205234698
ACH-000266,0.28521194044819403
ACH-000272,0.21739379995488012
ACH-000274,0.2229625543322926
ACH-000277,0.2477782278907008
ACH-000278,0.3352468171597331
ACH-000279,0.35918246907186313
ACH-000280,0.06710073486473662
ACH-000281,0.597280963846837
ACH-000288,0.4128290122219291
ACH-000291,0.21200808324288067
ACH-000293,0.2270345783058101
ACH-000294,0.3204498905034018
ACH-000295,0.26566138844753084
ACH-000296,0.6642863708135257
ACH-000302,0.25926105044186354
ACH-000304,0.4421941385472751
ACH-000307,0.2941314454885287
ACH-000308,0.2706891995453078
ACH-000310,0.14838686967816006
ACH-000311,0.3035295012927138
ACH-000312,0.3755217440217716
ACH-000315,0.22163837357126984
ACH-000316,0.3341865714800079
ACH-000317,0.2894482434799341
ACH-000318,0.2338612538144074
ACH-000319,0.29563583268119464
ACH-000320,0.2578020141441631
ACH-000322,0.3901386793040064
ACH-000323,0.26661206713476665
ACH-000324,0.1386251210236067
ACH-000329,0.2385001239164155
ACH-000330,0.25351328158644243
ACH-000331,0.3399613252612915
ACH-000332,0.37128121030448136
ACH-000334,0.15825249065386515
ACH-000335,0.42491501173138185
ACH-000336,0.38203809442017306
ACH-000337,0.21959337016738176
ACH-000338,0.1313476567312869
ACH-000339,0.23864531692893096
ACH-000341,0.15229625451516268
ACH-000348,0.15618962343737547
ACH-000350,0.2346082465152713
ACH-000352,0.3696292677581611
ACH-000356,0.2811130198329371
ACH-000361,0.3491164867493988
ACH-000362,0.11200814575868008
ACH-000363,0.21168123638073136
ACH-000364,0.2540663240601102
ACH-000365,0.1657860871718026
ACH-000366,0.2696022735475983
ACH-000368,0.2414910222244473
ACH-000374,0.23424076083760886
ACH-000375,0.029963735059225238
ACH-000376,0.2424900569455335
ACH-000381,0.3633064370851843
ACH-000383,0.15629267187761078
ACH-000387,0.1312274758661
ACH-000389,0.4333405777365626
ACH-000390,0.26811527492284765
ACH-000393,0.1450433303133948
ACH-000395,0.4094945303777976
ACH-000396,0.2705455719101465
ACH-000397,0.2565300719704625
ACH-000401,0.18973808869558328
ACH-000402,0.09416146483487788
ACH-000403,0.3718911033031881
ACH-000404,0.4120212972784152
ACH-000406,0.16459463267471644
ACH-000407,0.3331695609252073
ACH-000408,0.3551270281941866
ACH-000410,0.3416182239149547
ACH-000411,0.3048931192260071
ACH-000414,0.32493345489079195
ACH-000415,0.17903952713915758
ACH-000416,0.2404890029363083
ACH-000420,0.30505361411290555
ACH-000421,0.2408069553528835
ACH-000424,0.4250770295527119
ACH-000425,0.3862546506068464
ACH-000426,0.30329407257583
ACH-000427,0.27266045709232045
ACH-000433,0.2663100129014629
ACH-000435,0.3665623992522389
ACH-000436,0.1389820656859409
ACH-000444,0.2702161104719521
ACH-000445,0.31245805950048783
ACH-000448,0.2512848619239821
ACH-000450,0.2645399651936818
ACH-000452,0.391011727795972
ACH-000454,0.3842372089927169
ACH-000458,0.12943906271472627
ACH-000459,0.16471974022191654
ACH-000460,0.23626374786601465
ACH-000461,0.337570840270668
ACH-000463,0.2267362816950416
ACH-000464,0.2295286211218185
ACH-000466,0.3928181780082341
ACH-000467,0.4040617303707473
ACH-000468,0.3165972045872841
ACH-000469,0.3644886293580441
ACH-000470,0.435805819884628
ACH-000471,0.37901555230694
ACH-000472,0.1936147376288284
ACH-000473,0.08102002326592794
ACH-000475,0.24067094427092126
ACH-000476,0.20534153225793267
ACH-000477,0.3596197236095143
ACH-000479,0.4313444919171695
ACH-000480,0.2841470408895143
ACH-000481,0.2771917847418888
ACH-000483,0.27418122638141185
ACH-000484,0.19631704086614976
ACH-000485,0.4453732155699346
ACH-000486,0.3592091862810058
ACH-000487,0.21035126353131514
ACH-000488,0.18198200141200366
ACH-000490,0.2190485634781477
ACH-000491,0.20980993836352005
ACH-000495,0.3434141311905889
ACH-000496,0.2644563414969052
ACH-000499,0.16897495699200696
ACH-000500,0.09394876406411108
ACH-000502,0.4336650707270693
ACH-000503,0.02745726669118325
ACH-000505,0.2297600751398839
ACH-000507,0.32374585104020115
ACH-000510,0.2551152208068829
ACH-000511,0.2320627167481057
ACH-000512,0.09449136839001776
ACH-000516,0.3430980832551025
ACH-000517,0.1814818935642962
ACH-000518,0.4291161570387901
ACH-000520,0.292221606262888
ACH-000521,0.18643785675299052
ACH-000522,0.29128234022638616
ACH-000524,0.4164137502775234
ACH-000527,0.2560635660974757
ACH-000528,0.2449633686216958
ACH-000537,0.3915592720936699
ACH-000541,0.2345654240903984
ACH-000542,0.3233306607470355
ACH-000544,0.329000165768741
ACH-000545,0.3039414786118759
ACH-000547,0.2727993642301122
ACH-000548,0.2666846904566438
ACH-000549,0.41086290661372055
ACH-000550,0.32595209915400963
ACH-000552,0.4326684582752997
ACH-000556,0.2532982030773923
ACH-000557,0.16331795428966714
ACH-000569,0.26667821591949875
