,AGR2 (10551)
ACH-000004,-0.02755306179346152
ACH-000005,0.11346334484701133
ACH-000007,-0.5035820330631171
ACH-000009,-0.04135613598110309
ACH-000011,-0.0472610986919848
ACH-000012,-0.020206403894367904
ACH-000013,0.079764175638087
ACH-000014,-0.11237694989450152
ACH-000015,-0.03905384858378198
ACH-000017,-0.0004399498523347417
ACH-000018,-0.03615295210196611
ACH-000019,0.020799607857977798
ACH-000021,0.007894012566907338
ACH-000022,-0.3045982805968137
ACH-000025,-0.043144383996090836
ACH-000028,0.09417876664358646
ACH-000030,0.013207197233576893
ACH-000035,-0.1265045746807603
ACH-000036,-0.08919810677934058
ACH-000037,0.02249524095441169
ACH-000039,-0.033457579709660686
ACH-000040,0.007840801692429985
ACH-000041,-0.08274728921627908
ACH-000042,-0.015808142946269872
ACH-000045,0.21991680769019395
ACH-000047,-0.08266443126125228
ACH-000052,0.07174851966256603
ACH-000053,-0.06885670507106598
ACH-000054,0.07933765874567934
ACH-000055,0.06612337402964766
ACH-000060,0.1081979919442523
ACH-000067,0.06104071152105076
ACH-000070,-0.057667304297309076
ACH-000075,-0.003274659375268695
ACH-000078,0.03525300718198153
ACH-000082,0.006313336921806621
ACH-000085,-0.1824939497517291
ACH-000086,0.11031125423627228
ACH-000087,-0.014156432821427657
ACH-000092,0.0999933385526868
ACH-000095,-0.02799902705553808
ACH-000097,-0.14834772033361712
ACH-000098,-0.0267430040223068
ACH-000099,-0.1204515818960928
ACH-000108,-0.03243131490501181
ACH-000113,0.029380472994552462
ACH-000116,-0.0041828917789750435
ACH-000118,0.007327228041031991
ACH-000120,0.08800957784268408
ACH-000123,0.0493028986909088
ACH-000127,0.04315872935168601
ACH-000128,-0.07663788152529621
ACH-000132,0.09839677089370892
ACH-000133,0.0036247341554123853
ACH-000137,-0.07191007952815075
ACH-000138,-0.040136131226217175
ACH-000142,-0.03096822132021781
ACH-000143,0.07414186277945355
ACH-000146,-0.01242885070032902
ACH-000148,0.04496705502669888
ACH-000150,-0.009731283128267102
ACH-000152,-0.030484448023680475
ACH-000153,0.07387850530673637
ACH-000159,-0.04362013718101747
ACH-000160,-0.021036465639632896
ACH-000163,0.2206853868098043
ACH-000167,-0.04911627588575509
ACH-000168,0.08228633943354183
ACH-000169,0.006168808692887317
ACH-000178,0.0641201637268309
ACH-000183,-0.007666535126383302
ACH-000188,0.015223317705858469
ACH-000189,-0.04026962380535885
ACH-000190,-0.012740257285577662
ACH-000198,0.09672585452388463
ACH-000203,-0.04349684272737197
ACH-000204,0.06406854484568694
ACH-000206,0.1505552380572635
ACH-000207,0.0880927329326274
ACH-000208,0.054097575068259816
ACH-000210,-0.028102823640833868
ACH-000211,-0.03161830221706336
ACH-000215,-0.018112963283594536
ACH-000221,-0.04303964070910919
ACH-000222,-0.07821294842208806
ACH-000223,-0.003785657859128135
ACH-000226,-0.09470164040361936
ACH-000227,0.0404919760213751
ACH-000228,0.07623721197862877
ACH-000231,-0.04414428295547769
ACH-000232,0.0714518637174547
ACH-000233,0.06462722920923474
ACH-000234,0.03900965700277309
ACH-000235,-0.026052721648520804
ACH-000237,-0.0012838895458881904
ACH-000238,-0.15090962150227144
ACH-000242,0.03783154045790165
ACH-000243,-0.02914052795136265
ACH-000244,-0.08052085894906652
ACH-000246,0.06565843080209076
ACH-000248,0.06479492023334624
ACH-000250,-0.012414737623770995
ACH-000251,-0.11815242157466772
ACH-000252,-0.01967234115534221
ACH-000253,-0.1076316464721815
ACH-000255,-0.017177288706365108
ACH-000256,0.07362753961380213
ACH-000257,0.134873083230105
ACH-000258,-0.1210508408908821
ACH-000259,-0.05028040847272496
