,CFL1 (1072)
ACH-000004,-0.8091689561290353
ACH-000005,-0.3129422207164249
ACH-000007,-0.5085098238287322
ACH-000009,-0.8008807109978315
ACH-000011,-0.27573664415479804
ACH-000012,-0.9963979166163192
ACH-000013,-0.5613067822953236
ACH-000014,-0.2099919333712838
ACH-000015,-0.14726343741241982
ACH-000017,-0.33794888978443577
ACH-000018,-0.3377568513568031
ACH-000019,-0.5950030098239034
ACH-000021,-0.5718869331830578
ACH-000022,-0.4693506561341398
ACH-000025,-0.2512168455057877
ACH-000028,-0.6549459379488576
ACH-000030,-0.8687131605784164
ACH-000035,-0.7003061433326391
ACH-000036,-0.2972564543495346
ACH-000037,-0.6618765674688691
ACH-000039,-0.7678002866756709
ACH-000040,-0.4008647256240646
ACH-000041,-0.5165193317616322
ACH-000042,-0.4768246787009976
ACH-000045,-0.6026109197671233
ACH-000047,-0.3965533640034185
ACH-000052,-0.5804877010522058
ACH-000053,-1.0437690439589358
ACH-000054,-0.6006108660405916
ACH-000055,-0.7074460811436839
ACH-000060,-0.6027568875194714
ACH-000067,-0.20177657586794456
ACH-000070,-0.743663747414261
ACH-000075,-0.5982419928281911
ACH-000078,-0.22177512206856212
ACH-000082,-0.4167737688016473
ACH-000085,-1.0892440521249438
ACH-000086,-0.3648220858983962
ACH-000087,-0.7057194718261318
ACH-000092,-0.4095654789607213
ACH-000095,-0.8390939640357915
ACH-000097,-0.2340387351809528
ACH-000098,-0.31882509377017243
ACH-000099,-0.2533855687114536
ACH-000108,-0.41078217389433896
ACH-000113,-0.5951650226880076
ACH-000116,-0.5231066025997293
ACH-000118,-0.6443890182133593
ACH-000120,-0.26193672608212065
ACH-000123,-0.4988770337389937
ACH-000127,-0.3865487685123903
ACH-000128,-0.5921455868022013
ACH-000132,-0.6708172167144859
ACH-000133,-0.5430604747607085
ACH-000137,-0.7450529877704338
ACH-000138,-0.4607481333191376
ACH-000142,-0.6514113893810523
ACH-000143,-0.6755492497716178
ACH-000146,-1.17787090403459
ACH-000148,-0.3759559641270197
ACH-000150,-0.4742221033890317
ACH-000152,-0.16151507174413318
ACH-000153,-0.5131658390528541
ACH-000159,-0.3819034050803433
ACH-000160,-1.10880742762928
ACH-000163,-0.5802050640215488
ACH-000167,-0.5062994040475212
ACH-000168,-1.0173923674054568
ACH-000169,-0.2945195627554775
ACH-000178,-0.4355926820419429
ACH-000183,-0.9429473942984138
ACH-000188,-0.8212094769355373
ACH-000189,-0.4475481195573968
ACH-000190,-0.6551442272037314
ACH-000198,-0.7622230858338459
ACH-000203,-0.2675289286486694
ACH-000204,-0.6444956172535472
ACH-000206,-1.0147963035425582
ACH-000207,-0.7871902983218254
ACH-000208,-0.5792211527688085
ACH-000210,-0.4799982370999789
ACH-000211,-0.5109180370595133
ACH-000215,-0.15905332960344806
ACH-000221,-0.20463486333758515
ACH-000222,-0.6871926418880419
ACH-000223,-0.5529454788969035
ACH-000226,-0.8623369666836633
ACH-000227,-0.4088422656643276
ACH-000228,-0.7724374680494323
ACH-000231,-0.4395512523073465
ACH-000232,-0.6902205292693837
ACH-000233,-0.9363269638626616
ACH-000234,-0.5213289029212566
ACH-000235,-0.5916955711024624
ACH-000237,-0.5113371597747919
ACH-000238,-0.9577773794654164
ACH-000242,-0.3372079484303591
ACH-000243,-0.8909404622553192
ACH-000244,-0.5496658722109663
ACH-000246,-0.4834170023931298
ACH-000248,-0.3068576750499461
ACH-000250,-0.4289918515051443
ACH-000251,-0.3648748490597993
ACH-000252,-0.4137351158375774
ACH-000253,-0.2412033912113633
ACH-000255,-0.6988723098589366
ACH-000256,-0.486557772637932
ACH-000257,-0.4564381926915886
ACH-000258,-0.25841498378802635
ACH-000259,-0.7491457476658191
ACH-000260,-0.44073402067859657
ACH-000261,-0.3966945104149741
ACH-000262,-0.5512337488217202
ACH-000263,-0.8781765585875876
ACH-000264,-0.5680983227413181
ACH-000265,-0.5336954446316082
ACH-000266,-0.4836341016079607
ACH-000272,-0.3577840225119915
ACH-000274,-0.3148686473535073
ACH-000277,-0.9356886881796072
ACH-000278,-0.6645076131105758
ACH-000279,-0.3889256509087677
ACH-000280,-0.5761183086501548
ACH-000281,-0.3951468644634066
ACH-000288,-0.5362477111740117
ACH-000291,-0.48925115791554397
ACH-000293,-0.5789231900923211
ACH-000294,-0.5893706695838139
ACH-000295,-0.943206127749456
ACH-000296,-0.4092675707523503
ACH-000302,-0.3328639468602785
ACH-000304,-0.35198889236837605
ACH-000307,-0.42779352973613904
ACH-000308,-0.5631406203774847
ACH-000310,-0.5024846870170021
ACH-000311,-0.7559720701245782
ACH-000312,-0.27173875449918994
ACH-000315,-1.0168507377375169
ACH-000316,-0.5239753882079214
ACH-000317,-0.5258375584651842
ACH-000318,-0.6066400321256624
ACH-000319,-0.3830288299892569
ACH-000320,-0.4058179101484121
ACH-000322,-0.4154382253980107
ACH-000323,-0.37039253085347373
ACH-000324,-0.33769903291002945
ACH-000329,-0.3273783273091953
ACH-000330,-0.5435288572549781
ACH-000331,-0.21689373063176332
ACH-000332,-0.7505537735704766
ACH-000334,-1.096732142508749
ACH-000335,-0.3223375599734077
ACH-000336,-0.580012286103765
ACH-000337,-0.471139813347758
ACH-000338,-1.1422003047781564
ACH-000339,-0.5462762265041551
ACH-000341,-0.4827404872266078
ACH-000348,-0.17880433514187294
ACH-000350,-0.617331232511949
ACH-000352,-0.24072541672837786
ACH-000356,-0.6121029725838598
ACH-000361,-0.22082645944455948
ACH-000362,-0.6686401441491585
ACH-000363,-1.089138937535423
ACH-000364,-0.6065009107748985
ACH-000365,-0.8825214149432055
ACH-000366,-0.4078141830614416
ACH-000368,-0.6540151196920934
ACH-000374,-0.5140530764542747
ACH-000375,-0.20580049654637264
ACH-000376,-0.950592873364668
ACH-000381,-0.8163349494372758
ACH-000383,-0.6728619712581784
ACH-000387,-0.8233653018362878
ACH-000389,-0.5449326373525043
ACH-000390,-0.3800144986148318
ACH-000393,-0.27374850746514656
ACH-000395,-0.6431626584680759
ACH-000396,-0.6590188140452709
ACH-000397,-0.4700932768663182
ACH-000401,-0.3410233681987762
ACH-000402,-0.6659215937229296
ACH-000403,-0.585025740992949
ACH-000404,-0.004014499984329272
ACH-000406,-1.1149101223884803
ACH-000407,-0.5650653143825578
ACH-000408,-0.7000587813116731
ACH-000410,-0.4707120132466762
ACH-000411,-0.3347039506937266
ACH-000414,-0.24028324144745186
ACH-000415,-0.646161729448198
ACH-000416,-0.28391491836652155
ACH-000420,-0.2785395698574302
ACH-000421,-0.4598136801629549
ACH-000424,-0.517939164218392
ACH-000425,-0.3833522640833952
ACH-000426,-0.9033524031216456
ACH-000427,-0.6307106875719175
ACH-000433,-0.6454818087388222
ACH-000435,-0.5487467886709675
ACH-000436,-0.9292184425887609
ACH-000444,-1.0580750363197875
ACH-000445,-0.39899312838961787
ACH-000448,-0.18138087187320284
ACH-000450,-0.3973697517006341
ACH-000452,-0.9874921609720364
ACH-000454,-0.6758181508212652
ACH-000458,-0.5258812942014607
ACH-000459,-0.5667659089624175
ACH-000460,-0.8293287117092328
ACH-000461,-0.7029312369067723
ACH-000463,-0.6275693334791588
ACH-000464,-0.4337233653332361
ACH-000466,-0.4789155019246888
ACH-000467,-0.5292299094628309
ACH-000468,-0.5363261065166367
ACH-000469,-0.24862319939079994
ACH-000470,-0.4483817810987971
ACH-000471,-0.20182460008589684
ACH-000472,-0.6608191473510979
ACH-000473,-0.4430748892690749
ACH-000475,-0.3787345773859311
ACH-000476,-0.33757845871671643
ACH-000477,-0.8057323546669377
ACH-000479,-0.5189042196682339
ACH-000480,-0.5234868797773907
ACH-000481,-0.6908353310964329
ACH-000483,-0.5410633563372279
ACH-000484,-0.8290351348172001
ACH-000485,-0.8258422687210955
ACH-000486,-0.4534078759278379
ACH-000487,-0.7872842458287215
ACH-000488,-0.8311621442008504
ACH-000490,-0.8054974093348869
ACH-000491,-0.7610617025456702
ACH-000495,-0.4832741719288639
ACH-000496,-0.7586649142672321
ACH-000499,-0.9605614248948908
ACH-000500,-0.8126676971061548
ACH-000502,-0.7247944571251703
ACH-000503,-0.6432435671083601
ACH-000505,-0.4067209048208476
ACH-000507,-0.3605262099128874
