,SETD9 (133383)
ACH-000004,-0.017126376494407833
ACH-000005,0.10264045841719348
ACH-000007,-0.1362212541735269
ACH-000009,-0.04012038843069253
ACH-000011,-0.10454212734014627
ACH-000012,-0.030797327298557005
ACH-000013,-0.09947668167848336
ACH-000014,-0.1791754073762448
ACH-000015,-0.1352029558604058
ACH-000017,-0.03892378822773367
ACH-000018,-0.22369466827815748
ACH-000019,-0.1724370139694738
ACH-000021,-0.18719651454751116
ACH-000022,-0.11423600371885735
ACH-000025,0.03165836978073885
ACH-000028,-0.03945924925510448
ACH-000030,-0.17514045933511208
ACH-000035,-0.06964226533017003
ACH-000036,-0.12006950632635464
ACH-000037,-0.10524979515230558
ACH-000039,-0.03864424614525381
ACH-000040,-0.1613576424082367
ACH-000041,-0.16343403957786645
ACH-000042,-0.07561919773438097
ACH-000045,-0.03861540241077015
ACH-000047,-0.06362478722043874
ACH-000052,-0.3631993908323925
ACH-000053,-0.1368552715465981
ACH-000054,-0.10840599221749472
ACH-000055,-0.32143493706333764
ACH-000060,-0.16467583587976276
ACH-000067,-0.01113222203044932
ACH-000070,-0.19055045663320827
ACH-000075,-0.07686640725079524
ACH-000078,0.04164856226469257
ACH-000082,-0.15688151276093856
ACH-000085,-0.016542111427814175
ACH-000086,-0.1429003844095957
ACH-000087,-0.043547440735159614
ACH-000092,-0.03486198348510384
ACH-000095,-0.03428003155735102
ACH-000097,-0.053198370954066966
ACH-000098,-0.2451670950930594
ACH-000099,-0.10729157508054046
ACH-000108,-0.1922088774431117
ACH-000113,-0.18922737430162806
ACH-000116,-0.08417429774247168
ACH-000118,-0.015465002384025326
ACH-000120,-0.3230499162127889
ACH-000123,-0.18481303662315754
ACH-000127,-0.11442671380712074
ACH-000128,-0.124998209827353
ACH-000132,-0.07436945143266188
ACH-000133,-0.03397720546788648
ACH-000137,-0.13844869573746066
ACH-000138,-0.09052890151020278
ACH-000142,-0.20696846330978214
ACH-000143,-0.26968316537667625
ACH-000146,-0.016396952529259785
ACH-000148,0.0037776189973304994
ACH-000150,-0.061410932571258826
ACH-000152,-0.1070753262436314
ACH-000153,-0.04232723275903004
ACH-000159,-0.2261585769617959
ACH-000160,0.2074164027627755
ACH-000163,-0.056558343311695465
ACH-000167,0.3577312920087833
ACH-000168,-0.1302569614673925
ACH-000169,-0.11547756366572075
ACH-000178,-0.07242214526605971
ACH-000183,-0.11087290188359757
ACH-000188,-0.38515686205258703
ACH-000189,-0.03267269206945635
ACH-000190,0.1444717131520601
ACH-000198,-0.09665692523091228
ACH-000203,-0.049629236493043946
ACH-000204,-0.17522857474833406
ACH-000206,-0.28921839143089306
