,CUL1 (8454)
ACH-000004,-1.221759354184761
ACH-000005,-1.4442153563392126
ACH-000007,-0.43458498999197537
ACH-000009,-0.6087450301442178
ACH-000011,-0.6977625233955378
ACH-000012,-0.8578091778484961
ACH-000013,-0.8642919711805132
ACH-000014,-0.5890705183395624
ACH-000015,-0.8746489024860415
ACH-000017,-0.5936763389895956
ACH-000018,-0.7616712646070977
ACH-000019,-0.6774967058384881
ACH-000021,-1.1564889406188608
ACH-000022,-0.7351992692548796
ACH-000025,-0.9052573859275794
ACH-000028,-0.8060945608510384
ACH-000030,-0.8132660416338028
ACH-000035,-0.8122387166410138
ACH-000036,-0.5559206478849726
ACH-000037,-0.5050063858833502
ACH-000039,-0.9255147700847484
ACH-000040,-0.5312787747150868
ACH-000041,-0.9601776928250508
ACH-000042,-0.8307751687039296
ACH-000045,-0.797662707891437
ACH-000047,-1.0599217182500134
ACH-000052,-0.9895858478608088
ACH-000053,-0.7127933080385396
ACH-000054,-0.7872449741956881
ACH-000055,-1.196308598133048
ACH-000060,-1.0749756455229091
ACH-000067,-0.992467896652196
ACH-000070,-0.8088644093773145
ACH-000075,-0.6261351352233452
ACH-000078,-0.7321246016636254
ACH-000082,-1.073275077338137
ACH-000085,-1.0493706770706297
ACH-000086,-0.6791240546925379
ACH-000087,-0.9008808565664076
ACH-000092,-0.5630129887234249
ACH-000095,-0.6930349113268672
ACH-000097,-1.2162782403599268
ACH-000098,-0.8035697187764826
ACH-000099,-0.7103440462691558
ACH-000108,-0.7147004263012947
ACH-000113,-0.7441502942249356
ACH-000116,-1.092424622483219
ACH-000118,-1.0732386294619076
ACH-000120,-0.8344906008040904
ACH-000123,-0.8708874275579296
ACH-000127,-0.4392725366292273
ACH-000128,-1.0244559626330791
ACH-000132,-0.7573029470639404
ACH-000133,-0.9665163717441292
ACH-000137,-1.1096553057288359
ACH-000138,-0.7778369704704194
ACH-000142,-0.8223618046707063
ACH-000143,-0.7784474130236891
ACH-000146,-0.9771690484075584
ACH-000148,-0.7928558344864921
ACH-000150,-0.6720390117864471
ACH-000152,-0.9209837240488928
ACH-000153,-1.009425000100843
ACH-000159,-0.6549566386952318
ACH-000160,-1.3026887634321127
ACH-000163,-0.5177504033845101
ACH-000167,-1.4173415891104924
ACH-000168,-1.0723446698172812
ACH-000169,-0.8303584246514617
ACH-000178,-0.8897808908680206
