,MAMSTR (284358)
ACH-000004,0.2305636770296706
ACH-000005,0.05664471342912088
ACH-000007,0.21211108254534614
ACH-000009,0.15268253954328848
ACH-000011,0.02696060435189453
ACH-000012,0.18336333523629936
ACH-000013,0.0014117007994046385
ACH-000014,0.0484007139402363
ACH-000015,-0.018736573221229198
ACH-000017,0.1374489414699102
ACH-000018,0.2803513906775522
ACH-000019,-0.073601489687681
ACH-000021,0.06793575605222732
ACH-000022,0.0366256234572264
ACH-000025,0.030430198833673382
ACH-000028,0.021251597607513117
ACH-000030,-0.018325697687691784
ACH-000035,0.06846811407728705
ACH-000036,0.08756016289612734
ACH-000037,0.013331978783596295
ACH-000039,-0.01645021325755851
ACH-000040,0.09390254295427587
ACH-000041,0.0990752858738607
ACH-000042,-0.04657155026039966
ACH-000045,0.22385198198584827
ACH-000047,0.003797347981023838
ACH-000052,0.20500952234887526
ACH-000053,0.18419665499669774
ACH-000054,0.08064306526558929
ACH-000055,-0.09407403754490068
ACH-000060,-0.009426378794974266
ACH-000067,0.03139401066448881
ACH-000070,0.14785743250691274
ACH-000075,-0.13546561429215245
ACH-000078,0.061581069013995834
ACH-000082,0.09746067069917656
ACH-000085,-0.10162530814783173
ACH-000086,0.05964735279984089
ACH-000087,0.06846018158807038
ACH-000092,-0.03528393674949759
ACH-000095,-0.03774377759774563
ACH-000097,-0.06300372340187604
ACH-000098,-0.07048003365095751
ACH-000099,0.11694356726684994
ACH-000108,-0.02160636244517979
ACH-000113,0.14682826590717352
ACH-000116,0.08725861704549379
ACH-000118,-0.10651418352439422
ACH-000120,-0.08722066200444974
ACH-000123,0.09806402887746699
ACH-000127,-0.11938531268826955
ACH-000128,0.12743207471830265
ACH-000132,-0.08641166199386649
ACH-000133,-0.0871637605468647
ACH-000137,0.06993924687861115
ACH-000138,0.12076124089676615
ACH-000142,-0.17271789344800026
ACH-000143,-0.16334195268022467
ACH-000146,0.13963010450124422
ACH-000148,0.1186844864392727
ACH-000150,0.1426387869219682
ACH-000152,0.1126006157587804
ACH-000153,-0.006161707811733338
ACH-000159,-0.0186504313807876
ACH-000160,-0.05952981058226155
ACH-000163,-0.0159396633664606
ACH-000167,0.30494233866408793
ACH-000168,-0.027894727900374502
ACH-000169,0.015697060715203548
ACH-000178,0.04574321595625918
ACH-000183,0.1199401160965571
ACH-000188,0.2477887321555028
ACH-000189,0.13277412515051085
ACH-000190,-0.04953540354164361
ACH-000198,0.14774392841964473
ACH-000203,-0.19861124451391168
ACH-000204,0.04743939670216005
ACH-000206,0.00349326902331177
ACH-000207,-0.23187770400298574
ACH-000208,-0.27772781742035896
ACH-000210,0.12992070260847244
ACH-000211,0.05882980523324818
ACH-000215,0.08505025509602816
ACH-000221,-0.1517445537080162
ACH-000222,-0.0070094590521107576
ACH-000223,0.03867115784319746
ACH-000226,-0.13177398148355882
ACH-000227,0.15252935290181935
ACH-000228,-0.004739482641318667
ACH-000231,0.13886152606271102
ACH-000232,-0.0428641232530096
ACH-000233,0.13649505043291002
ACH-000234,-0.1347206117016845
ACH-000235,-0.07891965035553485
ACH-000237,-0.11166823821199102
ACH-000238,0.1211211445872292
ACH-000242,0.2578711932474293
ACH-000243,0.13076446128142702
