,CAMK2B (816)
ACH-000004,0.003338644414018523
ACH-000005,0.2761824130837343
ACH-000007,-0.002655078859567448
ACH-000009,0.16678598136802994
ACH-000011,0.18578399163856132
ACH-000012,0.10500844040704886
ACH-000013,0.08035391655971337
ACH-000014,-0.011652903124085132
ACH-000015,0.04364166722776012
ACH-000017,0.10322160129879664
ACH-000018,0.11599711857120325
ACH-000019,0.22172401261161065
ACH-000021,0.08024721394856651
ACH-000022,0.05383008921867273
ACH-000025,0.052844009814423006
ACH-000028,0.12525174995309513
ACH-000030,0.024853819804689332
ACH-000035,-0.08150019680034014
ACH-000036,0.05915454162649601
ACH-000037,0.10242737278088812
ACH-000039,0.18996539313521493
ACH-000040,-0.1203247387988734
ACH-000041,0.0010938618392039585
ACH-000042,-0.052494988991822825
ACH-000045,0.02809469595722285
ACH-000047,0.09054713892547864
ACH-000052,-0.2572737383790329
ACH-000053,-0.017796455216061168
ACH-000054,0.100209424649997
ACH-000055,0.01846159753797525
ACH-000060,0.02039475574505012
ACH-000067,0.07207536457865414
ACH-000070,0.1961283116651233
ACH-000075,-0.05109922534526986
ACH-000078,0.2454073463945997
ACH-000082,-0.01995551415471341
ACH-000085,-0.1562877253779197
ACH-000086,0.2351974436740513
ACH-000087,0.17715041706248372
ACH-000092,0.02488534697905657
ACH-000095,0.1162284507706322
ACH-000097,0.13678676295255202
ACH-000098,-0.023854781847488238
ACH-000099,0.12886270478316214
ACH-000108,0.13242360840975145
ACH-000113,0.2621602622614954
ACH-000116,-0.08359707550988005
ACH-000118,0.07416564716094153
ACH-000120,0.29340855005112043
ACH-000123,0.06438383864578316
ACH-000127,0.13830679643454966
ACH-000128,0.08529803627554304
ACH-000132,0.2816304500026551
ACH-000133,0.003311482079250061
ACH-000137,0.21081318191702067
ACH-000138,0.11964710390141395
ACH-000142,0.030148583454686163
ACH-000143,-0.18410069228264225
ACH-000146,0.19165569991685635
ACH-000148,0.04628271230295642
ACH-000150,0.10958588867012854
ACH-000152,0.04411780680975586
ACH-000153,0.010654206808597159
ACH-000159,0.062489524572565576
ACH-000160,0.26728041814897513
ACH-000163,-0.08301602932603591
ACH-000167,0.2709467245269216
ACH-000168,-0.003172415809501707
ACH-000169,-0.04432322433557531
ACH-000178,-0.12420424094625072
ACH-000183,-0.033678663580428266
ACH-000188,-0.10016467326383867
ACH-000189,0.06526210320971107
ACH-000190,0.029244809753914063
ACH-000198,0.06565633051625859
ACH-000203,0.40049543676950333
ACH-000204,0.1480045418355381
ACH-000206,0.21690630439989286
ACH-000207,0.15201244960331994
ACH-000208,0.2157193471037785
ACH-000210,0.25967910749362905
ACH-000211,0.1588589616079232
ACH-000215,0.2556408225497277
ACH-000221,-0.07901714023419862
ACH-000222,-0.12717645545819753
ACH-000223,0.0018706641036200136
ACH-000226,0.10179176596064644
ACH-000227,0.21335344492227204
ACH-000228,-0.05908476555427596
ACH-000231,0.09846161967710312
ACH-000232,0.194182222474454
ACH-000233,0.20626118875597044
ACH-000234,0.04682323901907768
ACH-000235,0.07312139243511365
ACH-000237,0.08395639430327494
ACH-000238,-0.07010811503302801
ACH-000242,0.3639547828347656
ACH-000243,0.004588997971205975
ACH-000244,0.02486373342972143
ACH-000246,0.15647615550617155
ACH-000248,-0.21420738049592009
ACH-000250,0.07626209045690485
ACH-000251,-0.020924421175126304
ACH-000252,-0.1913887812676409
ACH-000253,0.13240471920027932
ACH-000255,0.062465680195154985
ACH-000256,0.031188713168372968
ACH-000257,0.036507252129771336
ACH-000258,0.10893690655617316
ACH-000259,0.02435682088890104
ACH-000260,0.1500069121954096
ACH-000261,0.13000878531543913
ACH-000262,-0.19272341123519413
ACH-000263,0.09298991263192204
ACH-000264,-0.023686302525585918
ACH-000265,0.18815176294347474
ACH-000266,0.06138671427597608
ACH-000272,0.051836814681198135
ACH-000274,0.12548301190349306
ACH-000277,0.1005382658978862
ACH-000278,-0.06066628946828762
ACH-000279,0.06386792741042141
ACH-000280,0.13741175579386902
ACH-000281,-0.06539961122862266
ACH-000288,-0.012544457220337773
ACH-000291,0.02938058702175495
ACH-000293,0.17329575856999865
ACH-000294,0.0853364290961046
ACH-000295,0.3167532657633843
ACH-000296,0.36283884460442795
ACH-000302,0.0059544989362417975
ACH-000304,0.056771377879615816
ACH-000307,0.15165522951273958
ACH-000308,0.04808265835044085
ACH-000310,0.22020272587050285
ACH-000311,0.1277839825795184
ACH-000312,0.12173899397192145
ACH-000315,-0.0572744904397888
ACH-000316,0.2480192375402417
ACH-000317,0.428250629610748
ACH-000318,0.14986009349341567
ACH-000319,0.11411282557009472
ACH-000320,-0.05954505435703796
ACH-000322,-0.05457583367331156
ACH-000323,0.12162521578924965
ACH-000324,0.031228289215375463
ACH-000329,0.05320036174169878
ACH-000330,0.16559370167266016
ACH-000331,0.02248528116005497
ACH-000332,0.033027756128812
ACH-000334,-0.1043425582865338
ACH-000335,0.27401139519617995
ACH-000336,-0.20453466729695055
ACH-000337,-0.0020497107110676086
ACH-000338,0.4554108180686194
ACH-000339,0.09981042416855633
ACH-000341,0.16622539608464934
ACH-000348,0.12654540304832507
ACH-000350,0.03949260451710293
ACH-000352,0.2610351198955731
ACH-000356,0.08535248271325824
ACH-000361,0.28945389780600683
ACH-000362,0.07464738886706189
ACH-000363,-0.09227539242075118
ACH-000364,-0.009374679490784124
ACH-000365,-0.01410374143718498
ACH-000366,0.2357522634235061
ACH-000368,0.2682079927393859
ACH-000374,0.026233737644034683
ACH-000375,0.06179406877602906
ACH-000376,0.2456971667071927
ACH-000381,0.061807510457086885
ACH-000383,0.13452493726179446
ACH-000387,0.09340563128858036
ACH-000389,0.29405746297762386
ACH-000390,0.11309854942496428
ACH-000393,0.09384551322861634
ACH-000395,0.05122821762314085
ACH-000396,-0.11580740586577608
ACH-000397,0.034650042482137634
ACH-000401,0.12012384059907985
ACH-000402,-0.0570097809329298
