,SIVA1 (10572)
ACH-000480,-0.04267266185157338
ACH-000481,-0.2955596160975362
ACH-000483,-0.5035172329099231
ACH-000484,-0.5734801281159064
ACH-000485,-0.6089533616144887
ACH-000486,-0.3551538465441865
ACH-000487,-0.3492975894885337
ACH-000488,-0.4587539616459731
ACH-000490,-0.05102824755687568
ACH-000491,-0.4470390237115326
ACH-000495,-0.21582044772604528
ACH-000496,-0.3918678792771724
ACH-000499,-0.21887169243694285
ACH-000500,-0.5188008850560777
ACH-000502,-0.5365058722938426
ACH-000503,-0.16289640581287612
ACH-000505,-0.34091102575449295
ACH-000507,-0.2750169547286225
ACH-000510,-0.3027030648663258
ACH-000511,-0.3327801302285674
ACH-000512,0.07400746824667012
ACH-000516,-0.2563510061101471
ACH-000517,-0.35784302477048263
ACH-000518,-0.22038785629665705
ACH-000520,-0.6169441225849829
ACH-000521,-0.3910039605485904
ACH-000522,-0.2630239380494113
ACH-000524,-0.2045995170276416
ACH-000527,-0.21395394813734694
ACH-000528,-0.3313175701781742
ACH-000537,-0.4882006796944338
ACH-000541,-0.43747119503072734
ACH-000542,-0.3964123190658233
ACH-000544,-0.10956408773340164
ACH-000545,-0.32546621287340155
ACH-000547,-0.1180818212762378
ACH-000548,-0.226356890150794
ACH-000549,-0.3104775471527792
ACH-000550,-0.3243526841384278
ACH-000552,-0.4647965265281375
ACH-000556,-0.21038549607908294
ACH-000557,-0.31423284345539165
ACH-000569,-0.4753469889117366
ACH-000570,-0.2161662163013449
ACH-000571,-0.3173119394138785
ACH-000573,-0.7071975164146529
ACH-000576,0.0035685465613220515
ACH-000579,-0.2428643752131753
ACH-000580,-0.3417560232582467
ACH-000584,-0.2723949423403529
ACH-000585,-0.24341111478284194
ACH-000588,-0.41985203378181896
ACH-000589,-0.4728383784691204
ACH-000591,-0.15981710338649566
ACH-000593,-0.23189090826814596
ACH-000600,-0.42200704879324746
ACH-000601,-0.22444064241880435
ACH-000605,-0.2810351713977604
ACH-000606,-0.1055279128702138
ACH-000608,-0.3084554923873244
ACH-000614,-0.4576846512932363
ACH-000616,-0.3764220594191268
ACH-000618,-0.12593266025383276
ACH-000619,-0.302799338504585
ACH-000620,-0.1721926889807997
ACH-000621,-0.36252463445504396
ACH-000622,-0.4323588573849613
ACH-000623,-0.2877365302777194
ACH-000624,-0.3820870769386916
ACH-000627,-0.7493494973391045
ACH-000630,-0.21009946230256932
ACH-000631,0.16504003808445414
ACH-000632,-0.16477186393388962
ACH-000633,-0.5342473130729297
ACH-000637,-0.3028838500791724
ACH-000638,-0.5066855406497311
ACH-000646,-0.4180232669961477
ACH-000647,-0.2509933637230573
ACH-000648,-0.21751760414745855
ACH-000649,-0.2757126779863616
ACH-000651,-0.13941312027230576
ACH-000652,-0.6632980292849454
ACH-000653,-0.3042580432964828
ACH-000657,-0.4598100864290069
ACH-000658,-0.3810159539421611
ACH-000661,-0.5276363058285882
ACH-000662,-0.375830778091982
ACH-000663,-0.08955803955743757
ACH-000665,-0.16189997082163846
ACH-000671,-0.3191404672965752
ACH-000672,-0.44714076455366997
ACH-000673,-0.4109283949112127
ACH-000676,-0.4160864972521511
ACH-000677,-0.16664235675342645
ACH-000681,-0.27035610168732993
ACH-000683,-0.3500066625403861
ACH-000684,-0.25246811411525794
ACH-000688,-0.1484788878477041
ACH-000693,-0.3449885257578728
ACH-000694,-0.7079670261524984
ACH-000695,-0.035852511194282684
ACH-000696,-0.1764755094268757
ACH-000697,-0.7446201824877877
ACH-000699,-0.4763402437474392
ACH-000701,-0.6639089955071169
ACH-000706,-0.2355371018973278
ACH-000711,-0.22817465202305404
ACH-000713,-0.31604397310273763
ACH-000714,-0.25197081631635626
ACH-000718,-0.3884397779631026
ACH-000720,-0.18714500729133274
ACH-000721,-0.3769218125787176
ACH-000724,-0.5958135679675883
ACH-000725,-0.5078048864839381
ACH-000732,-0.4737799393371086
ACH-000734,-0.2836498111976118
ACH-000735,-0.43057550183028187
ACH-000736,-0.37670601426114
ACH-000738,-0.19517303861019367
ACH-000746,-0.5039116604094529
ACH-000747,-0.21127845812359924
ACH-000748,-0.4200601243498942
ACH-000753,-0.2806033720321673
ACH-000756,-0.3642182730958879
ACH-000757,-0.3840358890955478
ACH-000758,-0.2757750689642129
ACH-000760,-0.0941051235946492
ACH-000762,-0.1862866533446104
ACH-000763,-0.17790589655248162
ACH-000764,-0.2702826975264868
ACH-000765,-0.3465529664424309
ACH-000766,-0.5335840211278706
ACH-000767,-0.5164247838441414
ACH-000768,-0.287128574677421
ACH-000769,-0.6443655979918873
ACH-000770,-0.34017626696281944
ACH-000771,-0.1885927036601093
ACH-000773,-0.21614221293615732
ACH-000776,-0.19106817566904133
ACH-000777,-0.3883372139711918
ACH-000778,-0.116021741606347
ACH-000781,-0.26711827569753416
ACH-000782,-0.3095879577715489
ACH-000783,-0.5757503929198821
ACH-000784,-0.2059835354637318
ACH-000785,-0.4845664377207992
ACH-000787,-0.3174282164510664
ACH-000788,-0.3194967271563709
ACH-000791,-0.2873362786006917
ACH-000792,-0.4464681472343516
ACH-000794,-0.2460704295969625
ACH-000796,-0.2460955519081416
ACH-000798,-0.5809966464172974
ACH-000799,-0.2921118761988545
ACH-000800,-0.10747008149760033
ACH-000802,-0.2380489083207017
ACH-000804,-0.06708977684229837
ACH-000805,-0.33719024310138523
ACH-000809,-0.40794175767578267
ACH-000810,-0.3211860653472104
ACH-000811,-0.3918406334249752
ACH-000817,-0.3289766166574551
ACH-000819,-0.3545721338960341
ACH-000820,-0.8087497035907083
ACH-000821,-0.3813832040092698
ACH-000822,-0.13678430508597395
ACH-000823,-0.4526240570697807
ACH-000824,-0.3628689398638797
ACH-000827,-0.23276462570764295
ACH-000829,-0.2943499717762387
ACH-000831,-0.2707848166594
ACH-000832,-0.13680447949206212
ACH-000833,-0.6993033298066106
ACH-000834,-0.04984150908429217
ACH-000835,-0.3382977129248231
ACH-000836,-0.39631855958776735
ACH-000837,-0.2506591933453742
ACH-000838,-0.35168085260346804
ACH-000839,-0.1665596870585876
ACH-000840,-0.2972172767270887
ACH-000841,-0.3746105560295456
ACH-000843,-0.24643169284664146
ACH-000846,-0.07486777846394294
ACH-000847,-0.5141934277707385
ACH-000848,-0.16112282130954614
ACH-000849,-0.1743690874830952
ACH-000851,-0.3274205160690033
ACH-000855,-0.3475027829149056
ACH-000856,-0.4844556623002418
ACH-000858,-0.3370165413158657
ACH-000859,-0.17451951589943354
ACH-000861,-0.17474229851203152
ACH-000862,-0.2243874668347775
ACH-000865,-0.16493531653275126
ACH-000866,-0.39619971387653496
ACH-000867,-0.2463158999346414
ACH-000869,-0.2790082002134067
ACH-000872,-0.3953217332959101
ACH-000873,-0.3807357239848984
ACH-000876,-0.4209264777016895
ACH-000878,-0.6103801187483856
ACH-000880,-0.22725910836472385
ACH-000881,-0.13344373516570734
ACH-000882,-0.15488778536086173
ACH-000884,-0.1795335781436076
ACH-000885,-0.2688249735496272
ACH-000887,-0.2342229786689661
ACH-000889,-0.4170034629473937
ACH-000896,-0.18673808082119614
ACH-000898,-0.3179031531915224
ACH-000900,-0.18062039742449856
ACH-000901,-0.35847106558324193
ACH-000905,-0.14244887901133688
ACH-000906,-0.2323567557992109
ACH-000907,-0.4152158893007932
ACH-000910,-0.37831461952304096
ACH-000911,-0.0855591474988868
ACH-000912,-0.5204176874700516
ACH-000913,-0.3223309471316915
ACH-000915,-0.2684796008779758
ACH-000916,-0.3140474783163685
ACH-000917,-0.18229090310856352
ACH-000920,-0.5179694311674505
ACH-000921,-0.4234982184401959
ACH-000924,-0.27199392220193835
ACH-000926,-0.5140535952357337
ACH-000928,-0.28404987563311623
ACH-000929,-0.03816431792061163
ACH-000932,-0.3222811412434491
ACH-000935,-0.37638438088316784
ACH-000936,-0.18473455083030585
ACH-000937,-0.1518088386256636
ACH-000938,-0.1011106875305502
ACH-000939,-0.1258574638610585
ACH-000941,-0.21695283030247128
ACH-000943,-0.07723511287806352
ACH-000946,-0.28785873984321736
ACH-000947,-0.30098229035734825
ACH-000948,-0.25697130710315313
ACH-000950,-0.06252149991388914
ACH-000953,-0.16348133878379684
ACH-000954,-0.18231348783220394
ACH-000957,-0.4843561035700388
ACH-000958,-0.2232031551560334
ACH-000960,-0.29721829643605696
ACH-000963,-0.17049480083553198
ACH-000968,-0.3648004316027236
ACH-000969,-0.07541071037462141
ACH-000972,-0.12073496527078027
ACH-000973,-0.19089983776365704
ACH-000974,-0.20463855357427801
ACH-000978,-0.4180629258064885
ACH-000984,-0.3753986197906855
ACH-000986,-0.2809679171149354
ACH-000988,-0.02587085609915601
ACH-000993,-0.5277107925592396
ACH-000994,-0.3237237634149131
ACH-000996,-0.3680283617270883
ACH-001001,-0.2764574366134904
ACH-001020,-0.6073133380700925
ACH-001028,-0.6232629973463664
ACH-001031,-0.4767592502665622
ACH-001038,-0.3608575379378682
ACH-001048,-0.3699983320625828
ACH-001050,-0.10740728528100572
ACH-001053,-0.6503465421806082
ACH-001054,-0.2257993847090174
ACH-001061,-0.19360707745859226
ACH-001067,-0.3745851365835745
ACH-001075,-0.4116183933206961
ACH-001096,-0.5810418680901479
ACH-001111,-0.3033460047903698
ACH-001119,-0.5038424732376229
ACH-001128,-0.4105384212947455
ACH-001134,-0.3145587887124188
ACH-001151,-0.31006702169855593
ACH-001163,-0.2631767460330748
ACH-001164,-0.4323819538117901
ACH-001183,-0.2841224730406197
ACH-001192,-0.02544357335932293
ACH-001193,-0.10961198570695248
ACH-001196,-0.02236238136132816
ACH-001197,-0.27379617671876555
ACH-001205,-0.4565667825470319
ACH-001211,-0.6433798632713202
ACH-001212,-0.28290085775526963
ACH-001228,-0.2257628966085768
ACH-001232,-0.18965327525302966
ACH-001239,-0.2506761501728292
ACH-001270,-0.1714718884913881
ACH-001274,-0.5455950348815154
ACH-001275,-0.5418354040079142
ACH-001277,-0.17218189305977022
ACH-001278,-0.7049982119036634
ACH-001280,-0.3707782879654948
ACH-001283,-0.5933166885366715
ACH-001289,-0.5413043791544346
ACH-001300,-0.8008480193977384
ACH-001301,-0.21629729581130924
ACH-001302,-0.1541351257485484
ACH-001306,-0.2120168708965989
ACH-001318,-0.4008009313564321
ACH-001322,-0.5182080847710654
ACH-001328,-0.3007449434507183
ACH-001332,0.053563351239819965
ACH-001336,-0.3869212400916205
ACH-001346,-0.4784547602294844
ACH-001353,-0.3171935486418525
ACH-001354,-0.4865036960353754
ACH-001367,-0.4872714634251036
ACH-001368,-0.417317075425651
ACH-001374,-0.540655951429481
ACH-001377,-0.5029357425175048
ACH-001380,-0.3632094727110605
ACH-001391,-0.4905537237262502
ACH-001408,-0.3781767375498775
ACH-001430,-0.14818480764512842
ACH-001431,-0.3313780946977502
ACH-001450,-0.3854792961616808
ACH-001496,-0.2756559019377884
ACH-001500,-0.30146336029655824
ACH-001523,-0.10387232733455892
ACH-001532,-0.6363678457977598
ACH-001550,-0.785774358414967
ACH-001552,-0.2806327504592881
ACH-001554,-0.2261400975063725
ACH-001654,-0.2505803011387401
ACH-001735,-0.2914857097791828
ACH-001736,-0.5298257199935286
ACH-001737,0.17933047943785116
ACH-001740,-0.7087142640150131
ACH-001745,-0.5149191156124067
ACH-001765,-0.3995464253907259
