,TINF2 (26277)
ACH-000004,-1.2294757578524835
ACH-000005,-1.8646317073951335
ACH-000007,-1.2093525014266948
ACH-000009,-1.1011124232882803
ACH-000011,-1.2036566628587906
ACH-000012,-1.1997191501698676
ACH-000013,-1.0067617319847069
ACH-000014,-1.3981085619405809
ACH-000015,-0.6631642649841788
ACH-000017,-0.9457999644841611
ACH-000018,-0.9457353932987516
ACH-000019,-0.7594464434610835
ACH-000021,-1.025063001515828
ACH-000022,-1.4921298899310742
ACH-000025,-0.9480854515768321
ACH-000028,-0.955484941697532
ACH-000030,-1.1779774499300113
ACH-000035,-1.2777977686142512
ACH-000036,-1.0963501056432534
ACH-000037,-1.190470318702554
ACH-000039,-0.9304557802888068
ACH-000040,-1.2887799208841793
ACH-000041,-1.2820420194478874
ACH-000042,-1.2631242292787257
ACH-000045,-1.2175376649215142
ACH-000047,-0.8880221456647929
ACH-000052,-0.9456053180421632
ACH-000053,-1.060301699271733
ACH-000054,-1.0059929895956603
ACH-000055,-1.1633185128119023
ACH-000060,-1.3116584189718576
ACH-000067,-1.3364752635930055
ACH-000070,-0.9971396830152829
ACH-000075,-1.027076921929516
ACH-000078,-1.1356500935805056
ACH-000082,-1.1395702286623737
ACH-000085,-1.4721950407141682
ACH-000086,-1.0717647347837385
ACH-000087,-1.4812261630252734
ACH-000092,-1.0351360654211434
ACH-000095,-1.0585064719501325
ACH-000097,-1.1614586764837478
ACH-000098,-1.3528867868720456
ACH-000099,-1.1644115932814174
ACH-000108,-1.2330684394163651
ACH-000113,-1.1061614749618889
ACH-000116,-1.0690699901086724
ACH-000118,-0.9217841278101694
ACH-000120,-1.2252620052411705
ACH-000123,-1.1529775067813148
ACH-000127,-1.1536789833813137
ACH-000128,-0.7454459543091269
ACH-000132,-1.0194068975683708
ACH-000133,-0.9924582166819336
ACH-000137,-1.0504766647137933
ACH-000138,-1.0938572340503363
ACH-000142,-1.132789331013233
ACH-000143,-1.1954955807582284
ACH-000146,-1.3975046678531116
ACH-000148,-1.3207188460828276
ACH-000150,-1.08632046284682
ACH-000152,-1.0192297465881373
ACH-000153,-0.9970402257972092
ACH-000159,-1.0350638287254228
ACH-000160,-0.7718971957953857
ACH-000163,-1.2242363177699442
ACH-000167,-0.7354659929495468
ACH-000168,-1.4052408324561836
ACH-000169,-1.1056043813214322
ACH-000178,-1.096837630005322
ACH-000183,-1.2139237900655286
ACH-000188,-1.2325861435163736
ACH-000189,-1.3553348595457877
ACH-000190,-0.8486088426725474
ACH-000198,-1.0694100496086791
ACH-000203,-0.9608489308538112
ACH-000204,-1.0184015809054396
ACH-000206,-1.0507618889343302
ACH-000207,-0.7487997825759065
ACH-000208,-1.2231136451935791
ACH-000210,-1.3813917946498424
ACH-000211,-0.9016173684375592
ACH-000215,-1.265241617132988
ACH-000221,-1.2971101608638709
ACH-000222,-1.1842968387080963
ACH-000223,-1.0020256282447084
ACH-000226,-1.2621372359257756
ACH-000227,-0.9641276167242672
ACH-000228,-1.2653104500356789
ACH-000231,-1.2288446423198516
ACH-000232,-1.158302276269283
ACH-000233,-0.8421019679667756
ACH-000234,-1.3729509373889484
ACH-000235,-1.1132806937504172
ACH-000237,-1.016103221164718
ACH-000238,-1.1789728659412626
ACH-000242,-1.1755679175478961
ACH-000243,-1.0293172255323937
ACH-000244,-1.3220801871283954
ACH-000246,-1.1550152050058222
ACH-000248,-1.19597027483609
ACH-000250,-1.331797223366175
ACH-000251,-1.2978743379483166
ACH-000252,-1.1144208414683057
ACH-000253,-1.0702687256703456
ACH-000255,-0.9546956525097071
ACH-000256,-1.1838545922996733
ACH-000257,-1.2397314406232582
