,FLVCR2 (55640)
ACH-000004,-0.06629654196236752
ACH-000005,-0.10441562182719837
ACH-000007,0.007072469367896368
ACH-000009,-0.06653673822610251
ACH-000011,-0.003007806041640117
ACH-000012,-0.014501390819296918
ACH-000013,-0.122184974429205
ACH-000014,-0.19778434159019814
ACH-000015,-0.1431718277643164
ACH-000017,-0.14977251257309396
ACH-000018,0.001970216799707026
ACH-000019,-0.3688369417547974
ACH-000021,-0.15430646967022735
ACH-000022,-0.12336428300066067
ACH-000025,-0.01804975205755025
ACH-000028,0.08823525548484684
ACH-000030,-0.11094928972042427
ACH-000035,0.160893681567913
ACH-000036,-0.07329028061365983
ACH-000037,-0.12955762099164952
ACH-000039,-0.013967123727867013
ACH-000040,-0.15732367484309562
ACH-000041,-0.16285620900538514
ACH-000042,-0.06221907518371405
ACH-000045,-0.09840201523562134
ACH-000047,-0.14554712489315652
ACH-000052,0.033626999195930506
ACH-000053,-0.15988014300452855
ACH-000054,-0.0091539535450746
ACH-000055,-0.2682505536433804
ACH-000060,-0.2942029266011373
ACH-000067,0.005750319938251222
ACH-000070,-0.036879288996468564
ACH-000075,-0.07062744914047317
ACH-000078,-0.06527351474537084
ACH-000082,-0.1455096726234529
ACH-000085,-0.04978207328108345
ACH-000086,-0.09572356087681287
ACH-000087,-0.2577168239901353
ACH-000092,-0.04093069761451069
ACH-000095,-0.13837642930795427
ACH-000097,-0.1520810782078643
ACH-000098,-0.09235930978455696
ACH-000099,-0.12820654327713885
ACH-000108,-0.06965069029964943
ACH-000113,-0.03072844873744645
ACH-000116,-0.13104654085119485
ACH-000118,-0.15436671277144584
ACH-000120,-0.022986553204375964
ACH-000123,0.004969048017054788
ACH-000127,0.008718630270179478
ACH-000128,-0.11787480430304526
ACH-000132,0.043211525972631386
ACH-000133,-0.005795664435237843
ACH-000137,0.04323023292331245
ACH-000138,-0.109687941562824
ACH-000142,-0.18367612128197114
ACH-000143,-0.20570969744973766
ACH-000146,-0.0907963410930405
ACH-000148,-0.12233079682116856
ACH-000150,0.05261618115513045
ACH-000152,-0.03759830737774568
ACH-000153,-0.1871475011671284
ACH-000159,-0.18532728489686234
ACH-000160,-0.18059158159257988
ACH-000163,-0.11229019449932127
ACH-000167,-0.5575664197149234
ACH-000168,-0.08265956458617459
ACH-000169,-0.0845387392255788
ACH-000178,-0.09712481660898706
ACH-000183,-0.17112139322633985
ACH-000188,-0.11103544019874373
ACH-000189,-0.09983353737453493
ACH-000190,-0.15701869203785762
ACH-000198,-0.10424764052254364
ACH-000203,-0.37180066277040175
