,MCAT (27349)
ACH-000004,-0.212352733503756
ACH-000005,-0.026068319456325286
ACH-000007,-0.16627292747707434
ACH-000009,-0.24833872751899336
ACH-000011,0.00809374127378514
ACH-000012,-0.3120188720809224
ACH-000013,-0.3398489496244118
ACH-000014,-0.205855189312416
ACH-000015,-0.35929799631941645
ACH-000017,-0.23231296641229685
ACH-000018,-0.049340890846084035
ACH-000019,-0.20686765046484254
ACH-000021,-0.22740270283004035
ACH-000022,-0.16193719578169602
ACH-000025,-0.3250497391658519
ACH-000028,-0.39420482207549823
ACH-000030,-0.2039924464290084
ACH-000035,-0.2628057060995524
ACH-000036,-0.020215312568461763
ACH-000037,-0.20764045274338694
ACH-000039,-0.06463761388926041
ACH-000040,-0.1259911413609596
ACH-000041,-0.2878692780351901
ACH-000042,-0.2872212150980035
ACH-000045,-0.3538184326777544
ACH-000047,-0.3073195666716049
ACH-000052,-0.2391289078281353
ACH-000053,0.05817107093979779
ACH-000054,-0.06294375411056642
ACH-000055,-0.17381349793401482
ACH-000060,-0.2948578895917316
ACH-000067,-0.24841059173579
ACH-000070,-0.3417510479293801
ACH-000075,-0.05435828706054212
ACH-000078,-0.19138672682199945
ACH-000082,-0.08010755498928149
ACH-000085,-0.14132828270384007
ACH-000086,-0.23249591653681784
ACH-000087,-0.2478441259813849
ACH-000092,-0.14848922589743946
ACH-000095,-0.10729594497129856
ACH-000097,-0.10068243205621323
ACH-000098,-0.2405657509414196
ACH-000099,-0.16647861404389308
ACH-000108,-0.3365083645245591
ACH-000113,-0.383149229900739
ACH-000116,-0.3721202418021103
ACH-000118,-0.5123432176414081
ACH-000120,-0.1856092415008064
ACH-000123,-0.2321080761266638
ACH-000127,-0.06708749522438308
ACH-000128,-0.3193519110400848
ACH-000132,-0.1120688107462242
ACH-000133,-0.07383466037405427
ACH-000137,-0.0850152395133336
ACH-000138,-0.1250638948145789
ACH-000142,-0.049388283537023854
ACH-000143,-0.3338853562348277
ACH-000146,-0.15274653629850485
ACH-000148,-0.4058167247920605
ACH-000150,-0.4184284019146596
ACH-000152,-0.14519697396446582
ACH-000153,-0.048695038225099886
ACH-000159,-0.193402589706921
ACH-000160,-0.27612970794041164
ACH-000163,-0.4073662924685025
ACH-000167,-0.31129570137577645
ACH-000168,0.157330277580806
ACH-000169,-0.23711474771695776
ACH-000178,-0.12786967666382965
ACH-000183,-0.21487129431954352
ACH-000188,-0.09078663380404783
ACH-000189,-0.33578816936092704
ACH-000190,-0.1639576768648354
ACH-000198,-0.2558074552479773
ACH-000203,-0.2867633333024853
ACH-000204,-0.2808196933862799
ACH-000206,-0.06291569051583827
ACH-000207,-0.2972232149607658
ACH-000208,-0.3385464757253145
ACH-000210,-0.2758013740832884
ACH-000211,-0.11964532086722485
ACH-000215,-0.18866729482460384
ACH-000221,-0.6031268791715086
ACH-000222,-0.2509472877994169
ACH-000223,-0.17395034412469398
ACH-000226,-0.12618310935995433
ACH-000227,-0.3289132571837248
ACH-000228,-0.30466500001739033
ACH-000231,-0.3134831860964147
ACH-000232,-0.2887506977556494
ACH-000233,-0.3461481904425306
ACH-000234,-0.3413706946924297
ACH-000235,-0.1553923721659256
ACH-000237,-0.10601616185711883
ACH-000238,-0.19439115031830528
ACH-000242,-0.013466112506514069
ACH-000243,-0.19129543204178373
ACH-000244,-0.10194346872023104
ACH-000246,-0.10556590140354798
ACH-000248,-0.1847160445842775
ACH-000250,-0.03388156964368669
ACH-000251,-0.17314625185410504
ACH-000252,-0.145171400314522
ACH-000253,-0.15380057219606313
ACH-000255,-0.33503480663606194
ACH-000256,-0.09323990016279336
ACH-000257,-0.2319464820109713
ACH-000258,-0.3912177280109709
ACH-000259,-0.3857636697884984
ACH-000260,-0.22734728737532545
ACH-000261,-0.11440710868831053
ACH-000262,-0.3525346186593954
ACH-000263,-0.10357761057229196
ACH-000264,-0.18039810131632575
ACH-000265,-0.5993328204888363
ACH-000266,-0.2760337571055695
ACH-000272,-0.28648149952149826
ACH-000274,-0.1963777506085564
ACH-000277,-0.1330084668123601
ACH-000278,-0.15132887199965814
ACH-000279,-0.21931828181683247
ACH-000280,-0.11430489522924275
ACH-000281,-0.37473203227296653
ACH-000288,-0.2801995785624439
ACH-000291,-0.21392212357685872
ACH-000293,-0.36683458487267057
ACH-000294,0.1421077290171179
ACH-000295,0.04689728043990068
ACH-000296,-0.1939537166929684
ACH-000302,-0.3478367750915187
ACH-000304,-0.2581457388040036
ACH-000307,-0.1658457034169293
ACH-000308,-0.14235164437016928
ACH-000310,-0.0945311935058236
ACH-000311,-0.3575028830226781
ACH-000312,-0.2302190722527976
ACH-000315,-0.3519034120469614
ACH-000316,-0.2871540024154479
ACH-000317,-0.19852738530243086
ACH-000318,-0.05772445668908671
ACH-000319,-0.3437738835897989
ACH-000320,-0.26552058142876656
ACH-000322,-0.24766267756113464
ACH-000323,-0.2355533615167013
ACH-000324,-0.06465517149705413
ACH-000329,-0.17307690702557602
ACH-000330,-0.2871393556498286
ACH-000331,-0.3129462289274825
ACH-000332,-0.20370809801945525
ACH-000334,0.1887040532525333
ACH-000335,-0.29869190313371746
ACH-000336,-0.4852751262204878
ACH-000337,-0.1160942467897838
ACH-000338,-0.6867240919524856
ACH-000339,-0.10332367332698998
ACH-000341,-0.12281818068208565
ACH-000348,-0.16784411342973382
ACH-000350,-0.2967636271647143
ACH-000352,-0.2912720348624316
ACH-000356,-0.2380129261408391
ACH-000361,-0.021022149742182028
ACH-000362,0.14685186464924596
ACH-000363,-0.09822250308340004
ACH-000364,-0.4594129164262219
ACH-000365,-0.22095403604862526
ACH-000366,-0.07416276702335138
ACH-000368,-0.1455308893162643
ACH-000374,-0.2390257869361902
ACH-000375,-0.2816417470766163
ACH-000376,-0.3820796699723438
ACH-000381,-0.27336627915628514
ACH-000383,-0.16385381258835194
ACH-000387,-0.14458996928340598
ACH-000389,-0.05544062985870527
ACH-000390,-0.18134100056484606
ACH-000393,-0.25441538162185817
ACH-000395,0.043727479221387235
ACH-000396,-0.1005872332110214
ACH-000397,-0.11891324887047725
ACH-000401,-0.13407060923987826
ACH-000402,-0.5522427093372987
ACH-000403,-0.21896517357248946
ACH-000404,-0.16312328053719038
ACH-000406,-0.5974838567114128
ACH-000407,-0.3464929627232069
ACH-000408,-0.4117359826490405
ACH-000410,-0.2421115747472029
ACH-000411,-0.1359268642565462
ACH-000414,-0.180418773071504
ACH-000415,-0.2466889483838325
ACH-000416,-0.19136566367750812
ACH-000420,-0.15159997971341385
ACH-000421,-0.2548712704215617
ACH-000424,-0.2021322510730809
ACH-000425,-0.16688635514295114
ACH-000426,-0.3211814915506329
ACH-000427,-0.2152716567051248
ACH-000433,-0.1354439906343345
ACH-000435,-0.11942728934258702
ACH-000436,-0.009367098338796802
ACH-000444,-0.3446960440890269
ACH-000445,-0.4837162108213228
ACH-000448,-0.18742476396827132
ACH-000450,-0.7391282910977798
ACH-000452,-0.2580572968872584
ACH-000454,-0.2245642012116382
ACH-000458,-0.21190660374496167
ACH-000459,-0.6127470240313432
ACH-000460,-0.09715393063028348
ACH-000461,-0.2692921518962628
ACH-000463,-0.18788247282787665
ACH-000464,-0.26907061655639003
ACH-000466,0.039833144479672865
ACH-000467,-0.09265151477370713
ACH-000468,-0.17212547473092354
ACH-000469,-0.26501997091858315
ACH-000470,0.0006019200231563175
ACH-000471,-0.18322106909019825
ACH-000472,-0.20099530103473168
ACH-000473,-0.018190789595806563
ACH-000475,-0.245501324049734
ACH-000476,-0.318629329440079
ACH-000477,-0.22615264541304694
ACH-000479,-0.4889398124925815
ACH-000480,-0.25070006359072544
ACH-000481,-0.220872907950536
ACH-000483,-0.4522769637480694
ACH-000484,-0.23993164680951545
ACH-000485,-0.1289846197881944
ACH-000486,-0.2119282095205203
ACH-000487,-0.11339726556093715
ACH-000488,-0.3612467481255857
ACH-000490,-0.2534362862403134
ACH-000491,-0.19588963858610112
ACH-000495,-0.08279582834949804
ACH-000496,-0.11497528607424068
ACH-000499,-0.3493854455265556
ACH-000500,0.17262930481727862
ACH-000502,-0.043103118408267166
ACH-000503,-0.2469503605836042
ACH-000505,-0.3678895191161592
ACH-000507,-0.3405711429898782
ACH-000510,-0.234455159108976
ACH-000511,0.0005839332609455429
ACH-000512,-0.058768640173748485
ACH-000516,-0.4971278452760464
ACH-000517,-0.1300941553924338
ACH-000518,-0.27654466425706137
ACH-000520,-0.11071460516943007
ACH-000521,-0.2551588882789472
ACH-000522,-0.20125980703121835
ACH-000524,-0.18005659004016625
ACH-000527,-0.18121154615552865
ACH-000528,-0.2297087095332314
ACH-000537,-0.407086127120032
ACH-000541,-0.13039442718556585
ACH-000542,-0.13151201300160228
ACH-000544,-0.2945227020170605
ACH-000545,-0.11399878981813187
ACH-000547,-0.19652331450162414
ACH-000548,-0.2052164150308648
ACH-000549,-0.2615604034520548
ACH-000550,-0.2301147541343812
ACH-000552,-0.2652932221508665
ACH-000556,-0.3570821964984016
ACH-000557,-0.2336339565274344
ACH-000569,0.09591201700915862
ACH-000570,-0.3722500072485769
ACH-000571,-0.2807402475278903
ACH-000573,-0.34200875929565705
ACH-000576,-0.10431269466089783
ACH-000579,-0.020189948733619092
ACH-000580,-0.22592951722899945
ACH-000584,-0.3659159828057192
ACH-000585,-0.11695585874037084
ACH-000588,-0.2371544522150208
ACH-000589,-0.3268013701543721
ACH-000591,-0.17567839648853434
ACH-000593,-0.2554102554120706
ACH-000600,-0.1759557566462235
ACH-000601,-0.4029779349217287
ACH-000605,-0.3248276429723789
ACH-000606,-0.21176580710738807
ACH-000608,-0.24292650436624175
ACH-000614,-0.2490866673404656
ACH-000616,-0.2720864596066129
ACH-000618,-0.54017528067871
ACH-000619,-0.05157026698976837
ACH-000620,-0.07458004552158669
ACH-000621,-0.1783265592077409
ACH-000622,-0.2884928125057294
ACH-000623,-0.2578711756326949
ACH-000624,-0.1421139174173173
ACH-000627,-0.19819122692208305
ACH-000630,-0.1036593015768805
ACH-000631,0.051154095755698
ACH-000632,-0.1927586010158001
ACH-000633,-0.3383252112443316
ACH-000637,-0.1653898119163277
ACH-000638,-0.18281258774619916
ACH-000646,-0.2075691947682879
ACH-000647,-0.2991036553137402
ACH-000648,-0.17244230077072487
ACH-000649,-0.11611801321544513
ACH-000651,-0.4993395362867724
ACH-000652,0.02016946019568394
ACH-000653,-0.15554053579740895
ACH-000657,-0.3457411418281169
ACH-000658,-0.15752304266241585
ACH-000661,-0.1488345969630526
ACH-000662,0.11074288848782568
ACH-000663,-0.09861618571662424
ACH-000665,-0.22875957610748146
ACH-000671,-0.2394738453898489
ACH-000672,-0.31856306681328955
ACH-000673,-0.182322549711952
ACH-000676,-0.3042905630989832
ACH-000677,-0.2669451759454116
ACH-000681,-0.24186012330481144
ACH-000683,-0.23605738638985785
ACH-000684,-0.043054247526879884
ACH-000688,-0.2758256725068243
ACH-000693,-0.5358605236676327
ACH-000694,-0.4469707080294195
ACH-000695,-0.10986362182755287
ACH-000696,-0.2532986487159575
ACH-000697,-0.2924774646958609
ACH-000699,-0.23302821328685544
ACH-000701,-0.1387805276271635
ACH-000706,-0.4819913683901742
ACH-000711,-0.0898343728583067
ACH-000713,-0.1487881354114016
ACH-000714,-0.14260496739395925
ACH-000718,-0.08948579231411179
ACH-000720,-0.1791711748263786
ACH-000721,-0.0525799406265444
ACH-000724,-0.05484836157748371
ACH-000725,-0.17495941025661804
ACH-000732,-0.04482841647189072
ACH-000734,-0.4824526888851597
ACH-000735,-0.12964706362388814
ACH-000736,-0.1506953239761483
ACH-000738,-0.37178640941755065
ACH-000746,-0.212004854611082
ACH-000747,-0.6483784550709505
ACH-000748,-0.17406687949458072
ACH-000753,-0.2444556069891591
ACH-000756,-0.09514331467599116
ACH-000757,-0.4257172410977603
ACH-000758,-0.40732887663995204
ACH-000760,-0.5468968174601392
ACH-000762,-0.2272919412500496
ACH-000763,-0.2831056908341569
ACH-000764,-0.07314092802242718
ACH-000765,-0.4114008022325553
ACH-000766,-0.23747183878517744
ACH-000767,-0.27744579264991226
ACH-000768,-0.11420935716136872
ACH-000769,-0.26119133641640674
ACH-000770,0.014862205858642969
ACH-000771,-0.2439947339050904
ACH-000773,0.14222144631048475
ACH-000776,-0.17708641464444358
ACH-000777,-0.17891841612608092
ACH-000778,-0.2130027061861365
ACH-000781,-0.26327728008178314
ACH-000782,-0.48606425751651705
ACH-000783,-0.09038237108179102
ACH-000784,-0.4397706860432522
ACH-000785,-0.2334851058613959
ACH-000787,-0.4635144681233039
ACH-000788,-0.1761630764412591
ACH-000791,-0.33423282121342296
ACH-000792,-0.22570148100092885
ACH-000794,0.007335911589668563
ACH-000796,-0.077401662646668
ACH-000798,-0.4093339347614273
ACH-000799,-0.2728548380685034
ACH-000800,-0.480378627924516
ACH-000802,-0.4049561676076275
ACH-000804,-0.27129756005508315
ACH-000805,-0.3042252118053375
ACH-000809,-0.2999924658590039
ACH-000810,-0.25157785563529456
ACH-000811,-0.18507810978714345
ACH-000817,-0.061103189952420325
ACH-000819,-0.24515570285745525
ACH-000820,-0.4991242267645412
ACH-000821,-0.3762050771603514
ACH-000822,-0.10421059033999068
ACH-000823,-0.2302474969313929
ACH-000824,-0.01713394346153984
ACH-000827,-0.0296322723097926
ACH-000829,-0.1018350046113915
ACH-000831,-0.4379290602269921
ACH-000832,-0.2584338071917376
ACH-000833,-0.3188140107975045
ACH-000834,-0.3906942061007015
ACH-000835,-0.3161770280051944
ACH-000836,-0.04070271956003104
ACH-000837,-0.5447302634132852
ACH-000838,-0.04941028935337472
ACH-000839,-0.10863476621419717
ACH-000840,-0.31493112849639504
ACH-000841,-0.07741347264026471
ACH-000843,-0.3118708924511536
ACH-000846,-0.2361577245493661
ACH-000847,-0.3284198647656307
ACH-000848,-0.0977020621152156
ACH-000849,-0.1946140348488172
ACH-000851,-0.25515407616164737
ACH-000855,-0.3141121004250245
ACH-000856,-0.4430749355978804
ACH-000858,-0.5013727040087329
ACH-000859,-0.40586226743325776
ACH-000861,-0.10070816883715306
ACH-000862,-0.2653814967947011
ACH-000865,-0.3786496128935055
ACH-000866,-0.2607574076522988
ACH-000867,-0.13990765456919066
ACH-000869,-0.2441435828557876
ACH-000872,-0.22415587401164852
ACH-000873,-0.2640699350317906
ACH-000876,-0.2680884904645945
ACH-000878,-0.3156532499344813
ACH-000880,-0.10609519859034146
ACH-000881,-0.3164940055480386
ACH-000882,-0.17203264212267272
ACH-000884,-0.2764270568069285
ACH-000885,-0.23725893992889244
ACH-000887,-0.2492388637877126
ACH-000889,-0.20120064669396576
ACH-000896,-0.13658599601018567
ACH-000898,-0.08902332928259174
ACH-000900,-0.3639701064231044
ACH-000901,-0.17718888492570484
ACH-000905,-0.1775359579194276
