,CELF1 (10658)
ACH-000004,-0.1139258146516954
ACH-000005,-0.11712495859786097
ACH-000007,-0.12357455598312946
ACH-000009,-0.188876420592602
ACH-000011,0.0723041181231905
ACH-000012,-0.19985930384241374
ACH-000013,-0.1513394315623729
ACH-000014,0.1267321107077876
ACH-000015,-0.2642297626916914
ACH-000017,-0.08326292543301092
ACH-000018,0.03627990980678111
ACH-000019,-0.4422155069134396
ACH-000021,-0.3113053775009917
ACH-000022,-0.2420923252491148
ACH-000025,-0.3984634108452708
ACH-000028,-0.3262166295462269
ACH-000030,-0.194251218580118
ACH-000035,-0.3439760429216261
ACH-000036,-0.2004552540187192
ACH-000037,-0.20305043504772505
ACH-000039,-0.3368567745913609
ACH-000040,-0.14160199456910508
ACH-000041,-0.4457969780402324
ACH-000042,-0.27462078611613683
ACH-000045,-0.027912969207348717
ACH-000047,-0.19266258453828408
ACH-000052,-0.3055464743814521
ACH-000053,0.09163190463820772
ACH-000054,-0.1954413767992625
ACH-000055,-0.37604802432850337
ACH-000060,-0.13860436771909146
ACH-000067,-0.08640470056841988
ACH-000070,-0.04435267758860481
ACH-000075,-0.3229162580243616
ACH-000078,-0.13010566874080995
ACH-000082,-0.2595721435982031
ACH-000085,-0.056699023784063635
ACH-000086,-0.12947937676487034
ACH-000087,-0.3588963736526887
ACH-000092,-0.2317244746686188
ACH-000095,-0.11131420517407613
ACH-000097,-0.28856667662185226
ACH-000098,-0.2005934447535743
ACH-000099,-0.030969372998413337
ACH-000108,-0.05114639836441527
ACH-000113,0.02726210643586619
ACH-000116,-0.3400955797429447
ACH-000118,-0.09098169458259522
ACH-000120,-0.02885844858073624
ACH-000123,-0.5491936070256077
ACH-000127,0.041334820236768384
ACH-000128,-0.3470319871381927
ACH-000132,-0.215341651752165
ACH-000133,-0.2664990454848096
ACH-000137,-0.35952795996738834
ACH-000138,-0.397592558650613
ACH-000142,-0.19615394031399586
ACH-000143,0.053520392686680934
ACH-000146,-0.1545585273834789
ACH-000148,-0.234309056350524
ACH-000150,-0.1193530374762254
ACH-000152,-0.15304648048953354
ACH-000153,0.18677639168271304
ACH-000159,-0.3396928404246853
ACH-000160,-0.14500568599298805
ACH-000163,0.0298555576881032
ACH-000167,-0.14152387805835956
ACH-000168,-0.07715453631181084
ACH-000169,-0.2201145790696807
ACH-000178,-0.07013747648787012
ACH-000183,0.05491637848707314
ACH-000188,-0.19392425562464388
ACH-000189,-0.319610891269336
ACH-000190,-0.2047517401695688
ACH-000198,-0.14496471287802853
ACH-000203,0.3051133005402666
ACH-000204,-0.10382821600456406
ACH-000206,-0.02255322483682366
ACH-000207,-0.1941282534936102
ACH-000208,-1.1193470362503684e-05
ACH-000210,-0.2504242042274061
ACH-000211,0.0066614805981218
ACH-000215,-0.13646867357975676
ACH-000221,-0.17951283258292294
ACH-000222,-0.1496810316729061
ACH-000223,-0.07837679228907078
ACH-000226,-0.136432844659218
ACH-000227,-0.1940115901444089
ACH-000228,-0.005377912136676322
