,GTF3C5 (9328)
ACH-000004,-0.5374227578993449
ACH-000005,-0.5742724532594721
ACH-000007,-0.6373551623221315
ACH-000009,-0.5628832180310928
ACH-000011,-0.463208896477518
ACH-000012,-0.42558422188194817
ACH-000013,-0.5748929924498392
ACH-000014,-0.6667752290142466
ACH-000015,-0.7719705132961564
ACH-000017,-0.7165387063143661
ACH-000018,-0.6037326476492605
ACH-000019,-0.4087935235579753
ACH-000021,-0.6002409450644617
ACH-000022,-0.5721704885116309
ACH-000025,-0.4676449237707816
ACH-000028,-0.37526254067341386
ACH-000030,-0.4120551507875366
ACH-000035,-0.7048551514409435
ACH-000036,-0.5329972706459604
ACH-000037,-0.3551519350505836
ACH-000039,-0.4862442151523322
ACH-000040,-0.5640854170975779
ACH-000041,-0.7723846443491101
ACH-000042,-0.5793539867350299
ACH-000045,-0.37172868462812103
ACH-000047,-0.4294628895344656
ACH-000052,-0.4675949472990242
ACH-000053,-0.3854162626480466
ACH-000054,-0.5737389852899808
ACH-000055,-0.4395292161213437
ACH-000060,-0.5986499115194099
ACH-000067,-0.42262393721887465
ACH-000070,-0.5815587603499626
ACH-000075,-0.6794815602087731
ACH-000078,-0.2976992619119393
ACH-000082,-0.3414777557574935
ACH-000085,-0.6337629333207504
ACH-000086,-0.677368513045987
ACH-000087,-0.4758442187360546
ACH-000092,-0.4059744633393427
ACH-000095,-0.4436761833121911
ACH-000097,-0.4416272453062785
ACH-000098,-0.6198141929737029
ACH-000099,-0.5283829381077575
ACH-000108,-0.5651031538288432
ACH-000113,-0.5083242293187186
ACH-000116,-0.4567430203074781
ACH-000118,-0.6296551484060116
ACH-000120,-0.4697731776500477
ACH-000123,-0.5544017282448026
ACH-000127,-0.5889566064094353
ACH-000128,-0.6813658226025785
ACH-000132,-0.5825509393974054
ACH-000133,-0.4963893435255548
ACH-000137,-0.6129671797880807
ACH-000138,-0.5807786536092012
ACH-000142,-0.5647897732438195
ACH-000143,-0.5953138399522391
ACH-000146,-0.3826290021232901
ACH-000148,-0.5519724787678294
ACH-000150,-0.7160441558023113
ACH-000152,-0.6562060824844713
ACH-000153,-0.4977194703980946
ACH-000159,-0.4173464548204256
ACH-000160,-0.17218088878387344
ACH-000163,-0.7200582505823271
ACH-000167,0.10292313517334792
ACH-000168,-0.5449534764498232
ACH-000169,-0.4615216756793813
ACH-000178,-0.6627852594888788
ACH-000183,-0.4889321451884289
ACH-000188,-0.2789667854316282
ACH-000189,-0.4453322836298903
ACH-000190,-0.3651151964011529
ACH-000198,-0.3537567865771672
ACH-000203,-0.9742579825470704
ACH-000204,-0.7165105405891308
ACH-000206,-0.4612906690469406
ACH-000207,-0.5650132001595769
ACH-000208,-0.7964770892056728
ACH-000210,-0.7302445687573126
ACH-000211,-0.4079529551231959
ACH-000215,-0.4317949156227681
ACH-000221,-0.60121428483112
ACH-000222,-0.4148152071657381
ACH-000223,-0.4838019728816395
ACH-000226,-0.4921988625851711
ACH-000227,-0.3020355167815568
ACH-000228,-0.6896931794288416
ACH-000231,-0.4939332186567899
ACH-000232,-0.461569560319114
ACH-000233,-0.43455248748090014
ACH-000234,-0.4528939424701899
ACH-000235,-0.6010773415957278
ACH-000237,-0.7021465427391752
ACH-000238,-0.5138842982055559
ACH-000242,-0.40439286740930797
ACH-000243,-0.4547181230023436
ACH-000244,-0.4644445288883106
ACH-000246,-0.7391969204955645
ACH-000248,-0.8486528093210658
ACH-000250,-0.4814826855590189
ACH-000251,-0.4511047122706878
ACH-000252,-0.7382587374331161
ACH-000253,-0.40774095199796795
ACH-000255,-0.6710654005168255
ACH-000256,-0.5386947309086431
ACH-000257,-0.5801239152713943
ACH-000258,-0.6444520433197025
ACH-000259,-0.5918426535369957
ACH-000260,-0.6210591798413323
