,GGNBP2 (79893)
ACH-000760,-0.08285523141901198
ACH-000762,-0.2409537293370768
ACH-000763,0.04729962088719074
ACH-000764,-0.5737810345275657
ACH-000765,-0.1737400390105338
ACH-000766,-0.17814784384769394
ACH-000767,-0.2156702821481579
ACH-000768,-0.2328113780641563
ACH-000769,-0.1583090242818032
ACH-000770,-0.16693399847197365
ACH-000771,-0.30082159683145904
ACH-000773,-0.3069508637717867
ACH-000776,-0.10148050871302636
ACH-000777,-0.4837927019284051
ACH-000778,-0.2648585472871143
ACH-000781,-0.4335777909954304
ACH-000782,-0.3572769596787927
ACH-000783,-0.16555536425691186
ACH-000784,-0.10031693909298653
ACH-000785,-0.3999280064054927
ACH-000787,-0.2225219991019733
ACH-000788,-0.2037065008042606
ACH-000791,-0.3031314281480657
ACH-000792,-0.5022439325081571
ACH-000794,-0.4939863581589217
ACH-000796,-0.5096937362370646
ACH-000798,-0.4624548025980109
ACH-000799,-0.532459138171401
ACH-000800,-0.18931078600042692
ACH-000802,-0.4594406553588065
ACH-000804,-0.419003891302
ACH-000805,-0.17107380473141662
ACH-000809,-0.24462287284687956
ACH-000810,0.02129186597435164
ACH-000811,-0.5080744903926373
ACH-000817,-0.17173050155896882
ACH-000819,-0.2503059023792432
ACH-000820,-0.4946258476351885
ACH-000821,-0.5399688575882601
ACH-000822,-0.20611789787766055
ACH-000823,-0.05509383448927236
ACH-000824,-0.3379258770215185
ACH-000827,-0.052191376912219284
ACH-000829,-0.34728845913503914
ACH-000831,-0.2828031470057061
ACH-000832,-0.4365578334319978
ACH-000833,-0.20310417649496434
ACH-000834,-0.5305784819366379
ACH-000835,0.02323683800488281
ACH-000836,-0.6624084400420525
ACH-000837,-0.25655814149097794
ACH-000838,0.04317285918718653
ACH-000839,-0.30438885895692197
ACH-000840,-0.5332102906432881
ACH-000841,-0.17683868793967136
ACH-000843,-0.31664185182908283
ACH-000846,-0.14066268757894052
ACH-000847,0.044303293133062166
ACH-000848,-0.4531845470474045
ACH-000849,-0.1906249061516152
ACH-000851,-0.4340354324293696
ACH-000855,-0.03378259999553606
ACH-000856,-0.3735991250148269
ACH-000858,-0.1681161831104965
ACH-000859,-0.5066654157372154
ACH-000861,-0.2952807259089554
ACH-000862,-0.1505940147430364
ACH-000865,-0.04652453899507722
ACH-000866,-0.22514186257054
ACH-000867,-0.11637897887132614
ACH-000869,-0.21763882347290925
ACH-000872,-0.3422516936721238
ACH-000873,-0.2666388917384036
ACH-000876,-0.31143055684771104
ACH-000878,-0.22322398210377428
ACH-000880,-0.3805345939415501
ACH-000881,0.028653177786172445
ACH-000882,0.2823076287681483
ACH-000884,0.09187586887919054
ACH-000885,-0.1820539886014922
ACH-000887,-0.4121428995621483
ACH-000889,-0.18276024060588344
ACH-000896,-0.08542292308888731
ACH-000898,-0.20249447125564493
ACH-000900,-0.5723568166071964
ACH-000901,-0.30302313339193665
ACH-000905,-0.14288432159342596
ACH-000906,0.02418014581971948
ACH-000907,-0.229780133606262
ACH-000910,0.004734407413991186
ACH-000911,-0.2504923932276466
ACH-000912,-0.6128656810662104
ACH-000913,-0.44220677908464784
ACH-000915,-0.11166734418964157
ACH-000916,-0.4872637920758102
ACH-000917,-0.2163136473223848
ACH-000920,-0.4407242831772553
ACH-000921,-0.21014223347197727
ACH-000924,-0.3553684369305117
ACH-000926,-0.1495274308484573
ACH-000928,0.0127158520317728
ACH-000929,-0.7289030382425592
ACH-000932,0.06808077364024348
ACH-000935,0.4211117039538913
ACH-000936,-0.3230099438142912
ACH-000937,-0.26309258552543074
ACH-000938,-0.3026254313385225
ACH-000939,-0.21936049796793888
ACH-000941,-0.1745215975535386
ACH-000943,-0.3224840748715178
ACH-000946,-0.2254983510881539
ACH-000947,-0.013343807743745231
ACH-000948,-0.4067088099205608
ACH-000950,-0.24392045609446975
ACH-000953,-0.4745759775716672
ACH-000954,-0.4706946676993382
ACH-000957,-0.4656174573476116
ACH-000958,-0.09742034464584699
ACH-000960,-0.1864528606698552
ACH-000963,-0.3976343587648706
ACH-000968,0.2833787733682805
ACH-000969,-0.16076509189882696
ACH-000972,-0.32089641621226944
ACH-000973,-0.5109381195207915
ACH-000974,-0.2690542044080207
ACH-000978,-0.08182224594967988
ACH-000984,-0.053658134087217535
ACH-000986,-0.25902406456979443
ACH-000988,-0.2857935998806927
ACH-000993,-0.2680598427205902
ACH-000994,-0.27703349306992753
ACH-000996,-0.5140920023704586
ACH-001001,-0.2639546039262869
ACH-001020,-0.1224471953071636
ACH-001028,0.017927875736329518
ACH-001031,-0.1664217903096341
ACH-001038,-0.2089085930392756
ACH-001048,-0.6142996350125332
ACH-001050,-0.6815098390682007
ACH-001053,-0.15698811707386842
ACH-001054,0.06924147481384157
ACH-001061,-0.10421794167256893
ACH-001067,-0.7347839558172905
ACH-001075,0.06091072698600116
ACH-001096,-0.3328104816892365
ACH-001111,-0.294522456016978
ACH-001119,-0.5337372573545262
ACH-001128,-0.6189905008878898
ACH-001134,-0.3773505847451421
ACH-001151,-0.5627041191828769
ACH-001163,-0.20344526564098966
ACH-001164,-0.3235939940847917
ACH-001183,-0.003964051165499508
ACH-001192,-0.012307604960092249
ACH-001193,-0.1365135887185273
ACH-001196,-0.1347746375906807
ACH-001197,-0.6656812548130571
ACH-001205,-0.5231591803996196
ACH-001211,-0.1130658691547967
ACH-001212,-0.4103123499740864
ACH-001228,-0.19851964873850814
ACH-001232,-0.08751047791136399
ACH-001239,0.044002560260809516
ACH-001270,-0.3108230113310729
ACH-001274,-0.8207563047098209
ACH-001275,-0.1523844367931617
ACH-001277,-0.16776621556497287
ACH-001278,-0.40404445933780175
ACH-001280,-0.2473693157727147
ACH-001283,-0.12336626628759867
ACH-001289,-0.20654661095461788
ACH-001300,0.2074141675704582
ACH-001301,-0.2813360772628979
ACH-001302,-0.14022205076706878
ACH-001306,-0.15447322052191806
ACH-001318,-0.13558329291394158
ACH-001322,-0.17053373581858744
ACH-001328,-0.26354243358091384
ACH-001332,-0.3450494101815825
ACH-001336,-0.4006837955670215
ACH-001346,-0.5067955281518438
ACH-001353,-0.35580383030995577
ACH-001354,0.19652257992032876
ACH-001367,0.11175487630744872
ACH-001368,-0.13226633213658162
ACH-001374,0.011415911696833815
ACH-001377,-0.3995517375066168
ACH-001380,-0.21062766682942327
ACH-001391,-0.182426272637382
ACH-001408,-0.6353411961975521
ACH-001430,-0.234054947861876
ACH-001431,-0.2673104493437391
ACH-001450,-0.1493019194774694
ACH-001496,-0.15998463943872182
ACH-001500,-0.3490238394283389
ACH-001523,-0.30443645817316123
ACH-001532,-0.1358557284390549
ACH-001550,-0.21565107070641876
ACH-001552,-0.26104981339331434
ACH-001554,-0.02259560594710472
ACH-001654,-0.29931577427440514
ACH-001735,-0.08122637471898457
ACH-001736,-0.3402797554303691
ACH-001737,-0.35845209516122584
ACH-001740,-0.3958444223181821
ACH-001745,-0.2300751450582447
ACH-001765,-0.3712137811684819
