,GGNBP2 (79893)
ACH-000004,-0.16976895762493086
ACH-000005,-0.4376721177503711
ACH-000007,-0.09951562597520236
ACH-000009,-0.21239460998989576
ACH-000011,-0.5008062752012858
ACH-000012,-0.5604139408919232
ACH-000013,-0.1834106069232367
ACH-000014,0.15444643701586208
ACH-000015,-0.3191611131060805
ACH-000017,-0.18935479781943645
ACH-000018,-0.26944903929850245
ACH-000019,-0.4023997215063473
ACH-000021,-0.1801830454492244
ACH-000022,-0.07677581264572242
ACH-000025,-0.18561257023405092
ACH-000028,-0.01879856290740513
ACH-000030,-0.3013128318835463
ACH-000035,-0.5342203089048403
ACH-000036,-0.3877908995888317
ACH-000037,-0.2807393242395154
ACH-000039,-0.11423990327507245
ACH-000040,-0.5028304363685813
ACH-000041,0.08806388303011947
ACH-000042,-0.15295454276508672
ACH-000045,-0.2574791196125298
ACH-000047,-0.5328790618327774
ACH-000052,-0.260742245482397
ACH-000053,-0.3108305221013627
ACH-000054,-0.3096606671508618
ACH-000055,0.2142318961149076
ACH-000060,-0.4522540117880123
ACH-000067,-0.4934075419425608
ACH-000070,-0.11564124129982445
ACH-000075,-0.22020116772364867
ACH-000078,-0.18142508158911805
ACH-000082,-0.5792611562903873
ACH-000085,-0.3918120355904404
ACH-000086,-0.39555555404185655
ACH-000087,0.014071655151469024
ACH-000092,-0.06295686911111094
ACH-000095,-0.211187751945446
ACH-000097,0.04966867186162663
ACH-000098,-0.4567325125854123
ACH-000099,-0.13268958582296886
ACH-000108,-0.5255563368897278
ACH-000113,-0.3810803700685992
ACH-000116,-0.1126916773676385
ACH-000118,-0.1226326637881682
ACH-000120,-0.20456594077520826
ACH-000123,-0.03979471801635786
ACH-000127,-0.3570199396073051
ACH-000128,-0.13594565201122094
ACH-000132,-0.3607926958210659
ACH-000133,-0.4004172231417117
ACH-000137,-0.21620510644686786
ACH-000138,-0.13727570484856266
ACH-000142,-0.5358003606837937
ACH-000143,-0.10831458305953814
ACH-000146,-0.3495189650929472
ACH-000148,-0.21722171850886948
ACH-000150,-0.023973384348316664
ACH-000152,-0.3624628948547629
ACH-000153,-0.6512097979666224
ACH-000159,-0.22583567202079585
ACH-000160,-0.21910672671672246
ACH-000163,-0.29314551501330177
ACH-000167,-0.3103848030812583
ACH-000168,-0.4961346920126684
ACH-000169,-0.2052812585945012
ACH-000178,-0.5513864038179002
ACH-000183,-0.2922254255076208
ACH-000188,-0.4664876513690385
ACH-000189,-0.30955419885023466
ACH-000190,-0.015842461592454376
ACH-000198,-0.5482452197700641
ACH-000203,-0.5346034212935511
ACH-000204,-0.3708762577044356
ACH-000206,-0.4271816502017287
ACH-000207,-0.23262350433014556
ACH-000208,-0.12197535206531032
ACH-000210,-0.21070463910923445
ACH-000211,-0.26310936060865303
ACH-000215,-0.4190645094993517
ACH-000221,-0.3726646088309143
ACH-000222,-0.5585000178253736
ACH-000223,-0.4673256342467054
ACH-000226,-0.3768385348365523
ACH-000227,-0.2636157322377697
ACH-000228,-0.4827390310226324
ACH-000231,-0.21321739318816552
ACH-000232,-0.32915244452545983
ACH-000233,-0.3747093496896135
ACH-000234,-0.30248517726806634
ACH-000235,-0.4661515394698821
ACH-000237,-0.21429568922138564
ACH-000238,-0.44849416380991103
ACH-000242,-0.4231062065795315
ACH-000243,-0.3852923938323226
ACH-000244,0.07179381491450867
ACH-000246,-0.28616099261809186
ACH-000248,-0.3389973896389316
ACH-000250,-0.9823431677825116
ACH-000251,-0.7110318495071706
ACH-000252,0.4787257722082338
ACH-000253,-0.19181954620602976
ACH-000255,-0.1955263124383031
ACH-000256,0.0831286551548046
ACH-000257,-0.2104385904203608
ACH-000258,-0.14383401681101896
ACH-000259,-0.2165869304291454
ACH-000260,-0.09325686488713823
ACH-000261,-0.3144646661819201
ACH-000262,-0.2754347512368429
ACH-000263,-0.10248646419749376
ACH-000264,-0.3154091499898937
ACH-000265,-0.32632357963132164
ACH-000266,-0.3292076492901955
ACH-000272,-0.32010845136609856
ACH-000274,-0.2615303741256423
ACH-000277,-0.13100393658859605
ACH-000278,-0.16358694833145074
ACH-000279,-0.3435687879774258
ACH-000280,-0.3971198067823679
ACH-000281,-0.6414475579015612
ACH-000288,-0.3571179503251991
ACH-000291,-0.4013864900041904
ACH-000293,-0.26434353021948137
ACH-000294,-0.12569351103555698
ACH-000295,-0.3695661286714209
ACH-000296,-0.3887006349003796
ACH-000302,-0.10751277041643643
ACH-000304,-0.1171993157020402
ACH-000307,-0.3682110930480533
ACH-000308,-0.3978454799909185
ACH-000310,-0.16801924846980076
ACH-000311,-0.38395966789227226
ACH-000312,-0.18099405993136566
ACH-000315,-0.3441391002912117
ACH-000316,-0.5212113854378093
ACH-000317,-0.1536166298233492
ACH-000318,-0.1267431590574314
ACH-000319,-0.2701933369246259
ACH-000320,-0.0313880602235975
ACH-000322,-0.1963757439883592
ACH-000323,-0.21838180721957004
ACH-000324,-0.4434966230141104
ACH-000329,-0.29492689379776144
ACH-000330,-0.3364253166347008
ACH-000331,-0.2354585111236237
ACH-000332,-0.18337143822754726
ACH-000334,-0.0073902336155224155
ACH-000335,-0.18440545631391705
ACH-000336,-0.4059505416733185
ACH-000337,-0.1460345221455302
ACH-000338,-0.897100401065371
ACH-000339,-0.3746575131298741
ACH-000341,-0.13269681277699594
ACH-000348,-0.3718640050722053
ACH-000350,0.15331179465037514
ACH-000352,-0.2835592892989103
ACH-000356,-0.17156031662481014
ACH-000361,-0.3398695850003157
ACH-000362,-0.18946684179445888
ACH-000363,-0.03557708776365383
ACH-000364,-0.6093552708507431
ACH-000365,-0.2805221674934969
ACH-000366,0.11103803678031653
ACH-000368,-0.3445016865318394
ACH-000374,-0.8888641305448534
ACH-000375,-0.05972634173990263
ACH-000376,-0.3428579256103082
ACH-000381,-0.10129520565940174
ACH-000383,-0.4883992574419408
ACH-000387,-0.5694597299116395
ACH-000389,-0.4141246230402898
ACH-000390,-0.12664513732538862
ACH-000393,-0.2855530542617838
ACH-000395,-0.5278024661207962
ACH-000396,-0.3620864969663648
ACH-000397,-0.4133899691221877
ACH-000401,-0.1407596737496212
ACH-000402,-0.2297147830399183
ACH-000403,-0.3757350523359424
ACH-000404,-0.3398062393040381
ACH-000406,-0.29185741703439866
ACH-000407,-0.3607372667099362
ACH-000408,-0.5269779587966448
ACH-000410,-0.24638152919750805
ACH-000411,-0.2845465167832447
ACH-000414,-0.4786874379767167
ACH-000415,-0.6899218897665613
ACH-000416,-0.3443967949578189
ACH-000420,-0.16953591946255125
ACH-000421,-0.3116708849417677
ACH-000424,-0.12402147987960165
ACH-000425,-0.1487783419099317
ACH-000426,-0.2319651309413143
ACH-000427,-0.5769013225775758
ACH-000433,-0.8902265200877537
ACH-000435,-0.3855628397060673
ACH-000436,-0.4087963194770538
ACH-000444,-0.19164526288017808
ACH-000445,-0.20775191748620409
ACH-000448,-0.3174650128465589
ACH-000450,-0.08091570786447512
ACH-000452,-0.2690210171217365
ACH-000454,-0.2441111421669848
ACH-000458,-0.453493172697036
ACH-000459,-0.3689728517943341
ACH-000460,-0.1848548133150605
ACH-000461,-0.31832161063021475
ACH-000463,0.12133835643374308
ACH-000464,-0.3418011782219967
ACH-000466,-0.3467660772395044
ACH-000467,0.007814792235076778
ACH-000468,-0.4916793376869004
ACH-000469,-0.7836513662715339
ACH-000470,-0.16668297546067093
ACH-000471,-0.4522945893343674
ACH-000472,-0.14855833417118494
ACH-000473,0.013405499893563188
ACH-000475,-0.3012696984737145
ACH-000476,-0.23052563581041524
ACH-000477,0.05967984752187296
ACH-000479,-0.20696994887221848
ACH-000480,-0.14038858400141774
ACH-000481,-0.18336761146147754
ACH-000483,-0.2510949701490985
ACH-000484,-0.22249971135686136
ACH-000485,-0.0918818457880306
ACH-000486,-0.4681051851537262
ACH-000487,0.029165318571906126
ACH-000488,-0.02804061444594236
ACH-000490,-0.4017786033796748
ACH-000491,-0.3035324710326526
ACH-000495,0.018665041655009314
ACH-000496,-0.1560447788424191
ACH-000499,-0.1200640023576278
ACH-000500,-0.4930907453188579
ACH-000502,-0.7199965979688684
ACH-000503,-0.3402565335165412
ACH-000505,-0.12199134083341265
ACH-000507,-0.3106885876630034
ACH-000510,-0.2960823442617766
ACH-000511,-0.3333697446618096
ACH-000512,-0.6563400394937661
ACH-000516,-0.4525263111157172
ACH-000517,-0.4513923011229213
ACH-000518,-0.3235663302745153
ACH-000520,-0.4693009860934874
ACH-000521,-0.5709566739373079
ACH-000522,-0.21736198110406968
ACH-000524,-0.10572775849757553
ACH-000527,0.028205680244680943
ACH-000528,-0.23309914410670945
ACH-000537,-0.31004919922261176
ACH-000541,-0.06422063636209903
ACH-000542,-0.2987122203474408
ACH-000544,-0.4086626807245332
ACH-000545,-0.16835052614012908
ACH-000547,-0.4184051559837416
ACH-000548,-0.5040125169794103
ACH-000549,-0.5243658879835655
ACH-000550,-0.5871544415844523
ACH-000552,-0.018300010001435555
ACH-000556,-0.4112075537348095
ACH-000557,0.09916839715550536
ACH-000569,-0.3786812421812161
ACH-000570,-0.5485807021266333
ACH-000571,-0.5190016466820212
ACH-000573,-0.1411232925056563
ACH-000576,0.1379457373615455
ACH-000579,0.02247771582731507
ACH-000580,-0.012929639561707264
ACH-000584,-0.24645052018296534
ACH-000585,-0.3954510509268181
ACH-000588,-0.18733123621708106
ACH-000589,-0.4704707487674274
ACH-000591,-0.4522306722067408
ACH-000593,-0.1273544494203882
ACH-000600,-0.3583192236564717
ACH-000601,-0.18647851105462207
ACH-000605,-0.2053224894775966
ACH-000606,-0.1680761833968524
ACH-000608,-0.2833023577380904
ACH-000614,0.2199445712698038
ACH-000616,-0.04620106411839316
ACH-000618,-0.27091397342198664
ACH-000619,-0.5626300055328111
ACH-000620,0.0669818734424021
ACH-000621,-0.10838745490186484
ACH-000622,-0.1824571267499208
ACH-000623,-0.5485325465476714
ACH-000624,-0.4160174023897912
ACH-000627,-0.1870246450530789
ACH-000630,-0.665047407837474
ACH-000631,-0.38946100965571295
ACH-000632,-0.2568003398357825
ACH-000633,-0.028643174119165424
ACH-000637,-0.29365705152864113
ACH-000638,-0.07407686500196843
ACH-000646,0.4965919146366494
ACH-000647,-0.3187593017989685
ACH-000648,-0.28749804949734337
ACH-000649,-0.4955519533938141
ACH-000651,-0.202459731864062
ACH-000652,-0.1518759909034572
ACH-000653,-0.24621749885528085
ACH-000657,-0.324419256384534
ACH-000658,-0.2555307455626773
ACH-000661,-0.05224764145058068
ACH-000662,-0.3556225472585738
ACH-000663,-0.07916931615805542
ACH-000665,-0.08863286286411795
ACH-000671,-0.2258608758174719
ACH-000672,-0.25687397483007995
ACH-000673,-0.5129478496345123
ACH-000676,-0.046732035716567914
ACH-000677,-0.2816224643945652
ACH-000681,-0.43402775193411264
ACH-000683,0.0799795338111134
ACH-000684,-0.3827259708784047
ACH-000688,-0.5369654515200918
ACH-000693,-0.1937579541510116
ACH-000694,-0.1792813104369526
ACH-000695,0.007889976180633147
ACH-000696,-0.4730199477958375
ACH-000697,-0.29474597860796586
ACH-000699,-0.1729427997037104
ACH-000701,-0.543900981659089
ACH-000706,-0.38347595939781537
ACH-000711,-0.3456338221124467
ACH-000713,-0.4856276178592947
ACH-000714,-0.2797157905248422
ACH-000718,-0.2259501802171791
ACH-000720,-0.4446511150242893
ACH-000721,-0.2259132495387423
ACH-000724,-0.12453304189233325
ACH-000725,-0.0874327424549939
ACH-000732,-0.11763353109261646
ACH-000734,-0.2664498809569771
ACH-000735,-0.4364304296206217
ACH-000736,-0.5982247090690498
ACH-000738,-0.38952583132436025
ACH-000746,-0.10523694526799167
ACH-000747,-0.8274479129180109
ACH-000748,-0.05222968511584493
ACH-000753,-0.2769836661610241
ACH-000756,-0.5791671501882522
ACH-000757,-0.0739643454889139
ACH-000758,-0.10402051001193248
