,LAMTOR2 (28956)
ACH-000004,-0.7348333798977037
ACH-000005,-0.4327399675291068
ACH-000007,-0.7139501949084798
ACH-000009,-0.5691628027288511
ACH-000011,-0.6276309664366114
ACH-000012,-0.6285571774163706
ACH-000013,-0.5984376997063364
ACH-000014,-0.6482742280567395
ACH-000015,-0.2887400659740724
ACH-000017,-0.4700893562847112
ACH-000018,-0.7088382982126197
ACH-000019,-0.5933356988026725
ACH-000021,-0.7247043962085579
ACH-000022,-0.2875664433343861
ACH-000025,-0.7163580016266029
ACH-000028,-0.4694829777659391
ACH-000030,-0.5554428423232937
ACH-000035,-0.5512850457557453
ACH-000036,-0.5481864297630676
ACH-000037,-0.8121115494001859
ACH-000039,-0.40328874300683054
ACH-000040,-0.06601292145872109
ACH-000041,-0.3398161413813067
ACH-000042,-0.2278542281502816
ACH-000045,-0.2595241892412244
ACH-000047,-0.48728574812042297
ACH-000052,-0.8465020722358993
ACH-000053,-0.7457597607151123
ACH-000054,-0.4993043692447978
ACH-000055,-0.4760053430491232
ACH-000060,-0.5925520359328332
ACH-000067,-0.3735201661484543
ACH-000070,-0.4599506498237351
ACH-000075,-0.5385273707253682
ACH-000078,-0.2765128188367821
ACH-000082,-0.6252974525286191
ACH-000085,-0.3435357397191625
ACH-000086,-0.6743184702520294
ACH-000087,-0.6724399176196271
ACH-000092,-0.8171832154486592
ACH-000095,-0.5111741669434343
ACH-000097,-0.5821097105186205
ACH-000098,0.1505903145972076
ACH-000099,-0.4144911233507283
ACH-000108,-0.5734346717298184
ACH-000113,-0.63774257363961
ACH-000116,-0.5165176116536673
ACH-000118,-0.5002599970716894
ACH-000120,-0.402580786730656
ACH-000123,-0.4549487977627654
ACH-000127,-0.4834391965804888
ACH-000128,-0.4110321171811303
ACH-000132,-0.7001278555062364
ACH-000133,-0.5245776570309818
ACH-000137,-0.6153083859265517
ACH-000138,-0.537228826225632
ACH-000142,-0.5651743978759531
ACH-000143,-0.5040875979926309
ACH-000146,-0.4001125836867115
ACH-000148,-0.4890211734348574
ACH-000150,-0.6708646436860392
ACH-000152,-0.3804819803920889
ACH-000153,-0.506832440277233
ACH-000159,-0.677425693653907
ACH-000160,-0.3371553434835845
ACH-000163,-0.7639659174593039
ACH-000167,-0.8328899885377465
ACH-000168,-0.6387452285914811
ACH-000169,-0.6038535678957669
ACH-000178,-0.7873084144102492
ACH-000183,-0.4876370087793606
ACH-000188,-0.28082691832141465
ACH-000189,-0.8055767044350307
ACH-000190,-0.9148149903179771
ACH-000198,-0.4364855812045996
ACH-000203,-0.1786133464624002
ACH-000204,-0.2187666819537244
ACH-000206,-0.2084357895973696
ACH-000207,-0.5797060364766354
ACH-000208,-0.8925563979514809
ACH-000210,-0.5305277266020667
ACH-000211,-0.442689741465085
ACH-000215,-0.2428342606091232
ACH-000221,-0.1809128719573376
ACH-000222,-0.6326372181585228
ACH-000223,-0.3446009346712625
ACH-000226,-0.4041349353774643
ACH-000227,-0.3455850624583487
ACH-000228,-0.6553294269916563
ACH-000231,-0.6669753278368794
ACH-000232,-0.6596790079640887
ACH-000233,-0.7233704138148536
ACH-000234,-0.5350664620681304
ACH-000235,-0.3083075388695141
ACH-000237,-0.5590106628429465
ACH-000238,-0.3860481324045929
ACH-000242,-0.7107847305605469
ACH-000243,-0.9509113715486194
ACH-000244,-0.4398629886775877
ACH-000246,-0.5185529719956442
ACH-000248,-0.4865402958867724
ACH-000250,-0.2764723953526765
ACH-000251,-1.0830173565814074
ACH-000252,-0.4872169357453172
ACH-000253,-0.462917439152201
ACH-000255,-0.805801962530267
ACH-000256,-0.3614631704776613
ACH-000257,-0.3833242967982855
ACH-000258,-0.4303178606507984
ACH-000259,-0.8161374250028803
ACH-000260,-0.6418074103728864
ACH-000261,-0.13568059944178204
ACH-000262,-0.29288826438773824
ACH-000263,-0.11201821356144538
ACH-000264,-0.5304797563397915
ACH-000265,-0.4068584352587901
ACH-000266,-0.6242825535216597
ACH-000272,-0.9211654276470466
ACH-000274,-0.08357188607693908
ACH-000277,-0.7342029365061642
ACH-000278,-0.4090335681639885
ACH-000279,-0.4993173736265896
ACH-000280,-0.8905861875714126
ACH-000281,-0.5050550196601314
ACH-000288,-0.5816982689393065
ACH-000291,-0.5345332027312655
ACH-000293,-0.4160931457270767
ACH-000294,0.26737708943496946
ACH-000295,-0.3080790424015828
ACH-000296,-0.5134802123954213
ACH-000302,-0.760718554211957
ACH-000304,-0.5560320099328271
ACH-000307,-0.6637097992919805
ACH-000308,-0.4513251596317641
ACH-000310,-0.3806883960337479
ACH-000311,-0.4007018619862964
ACH-000312,-0.5898067973711641
ACH-000315,-0.4659215783985522
ACH-000316,-0.6147405621601517
ACH-000317,-0.6965533323081301
ACH-000318,-0.5406563064646115
ACH-000319,-0.5904803822595233
ACH-000320,-0.7119700957762329
ACH-000322,-0.6408341163466246
ACH-000323,-0.5696751195623165
ACH-000324,-0.5267404385464358
ACH-000329,-0.390665328818183
ACH-000330,-0.3913511032402777
ACH-000331,-0.9366761635348004
ACH-000332,-0.2237565952652706
ACH-000334,-0.8490571958413432
ACH-000335,-0.7112110173120384
ACH-000336,-0.5691407347813977
ACH-000337,-0.7049214571306307
ACH-000338,-0.7263234178134275
ACH-000339,-0.4591148713230505
ACH-000341,-0.4031521295638172
ACH-000348,-0.6094601335066869
ACH-000350,-0.22724204561548556
ACH-000352,-0.724910912093869
ACH-000356,-0.458140767210648
ACH-000361,-0.3433936926124937
ACH-000362,-0.7056682297381692
ACH-000363,-0.5051905581839589
ACH-000364,-0.6946876904370041
ACH-000365,-0.5976678576666085
ACH-000366,-0.2010196314947874
ACH-000368,-0.5588225935569776
ACH-000374,-0.3018197649301179
ACH-000375,-0.4545164985788481
ACH-000376,-0.4998268980771844
ACH-000381,-0.6738787901544143
ACH-000383,-0.4741433928992729
ACH-000387,-0.6824159138124614
ACH-000389,-0.3261415682812554
ACH-000390,-0.1439891934372768
ACH-000393,-0.6891665075874994
ACH-000395,-0.44779199004881576
ACH-000396,-0.7749381008112288
ACH-000397,-0.7186286503081084
ACH-000401,-0.468925942305425
ACH-000402,-0.682788138744663
ACH-000403,-0.4718909026985644
ACH-000404,-0.5261835819749888
ACH-000406,-0.3558887521787941
ACH-000407,-0.6775320273313281
ACH-000408,-0.5220544096916026
ACH-000410,-0.4759650093371585
ACH-000411,-0.5280628835647779
ACH-000414,-0.42983066409902093
ACH-000415,-0.6213289207238943
ACH-000416,-0.5313648377773279
ACH-000420,-0.6304036104576131
ACH-000421,-0.482192419722853
ACH-000424,-0.41862668653605695
ACH-000425,-0.4477348054133369
ACH-000426,-0.6465848644605122
ACH-000427,-0.3817186252586472
ACH-000433,-0.646393723430152
ACH-000435,-0.7193207885515049
ACH-000436,-0.37018416322901854
ACH-000444,-0.7389023465595144
ACH-000445,-0.6029854548666765
ACH-000448,-0.5179739331095335
ACH-000450,-0.4309522856201141
ACH-000452,-0.2438749824378911
ACH-000454,-0.7318445942652053
ACH-000458,-0.9350550328674979
ACH-000459,-0.3615814032936143
ACH-000460,-0.6187925926327847
ACH-000461,-0.6763668253974813
ACH-000463,-0.3513756338537296
ACH-000464,-0.5867670104140423
ACH-000466,-0.4870405472808111
ACH-000467,-0.3872511340784068
ACH-000468,-0.2945635289239036
ACH-000469,-0.458821678948217
ACH-000470,-0.5913619134247379
ACH-000471,-0.6843597816647425
ACH-000472,-0.5041789547477623
ACH-000473,-0.6916445242230883
ACH-000475,-0.6281052347982474
ACH-000476,-0.6550300460482785
ACH-000477,-0.4672935942415199
ACH-000479,-0.42013797779178935
ACH-000480,-0.8510474581704011
ACH-000481,-0.8173636994029145
ACH-000483,-0.767765692773682
ACH-000484,-0.8224939394413079
ACH-000485,-0.5061686509018704
ACH-000486,-0.6511149780954576
ACH-000487,-0.6813682863432098
ACH-000488,-0.7186633456148834
ACH-000490,-0.6403716485952128
ACH-000491,-0.7570024162103322
ACH-000495,-0.5639662832963956
ACH-000496,-0.5761077638360842
ACH-000499,-0.5464126531503246
ACH-000500,-0.8333954032535676
ACH-000502,-0.5200084659822373
ACH-000503,-0.4406960951372444
ACH-000505,-0.8453738298716413
ACH-000507,-0.2525146887353895
ACH-000510,-0.5976655760461084
ACH-000511,-0.5354947476343558
ACH-000512,-0.6004931273749702
ACH-000516,-0.5791231832803034
ACH-000517,-0.6480056015107916
ACH-000518,-0.4226400694464284
ACH-000520,-0.3535417584677041
ACH-000521,-0.7881453758790121
ACH-000522,-0.7151241840739786
ACH-000524,-0.3686558857620614
ACH-000527,-0.7501888251500441
ACH-000528,-0.5284719276602777
ACH-000537,-0.6907130750050836
ACH-000541,-0.30078326196513994
ACH-000542,-0.8575704637183532
ACH-000544,-0.5423836183279557
ACH-000545,-0.5624241471523934
ACH-000547,-0.6483992357388288
ACH-000548,-0.5543763272111727
ACH-000549,-0.7941951693020256
ACH-000550,-0.4526720614564038
ACH-000552,-0.6031712493065031
ACH-000556,-0.7614431479520951
ACH-000557,-0.17749860044510826
ACH-000569,-0.7591827054029504
ACH-000570,0.119016400238104
ACH-000571,-0.4176033678781023
ACH-000573,-0.8236406252545249
ACH-000576,-0.496769449408675
ACH-000579,-0.13954047444507958
ACH-000580,-0.501275857810944
ACH-000584,-0.3554825466617928
ACH-000585,-0.7067682874995951
ACH-000588,-0.9282416783327788
ACH-000589,-0.4044305945627299
ACH-000591,-0.3743232783557858
ACH-000593,-0.7621377349084533
ACH-000600,-0.33037777065708634
ACH-000601,-0.5476453253767992
ACH-000605,-0.41257427217920295
ACH-000606,-0.4288015172283464
ACH-000608,-0.3765172381028975
ACH-000614,-0.6841811175502882
ACH-000616,-0.3901713569684456
ACH-000618,-0.4879759955000154
ACH-000619,-0.5082466113745181
ACH-000620,-0.2834988269219513
ACH-000621,-0.5032163305617406
ACH-000622,-0.8068467213448955
ACH-000623,-0.3408715944306125
ACH-000624,-0.404005147014998
ACH-000627,-0.7377440326931842
ACH-000630,-0.8442411883516663
ACH-000631,-0.6321421697996675
ACH-000632,-0.6075941917998503
ACH-000633,-0.25602674437969963
ACH-000637,-0.25245821779224936
ACH-000638,-0.5235226900251454
ACH-000646,-0.8014228913264675
ACH-000647,-0.5147492188401813
ACH-000648,-0.8567919971524688
ACH-000649,-0.6115705545884829
ACH-000651,-0.4549719737862464
ACH-000652,-0.433599847703684
ACH-000653,-0.619117492732394
ACH-000657,-0.47404444391344397
ACH-000658,-0.4697182206181067
ACH-000661,-0.2106940372256551
ACH-000662,-0.17556217282753728
ACH-000663,-0.7303213652519027
ACH-000665,-0.26282161236071416
ACH-000671,-0.29199121512892456
ACH-000672,-0.9371377447358852
ACH-000673,-0.266339915503432
ACH-000676,-0.5256723622744857
ACH-000677,-0.6552475200727792
ACH-000681,-0.3856123686596464
ACH-000683,-0.4762011706088322
ACH-000684,-0.5449034058712247
ACH-000688,-0.4356787847024076
ACH-000693,-0.6272553717156288
ACH-000694,-0.5754218790352646
ACH-000695,-0.11467409103380828
ACH-000696,-0.5473059617352727
ACH-000697,-0.6826345005249697
ACH-000699,-0.2382135734459793
ACH-000701,-0.45890262569168605
ACH-000706,-0.43951967161521704
ACH-000711,-0.4030038541906753
ACH-000713,-0.6080316076373611
ACH-000714,-0.34989050783285824
ACH-000718,-0.5296641793593431
ACH-000720,-0.4667450805950076
ACH-000721,-0.6662822977020315
ACH-000724,-0.6534335624829571
ACH-000725,-0.546570509515649
ACH-000732,-0.5354351783305517
ACH-000734,-0.6754683884124798
ACH-000735,-0.7148295164536043
ACH-000736,-0.6630158092306044
ACH-000738,-0.320939345307818
ACH-000746,-0.5714624196858075
ACH-000747,-0.1495751598248052
ACH-000748,-0.6687966728902337
ACH-000753,-0.4726949012991371
ACH-000756,-0.08727821826868416
ACH-000757,-0.5505862507659922
ACH-000758,-0.5133245140689565
ACH-000760,-0.2374951954700152
ACH-000762,-0.5955066306494076
ACH-000763,-0.4850681631378369
ACH-000764,-0.8127133953286041
ACH-000765,-0.5498780036403075
ACH-000766,-0.5161362186463562
ACH-000767,-0.2350019076830673
ACH-000768,-0.7982850331230458
ACH-000769,-0.3537957491147227
ACH-000770,-0.3492804866085402
ACH-000771,-0.7616218758491433
ACH-000773,-0.39761960855186107
ACH-000776,-0.43175291818548095
ACH-000777,-0.6427024992521235
ACH-000778,-0.5286010184988441
ACH-000781,-0.6792459398072459
ACH-000782,-0.6182825535347841
ACH-000783,-0.5224629804430738
ACH-000784,-0.33222767199690195
ACH-000785,-0.5595272982162101
ACH-000787,-0.7838971806775498
ACH-000788,-0.62868500100211
ACH-000791,-0.7483685235450172
ACH-000792,-0.9304052879969812
ACH-000794,-0.16612500473265496
ACH-000796,-0.5601731235178926
ACH-000798,-0.4756172788059493
ACH-000799,-0.3023883736125067
ACH-000800,-0.8662590503081402
ACH-000802,-0.6128704752671396
ACH-000804,-0.5433933800989454
ACH-000805,-0.43133056065684666
ACH-000809,-0.5880388950058497
ACH-000810,-0.6224445376122946
ACH-000811,-0.5154651928217033
ACH-000817,-0.7960704432204909
ACH-000819,-0.7743693262036766
ACH-000820,-0.7575859921494672
ACH-000821,-0.3136400871771856
ACH-000822,-0.3318618495637801
ACH-000823,-0.28839197003331474
ACH-000824,-0.3806991923789552
ACH-000827,-0.5146175928905962
ACH-000829,-0.5751614433194623
ACH-000831,-0.3924049985865711
ACH-000832,-0.14287818656497814
ACH-000833,-0.4966629551610353
ACH-000834,-0.5196793698052211
