,EDAR (10913)
ACH-000004,-0.015268375025462229
ACH-000005,-0.3353106032961871
ACH-000007,-0.1823358759522052
ACH-000009,-0.18789696667024072
ACH-000011,-0.025014609410402032
ACH-000012,-0.07847691541672809
ACH-000013,-0.09764997034030408
ACH-000014,-0.13546700857449534
ACH-000015,0.06646326058593204
ACH-000017,0.02952022009562444
ACH-000018,-0.2847171089297001
ACH-000019,0.10228575879602532
ACH-000021,-0.04237027577096795
ACH-000022,-0.10777241903894684
ACH-000025,-0.15014035860808184
ACH-000028,-0.043275056321338864
ACH-000030,-0.06899425765006734
ACH-000035,-0.1866776128282062
ACH-000036,-0.11373373842866595
ACH-000037,0.039061470940612165
ACH-000039,-0.22164357341145385
ACH-000040,0.029310444981395737
ACH-000041,-0.07347275381581203
ACH-000042,-0.026302686404088643
ACH-000045,0.058630490149262186
ACH-000047,-0.16827603010435216
ACH-000052,-0.09334233698218818
ACH-000053,-0.0691924816872922
ACH-000054,0.015345601368509624
ACH-000055,0.029006187225323568
ACH-000060,-0.016222941851136586
ACH-000067,-0.3737960448816098
ACH-000070,-0.20636253918206127
ACH-000075,0.01831657807559156
ACH-000078,-0.0985505966153235
ACH-000082,-0.08981134728044071
ACH-000085,-0.4958088181424328
ACH-000086,-0.1732652517029503
ACH-000087,0.07855769891801705
ACH-000092,-0.08721945411360403
ACH-000095,-0.2763548972350736
ACH-000097,-0.12301022764847752
ACH-000098,-0.0930451003126891
ACH-000099,-0.029213781033983012
ACH-000108,-0.07943798570342171
ACH-000113,-0.10770608815983512
ACH-000116,0.033314514260323135
ACH-000118,-0.09951255215159337
ACH-000120,-0.17492724332771264
ACH-000123,-0.1407974741614491
ACH-000127,-0.1817599267840772
ACH-000128,-0.060116774908968475
ACH-000132,-0.0874907795319755
ACH-000133,-0.09512078034834484
ACH-000137,-0.09909126111555153
ACH-000138,0.016457196352156124
ACH-000142,-0.11105784972308136
ACH-000143,-0.07475749665599632
ACH-000146,-0.00232642468418343
ACH-000148,-0.018438644492736047
ACH-000150,-0.057496133488801275
ACH-000152,-0.11990203100068622
ACH-000153,-0.051022453765902816
ACH-000159,-0.07137426281243149
ACH-000160,0.011788172209223796
ACH-000163,-0.043253399277748135
ACH-000167,0.661516722163537
ACH-000168,-0.2154871377214567
ACH-000169,-0.0402091694832756
ACH-000178,-0.10018354039833162
ACH-000183,-0.24005381264354864
ACH-000188,-0.05892578676344513
ACH-000189,0.02258933572586733
ACH-000190,-0.0827773323000683
ACH-000198,-0.17733081335818265
ACH-000203,0.044237205283419685
ACH-000204,0.004541862453822941
ACH-000206,-0.10150066935183584
ACH-000207,-0.05747391349095622
ACH-000208,0.016312488672546845
ACH-000210,-0.008161770219701903
ACH-000211,-0.030151542547513694
ACH-000215,0.006042678185341493
ACH-000221,0.04368098167331423
ACH-000222,-0.08342406297193494
ACH-000223,-0.04412660825111555
ACH-000226,-0.08733301411196084
ACH-000227,-0.024675044258443253
ACH-000228,-0.2635711397728618
ACH-000231,-0.003976871194532728
ACH-000232,-0.14177621164655513
ACH-000233,-0.07387130718240137
ACH-000234,-0.018555606289927883
ACH-000235,-0.04710978997022035
ACH-000237,-0.08512625823194295
ACH-000238,-0.05837407714488242
ACH-000242,-0.435925500677399
ACH-000243,-0.19008810087669212
ACH-000244,0.25950297988579324
ACH-000246,0.05905721835596992
ACH-000248,-0.010759582346966877
ACH-000250,-0.09730531522112068
ACH-000251,-0.17576799438433194
ACH-000252,-0.113805857910681
ACH-000253,0.014445936288210419
ACH-000255,-0.1666538526644904
ACH-000256,0.1346211473245644
ACH-000257,-0.3020631002469238
ACH-000258,0.03654382112716651
ACH-000259,-0.15601279059389747
ACH-000260,-0.19503706045440786
ACH-000261,-0.009302907731173524
ACH-000262,0.017109025491105146
ACH-000263,-0.09135576623785534
ACH-000264,-0.11024278420915697
ACH-000265,-0.1899674611107314
ACH-000266,-0.05467013049753078
ACH-000272,-0.07874530409557384
ACH-000274,-0.15082607875859
ACH-000277,-0.2060963393090384
ACH-000278,0.029059258287637533
ACH-000279,-0.20185707177150647
ACH-000280,-0.008382977019871441
ACH-000281,0.0663851176952666
ACH-000288,-0.07823111682431258
ACH-000291,-0.2104961564277092
ACH-000293,-0.1810397643664448
ACH-000294,-0.10137425873872216
ACH-000295,-0.4530932240327968
ACH-000296,-0.15902862142384042
ACH-000302,0.03897580255570162
ACH-000304,-0.16120858106220154
ACH-000307,-0.0585251569037393
ACH-000308,-0.1731796302531278
ACH-000310,-0.12544584042818868
ACH-000311,-0.02102512811201017
ACH-000312,-0.03913177175472786
ACH-000315,-0.3015199753131251
ACH-000316,-0.15559181457215102
ACH-000317,-0.09830223144305704
ACH-000318,-0.09784376309920408
ACH-000319,-0.11376454923474913
ACH-000320,0.02185367107355665
ACH-000322,-0.06859759546209633
ACH-000323,0.0972609828932546
ACH-000324,-0.09089147657767893
ACH-000329,-0.17121396894740906
ACH-000330,-0.033394255219782995
ACH-000331,-0.2401495899757024
ACH-000332,-0.017378824808430848
ACH-000334,-0.013655016529612157
ACH-000335,-0.15066209909921713
ACH-000336,0.12707316706374314
ACH-000337,-0.3156612622835878
ACH-000338,0.6187233866255989
ACH-000339,-0.02854730405869885
ACH-000341,-0.12303364965549088
ACH-000348,-0.021932348134900137
ACH-000350,-0.09527815790638693
ACH-000352,-0.004992854483063213
ACH-000356,-0.1009206400617424
ACH-000361,-0.048745624853375656
ACH-000362,-0.11221586909824004
ACH-000363,-0.09299915196531708
ACH-000364,-0.2180708241151112
ACH-000365,-0.2771548265560631
ACH-000366,-0.017113025895551345
ACH-000368,-0.02031947226636456
ACH-000374,-0.043376025788262114
ACH-000375,-0.2253817401651767
ACH-000376,-0.11412584108092835
ACH-000381,-0.0657632785036737
ACH-000383,-0.07847831569209443
ACH-000387,-0.15872693627589882
ACH-000389,0.07277475797131258
ACH-000390,-0.04723612247299152
ACH-000393,-0.019282148273042404
