,FADD (8772)
ACH-000004,-0.3430366479141931
ACH-000005,-0.371849906688309
ACH-000007,-0.08983846157932962
ACH-000009,-0.2461910477260687
ACH-000011,-0.14542304880384646
ACH-000012,-0.3100420752890626
ACH-000013,-0.16438289521034502
ACH-000014,-0.08997438000204519
ACH-000015,-0.13705494564643195
ACH-000017,-0.2259075065736506
ACH-000018,-0.3422867263088553
ACH-000019,-0.3710537103418922
ACH-000021,-0.15006513574290828
ACH-000022,-0.2078155463307798
ACH-000025,0.06581136355022045
ACH-000028,-0.36284701106213546
ACH-000030,-0.164115506777495
ACH-000035,0.0836967611841852
ACH-000036,-0.08369781613754194
ACH-000037,-0.35088455778336003
ACH-000039,-0.15417796709847106
ACH-000040,-0.1296112068248761
ACH-000041,-0.03670467659621801
ACH-000042,-0.6277116195173315
ACH-000045,-0.12085541863296295
ACH-000047,-0.2523659100160975
ACH-000052,-0.22760886668998076
ACH-000053,-0.7412998429525107
ACH-000054,-0.14821228114913754
ACH-000055,-0.3468198324619914
ACH-000060,-0.16560793170414406
ACH-000067,-0.0615024791258617
ACH-000070,-0.23025777244314746
ACH-000075,-0.3493086854094092
ACH-000078,0.009157776968147107
ACH-000082,-0.2643582504782034
ACH-000085,-0.10284531688590556
ACH-000086,-0.3253046947313882
ACH-000087,-0.34427731119062865
ACH-000092,-0.1209554981357442
ACH-000095,-0.17035309038615795
ACH-000097,-0.40462237186812505
ACH-000098,-0.10880502193320056
ACH-000099,-0.18556585844097848
ACH-000108,-0.3367639477483365
ACH-000113,-0.5160541077722218
ACH-000116,-0.21314899314046495
ACH-000118,-0.2009377871870773
ACH-000120,-0.17009625928545394
ACH-000123,-0.050693898488290326
ACH-000127,-0.1668566972824504
ACH-000128,-0.13073661643777953
ACH-000132,-0.2859936467867405
ACH-000133,-0.2319297723972664
ACH-000137,-0.14961532592881352
ACH-000138,-0.3641295815913471
ACH-000142,-0.1270812170034438
ACH-000143,-0.001598647446517659
ACH-000146,-0.11023015860522373
ACH-000148,0.02202915046232269
ACH-000150,-0.2094540000149789
ACH-000152,-0.059513248589841826
ACH-000153,-0.036434314076992214
ACH-000159,-0.09199716207025356
ACH-000160,-1.30126310933001
ACH-000163,-0.03268914299916311
ACH-000167,-0.7053441907289087
ACH-000168,0.02508205141650329
ACH-000169,-0.2549731682779729
ACH-000178,-0.3570983500736251
ACH-000183,-0.2866051953910376
ACH-000188,-0.22506860688489985
ACH-000189,-0.19512530710531065
ACH-000190,-0.03914932754587781
ACH-000198,-0.16716659792991298
ACH-000203,-0.03670397400742564
ACH-000204,-0.682299548518983
ACH-000206,-0.035968426858665914
ACH-000207,-0.4263650306927771
ACH-000208,-0.15276831378388156
ACH-000210,-0.2640083172083236
ACH-000211,-0.06677930956178776
ACH-000215,-0.20340567550047536
ACH-000221,-0.04115662462299238
ACH-000222,-0.0922856329923281
ACH-000223,-0.026570924592663032
ACH-000226,-0.18836429381121592
ACH-000227,0.14278627635892466
ACH-000228,-0.2931601351153551
ACH-000231,-0.036257091746897036
ACH-000232,-0.1467884278713102
ACH-000233,-0.239832513544024
ACH-000234,-0.6919174162006357
ACH-000235,-0.2636831198747002
ACH-000237,-0.2889494227946994
ACH-000238,-0.07039732284330896
ACH-000242,-0.2811151370438682
ACH-000243,-0.3387991163749813
ACH-000244,-0.011769478183455187
ACH-000246,-0.2826470843729039
ACH-000248,-0.0018036562870574323
ACH-000250,-0.8404071519325671
ACH-000251,-0.9909474691806331
ACH-000252,-0.4835711970502928
ACH-000253,-0.3383024614472702
ACH-000255,-0.21919381851780034
ACH-000256,-0.05414003204588989
ACH-000257,0.21105372841227235
ACH-000258,0.06343480817806142
ACH-000259,-0.2831118566368199
ACH-000260,-0.2842892045809716
ACH-000261,-0.2632870697566126
ACH-000262,-0.22951870786988496
ACH-000263,0.2780199667966812
ACH-000264,-0.04590352636955314
ACH-000265,-0.06029930483134902
ACH-000266,-0.2346288347831189
ACH-000272,-0.1922809102933357
ACH-000274,0.002298122314470993
ACH-000277,-0.40533283471908216
ACH-000278,-0.09563739079340962
ACH-000279,-0.09994428625275516
ACH-000280,0.06234034358461971
ACH-000281,-0.05382226712301799
ACH-000288,-0.15337826126057785
ACH-000291,-0.2618836443112387
ACH-000293,-0.05434948497380495
ACH-000294,-0.40163552081767984
ACH-000295,-0.013583578771310322
ACH-000296,-0.09085604965268274
ACH-000302,-0.07860795299590545
ACH-000304,-0.21834368496569148
ACH-000307,-0.10225268129867836
ACH-000308,-0.7541377076109143
ACH-000310,0.11474687287128395
ACH-000311,-0.1078615728249982
ACH-000312,-0.1833162566678955
ACH-000315,-0.11885374496314885
ACH-000316,-0.3845539713478778
ACH-000317,-0.4126741614198475
ACH-000318,-0.4865919228306579
ACH-000319,-0.26774826263968765
ACH-000320,-0.1906303459265072
ACH-000322,-0.0710420390002336
ACH-000323,-0.06448549890381827
ACH-000324,-0.181808335360008
ACH-000329,-0.019585219423199303
ACH-000330,-0.3976661516000541
ACH-000331,-0.19003495044443774
ACH-000332,-0.2845732932476046
ACH-000334,0.0930320520271961
ACH-000335,-0.1988589835657283
ACH-000336,-0.3121751063074996
ACH-000337,-0.4920841382589441
ACH-000338,-0.03053130805580198
ACH-000339,-0.0600890768107587
ACH-000341,0.1640875873383623
ACH-000348,-0.2254337458542492
ACH-000350,0.010785334514042
ACH-000352,-0.29416576450238296
ACH-000356,-0.4345339116545324
ACH-000361,-0.5577609587589918
ACH-000362,-0.13445174761274267
ACH-000363,-0.10938948684513332
ACH-000364,-0.18360848183446776
ACH-000365,-0.02397837194654356
ACH-000366,-0.3108210351813633
ACH-000368,-0.012817517258622084
ACH-000374,-0.37611558729553696
ACH-000375,-0.06864835545382038
ACH-000376,-0.0996110468569343
ACH-000381,-0.28184250295846386
ACH-000383,-0.5185065251474761
ACH-000387,-0.09812747652733177
ACH-000389,-0.019699924704817972
ACH-000390,-0.16705144988172885
ACH-000393,-0.2880771176644281
ACH-000395,-0.09967986365337247
ACH-000396,-0.2098869386153785
ACH-000397,-0.0390171006343642
ACH-000401,-0.3243613896602767
ACH-000402,-0.19986374239109567
ACH-000403,-0.11890788017862278
ACH-000404,0.11406548178578862
ACH-000406,-0.1887750278396829
ACH-000407,-0.2299188289148363
ACH-000408,-0.20128503038321285
ACH-000410,-0.015047784695744882
ACH-000411,-0.22089192213639572
ACH-000414,-0.12699849145028408
ACH-000415,0.0015487553833420185
ACH-000416,-0.3990518718577504
ACH-000420,-0.18399514578307904
ACH-000421,-0.15864933125441316
ACH-000424,-0.17433111407723406
ACH-000425,-0.0595094099863895
ACH-000426,-0.4832187488090922
ACH-000427,-0.2666952483587227
ACH-000433,-0.20956098035960866
ACH-000435,-0.2752742348049115
ACH-000436,-0.2919435844992522
ACH-000444,-0.09798384497646408
ACH-000445,0.01739474455932044
ACH-000448,-0.7598541280729655
ACH-000450,-0.3156925627765439
ACH-000452,-0.4512559690068659
ACH-000454,-0.1166580931902325
ACH-000458,-0.3875867296903633
ACH-000459,-1.2885238048726682
ACH-000460,-0.14947281875114465
ACH-000461,-0.5941961514946823
ACH-000463,-0.08740291230309964
ACH-000464,-0.10297026256983847
ACH-000466,-0.1254921993664975
ACH-000467,-0.3554086557430041
ACH-000468,0.08780834447681067
ACH-000469,-0.2975325482929804
ACH-000470,-0.6106341218037392
ACH-000471,-0.15699035484111573
ACH-000472,-0.1602579347929576
ACH-000473,-0.05601133185599128
ACH-000475,-0.20266122619559607
ACH-000476,-0.14803029006458324
ACH-000477,-0.4171695758861324
ACH-000479,0.15797444073502062
ACH-000480,-0.3791872510466101
ACH-000481,-0.03873295732940813
ACH-000483,-0.08683240669835096
ACH-000484,-0.6911578943746814
ACH-000485,-0.3342372705455923
ACH-000486,-0.3687860501310061
ACH-000487,-0.0979372666473646
ACH-000488,-0.3957469754872512
ACH-000490,-0.03315735559682479
ACH-000491,0.035462191050332534
ACH-000495,-0.9258239502755952
ACH-000496,-0.13563036144840973
ACH-000499,-0.02518103595944909
ACH-000500,-0.9367290792135344
ACH-000502,-0.5727738280774036
ACH-000503,-0.3122033282728448
ACH-000505,-0.04039326041186343
ACH-000507,-0.1436800326503428
ACH-000510,-0.21734312033991074
ACH-000511,-0.18497989451340235
ACH-000512,-0.4503854037079459
ACH-000516,-0.1413792481885416
ACH-000517,-0.08341722824026689
ACH-000518,-0.2016533294164229
ACH-000520,-0.0987933948306953
ACH-000521,-0.6931336459350228
ACH-000522,-0.03447952687618497
ACH-000524,-0.0933191496761555
ACH-000527,-0.20018699092465467
ACH-000528,0.009900932054743952
ACH-000537,-0.447341469203628
ACH-000541,-0.23666210006085545
ACH-000542,0.035174828365288735
ACH-000544,-0.5500683893580467
ACH-000545,-0.31980675644990825
ACH-000547,-0.4014941276966963
ACH-000548,-0.4376418482117161
ACH-000549,-0.210873970903232
ACH-000550,-0.00515380491662121
ACH-000552,-0.20748725582892208
ACH-000556,-0.08640264878485893
ACH-000557,0.10095456508244978
ACH-000569,-0.13728717530804138
ACH-000570,-0.20713345621021015
ACH-000571,-0.0466021674834236
ACH-000573,-0.057538736781133415
ACH-000576,-0.11242977997861836
ACH-000579,0.008503040682250013
ACH-000580,-0.2738024816176407
ACH-000584,-0.3267755794940894
