,SDHC (6391)
ACH-000296,-0.36182041073099547
ACH-000302,-0.2521332205418396
ACH-000304,-0.5840692729222808
ACH-000307,-0.817960042566619
ACH-000308,-0.5183547951489783
ACH-000310,-0.4819692391765989
ACH-000311,-0.4269772511935484
ACH-000312,-0.5743758966832914
ACH-000315,-1.2550003478256428
ACH-000316,-0.40079360639475536
ACH-000317,-0.709783580524734
ACH-000318,-0.6890804784773712
ACH-000319,-0.5917952845497885
ACH-000320,-0.6490156102827307
ACH-000322,-0.7921694106613043
ACH-000323,-0.4737948523135503
ACH-000324,-0.35167685370874435
ACH-000329,-0.5745263220197266
ACH-000330,-0.7754646269835826
ACH-000331,-0.4701658168541696
ACH-000332,-0.4601252087864227
ACH-000334,-0.9479718831302586
ACH-000335,-0.5682391515063692
ACH-000336,-0.6136695872804329
ACH-000337,-0.7030438697728638
ACH-000338,-1.0752245545655637
ACH-000339,-0.8407532773167266
ACH-000341,-0.8230393606431697
ACH-000348,-0.5627212863363179
ACH-000350,-0.5703425897342436
ACH-000352,-0.7117491725940838
ACH-000356,-0.6175263256785867
ACH-000361,-0.5614417047853609
ACH-000362,-0.617282321980558
ACH-000363,-0.8969505244025102
ACH-000364,-0.4677403356267626
ACH-000365,-0.8853052026179711
ACH-000366,-0.6659899851802155
ACH-000368,-0.3636591959305482
ACH-000374,-0.6432524771043158
ACH-000375,-0.7137651209166512
ACH-000376,-0.4889786870850463
ACH-000381,-0.7894896677580648
ACH-000383,-0.7291431337865911
ACH-000387,-0.8679870049734537
ACH-000389,-0.4510612988087059
ACH-000390,-0.5212028415379057
ACH-000393,-0.6764063918885478
ACH-000395,-0.758410994487929
ACH-000396,-0.7398495373112857
ACH-000397,-0.508512959927479
ACH-000401,-0.8628014987698995
ACH-000402,-0.4492786886529068
ACH-000403,-0.4877656075357176
ACH-000404,-0.7324737404863793
ACH-000406,-0.9790496110286728
ACH-000407,-0.33074421300707624
ACH-000408,-0.4234430218066034
ACH-000410,-0.512556147879739
ACH-000411,-0.486551582753817
ACH-000414,-0.2968958793268085
ACH-000415,-0.4635849697710945
ACH-000416,-0.5090598715533136
ACH-000420,-0.4879195478346346
ACH-000421,-0.5234102913876184
ACH-000424,-0.6536702966845955
ACH-000425,-0.5556305088848025
ACH-000426,-0.6418616385760529
ACH-000427,-0.6433443579698691
ACH-000433,-0.19835019739833412
ACH-000435,-0.53955289981715
ACH-000436,-0.6844887984449601
ACH-000444,-0.7944818631094779
ACH-000445,-0.4392288052995039
ACH-000448,-0.4735881072550777
ACH-000450,-0.8384104066127769
ACH-000452,-0.6185124299657669
ACH-000454,-0.5913763340368635
ACH-000458,-0.35841255947107536
ACH-000459,-0.7835396913721651
ACH-000460,-0.5423234722263527
ACH-000461,-0.5247637664925259
ACH-000463,-0.3795387770359087
ACH-000464,-0.5688024412978141
ACH-000466,-0.5666749540085445
ACH-000467,-0.4679448360525268
ACH-000468,-0.5451621415187173
ACH-000469,-0.4145317137486373
ACH-000470,-0.7665207039773867
ACH-000471,-0.3883870579216453
ACH-000472,-0.5144059372145304
ACH-000473,-0.2855011401571972
ACH-000475,-0.3955508044003048
ACH-000476,-0.7701817704410876
ACH-000477,-0.8159856306590683
ACH-000479,-0.4589729681800434
ACH-000480,-0.479774653217631
ACH-000481,-0.5602318481548478
ACH-000483,-0.4676130195847217
ACH-000484,-0.4553232207593002
ACH-000485,-0.7335600174264307
ACH-000486,-0.4822113279298714
ACH-000487,-0.7702206494762323
ACH-000488,-0.6041020172573358
ACH-000490,-0.4769617098062418
ACH-000491,-0.6012858287404496
ACH-000495,-0.39474751461661095
ACH-000496,-0.2507830090739577
ACH-000499,-0.5608762241959694
ACH-000500,-0.3039615626809537
ACH-000502,-0.44475019491134204
ACH-000503,-0.4668439769198201
ACH-000505,-0.5389598120836028
ACH-000507,-0.6509330657836132
ACH-000510,-0.7009120337342641
ACH-000511,-0.3111860571643962
ACH-000512,-0.6538011055959166
ACH-000516,-0.4678245026808074
ACH-000517,-0.610391096776902
ACH-000518,-0.30415147973065704
ACH-000520,-0.38017380122775735
ACH-000521,-0.61473958073459
ACH-000522,-0.6137993001288293
ACH-000524,-0.4691682283514737
ACH-000527,-0.6307316096865285
ACH-000528,-0.6179069690105351
ACH-000537,-0.585338237652405
ACH-000541,-0.5178830129250515
ACH-000542,-0.4898534440858645
ACH-000544,-0.3127848285635933
ACH-000545,-0.4299608908638047
ACH-000547,-0.4907869394859841
ACH-000548,-0.5836926941659112
ACH-000549,-0.6276255848462666
ACH-000550,-0.5755990385319932
ACH-000552,-0.40507799438976494
ACH-000556,-0.5713606125487095
ACH-000557,-0.8580964992060339
ACH-000569,-0.31416670859273704
ACH-000570,-0.31435952473466977
ACH-000571,-0.6100260055993509
ACH-000573,-0.5913568086893761
ACH-000576,-0.5556351442752719
ACH-000579,-0.6452429523920462
ACH-000580,-0.6779715466961499
ACH-000584,-0.8190531861294951
ACH-000585,-0.6620783267942196
ACH-000588,-0.8876819768028541
ACH-000589,-0.32279950183187955
ACH-000591,-0.4752426250284005
ACH-000593,-0.5319090054746182
ACH-000600,-0.5030410844275168
ACH-000601,-0.6514121413494199
ACH-000605,-0.2234636642445316
ACH-000606,-0.2063254838667766
ACH-000608,-0.6887616888692639
ACH-000614,-0.8189517493427018
ACH-000616,-0.36720466721324335
ACH-000618,-0.6356859158132261
ACH-000619,-0.34743041502807803
ACH-000620,-0.6788603651587796
ACH-000621,-0.4375842762458177
ACH-000622,-0.6532287173174581
ACH-000623,-0.4851069269677851
ACH-000624,-0.8835509031581631
ACH-000627,-0.7619849684275055
ACH-000630,-0.3505289567820255
ACH-000631,-0.499724587388761
ACH-000632,-0.4733652466289925
ACH-000633,-0.5925599055351172
ACH-000637,-0.376484755129485
ACH-000638,-0.5590728735119761
ACH-000646,-0.6125960065677131
ACH-000647,-0.5503509251395227
ACH-000648,-0.6524940561997523
ACH-000649,-0.3201829157159629
ACH-000651,-0.7774394726551195
ACH-000652,-0.6246944064376457
ACH-000653,-0.944331985020654
ACH-000657,-0.3797578904794475
ACH-000658,-0.8351563211067837
ACH-000661,-0.6377598007952759
ACH-000662,-0.6646164109408202
ACH-000663,-0.5895104526132197
ACH-000665,-0.4526746590082383
ACH-000671,-0.5907835049765461
ACH-000672,-0.641481623105516
ACH-000673,-0.2780594272822581
ACH-000676,-1.0334369112205772
ACH-000677,-0.7414129811711756
ACH-000681,-0.4535915241492066
ACH-000683,-0.5234853539236595
ACH-000684,-0.6150061790244665
ACH-000688,-0.5568755870633948
ACH-000693,-0.4517443613645036
ACH-000694,-0.4193420184997471
ACH-000695,-0.6147064907901264
ACH-000696,-0.4836735473183318
ACH-000697,-0.5945539405833193
ACH-000699,-0.4187407383244431
ACH-000701,-0.7734299381492017
ACH-000706,-0.7213248780229824
ACH-000711,-0.6159383729117722
ACH-000713,-0.5432200500372478
ACH-000714,-0.4903764898280881
ACH-000718,-0.4545966907447688
ACH-000720,-0.4313509312868254
ACH-000721,-0.7435489568575602
ACH-000724,-0.5410948125529625
ACH-000725,-0.7680339035173263
ACH-000732,-0.4297018237887988
ACH-000734,-0.4682539502062201
ACH-000735,-0.6008673515833173
ACH-000736,-0.7134907890910477
ACH-000738,-0.3809621740602208
ACH-000746,-0.8945243565280769
ACH-000747,-0.7551670700825477
ACH-000748,-0.3833069381014621
ACH-000753,-0.8068064744291951
ACH-000756,-0.3457810970019285
ACH-000757,-0.5716078305678626
ACH-000758,-0.5279209777377214
ACH-000760,-0.5304172197501559
ACH-000762,-0.35015242587789114
ACH-000763,-0.436327895185976
ACH-000764,-0.589570726790273
ACH-000765,-0.6740776010512912
ACH-000766,-0.3719208709985082
ACH-000767,-0.7561185092788879
ACH-000768,-0.5992566125427577
ACH-000769,-0.5670987260893834
ACH-000770,-0.6980526165221422
ACH-000771,-0.2589874362752046
ACH-000773,-0.6941209317311761
ACH-000776,-0.34100648925297483
ACH-000777,-0.5951002571549122
ACH-000778,-0.5063023901026608
ACH-000781,-0.6398227354591571
ACH-000782,-0.4972508439603438
ACH-000783,-0.583207187840609
ACH-000784,-0.5405126851304776
ACH-000785,-0.6738149840026547
ACH-000787,-0.6106815466477106
ACH-000788,-0.41030318460526216
ACH-000791,-0.4336283858325234
ACH-000792,-0.4212615673939662
ACH-000794,-0.532138897346728
ACH-000796,-0.6187072932024203
ACH-000798,-0.5457955768261655
ACH-000799,-0.5769697958230584
ACH-000800,-0.8692903054907426
ACH-000802,-0.5827834372146667
ACH-000804,-0.3254814524130411
ACH-000805,-0.5771481850716746
ACH-000809,-0.4946384291033592
ACH-000810,-0.4753545508536057
ACH-000811,-0.5517563082173567
ACH-000817,-0.694455089899088
ACH-000819,-0.5444715752490816
ACH-000820,-0.42105209703558577
ACH-000821,-0.8342424240048404
ACH-000822,-0.6839098975163664
ACH-000823,-0.5314977440083231
ACH-000824,-0.3516524279330587
ACH-000827,-0.42377538997055797
ACH-000829,-0.5634012820682887
ACH-000831,-0.6068786436339049
ACH-000832,-0.6686036691876289
ACH-000833,-0.7835449474661019
ACH-000834,-0.5685918197700777
ACH-000835,-0.5437329698498231
ACH-000836,-0.5324020904912404
ACH-000837,-0.5060980043044331
ACH-000838,-1.0082763852029462
ACH-000839,-0.3360617636032016
ACH-000840,-0.5960682017819274
ACH-000841,-0.4710640677087582
ACH-000843,-0.6407390253181346
ACH-000846,-0.4585155724430292
ACH-000847,-0.4214256624383299
ACH-000848,-0.6250392068559605
ACH-000849,-0.9574485344783276
ACH-000851,-0.6568193106272862
ACH-000855,-0.5523578234608444
ACH-000856,-0.9392960621669012
ACH-000858,-0.24662920474643216
ACH-000859,-0.6552452547644071
ACH-000861,-0.8061090304894378
ACH-000862,-0.632882049335019
ACH-000865,-0.5264085967396346
ACH-000866,-0.7214318714724081
ACH-000867,-0.5276421373455744
ACH-000869,-0.6608926637487381
ACH-000872,-0.7675358563459309
ACH-000873,-0.7866018514473888
ACH-000876,-0.9579222970932982
ACH-000878,-0.5715657014063836
ACH-000880,-0.6115847969795477
ACH-000881,-0.447670525853
ACH-000882,-0.9261956149564988
ACH-000884,-0.7883084847518099
ACH-000885,-0.679470087009854
ACH-000887,-0.5245573535985333
ACH-000889,-0.7938456780588865
ACH-000896,-0.7139998880302126
ACH-000898,-0.6709812618718224
ACH-000900,-0.3086879774762041
ACH-000901,-0.3609660201427536
ACH-000905,-0.5943256392812301
ACH-000906,-0.5519954923615016
ACH-000907,-0.6760057752213123
ACH-000910,-0.7593170817160335
ACH-000911,-0.7275501238170502
ACH-000912,-0.7001741233315951
ACH-000913,-0.5175893335193458
ACH-000915,-0.8377386521928761
ACH-000916,-0.5519828870683277
ACH-000917,-0.7688129849270109
ACH-000920,-0.7377785529891443
ACH-000921,-0.8291454358060262
ACH-000924,-0.7696528320047439
ACH-000926,-0.6299976193849759
ACH-000928,-0.5426277267799886
ACH-000929,-0.5034285600079624
ACH-000932,-0.6863607081064566
ACH-000935,-0.6981544427384775
ACH-000936,-0.6429949508278182
ACH-000937,-0.9179451249406908
ACH-000938,-0.7015275658262491
ACH-000939,-0.6564831962651974
ACH-000941,-0.7455037138099425
ACH-000943,-0.6632055065263917
ACH-000946,-0.7318525776142001
ACH-000947,-0.6467267663615929
ACH-000948,-0.7033272264041521
ACH-000950,-0.6040109114451309
ACH-000953,-0.6044587327967977
ACH-000954,-0.7500704899683129
ACH-000957,-0.4724276420026848
ACH-000958,-0.5257822448501608
ACH-000960,-0.7328100544251124
ACH-000963,-0.5944689542309191
ACH-000968,-0.7581063272073383
ACH-000969,-0.7494810051511088
ACH-000972,-0.6203598186191942
ACH-000973,-0.7925181057051688
ACH-000974,-0.7253806862600105
ACH-000978,-0.4673082045351426
ACH-000984,-0.7433567102631999
ACH-000986,-0.6959763274127931
ACH-000988,-0.43626394787200207
ACH-000993,-0.6610340683055558
ACH-000994,-0.7509097028491851
ACH-000996,-0.7439615086217071
ACH-001001,-0.3612571582993139
ACH-001020,-0.3038105316545228
ACH-001028,-0.7300127425451998
ACH-001031,-0.6476807097368162
ACH-001038,-0.7757911053986565
ACH-001048,-0.6653468377709792
ACH-001050,-0.5640427057963405
ACH-001053,-0.5460235358337645
ACH-001054,-0.726378778155818
ACH-001061,-0.5801852305954956
ACH-001067,-0.4892832661277206
ACH-001075,-0.4451915467296207
ACH-001096,-0.5423314393243336
ACH-001111,-0.7075740151977254
ACH-001119,-0.833606729289501
ACH-001128,-0.6972859482404197
ACH-001134,-0.7301910781255372
ACH-001151,-0.5719029000164905
ACH-001163,-0.7599467847931467
ACH-001164,-0.5639563177515771
ACH-001183,-0.34098309365143675
ACH-001192,-0.6863030819933716
ACH-001193,-0.6723512699448266
ACH-001196,-0.6483837252879595
ACH-001197,-0.4729631392078051
ACH-001205,-0.35358137098862924
ACH-001211,-0.4603004116054878
ACH-001212,-0.6296688162509864
ACH-001228,-0.1066102335297624
ACH-001232,-0.5775736096375942
ACH-001239,-0.43847935445850506
ACH-001270,-0.5096452051497739
ACH-001274,-0.3989107521290405
ACH-001275,-0.5667722892444184
ACH-001277,-0.5951733452249673
ACH-001278,-0.7378661373078969
ACH-001280,-0.4909422189246346
ACH-001283,-0.37261445656843456
ACH-001289,-0.8904627961721693
ACH-001300,-0.8035886126177928
ACH-001301,-0.5060061106473219
ACH-001302,-0.5449360289133317
ACH-001306,-0.5800876061384033
ACH-001318,-0.5621870326310779
ACH-001322,-0.2634883727205327
ACH-001328,-0.5356246092905174
ACH-001332,-0.7878788454634138
ACH-001336,-0.4328452532836582
ACH-001346,-0.4020158350605104
ACH-001353,-0.4741240651015723
ACH-001354,-0.5118856199804517
ACH-001367,-0.5659888389702397
ACH-001368,-0.5383310930423831
ACH-001374,-0.7421402974792528
ACH-001377,-0.40844470855522
ACH-001380,-0.622398370038032
ACH-001391,-0.6723660865460506
ACH-001408,-0.2528381008133589
ACH-001430,-0.4486508442090608
ACH-001431,-0.5174181796940843
ACH-001450,-0.6362407713530104
ACH-001496,-0.9151555312974876
ACH-001500,-0.503710300793026
ACH-001523,-0.4104369921994993
ACH-001532,-0.475949723185824
ACH-001550,-0.5325509053649596
ACH-001552,-0.5520949339694597
ACH-001554,-0.648245332462746
ACH-001654,-0.3007366288279597
ACH-001735,-0.7730533249496386
ACH-001736,-0.7812852678713803
ACH-001737,-0.6144259736013968
ACH-001740,-0.9251107893026316
ACH-001745,-0.6915232399866159
ACH-001765,-0.6377720170687419
