,NACAD (23148)
ACH-000004,0.06973236341634206
ACH-000005,-0.033390015905378774
ACH-000007,-0.184984471444478
ACH-000009,0.024388059743384045
ACH-000011,0.012172900606212178
ACH-000012,0.07612535476498912
ACH-000013,-0.034552146158441835
ACH-000014,0.029100236449348924
ACH-000015,0.06621040305950539
ACH-000017,0.045114522531633484
ACH-000018,0.047984581873300604
ACH-000019,0.04485679653690667
ACH-000021,0.009134613358794631
ACH-000022,-0.01847643852755981
ACH-000025,0.04579615455947904
ACH-000028,0.1876970794077028
ACH-000030,0.05601228692654127
ACH-000035,-0.07211969858192639
ACH-000036,-0.09678366309682046
ACH-000037,0.09197281201184904
ACH-000039,0.22486464604366466
ACH-000040,0.07970697055158829
ACH-000041,-0.06895161628791527
ACH-000042,0.032618730180718494
ACH-000045,0.027845295911802997
ACH-000047,0.06305428223087693
ACH-000052,0.0443862107631512
ACH-000053,0.03087924112631785
ACH-000054,0.01677611930088125
ACH-000055,0.015367393443485968
ACH-000060,-0.009936003072454591
ACH-000067,0.04959681752234279
ACH-000070,-0.0039798687791878975
ACH-000075,-0.0202910891776568
ACH-000078,0.04850106741581745
ACH-000082,-0.035576003725004225
ACH-000085,-0.1030089147201392
ACH-000086,0.20350360926774935
ACH-000087,0.11747731936466654
ACH-000092,0.05994330147596245
ACH-000095,0.035755874774443926
ACH-000097,0.06253069199187003
ACH-000098,0.10461808301048504
ACH-000099,0.07620336445665354
ACH-000108,0.04760132871972928
ACH-000113,0.07400361406561015
ACH-000116,0.08101613397384091
ACH-000118,-0.06659043686689899
ACH-000120,0.027581197199091027
ACH-000123,-0.12045955992724762
ACH-000127,0.06024201577870879
ACH-000128,0.08028797244375928
ACH-000132,0.189352669571874
ACH-000133,0.01446501223086858
ACH-000137,0.09027085214776204
ACH-000138,0.015731812347418817
ACH-000142,0.0276409007243221
ACH-000143,0.0940079852139257
ACH-000146,0.04108682674530802
ACH-000148,0.06517376499778753
ACH-000150,0.10663305475313087
ACH-000152,0.004619378606664146
ACH-000153,-0.1793828717499109
ACH-000159,-0.06110948387907756
ACH-000160,-0.05531988194561277
ACH-000163,-0.03501101017547385
ACH-000167,0.013763416567118587
ACH-000168,0.10921656390943207
ACH-000169,0.006613497810021828
ACH-000178,0.09292989308639174
ACH-000183,0.18510757118032248
ACH-000188,-0.07213434032635169
ACH-000189,0.0045830761433946965
ACH-000190,0.016328347165437254
ACH-000198,-0.05020074590617548
ACH-000203,0.2999618613242904
ACH-000204,0.06293174225122376
ACH-000206,-0.001161847171853515
ACH-000207,0.033862797461555606
ACH-000208,0.11626224601767644
ACH-000210,0.1565798956279035
ACH-000211,0.07915604569197468
ACH-000215,0.01927160895104809
ACH-000221,-0.13448175585107772
ACH-000222,0.08957250576284015
ACH-000223,0.00837343031530582
ACH-000226,0.11005528444515253
ACH-000227,-0.13141645381858771
ACH-000228,-0.059275491714777334
ACH-000231,0.05022494696483035
ACH-000232,0.07444653232565941
ACH-000233,0.1390973730093555
ACH-000234,0.026366819840612798
ACH-000235,-0.004675844672100098
ACH-000237,0.06265753735846598
ACH-000238,-0.006087852578549756
ACH-000242,0.3417596418511834
ACH-000243,-0.07117221077197136
ACH-000244,-0.09334647078155188
ACH-000246,0.05504698861525487
ACH-000248,0.06967056736458163
ACH-000250,-0.007389566300082287
ACH-000251,0.21925351629963585
ACH-000252,0.1996163303450016
ACH-000253,0.038980165654946865
ACH-000255,-0.08141292339294476
ACH-000256,0.14340760438084513
ACH-000257,-0.053688213480125736
ACH-000258,-0.028147159437011862
ACH-000259,0.04753984652161749
