,CISH (1154)
ACH-000004,-0.013270322393994428
ACH-000005,-0.16206081231896002
ACH-000007,-0.11970626456882427
ACH-000009,-0.17049058015331794
ACH-000011,0.060285310615938524
ACH-000012,-0.10101788306476163
ACH-000013,-0.1317981203165165
ACH-000014,-0.0931572647565768
ACH-000015,-0.10622088519913156
ACH-000017,-0.11917181962306413
ACH-000018,-0.13719651537964594
ACH-000019,-0.0022652827382459518
ACH-000021,-0.19196160194541226
ACH-000022,-0.14555865384337216
ACH-000025,-0.20184977377897007
ACH-000028,-0.1727882048255968
ACH-000030,-0.1438191228084034
ACH-000035,-0.09877016239138307
ACH-000036,0.024252461191120924
ACH-000037,-0.18492929493920005
ACH-000039,-0.15135803371861264
ACH-000040,-0.21075447438769107
ACH-000041,-0.13547813415296006
ACH-000042,-0.1769781921693279
ACH-000045,-0.11623661685499265
ACH-000047,-0.08759615506025112
ACH-000052,-0.18328427676009135
ACH-000053,-0.13735655540587782
ACH-000054,-0.2010146536211666
ACH-000055,-0.24433451129961675
ACH-000060,-0.1869802878955216
ACH-000067,-0.1747755748009074
ACH-000070,-0.09007553925353806
ACH-000075,-0.2331114703187095
ACH-000078,-0.09526074767654842
ACH-000082,-0.12224949271136505
ACH-000085,-0.08993715470118523
ACH-000086,-0.07380579562178258
ACH-000087,-0.3849668737992433
ACH-000092,-0.04325719475514381
ACH-000095,-0.07669742667873285
ACH-000097,-0.08847086522774371
ACH-000098,-0.15227514517981144
ACH-000099,-0.13864897325045888
ACH-000108,-0.07563920686853734
ACH-000113,-0.04944136368557324
ACH-000116,-0.22011711367579664
ACH-000118,-0.18281903400135932
ACH-000120,-0.17082067645674687
ACH-000123,-0.1069077829057888
ACH-000127,-0.1796401380286166
ACH-000128,-0.038520239390302566
ACH-000132,0.06586971692262725
ACH-000133,-0.04043116028063889
ACH-000137,-0.11248961339786163
ACH-000138,-0.11824915557116697
ACH-000142,-0.16174282294211453
ACH-000143,-0.2243423772001355
ACH-000146,-0.05965014525072964
ACH-000148,-0.06635733752849003
ACH-000150,-0.3674340585257965
ACH-000152,-0.12749342634595515
ACH-000153,-0.09328806278723464
ACH-000159,-0.17155543742479012
ACH-000160,-0.05268350600545912
ACH-000163,0.0012592821250955756
ACH-000167,-0.0747736280828445
ACH-000168,-0.3459150984672475
ACH-000169,-0.09008327206073423
ACH-000178,-0.08150672465150217
ACH-000183,-0.06008075905519556
ACH-000188,-0.016704321437489258
ACH-000189,-0.15226865487030586
ACH-000190,0.08914011508962602
ACH-000198,-0.19157855188672054
ACH-000203,-0.4537149519965905
ACH-000204,-0.02419993729397487
ACH-000206,-0.1276668553812694
ACH-000207,-0.3128344145577037
ACH-000208,-0.33413233200744713
ACH-000210,-0.4241663728149948
ACH-000211,-0.1293735743388507
ACH-000215,-0.051755962738895864
ACH-000221,-0.3028814877927016
ACH-000222,-0.20299717743009787
ACH-000223,-0.018094246254061242
ACH-000226,-0.051864955401899324
ACH-000227,-0.18436518889193307
ACH-000228,-0.21908303632816006
ACH-000231,-0.21041339169706505
ACH-000232,-0.16267106054925382
ACH-000233,-0.13891953647639735
ACH-000234,-0.037611357963149336
ACH-000235,-0.11865878989077973
ACH-000237,-0.1403966366812494
ACH-000238,-0.002108975053848687
ACH-000242,-0.17947766563001202
ACH-000243,-0.18172278072463813
ACH-000244,-0.159921655191603
ACH-000246,-0.15552552045379306
ACH-000248,0.06050415124295351
ACH-000250,-0.11137339030658876
ACH-000251,-0.15386913370504507
ACH-000252,-0.2001758931242335
ACH-000253,-0.09209096136824144
ACH-000255,-0.033271806295134744
ACH-000256,-0.09667437064658267
ACH-000257,-0.4189863329181733
ACH-000258,-0.08067064156404477
ACH-000259,-0.1532859773962262
ACH-000260,-0.1711412271444938
ACH-000261,-0.07853729890426177
ACH-000262,-0.20689002929372904
ACH-000263,0.09817830506127187
ACH-000264,-0.21411740705399
ACH-000265,-0.2941952133447296
ACH-000266,-0.1501879551784894
ACH-000272,-0.018838551310714918
ACH-000274,-0.24367046988313035
ACH-000277,-0.0529472153150623
ACH-000278,-0.17037668118169166
ACH-000279,-0.06903162214855743
ACH-000280,-0.12306256840953833
ACH-000281,-0.2888722075538772
ACH-000288,-0.06726731794792393
ACH-000291,-0.1270632031388817
ACH-000293,-0.1218946323876413
ACH-000294,-0.1121475629056928
ACH-000295,-0.15487923967689646
ACH-000296,-0.20574781149607
ACH-000302,-0.11492017019099787
ACH-000304,-0.04788753010114877
ACH-000307,-0.10356714391070423
ACH-000308,-0.1264639851096323
ACH-000310,-0.12831793383404455
ACH-000311,-0.08225203680959743
ACH-000312,-0.08542268780716387
ACH-000315,-0.2561276958285085
ACH-000316,-0.05129478440435399
ACH-000317,-0.28637390007926866
ACH-000318,-0.0588700742668101
ACH-000319,-0.06632801651142115
ACH-000320,-0.13412068622239906
ACH-000322,-0.12847676028324032
ACH-000323,-0.17378020167581704
ACH-000324,-0.08523134504895398
ACH-000329,-0.17922932495680086
ACH-000330,-0.17992811083167087
ACH-000331,-0.07091771830281403
ACH-000332,-0.154120078902811
ACH-000334,-0.04650539830704984
ACH-000335,-0.05318457127009864
ACH-000336,0.05519055362801305
ACH-000337,-0.026954277679688304
ACH-000338,-0.21352318181065053
ACH-000339,-0.09864709809074183
ACH-000341,-0.1748540498207501
ACH-000348,-0.1043041115994032
ACH-000350,-0.1285140702489568
ACH-000352,-0.12473727658734128
ACH-000356,0.07239624044379413
ACH-000361,-0.05298987123465803
ACH-000362,-0.18086685232020075
ACH-000363,-0.02537019098868625
ACH-000364,-0.18781037255232735
ACH-000365,-0.11385097193777614
ACH-000366,-0.14599646134045002
ACH-000368,-0.04804474884653138
ACH-000374,-0.12790985946066874
ACH-000375,-0.07452977281576928
ACH-000376,-0.1853262219244828
ACH-000381,-0.209763910953563
ACH-000383,-0.12095655104788912
ACH-000387,-0.1074234637849181
ACH-000389,-0.2817100477832042
ACH-000390,-0.20534848672633554
ACH-000393,-0.25349067895249305
ACH-000395,-0.17110759994679225
ACH-000396,0.0669833524846825
ACH-000397,-0.038241228103995
ACH-000401,-0.2383617340339399
ACH-000402,-0.04953210291819676
ACH-000403,-0.12970557550803505
ACH-000404,-0.06700795152898173
ACH-000406,-0.12856267849102396
ACH-000407,-0.09310692770950724
ACH-000408,-0.3594363166021971
ACH-000410,-0.20334000682206896
ACH-000411,-0.105424893169137
ACH-000414,-0.027347535295344283
ACH-000415,-0.18941158159946586
ACH-000416,-0.12035121478271495
ACH-000420,-0.11463480725590106
ACH-000421,-0.11863403584192947
ACH-000424,-0.10200415186845754
ACH-000425,-0.12791336200291642
ACH-000426,-0.10884009083689096
ACH-000427,-0.09005954066742451
ACH-000433,-0.175491410005699
ACH-000435,-0.016669966406112943
ACH-000436,-0.1187349997919113
ACH-000444,-0.23254716854060636
ACH-000445,-0.14270179494123392
ACH-000448,-0.07829705389886754
ACH-000450,-0.14518622886379806
ACH-000452,-0.22751210412371975
ACH-000454,-0.4987260792603781
ACH-000458,-0.15156389475219004
ACH-000459,-0.04178404431068069
ACH-000460,-0.08168338527000257
ACH-000461,-0.1078629759839944
ACH-000463,-0.07611879603205579
ACH-000464,-0.031128985544238937
ACH-000466,-0.17591120979487845
ACH-000467,-0.1629560934329856
ACH-000468,-0.10125767848525173
ACH-000469,-0.1328306833554758
ACH-000470,0.004563469528138948
ACH-000471,-0.15378552334193674
ACH-000472,-0.108783094558887
ACH-000473,0.0007672351025862465
ACH-000475,-0.12119315629664194
ACH-000476,-0.19670290463068207
ACH-000477,-0.2864858127757655
ACH-000479,0.2082962167604831
ACH-000480,-0.04313343077672132
ACH-000481,-0.1562383975337059
ACH-000483,-0.08139565458699717
ACH-000484,-0.04130336550040064
ACH-000485,0.00207876370250377
ACH-000486,-0.2796120040223076
ACH-000487,-0.05003677638486954
ACH-000488,-0.10076722383030548
ACH-000490,-0.09878055077422944
ACH-000491,-0.19911127027234574
ACH-000495,-0.08330383427603891
ACH-000496,0.003266240704141118
ACH-000499,-0.2058813145259486
ACH-000500,-0.0409984259433728
ACH-000502,-0.11986782685110982
ACH-000503,-0.3270917503841742
ACH-000505,-0.12391762303535855
ACH-000507,-0.097885500876382
ACH-000510,-0.17462117609302813
ACH-000511,-0.15540545610764298
ACH-000512,-0.06324921475651292
ACH-000516,-0.1320906247339574
ACH-000517,-0.17369722795126075
ACH-000518,-0.013238426326941088
ACH-000520,-0.18532097669539285
ACH-000521,-0.11972486094080495
ACH-000522,-0.10925894201461693
ACH-000524,-0.09747579037474206
ACH-000527,-0.11594063962377744
ACH-000528,-0.1252816879523319
ACH-000537,-0.1111928518548326
ACH-000541,-0.1866969603558268
ACH-000542,-0.15697778151500294
ACH-000544,0.014590796484116824
ACH-000545,-0.10310339055892154
ACH-000547,-0.12333778684928293
ACH-000548,-0.17819944526340553
ACH-000549,-0.16691196592151314
ACH-000550,-0.2063674967051949
ACH-000552,-0.046359010648278284
ACH-000556,-0.15958573234271894
ACH-000557,0.050761897195450566
ACH-000569,0.03356357568581365
ACH-000570,-0.0878314861097965
ACH-000571,-0.18182201514570706
ACH-000573,-0.14186417993916853
ACH-000576,-0.10361480831886373
ACH-000579,-0.13319036030970885
ACH-000580,-0.08610589039400883
ACH-000584,-0.0432184670247019
ACH-000585,-0.09516625029749587
ACH-000588,-0.03345828550675516
ACH-000589,-0.12510489719444046
ACH-000591,-0.1430603416286894
ACH-000593,-0.17864425227609565
ACH-000600,0.047796882596933016
ACH-000601,-0.15178222892336315
ACH-000605,-0.17124632349993826
ACH-000606,-0.13121952921398414
ACH-000608,-0.10553186879302368
ACH-000614,-0.1911548257916381
ACH-000616,-0.057008195584359524
ACH-000618,-0.18315547926113146
ACH-000619,-0.13683086414067708
