,SETD5 (55209)
ACH-000004,-0.6185223410424282
ACH-000005,-0.06227414916895874
ACH-000007,-0.11786564449581635
ACH-000009,-0.2640539263972948
ACH-000011,-0.2982186899411149
ACH-000012,-0.17943716520312944
ACH-000013,-0.1586629880224379
ACH-000014,-0.3089113682120406
ACH-000015,-0.04895348904345058
ACH-000017,-0.2479090577240634
ACH-000018,-0.4860222440334768
ACH-000019,-0.28443787358955114
ACH-000021,-0.20617637047632495
ACH-000022,-0.18376799563289992
ACH-000025,-0.5248414433605111
ACH-000028,-0.3421286514713381
ACH-000030,-0.2121262868352404
ACH-000035,-0.2710012551909318
ACH-000036,-0.3909235141844994
ACH-000037,-0.3815218142265467
ACH-000039,-0.1867176922197583
ACH-000040,-0.2490957606008767
ACH-000041,-0.034900211423829
ACH-000042,-0.31816986798217833
ACH-000045,-0.28164406662094393
ACH-000047,-0.3475764574781084
ACH-000052,-0.15486971793679974
ACH-000053,-0.10459204527226476
ACH-000054,-0.2957226989350668
ACH-000055,-0.5396817484161416
ACH-000060,-0.33457237274185825
ACH-000067,-0.3388860734482756
ACH-000070,-0.14253393989198992
ACH-000075,-0.13331328910173024
ACH-000078,-0.3909188431971976
ACH-000082,-0.017061950774265602
ACH-000085,-0.5162737177315182
ACH-000086,-0.4063381735264587
ACH-000087,-0.024394658111973704
ACH-000092,-0.2515542710094578
ACH-000095,-0.2988646743172041
ACH-000097,-0.2795546612139684
ACH-000098,-0.042924010674900884
ACH-000099,-0.4433619452910295
ACH-000108,-0.2911029995592083
ACH-000113,-0.2556905080448421
ACH-000116,-0.3073819042631801
ACH-000118,-0.2649868863931309
ACH-000120,-0.22862247869843105
ACH-000123,-0.22200588032785634
ACH-000127,-0.25649910196975656
ACH-000128,-0.12157154917029635
ACH-000132,-0.3036739620918375
ACH-000133,-0.6398696800364039
ACH-000137,-0.2494665174018777
ACH-000138,-0.421112838634348
ACH-000142,-0.3069864941945425
ACH-000143,-0.4554005577059047
ACH-000146,-0.3620674427228024
ACH-000148,-0.3748441013659566
ACH-000150,-0.5594505763358639
ACH-000152,-0.6164796079499105
ACH-000153,0.04330762437139595
ACH-000159,-0.2057968317378996
ACH-000160,0.04262888123104256
ACH-000163,-0.29437386404713395
ACH-000167,0.18891676623325968
ACH-000168,-0.2342374399081565
ACH-000169,-0.5345390238514817
ACH-000178,-0.09434957083122957
ACH-000183,0.14824823540675702
ACH-000188,-0.30703671283018136
ACH-000189,-0.4846070146983357
ACH-000190,0.03106217366968385
ACH-000198,-0.6339752602528381
ACH-000203,-0.5582642889662359
ACH-000204,0.21712209467333
ACH-000206,-0.32788316830960995
ACH-000207,-0.11498425487554888
ACH-000208,-0.9053892974073886
ACH-000210,-0.06817176266976906
ACH-000211,-0.3413602496583178
ACH-000215,-0.33331597307921873
ACH-000221,-0.17357395643679185
ACH-000222,-0.420076599734896
ACH-000223,-0.22618851213917174
ACH-000226,-0.3604771098184239
ACH-000227,-0.05390960600058686
ACH-000228,-0.3569595967128596
ACH-000231,-0.2683656200035174
ACH-000232,-0.298492579928416
ACH-000233,-0.4636856408667164
ACH-000234,-0.4819869843463296
ACH-000235,-0.23681074057779364
ACH-000237,-0.5224749215496322
