,IL4I1 (259307)
ACH-000004,-0.030622744631669595
ACH-000005,-0.13777641114555172
ACH-000007,-0.35553066953324103
ACH-000009,-0.1043046993522444
ACH-000011,0.03565633579131803
ACH-000012,-0.1436719569818241
ACH-000013,-0.1831677246496838
ACH-000014,-0.04747212510418745
ACH-000015,-0.2908167634225781
ACH-000017,-0.054265733514328535
ACH-000018,-0.05827476472991964
ACH-000019,0.03683279469943005
ACH-000021,0.017777034817129757
ACH-000022,-0.13634699107066198
ACH-000025,-0.01423880546269198
ACH-000028,-0.06240627786330578
ACH-000030,-0.09488394348855987
ACH-000035,-0.06989455331461522
ACH-000036,-0.027864805455109314
ACH-000037,0.01964876606625173
ACH-000039,-0.09425402610568467
ACH-000040,-0.0989973446350932
ACH-000041,-0.06136143808308861
ACH-000042,0.06045683507682805
ACH-000045,-0.03329792277598298
ACH-000047,-0.046782806308955587
ACH-000052,0.07542221093627456
ACH-000053,-0.02259812977451268
ACH-000054,-0.10160394413988336
ACH-000055,-0.12657498536264014
ACH-000060,0.06263006963799278
ACH-000067,-0.22281568214287334
ACH-000070,-0.048667135285867316
ACH-000075,-0.14488344759657176
ACH-000078,-0.11457485911112394
ACH-000082,-0.03143090284658516
ACH-000085,-0.06427428305707071
ACH-000086,-0.09483078176655428
ACH-000087,-0.16534820597848965
ACH-000092,0.06062106322182322
ACH-000095,0.0581759549035352
ACH-000097,-0.06618925292155825
ACH-000098,-0.21716296517624786
ACH-000099,-0.17102547179923694
ACH-000108,-0.03162495599932892
ACH-000113,-0.06618852324958617
ACH-000116,0.07282630720701193
ACH-000118,-0.05633947917422905
ACH-000120,-0.23810188481889666
ACH-000123,-0.07055986830441126
ACH-000127,-0.13716504074934993
ACH-000128,-0.08758896430106286
ACH-000132,-0.12228465679650775
ACH-000133,-0.03492795662150009
ACH-000137,-0.052590592204381864
ACH-000138,-0.06395418208437131
ACH-000142,-0.16190062991289056
ACH-000143,0.09627340457721976
ACH-000146,-0.05749290167139121
ACH-000148,-0.021289961469670767
ACH-000150,-0.03179985964287604
ACH-000152,-0.002908530615576537
ACH-000153,-0.26251198835574485
ACH-000159,-0.05927303377680045
ACH-000160,-0.13107468331193595
ACH-000163,0.016389743563989683
ACH-000167,0.106539859499791
ACH-000168,0.02881532937040148
ACH-000169,-0.05175893057407386
ACH-000178,0.018306824230158968
ACH-000183,0.1551165434616813
ACH-000188,-0.10965837441673176
ACH-000189,-0.2887630786428889
ACH-000190,-0.1827771527175132
ACH-000198,-0.04452133977149175
ACH-000203,0.6424633424443275
ACH-000204,-0.09823857884339493
ACH-000206,-0.011741565994591282
ACH-000207,0.05161448234490385
ACH-000208,0.2282910403544844
ACH-000210,0.0015147677173056758
ACH-000211,-0.0075888502526363175
ACH-000215,-0.024228918800908862
ACH-000221,0.2316744811563257
ACH-000222,-0.0892354909755756
ACH-000223,0.07434984297834027
ACH-000226,-0.0780947738207209
ACH-000227,0.03155196366043333
ACH-000228,-0.010901314685204009
ACH-000231,-0.053223848506145886
ACH-000232,-0.07576159866983971
ACH-000233,-0.10901287786193324
ACH-000234,-0.06252514291853542
ACH-000235,-0.0418086854832514
ACH-000237,0.012392086609777413
ACH-000238,-0.1096896973220912
ACH-000242,-0.08879877797874118
ACH-000243,0.07320685870783568
ACH-000244,-0.24036464569067426
ACH-000246,-0.12949500418116258
ACH-000248,0.016489953655397276
ACH-000250,-0.07401511203183132
ACH-000251,-0.19200439223528892
ACH-000252,0.00011758752705996726
ACH-000253,-0.06127293946361604
ACH-000255,-0.13812871252691994
ACH-000256,-0.12829831460473176
ACH-000257,-0.2434092599209417
ACH-000258,0.25914353749223834
ACH-000259,-0.022638077749205742
ACH-000260,-0.1639106154449511
ACH-000261,-0.01847699692461769
ACH-000262,-0.07000991934394035
ACH-000263,0.09360743143257076
ACH-000264,0.05917083204069064
ACH-000265,-0.17804043944878098
ACH-000266,-0.10124946222965528
ACH-000272,-0.03606083319769246
ACH-000274,-0.015128276871029352
ACH-000277,0.0015307626026994704
ACH-000278,-0.15302597672690416
ACH-000279,-0.07467372762326152
ACH-000280,-0.12244498629238333
ACH-000281,-0.10984625344769353
ACH-000288,-0.02250978349182797
ACH-000291,-0.17747376092371953
ACH-000293,0.05873949299727926
ACH-000294,-0.1456576242235646
ACH-000295,-0.0022970723279180103
ACH-000296,-0.032315463663223166
ACH-000302,-0.2397372934915978
