,LYPD1 (116372)
ACH-000004,0.07581372667452194
ACH-000005,0.18338567501054392
ACH-000007,-0.11692781178303395
ACH-000009,0.02586633016215576
ACH-000011,0.1154722675327276
ACH-000012,-0.02158560970232517
ACH-000013,0.03816723871173013
ACH-000014,-0.16400371038236533
ACH-000015,-0.10531541652641503
ACH-000017,0.1109737697158698
ACH-000018,-0.11759506758508036
ACH-000019,-0.2295808832849289
ACH-000021,0.11091117902687422
ACH-000022,0.06399572325551565
ACH-000025,0.010393834167355042
ACH-000028,0.030850316528947305
ACH-000030,-0.04094613512079076
ACH-000035,-0.029401274842121232
ACH-000036,0.11410672491195215
ACH-000037,-0.16101483618992715
ACH-000039,0.013932743163375052
ACH-000040,-0.036090109679242366
ACH-000041,0.029004884679613683
ACH-000042,0.06350668449595287
ACH-000045,0.13644118078513684
ACH-000047,-0.11356695430069215
ACH-000052,-0.12255375392762162
ACH-000053,-0.02638297829434348
ACH-000054,-0.13708513322323831
ACH-000055,-0.04411198570668447
ACH-000060,0.12227894078500863
ACH-000067,-0.06336937493450183
ACH-000070,0.06273239487794759
ACH-000075,-0.08463908293738033
ACH-000078,0.0671852211261916
ACH-000082,-0.055484006228666255
ACH-000085,0.0504228020962403
ACH-000086,0.10729129200657754
ACH-000087,-0.2601298487620267
ACH-000092,-0.09239970873370064
ACH-000095,-0.004870793050066481
ACH-000097,-0.02535957109517651
ACH-000098,-0.15938322939080932
ACH-000099,-0.08161370504231118
ACH-000108,0.014472057107202138
ACH-000113,-0.020027511313830945
ACH-000116,0.05910640946553063
ACH-000118,-0.009476789586181884
ACH-000120,0.06242663361245712
ACH-000123,0.10849004294533254
ACH-000127,0.01327994803491272
ACH-000128,-0.09330040680368212
ACH-000132,-0.15363119140909418
ACH-000133,-0.14554608716527406
ACH-000137,-0.02503158851062969
ACH-000138,0.08265411931873994
ACH-000142,0.040068212809270386
ACH-000143,0.008949290594513555
ACH-000146,0.061682032521477234
ACH-000148,-0.07826914720335629
ACH-000150,0.1615441520952207
ACH-000152,0.034386862105535085
ACH-000153,-0.068581774477499
ACH-000159,0.06558333088861679
ACH-000160,0.011960436702830458
ACH-000163,-0.09279569396601504
ACH-000167,0.2350003120212927
ACH-000168,0.07191506265282484
ACH-000169,0.09505263448782413
ACH-000178,0.056884667690751727
ACH-000183,-0.08350499872754072
ACH-000188,0.033690896230875005
ACH-000189,-0.12371491935887713
ACH-000190,-0.19790517709438665
ACH-000198,-0.0263354797315184
ACH-000203,-0.25217711438722323
ACH-000204,-0.16047498762181267
ACH-000206,0.02024709341488103
ACH-000207,0.02230244576041078
ACH-000208,0.137069305553855
ACH-000210,0.1494876835113189
ACH-000211,0.008872325018842706
