,SPOCD1 (90853)
ACH-000004,-0.16342735786082485
ACH-000005,-0.3952996434072121
ACH-000007,-0.3953053004803067
ACH-000009,-0.16920760708201182
ACH-000011,-0.17362547820719945
ACH-000012,-0.2831520889846059
ACH-000013,-0.2724139943313068
ACH-000014,-0.19624755397517085
ACH-000015,-0.2407354276787524
ACH-000017,-0.17422956386726018
ACH-000018,-0.18066091353054486
ACH-000019,-0.1190781799408348
ACH-000021,-0.2741123947798379
ACH-000022,-0.2317596350753973
ACH-000025,-0.2930069279815935
ACH-000028,-0.11263783306388972
ACH-000030,-0.3026335601240043
ACH-000035,-0.2988471822191838
ACH-000036,-0.1391887046053306
ACH-000037,-0.1822562407143516
ACH-000039,-0.23704205247494906
ACH-000040,-0.3896935371309653
ACH-000041,-0.3299297078882285
ACH-000042,-0.2253794426834797
ACH-000045,-0.25730737858788355
ACH-000047,-0.16796926885140648
ACH-000052,-0.13156196488245445
ACH-000053,-0.15991692659041762
ACH-000054,-0.18498726911503224
ACH-000055,-0.11444710524942192
ACH-000060,-0.35810541846483546
ACH-000067,-0.12343659955433847
ACH-000070,-0.2559997553663119
ACH-000075,-0.1925254990433048
ACH-000078,-0.014080181309831054
ACH-000082,-0.14019842244051206
ACH-000085,-0.2292281078098179
ACH-000086,-0.292483760832966
ACH-000087,-0.3474721467498271
ACH-000092,-0.37333982245867015
ACH-000095,-0.06820633411330894
ACH-000097,-0.2305144991532157
ACH-000098,-0.22855937593651365
ACH-000099,-0.08877524539132807
ACH-000108,-0.4355948252696687
ACH-000113,-0.1334468177530501
ACH-000116,-0.04677522434085949
ACH-000118,-0.18095201699762786
ACH-000120,-0.26867512302727475
ACH-000123,-0.1849215443222282
ACH-000127,-0.1542614695742278
ACH-000128,-0.2436038055767049
ACH-000132,-0.3526318790852581
ACH-000133,-0.3858228030484502
ACH-000137,-0.44628396578691787
ACH-000138,-0.3109892158757137
ACH-000142,-0.3299932230454968
ACH-000143,0.04855088006404596
ACH-000146,-0.1806317102514344
ACH-000148,-0.2668997562991297
ACH-000150,-0.3749689712353236
ACH-000152,-0.31566961520385045
ACH-000153,-0.26060324737304325
ACH-000159,-0.29378715453039084
ACH-000160,-0.15984205692973416
ACH-000163,-0.3823963815402103
ACH-000167,-0.1931754536999634
ACH-000168,-0.07599076205488084
ACH-000169,-0.29740011884263085
ACH-000178,-0.2977400171993351
ACH-000183,-0.1793258630342003
ACH-000188,-0.2990286283142381
ACH-000189,-0.16574679271946746
ACH-000190,-0.2371900653017285
ACH-000198,-0.192700438492487
ACH-000203,0.22648665512639565
ACH-000204,-0.2571419304511507
ACH-000206,-0.23067280021833084
ACH-000207,-0.06177213923522255
ACH-000208,-0.5231879660371157
ACH-000210,-0.2552508569499781
ACH-000211,-0.1749907625511762
ACH-000215,-0.3293822567854202
ACH-000221,-0.2100576386093748
ACH-000222,-0.3047488045227383
ACH-000223,-0.3030816383909686
ACH-000226,-0.15237393218427125
ACH-000227,-0.24406774907099205
ACH-000228,-0.09386844607372456
ACH-000231,-0.2642527308528293
ACH-000232,-0.1744257808866559
ACH-000233,-0.15602680509459785
ACH-000234,-0.18095375928986895
ACH-000235,-0.20737584816862453
ACH-000237,-0.16510074319548174
ACH-000238,-0.17610054176621207
ACH-000242,-0.4338400426978898
ACH-000243,-0.225684696934398
ACH-000244,-0.38631319133743625
ACH-000246,-0.17019025656033535
ACH-000248,-0.2106262683763654
ACH-000250,-0.1985591486149849
ACH-000251,-0.16100662461295706
ACH-000252,-0.0191147408548444
ACH-000253,-0.2499545953147946
ACH-000255,-0.2821797523832553
ACH-000256,-0.18665294379309136
ACH-000257,-0.367836601515616
ACH-000258,-0.3961482301919581
ACH-000259,-0.22480079192726665
ACH-000260,-0.2600530904550621
ACH-000261,-0.2770708057910799
ACH-000262,-0.25762548700949434
ACH-000263,-0.2749184415147204
ACH-000264,-0.21591709717908675
ACH-000265,-0.18448207646553105
ACH-000266,-0.18532816260207294
ACH-000272,-0.1990614129555214
ACH-000274,-0.2856164633868431
ACH-000277,-0.3747067687445977
ACH-000278,-0.25445314217100923
ACH-000279,-0.3283908662940864
ACH-000280,-0.11813514736095378
ACH-000281,-0.16782195438847208
ACH-000288,-0.349514952586356
ACH-000291,-0.15564997260510866
ACH-000293,-0.31604442669490485
ACH-000294,-0.25017194721591285
ACH-000295,-0.1080077839689831
ACH-000296,-0.42417598685994623
ACH-000302,-0.263295721606585
ACH-000304,-0.2429553674870104
ACH-000307,-0.19235540527874487
ACH-000308,-0.15815796163623835
ACH-000310,-0.16916181419752124
ACH-000311,-0.3121159322375979
ACH-000312,-0.3654721429991109
ACH-000315,-0.007791543653850146
ACH-000316,-0.2886340923817301
ACH-000317,-0.2341866275824636
ACH-000318,-0.2281039654628872
ACH-000319,-0.32865258602317776
ACH-000320,-0.2819827609725539
ACH-000322,-0.285321627557678
ACH-000323,-0.4351795693296441
ACH-000324,-0.20870926006884846
ACH-000329,-0.23411832758153114
ACH-000330,-0.1355116284186427
ACH-000331,-0.2203300471247051
ACH-000332,-0.27424228300643483
ACH-000334,-0.25416153925672746
ACH-000335,-0.2709250467156077
ACH-000336,-0.3037379229729512
ACH-000337,-0.3048864836810943
ACH-000338,-0.3147031311980715
ACH-000339,-0.2065122801105125
ACH-000341,-0.21679081083374135
ACH-000348,-0.3486991714311267
ACH-000350,-0.13341691233677264
ACH-000352,-0.2868288066154925
ACH-000356,-0.34144574117499965
ACH-000361,-0.33560174395968984
ACH-000362,-0.182676046117952
ACH-000363,-0.28287907869428497
ACH-000364,-0.2355339904633372
ACH-000365,-0.2423348079017111
ACH-000366,-0.3136049212111127
ACH-000368,-0.2686940297700429
ACH-000374,-0.2966577550081368
ACH-000375,-0.25559227773027104
ACH-000376,-0.22739593335065145
ACH-000381,-0.41820383446986653
ACH-000383,-0.27580546090334485
ACH-000387,-0.2475058961191837
ACH-000389,-0.28142903506897937
ACH-000390,-0.17948441930607897
ACH-000393,-0.24716376406232785
ACH-000395,-0.22391045931505213
ACH-000396,-0.21047243891585615
ACH-000397,-0.302681359450643
ACH-000401,-0.50301689734562
ACH-000402,-0.4330550847175153
ACH-000403,-0.2429458991819052
ACH-000404,-0.4062467027922704
ACH-000406,-0.21812389652319544
ACH-000407,-0.23354965504941444
ACH-000408,-0.06748908514583746
ACH-000410,-0.3139961854453848
ACH-000411,-0.31112354169452444
ACH-000414,-0.208500119405904
ACH-000415,-0.2705756790527217
ACH-000416,-0.2826422882076036
ACH-000420,-0.12896446578508844
ACH-000421,-0.29270962656251603
ACH-000424,-0.5299359804533812
ACH-000425,-0.21250934553175008
ACH-000426,-0.15953628990323335
ACH-000427,-0.1916476339572375
ACH-000433,-0.295260756879477
ACH-000435,-0.7014000692143094
ACH-000436,-0.18021704496905872
ACH-000444,-0.16619351617025646
ACH-000445,-0.355000584629142
ACH-000448,-0.2634728702750477
ACH-000450,-0.10994406328909556
ACH-000452,-0.20741526997423027
ACH-000454,-0.17989084169464353
ACH-000458,-0.3230925417262925
ACH-000459,-0.30295017797129103
ACH-000460,-0.13486758622985226
ACH-000461,-0.2992197404988773
ACH-000463,-0.24440013097395896
ACH-000464,-0.21605910040494936
ACH-000466,-0.2513947125404148
ACH-000467,-0.16872547623101444
ACH-000468,-0.3542885648050478
ACH-000469,-0.26209515462692284
ACH-000470,-0.15717799762717466
ACH-000471,-0.13221909887159375
ACH-000472,-0.18848990551133216
ACH-000473,-0.33771257480729244
ACH-000475,-0.23560169312463394
ACH-000476,-0.34773115674967664
ACH-000477,-0.06851015959407802
ACH-000479,-0.0744931153912625
ACH-000480,-0.1443786478292627
ACH-000481,-0.3205729159618824
ACH-000483,-0.0763147137969434
ACH-000484,-0.2281339011077857
ACH-000485,-0.2045376637019213
ACH-000486,-0.12774839060583276
ACH-000487,-0.3392607819569224
ACH-000488,-0.33848068226027056
ACH-000490,-0.2947852461780823
ACH-000491,-0.21220622030550407
ACH-000495,-0.34444807760826474
ACH-000496,-0.26065647426070593
ACH-000499,-0.2453736536825303
ACH-000500,0.06166887111496053
ACH-000502,-0.2411710160400813
ACH-000503,-0.546401369701704
ACH-000505,-0.20473431702268394
ACH-000507,-0.4400342248992161
ACH-000510,-0.24783902380560455
ACH-000511,-0.23428944882437755
ACH-000512,-0.4909138989120579
ACH-000516,-0.22072432497817854
ACH-000517,-0.17546225110726044
ACH-000518,-0.3722678008946337
ACH-000520,-0.3153832702133704
ACH-000521,-0.15255159324970213
ACH-000522,-0.2850107501448421
ACH-000524,-0.18703970397671693
ACH-000527,-0.187173985123528
ACH-000528,-0.30354305549592403
ACH-000537,-0.20444296910432475
ACH-000541,-0.7017650540958965
ACH-000542,-0.14173739351855447
ACH-000544,-0.2189152088674736
ACH-000545,-0.3033200086075855
ACH-000547,0.10455416136975858
ACH-000548,-0.31175149170288685
ACH-000549,-0.3173205791529657
ACH-000550,-0.3981155762643944
ACH-000552,-0.17851193439154878
ACH-000556,-0.30383268684649745
ACH-000557,-0.21048894035638213
ACH-000569,-0.4248732165768803
ACH-000570,-0.3157287670811385
ACH-000571,-0.09983127009604624
ACH-000573,-0.3129812774749314
ACH-000576,-0.289785141950217
ACH-000579,-0.2978611672316726
ACH-000580,-0.03186530840483473
ACH-000584,-0.16220357003773125
ACH-000585,-0.2636480250546163
ACH-000588,-0.18171314888315
ACH-000589,-0.27830600031559205
ACH-000591,-0.26352807526147065
ACH-000593,-0.35702251533137713
ACH-000600,-0.3867010706455788
ACH-000601,-0.2253435894354056
ACH-000605,-0.29931839678634664
ACH-000606,-0.22881697203167894
ACH-000608,-0.2534854436024825
ACH-000614,-0.32220883764223873
ACH-000616,-0.08759601330783524
ACH-000618,-0.3258116209419355
ACH-000619,-0.2252265095004669
ACH-000620,-0.2887156876982405
ACH-000621,-0.3776120441877947
ACH-000622,-0.17616799390549162
ACH-000623,-0.20590694734223988
ACH-000624,-0.2809660147903857
ACH-000627,-0.35471815331880546
ACH-000630,-0.3567578917674478
ACH-000631,-0.0032635154964127423
ACH-000632,-0.19666856263989635
ACH-000633,-0.20624077969186155
ACH-000637,-0.23897020502099475
ACH-000638,-0.2427634274789088
ACH-000646,-0.07601243992802098
ACH-000647,-0.19283367728647813
ACH-000648,-0.2678291549824522
ACH-000649,-0.303579304179856
ACH-000651,-0.2810487373768094
ACH-000652,-0.37358413506128935
ACH-000653,-0.25119290196435023
ACH-000657,-0.1937057645074708
ACH-000658,-0.14615215872559625
ACH-000661,-0.20747903837545134
ACH-000662,-0.1877700175143451
ACH-000663,-0.12101499625260605
ACH-000665,-0.233098552119172
ACH-000671,-0.21915701330374646
ACH-000672,0.16771444040263805
ACH-000673,-0.2525812183966297
ACH-000676,-0.270329657077249
ACH-000677,-0.16383657369611232
ACH-000681,-0.20027199633148396
ACH-000683,-0.3179688556078491
ACH-000684,-0.32775765652184885
ACH-000688,-0.4236543931864525
ACH-000693,-0.2039415033505387
ACH-000694,-0.18365524484671344
ACH-000695,-0.484378697093016
ACH-000696,-0.24649956918671675
ACH-000697,-0.500465820973042
ACH-000699,-0.29364349109085125
ACH-000701,-0.3668034363627497
ACH-000706,-0.09312695829693993
ACH-000711,-0.30576424420971304
ACH-000713,-0.2573239123959259
ACH-000714,-0.26862581413032954
ACH-000718,-0.2839410863288281
ACH-000720,-0.3361384884822873
ACH-000721,-0.2344974782328319
ACH-000724,-0.2530922548378066
ACH-000725,-0.2651298319806997
ACH-000732,-0.3641071894600884
ACH-000734,-0.29852216993938163
ACH-000735,-0.296077760561176
ACH-000736,-0.1890542298820146
ACH-000738,-0.0771777843323412
ACH-000746,-0.23456968140704285
ACH-000747,-0.19410727464407687
ACH-000748,-0.2424428224723813
ACH-000753,-0.261666315729175
ACH-000756,-0.06569224878248829
ACH-000757,-0.3506673373717162
ACH-000758,-0.3561931648506629
ACH-000760,-0.33645052913814394
ACH-000762,-0.19020155521050308
ACH-000763,-0.2265311744391706
ACH-000764,-0.16370841551767698
ACH-000765,-0.30114582136900003
ACH-000766,-0.14707135828341014
ACH-000767,-0.3329464096613513
