,CTSK (1513)
ACH-000004,-0.1703766889989031
ACH-000005,0.02340319140699473
ACH-000007,-0.01957311226039064
ACH-000009,-0.2547564554742724
ACH-000011,-0.05363094947226377
ACH-000012,-0.14984321759428731
ACH-000013,-0.1738245614098834
ACH-000014,-0.2620564144426864
ACH-000015,-0.12946788172408674
ACH-000017,-0.09052759281186007
ACH-000018,-0.190681511702658
ACH-000019,-0.28052877424332345
ACH-000021,-0.16109385214722047
ACH-000022,-0.13075146594393935
ACH-000025,-0.15526919133265288
ACH-000028,-0.2734929935221481
ACH-000030,-0.1603007108155595
ACH-000035,-0.2328013732075696
ACH-000036,-0.015468376553882338
ACH-000037,-0.0627913764982815
ACH-000039,0.035913313147884235
ACH-000040,-0.12740430129577898
ACH-000041,-0.026993262540608836
ACH-000042,-0.11141638179261627
ACH-000045,-0.1626318056450325
ACH-000047,-0.059871151407767165
ACH-000052,-0.04553074158371336
ACH-000053,-0.23481882575507226
ACH-000054,-0.15928560334714426
ACH-000055,-0.08528630203110651
ACH-000060,-0.027960796843057405
ACH-000067,-0.015744519671685997
ACH-000070,-0.26252060315733505
ACH-000075,0.1622400400295387
ACH-000078,-0.15521772600332462
ACH-000082,-0.08765803824579073
ACH-000085,-0.10412859384825712
ACH-000086,-0.2830129021369958
ACH-000087,-0.04360960949333
ACH-000092,-0.15161719127570014
ACH-000095,-0.17132015891920244
ACH-000097,-0.20758117953374453
ACH-000098,-0.19190589648256326
ACH-000099,-0.09333529199756907
ACH-000108,-0.04906898281117248
ACH-000113,-0.116399851999911
ACH-000116,-0.17177608079971912
ACH-000118,-0.12520316723287822
ACH-000120,-0.12548221268066187
ACH-000123,-0.2368738271347307
ACH-000127,-0.14945260980152789
ACH-000128,-0.1137452629051193
ACH-000132,-0.14038561233997468
ACH-000133,-0.14801516452302246
ACH-000137,-0.07452178069431242
ACH-000138,-0.06897251210154415
ACH-000142,-0.1907986568450913
ACH-000143,-0.11258131341693392
ACH-000146,-0.1260931447960011
ACH-000148,-0.16821824036020064
ACH-000150,-0.2029730241103382
ACH-000152,-0.09170908544458643
ACH-000153,-0.14701253895362287
ACH-000159,-0.18852061971791728
ACH-000160,-0.002848752076996206
ACH-000163,-0.15890206232270426
ACH-000167,0.08155038227548067
ACH-000168,-0.0245161114933928
ACH-000169,-0.17072950679739052
ACH-000178,-0.0530158280955299
ACH-000183,-0.24398847774366045
ACH-000188,-0.04716555277300275
ACH-000189,-0.12280671096088012
ACH-000190,0.050739394485069804
ACH-000198,-0.06033834141913074
ACH-000203,-0.4525938356455058
ACH-000204,-0.5278650649841321
ACH-000206,0.02474012841716253
ACH-000207,-0.062023329677330576
