,MRFAP1L1 (114932)
ACH-000004,-0.023605583811537892
ACH-000005,-0.2332981599472114
ACH-000007,0.041346216256833684
ACH-000009,-0.05011566889528998
ACH-000011,-0.03709074031935695
ACH-000012,-0.1591679185828932
ACH-000013,0.09811618391413933
ACH-000014,0.16445295467022344
ACH-000015,-0.11596678643447275
ACH-000017,0.013062717799730474
ACH-000018,-0.07959063892439205
ACH-000019,-0.12209033356830855
ACH-000021,-0.060228551904976314
ACH-000022,-0.01870173465301526
ACH-000025,0.11648212569323332
ACH-000028,-0.04719970792652186
ACH-000030,-0.1282221682674925
ACH-000035,0.10243796145857316
ACH-000036,-0.0070361299059953355
ACH-000037,-0.09187755959478297
ACH-000039,0.01558197360665625
ACH-000040,-0.15671044647351276
ACH-000041,-0.05462712743010582
ACH-000042,-0.056672565428808115
ACH-000045,-0.05308930335075513
ACH-000047,-0.1527666807518458
ACH-000052,-0.08201228633080546
ACH-000053,-0.008194569848305862
ACH-000054,-0.07060013448289792
ACH-000055,-0.11770835337320512
ACH-000060,0.010511309315138254
ACH-000067,-0.04201608874648143
ACH-000070,0.1070423310718536
ACH-000075,-0.13162279823408085
ACH-000078,-0.17728522928501095
ACH-000082,0.01866501635046633
ACH-000085,0.16353553998166828
ACH-000086,-0.05559096648799359
ACH-000087,0.07991911311147135
ACH-000092,-0.047803168563259314
ACH-000095,-0.16178877566335398
ACH-000097,-0.11923621896594505
ACH-000098,0.03302047209965783
ACH-000099,-0.14430555851667318
ACH-000108,-0.034897673208721634
ACH-000113,-0.0263736393887897
ACH-000116,-0.012184480663438723
ACH-000118,-0.05830258623876265
ACH-000120,-0.013497870241146787
ACH-000123,-0.13384007937447095
ACH-000127,0.03416475118405481
ACH-000128,-0.07046069679107245
ACH-000132,-0.33612133504247976
ACH-000133,-0.207330662986863
ACH-000137,-0.09240626878985514
ACH-000138,-0.07130583002718828
ACH-000142,0.03034779122718235
ACH-000143,-0.045504424900635575
ACH-000146,-0.04249540473737206
ACH-000148,-0.023314913972963
ACH-000150,-0.06794815503257079
ACH-000152,-0.09387881943811817
ACH-000153,-0.0029973250107756515
ACH-000159,-0.16285181615119915
ACH-000160,-0.003923619889278654
ACH-000163,-0.0013703149109058244
ACH-000167,-0.1055650394414899
ACH-000168,-0.12972774493992012
ACH-000169,-0.05965525064063711
ACH-000178,-0.08419558574559897
ACH-000183,-0.05153690829610422
ACH-000188,-0.07959039310075061
ACH-000189,-0.08014882994727739
ACH-000190,-0.04291572239295945
ACH-000198,-0.2159114654604136
ACH-000203,-0.10466196397975204
ACH-000204,-0.04048906259708551
ACH-000206,-0.08013150531151045
ACH-000207,0.06344718023815485
ACH-000208,-0.030294194778339407
ACH-000210,-0.3485394640910053
ACH-000211,-0.11400525715009248
ACH-000215,-0.18923349226209493
ACH-000221,-0.002386373326609809
ACH-000222,0.07786873425730645
ACH-000223,-0.050327153833047165
ACH-000226,-0.0015177366257456836
ACH-000227,-0.09650818468119536
ACH-000228,0.009678594457752536
ACH-000231,-0.13853718868406995
ACH-000232,-0.023645210065177072
ACH-000233,-0.15608189210065238
ACH-000234,-0.0947468855953906
ACH-000235,-0.056926628590970474
ACH-000237,-0.1792135314312054
ACH-000238,0.039684595879116734
ACH-000242,0.06863607003084965
ACH-000243,-0.043183363342702695
ACH-000244,-0.08420041446602564
ACH-000246,-0.0789530439163998
ACH-000248,0.048653126119638256
ACH-000250,-0.16893927535155598
ACH-000251,-0.2183005551851334
ACH-000252,0.029145765354152618
ACH-000253,-0.10060043015353508
ACH-000255,-0.08066345411177066
ACH-000256,-0.004736354866891818
ACH-000257,-0.1861890483726756
ACH-000258,-0.06496525671203057
ACH-000259,0.01163186860803758
ACH-000260,-0.060388494752745984
ACH-000261,-0.17200470437190318
ACH-000262,0.09776032419655982
ACH-000263,-0.2418987341689535
ACH-000264,-0.12893939089210224
ACH-000265,0.032614499150057916
ACH-000266,-0.07290202685292896
ACH-000272,-0.19965456572377
ACH-000274,-0.0880016233421864
ACH-000277,-0.1207437166266156
ACH-000278,-0.05950764495556421
ACH-000279,-0.04478249877472686
ACH-000280,0.004623315725031941
ACH-000281,-0.004773750952449796
ACH-000288,-0.07659951984777759
ACH-000291,-0.007480758742923806
ACH-000293,0.09682782091475828
ACH-000294,-0.028229599207988162
ACH-000295,0.19490717710546665
ACH-000296,0.15173481989249846
ACH-000302,-0.05662923800828186
ACH-000304,-0.18460743441583305
ACH-000307,-0.02013595544907511
ACH-000308,-0.11478543206289152
ACH-000310,-0.26568952468840595
ACH-000311,-0.20661846893239205
ACH-000312,-0.10825516605131083
ACH-000315,-0.07985500910489712
ACH-000316,0.00016344831053306555
ACH-000317,0.10627883308096
ACH-000318,-0.05995705569194039
ACH-000319,-0.1351476979915803
ACH-000320,0.11687404130498695
ACH-000322,-0.2086811465160893
ACH-000323,0.050307672280903125
ACH-000324,-0.0934431046927539
ACH-000329,0.0018330935204563298
ACH-000330,-0.16059735924837154
ACH-000331,-0.06471262241989252
ACH-000332,-0.12146722354443112
ACH-000334,-0.09501007525456097
ACH-000335,-0.09022928041544452
ACH-000336,0.038938602191729385
ACH-000337,-0.00471328543615555
ACH-000338,-0.402329369218764
ACH-000339,-0.13205537394305414
ACH-000341,-0.02484396352191737
ACH-000348,-0.047715566029438994
ACH-000350,-0.1229191297596051
ACH-000352,0.0268024891297133
ACH-000356,-0.3025461097918153
ACH-000361,-0.06416580471453738
ACH-000362,-0.0861868857096092
ACH-000363,-0.125080457991969
ACH-000364,-0.10692872202786297
ACH-000365,-0.12099322739107135
ACH-000366,-0.11986210258175567
ACH-000368,-0.14450983306222187
ACH-000374,-0.02154315733564448
ACH-000375,0.057958376850861325
ACH-000376,-0.06697779154882763
ACH-000381,-0.060492364733220526
ACH-000383,-0.0692104105300317
ACH-000387,0.0153826209690847
ACH-000389,-0.3693300919711459
ACH-000390,-0.12963622635153907
ACH-000393,-0.05487139608084783
ACH-000395,-0.12098651992135252
ACH-000396,-0.09717612788396944
ACH-000397,-0.012660032044035662
ACH-000401,-0.01886844656986805
ACH-000402,-0.06401529735456335
ACH-000403,-0.20320367875199716
ACH-000404,0.10970410847668603
ACH-000406,-0.07085487026530023
ACH-000407,-0.2161741180408667
ACH-000408,0.03521435126051368
ACH-000410,-0.045273794800645965
ACH-000411,-0.011689112663086546
ACH-000414,-0.07612480639518995
ACH-000415,-0.03550602397357433
ACH-000416,-0.10244313192985316
ACH-000420,-0.017298515089931202
ACH-000421,-0.09925981614639813
ACH-000424,-0.04289659502250801
ACH-000425,-0.029767183102899414
ACH-000426,-0.030380612513817993
ACH-000427,0.04499901708725868
ACH-000433,-0.0481998903781783
ACH-000435,-0.06916624907727134
ACH-000436,-0.053896961992894316
ACH-000444,-0.15298252730932052
ACH-000445,0.04806130351335142
ACH-000448,-0.05673501759038725
ACH-000450,-0.10738211229385118
ACH-000452,-0.036845411393966014
ACH-000454,0.013323965434276304
ACH-000458,-0.05805324609062424
ACH-000459,-0.061066142439441314
ACH-000460,-0.12349979706054888
ACH-000461,0.08012075761123913
ACH-000463,-0.0733768605405009
ACH-000464,-0.22895500035250946
ACH-000466,-0.1280545089922033
ACH-000467,-0.11133794437987736
ACH-000468,-0.0592427933400184
ACH-000469,-0.041612932903433306
ACH-000470,-0.1737644759962726
ACH-000471,-0.08492828023779747
ACH-000472,-0.10351167752688266
ACH-000473,-0.14148570189340245
ACH-000475,-0.059029249865993484
ACH-000476,0.05619333728280333
ACH-000477,0.1105690809473535
ACH-000479,0.07183823079089327
ACH-000480,-0.1215364981426219
ACH-000481,-0.07232708066616357
ACH-000483,0.004285260687782169
ACH-000484,-0.16659460379927252
ACH-000485,-0.11424901666803527
ACH-000486,-0.04418453129586568
ACH-000487,-0.0022825816780575607
ACH-000488,-0.049226104489426624
ACH-000490,-0.0825523916595087
ACH-000491,-0.09225079411424562
ACH-000495,-0.076204091060591
ACH-000496,-0.0036602406965494383
ACH-000499,0.13155244423675524
ACH-000500,-0.2807897237853571
ACH-000502,-0.120195039747068
ACH-000503,0.11388550972373145
ACH-000505,-0.12959012262892072
ACH-000507,0.04381390624050165
ACH-000510,-0.009749862694553316
ACH-000511,-0.09162996851924476
ACH-000512,0.03896651005843229
ACH-000516,-0.09375517169828564
ACH-000517,-0.13252196084955767
ACH-000518,0.11476037478552314
ACH-000520,-0.04613060240002122
ACH-000521,0.05474471983641554
ACH-000522,-0.08312893589229163
ACH-000524,-0.14406402507339333
ACH-000527,-0.07584574353140656
ACH-000528,-0.1418140772617021
ACH-000537,-0.0736515429031342
ACH-000541,0.033332518919529916
ACH-000542,-0.10416031512830834
ACH-000544,0.01401242232426072
ACH-000545,0.015312648479778075
ACH-000547,0.09994247366605516
ACH-000548,-0.17008962801150682
ACH-000549,0.005682850980079937
ACH-000550,-0.05218986985234568
ACH-000552,-0.010233966956605334
ACH-000556,-0.04502580504443323
ACH-000557,-0.16906834942413435
ACH-000569,0.03641707658258527
ACH-000570,-0.1109328359168985
ACH-000571,-0.09219763601099043
ACH-000573,-0.09246381832385896
ACH-000576,-0.029341468441499832
ACH-000579,-0.25698841362690433
ACH-000580,-0.14938938305656552
ACH-000584,-0.07691096767756128
ACH-000585,-0.06048940719123915
ACH-000588,0.022944808139082017
ACH-000589,-0.04028136878039483
ACH-000591,-0.05560672529385367
ACH-000593,-0.000410767420788473
ACH-000600,-0.09593408791275257
ACH-000601,-0.08524292108993332
ACH-000605,-0.10121078319594418
ACH-000606,-0.1664256478984228
ACH-000608,-0.14352635919352644
ACH-000614,-0.09647868141573594
ACH-000616,-0.06202327326032376
ACH-000618,0.026005702221960133
ACH-000619,-0.047585747932788094
ACH-000620,-0.14212614817002586
ACH-000621,-0.10273291122545558
ACH-000622,-0.11468526675901967
ACH-000623,-0.21999535052994795
ACH-000624,-0.19643234188801412
ACH-000627,-0.2391442526398797
ACH-000630,-0.0562086554690603
ACH-000631,0.036923298570977474
ACH-000632,-0.0977559651316353
ACH-000633,-0.04838143450413517
ACH-000637,-0.17219644866567474
ACH-000638,-0.11779133899068267
ACH-000646,-0.10403939863522024
ACH-000647,-0.10236095606417134
ACH-000648,0.02441143549395785
ACH-000649,-0.054504957143738084
ACH-000651,0.03161744008505922
ACH-000652,-0.019372022279733257
ACH-000653,-0.09376140357063956
ACH-000657,-0.05949664549398389
ACH-000658,-0.004730366090137289
ACH-000661,-0.02636853756205551
ACH-000662,-0.31869962633129584
ACH-000663,-0.17219955534644354
ACH-000665,-0.04012819005179703
ACH-000671,0.08230040213480681
ACH-000672,0.2029431790091144
ACH-000673,-0.10992415050689908
ACH-000676,0.016100695109166164
ACH-000677,-0.10603208753821117
ACH-000681,-0.0010771737766182312
ACH-000683,-0.08327626977044987
ACH-000684,-0.0996115432277805
ACH-000688,-0.17086526916348885
ACH-000693,0.0011587317947491164
ACH-000694,-0.06412417038974409
ACH-000695,0.0006900506501243925
ACH-000696,-0.19999906148672966
ACH-000697,-0.0069643951226622475
ACH-000699,-0.13416802748473095
ACH-000701,-0.2727549875923605
ACH-000706,0.043925100270456666
ACH-000711,-0.07711447026521621
ACH-000713,0.15484511885322488
ACH-000714,-0.08609766590233196
ACH-000718,-0.03241847144753827
ACH-000720,-0.07383468943522628
ACH-000721,-0.008149876037266655
ACH-000724,0.017998719369278736
ACH-000725,0.12266039992030492
ACH-000732,0.22131140493708693
ACH-000734,-0.07818621210916754
ACH-000735,-0.05781609304402775
ACH-000736,-0.020159704846078604
ACH-000738,-0.08912464199014836
ACH-000746,-0.08125735330670894
ACH-000747,-0.20278347820252013
ACH-000748,-0.07765002894975309
ACH-000753,0.06152111876268952
ACH-000756,-0.11668489642820346
ACH-000757,-0.02053637702999721
ACH-000758,-0.10982590248484976
ACH-000760,0.014778576874159824
ACH-000762,-0.13695732669153024
ACH-000763,0.004406577650780025
ACH-000764,0.005050667619608076
ACH-000765,0.13371965871552152
ACH-000766,-0.024331784154462768
ACH-000767,-0.14408509920345666
ACH-000768,-0.12671171793134475
ACH-000769,-0.06892864363221506
ACH-000770,-0.13750312038031354
ACH-000771,-0.059120084617812325
ACH-000773,-0.15989261433261104
ACH-000776,0.14032067662125158
ACH-000777,0.029197767985050374
ACH-000778,0.001144374857501929
ACH-000781,-0.0943246631115186
ACH-000782,-0.1698800870391535
ACH-000783,-0.13617205517576253
ACH-000784,-0.1216609569094171
ACH-000785,-0.09008710003226623
ACH-000787,-0.13981026344589648
ACH-000788,0.029252434325800925
ACH-000791,-0.06708704897866373
ACH-000792,-0.2024542516397131
ACH-000794,-0.1106048427380252
ACH-000796,-0.13621931080314734
