,PACS2 (23241)
ACH-000004,-0.12003132649754712
ACH-000005,-0.2436866741141653
ACH-000007,-0.2800654525318733
ACH-000009,-0.2227282257745352
ACH-000011,-0.04431812709413197
ACH-000012,-0.2277890278304208
ACH-000013,-0.2693813998435074
ACH-000014,-0.18932645818051647
ACH-000015,-0.18564619558797987
ACH-000017,-0.20690003799884765
ACH-000018,-0.21513003098750266
ACH-000019,-0.00952148185536002
ACH-000021,-0.25716282591384193
ACH-000022,-0.13646200865436706
ACH-000025,-0.12769185482511722
ACH-000028,-0.2739992027358545
ACH-000030,-0.08842789250528489
ACH-000035,-0.18992666824812046
ACH-000036,-0.3070734045234123
ACH-000037,-0.195699301948465
ACH-000039,-0.10921610208564643
ACH-000040,-0.2422378428538262
ACH-000041,-0.2509389377889152
ACH-000042,-0.3034941294091893
ACH-000045,-0.21689629639815916
ACH-000047,-0.2606697320855875
ACH-000052,-0.1729941822933058
ACH-000053,-0.21524180763300274
ACH-000054,-0.2258076763738405
ACH-000055,-0.300508875671258
ACH-000060,-0.40434205246308
ACH-000067,-0.13370595237841953
ACH-000070,-0.21201744650873489
ACH-000075,-0.025962892692832758
ACH-000078,-0.2821909980836066
ACH-000082,-0.33388200969971515
ACH-000085,-0.21299527167016355
ACH-000086,-0.2419341156209565
ACH-000087,-0.05490114290419297
ACH-000092,-0.1592062044411842
ACH-000095,-0.4397269070666079
ACH-000097,-0.16967615921887028
ACH-000098,-0.2015925122237225
ACH-000099,-0.2587758744500393
ACH-000108,-0.2775583197035402
ACH-000113,-0.15588913690946424
ACH-000116,-0.21827635977693616
ACH-000118,-0.15743722354753742
ACH-000120,-0.2155209796014731
ACH-000123,-0.11989162526688373
ACH-000127,-0.0959304148458193
ACH-000128,-0.2761755290753022
ACH-000132,-0.2745447939787951
ACH-000133,-0.35869014091638945
ACH-000137,-0.016080950889473353
ACH-000138,-0.2089741644970672
ACH-000142,-0.423722225038124
ACH-000143,-0.10220329785502293
ACH-000146,-0.2571669459516188
ACH-000148,-0.187954923145026
ACH-000150,-0.18063058473402568
ACH-000152,-0.18461750419596015
ACH-000153,0.0678873791943185
ACH-000159,-0.20378639231948653
ACH-000160,-0.2255676168725768
ACH-000163,-0.34118551140859804
ACH-000167,0.07966410496949751
ACH-000168,-0.20237152076430007
ACH-000169,-0.400422620222701
ACH-000178,-0.15925954113604238
ACH-000183,-0.16345103766070587
ACH-000188,-0.1144871754813048
ACH-000189,-0.5320269908595393
ACH-000190,-0.18244594730896424
ACH-000198,-0.08844096250388928
ACH-000203,-0.2779123644300851
ACH-000204,-0.12350304408907326
ACH-000206,-0.21705617153020956
ACH-000207,-0.2039989266313494
ACH-000208,-0.16478858411193148
ACH-000210,-0.41070054652717
ACH-000211,-0.2664409619072846
ACH-000215,-0.10009610773515336
ACH-000221,-0.3299903070607811
ACH-000222,-0.2534999555945689
ACH-000223,-0.1970270070612756
ACH-000226,-0.1936505209367887
ACH-000227,-0.16632964969094646
ACH-000228,-0.25613776718478504
ACH-000231,-0.2323931267101861
ACH-000232,-0.17944706951875822
ACH-000233,-0.2179983095942368
ACH-000234,-0.15166024702910216
ACH-000235,-0.24644045408864346
ACH-000237,-0.10341241668977744
ACH-000238,-0.3477243882350801
ACH-000242,-0.040182553586711134
ACH-000243,-0.17786991874853866
ACH-000244,-0.2064787104171127
ACH-000246,-0.22350434403078315
ACH-000248,-0.05067526605827774
ACH-000250,-0.2290569055146011
ACH-000251,-0.2380927174161449
ACH-000252,-0.3288389491754058
ACH-000253,-0.22224390483110826
ACH-000255,-0.13757378402704806
ACH-000256,-0.40938121776776737
ACH-000257,-0.22624176557573256
ACH-000258,-0.2517160099864985
ACH-000259,-0.4018500044083333
ACH-000260,-0.3215658464749778
ACH-000261,-0.22831022902565035
ACH-000262,-0.44333238919772666
ACH-000263,-0.3544865065612372
ACH-000264,-0.22600729791724314
ACH-000265,-0.17318514369396806
ACH-000266,-0.21391301404369545
ACH-000272,-0.1588942889828964
ACH-000274,-0.2721350563013658
ACH-000277,-0.4694427714134531
ACH-000278,-0.034856522108241084
ACH-000279,-0.1360937762826488
ACH-000280,-0.40767473148501904
ACH-000281,-0.2760351125239
ACH-000288,-0.2137608072593385
ACH-000291,-0.10745070053111128
ACH-000293,-0.3402425011211878
ACH-000294,-0.297662756803754
ACH-000295,0.05900825365324476
ACH-000296,-0.10624935555253537
ACH-000302,-0.14368309013424874
ACH-000304,-0.17133667097758226
ACH-000307,-0.2541635272849085
ACH-000308,-0.2097812693388156
ACH-000310,-0.3561840150182195
ACH-000311,-0.3300206237352716
ACH-000312,-0.34221481818086924
ACH-000315,-0.2362097574658372
ACH-000316,-0.20199541361049106
ACH-000317,-0.2899063928687532
ACH-000318,-0.17507932955363975
ACH-000319,-0.10847205182139673
ACH-000320,-0.2403515273112105
ACH-000322,-0.2487950051746238
ACH-000323,-0.14014783198476455
ACH-000324,-0.08232846510692488
ACH-000329,-0.14106311795129306
ACH-000330,-0.3837588873546953
ACH-000331,-0.0764408368604444
ACH-000332,-0.3580010553434923
ACH-000334,-0.2577110736166501
ACH-000335,-0.26557865510198186
ACH-000336,-0.41873977471508095
ACH-000337,-0.10426298935455597
ACH-000338,-0.18647408570830826
ACH-000339,-0.16200951835783767
ACH-000341,-0.42897234526523614
ACH-000348,-0.21238671863649836
ACH-000350,-0.26440854924970114
ACH-000352,-0.2974606670500693
ACH-000356,-0.2461225560059863
ACH-000361,-0.12156926921455533
ACH-000362,-0.3229560087679049
ACH-000363,-0.21717005834056025
ACH-000364,-0.04675782559975867
ACH-000365,-0.3329673283965667
ACH-000366,-0.21760396985296876
ACH-000368,-0.3741425562495713
ACH-000374,0.05131264206155956
ACH-000375,-0.446377126972062
ACH-000376,-0.2193534480674338
ACH-000381,-0.0757434941492782
ACH-000383,-0.24331518665745866
ACH-000387,-0.14612210157328134
ACH-000389,-0.07505544113373007
ACH-000390,-0.21370832857130406
ACH-000393,-0.21383590942121136
ACH-000395,-0.4031075029380319
ACH-000396,-0.22409421040959765
ACH-000397,-0.15917936308124545
ACH-000401,-0.2621284381181563
ACH-000402,0.1401828098158416
ACH-000403,-0.21866447816861329
ACH-000404,0.08442219704705653
ACH-000406,-0.3559475666289476
ACH-000407,-0.22064752016886527
ACH-000408,-0.12857175010114158
ACH-000410,-0.1092663131087433
ACH-000411,-0.253457555932839
ACH-000414,-0.2405057570737537
ACH-000415,-0.13447028218610346
ACH-000416,-0.285394268813859
ACH-000420,-0.4048059493957252
ACH-000421,-0.3034348052240829
ACH-000424,-0.1524449327079181
ACH-000425,-0.2612760348436308
ACH-000426,-0.3111434445522377
ACH-000427,-0.2313164222847604
ACH-000433,-0.3038172776277608
ACH-000435,-0.25374783784498955
ACH-000436,-0.2110380648914247
ACH-000444,0.011347359819722952
ACH-000445,-0.17903679605915368
ACH-000448,-0.2971724456867463
ACH-000450,-0.2910221988698223
ACH-000452,-0.225243722362994
ACH-000454,-0.1251856284970213
ACH-000458,0.013036098187034323
ACH-000459,-0.25376809232220465
ACH-000460,-0.1326349430388348
ACH-000461,-0.2009041740558785
ACH-000463,-0.3291781245359231
ACH-000464,-0.1413226235844343
ACH-000466,-0.20833353853064046
ACH-000467,-0.3932419561744229
ACH-000468,-0.2321970664315383
ACH-000469,-0.2362986216650351
ACH-000470,-0.3216130394770718
ACH-000471,-0.1677313933860736
ACH-000472,-0.12622752141353674
ACH-000473,-0.21009612096321606
ACH-000475,-0.2161606395416766
ACH-000476,-0.1912404005050378
ACH-000477,-0.12237680144701032
ACH-000479,-0.5254907950305724
ACH-000480,-0.061157736980410285
ACH-000481,-0.2894768394111913
ACH-000483,-0.3187720022626308
ACH-000484,-0.3556030381486028
ACH-000485,-0.27121010424336883
ACH-000486,-0.20076353990323026
ACH-000487,-0.047580955433980485
ACH-000488,-0.1358700902584294
ACH-000490,-0.17180492610981415
ACH-000491,-0.2709150733229313
ACH-000495,-0.19077174601609956
ACH-000496,-0.2870228554634069
ACH-000499,-0.07894125592874217
ACH-000500,-0.6394750166600613
ACH-000502,-0.3705883021716175
ACH-000503,-0.5474905251246841
ACH-000505,-0.10525113311323794
ACH-000507,-0.17866784015817996
ACH-000510,-0.2080346458968295
ACH-000511,-0.16691280324840346
ACH-000512,-0.2649027655936189
ACH-000516,-0.0981587377546223
ACH-000517,-0.2553272905699262
ACH-000518,-0.2382556172660602
ACH-000520,-0.22391428646327796
ACH-000521,-0.1954049842675252
ACH-000522,-0.13497823124696318
ACH-000524,-0.1566690847922001
ACH-000527,-0.21919700462643302
ACH-000528,-0.14122745448634538
ACH-000537,-0.2657059104759593
ACH-000541,-0.25849090556469445
ACH-000542,-0.12189171053432275
ACH-000544,-0.19725661809250827
ACH-000545,-0.0771665325803828
ACH-000547,-0.2543496283083797
ACH-000548,-0.2598615492613874
ACH-000549,-0.2853433786143476
ACH-000550,-0.3220810535193493
ACH-000552,-0.08543246648181438
ACH-000556,-0.14524821508497102
ACH-000557,-0.19384294416838893
ACH-000569,-0.13924545231903088
ACH-000570,-0.15771028442351284
ACH-000571,-0.19684434465666512
ACH-000573,-0.050644661257527784
ACH-000576,-0.20613354461445
ACH-000579,-0.1943511402871756
ACH-000580,-0.4040326130187232
ACH-000584,-0.3083343621545407
ACH-000585,-0.2195944945851792
ACH-000588,-0.3638743520050376
ACH-000589,-0.10508854660761408
ACH-000591,-0.17736525642206938
ACH-000593,-0.1375088104828267
ACH-000600,-0.2130269332612761
ACH-000601,-0.2297643832617736
ACH-000605,-0.3404765291512157
ACH-000606,-0.2284033009385455
ACH-000608,-0.2611344850186347
ACH-000614,-0.2840488481121598
ACH-000616,-0.2593033801952842
ACH-000618,-0.11843708665516295
ACH-000619,-0.18858150947465085
ACH-000620,-0.1523106445416215
ACH-000621,-0.18361897420411247
ACH-000622,-0.16971731978153998
ACH-000623,-0.2823051610292473
ACH-000624,-0.09702504131845056
ACH-000627,-0.289984690771723
ACH-000630,-0.15977748749172982
ACH-000631,-0.2630955128850518
ACH-000632,-0.17805567754890553
ACH-000633,-0.4347544054034517
ACH-000637,-0.08507726773748156
ACH-000638,-0.19458758509964505
ACH-000646,-0.09739073397427936
ACH-000647,-0.15059129878105162
ACH-000648,-0.2069958684375694
ACH-000649,-0.2691419377610097
ACH-000651,-0.2407721273041644
ACH-000652,-0.2561821313900235
ACH-000653,-0.2409562881640641
ACH-000657,-0.3685569192781933
ACH-000658,-0.2411555636670817
ACH-000661,-0.03661836884804029
ACH-000662,-0.2752712632519341
ACH-000663,-0.11018289952084284
ACH-000665,-0.14012943777021675
ACH-000671,-0.33828775617654616
ACH-000672,-0.2030703743425651
ACH-000673,-0.2972110232453654
ACH-000676,-0.18670098674777325
ACH-000677,-0.1417975940912338
