,UHRF1BP1 (54887)
ACH-000323,-0.06372428833088731
ACH-000324,-0.11242255054087308
ACH-000329,-0.1259845916475858
ACH-000330,-0.4054179228102904
ACH-000331,-0.14912201250147405
ACH-000332,-0.144890957065228
ACH-000334,-0.1911339379831706
ACH-000335,-0.13392799937243674
ACH-000336,-0.1359319458649043
ACH-000337,-0.2742625244418023
ACH-000338,0.11990222956802575
ACH-000339,-0.22455206057614108
ACH-000341,-0.13995650409530594
ACH-000348,-0.20802682580216897
ACH-000350,0.022184317383663475
ACH-000352,-0.11674902625621088
ACH-000356,-0.2847194945110099
ACH-000361,-0.4018001753150841
ACH-000362,-0.18445559660047686
ACH-000363,-0.07980182777432646
ACH-000364,-0.3220308767535314
ACH-000365,-0.03564631218085037
ACH-000366,-0.172726673922659
ACH-000368,-0.11025082619743452
ACH-000374,-0.4088588041243234
ACH-000375,0.135817636066625
ACH-000376,-0.16820897256923098
ACH-000381,-0.1963301620387575
ACH-000383,-0.12583974186182806
ACH-000387,-0.2428971111597958
ACH-000389,-0.14293092570432908
ACH-000390,-0.291279847305003
ACH-000393,-0.1527924890196431
ACH-000395,-0.3375117684850241
ACH-000396,-0.1348813858213935
ACH-000397,-0.13727920005077976
ACH-000401,0.00314566320874318
ACH-000402,-0.2759480783629335
ACH-000403,-0.202108054646384
ACH-000404,-0.1636805924491846
ACH-000406,-0.1771381850115818
ACH-000407,-0.3378237538068193
ACH-000408,-0.3805424994162909
ACH-000410,-0.14838951790279065
ACH-000411,-0.042837764116265865
ACH-000414,-0.12396354576668743
ACH-000415,-0.2333715261340275
ACH-000416,-0.1432451091750102
ACH-000420,-0.2655839973820378
ACH-000421,-0.1495081849834172
ACH-000424,0.08134361415657322
ACH-000425,0.009105821273567705
ACH-000426,-0.10174649281543133
ACH-000427,-0.11460418676929635
ACH-000433,-0.1723847738962739
ACH-000435,-0.17366753840681404
ACH-000436,-0.24965387202306955
ACH-000444,-0.218881519976182
ACH-000445,-0.006513318067366539
ACH-000448,-0.12787972722546692
ACH-000450,-0.051548808718712064
ACH-000452,-0.20588815965559235
ACH-000454,-0.3396878722836106
ACH-000458,-0.19740797800530926
ACH-000459,0.02596291595553437
ACH-000460,-0.1536920506046872
ACH-000461,-0.07320691023328217
ACH-000463,-0.14897122557017378
ACH-000464,-0.15826882214754068
ACH-000466,-0.040535612448740994
ACH-000467,-0.18478136486251046
ACH-000468,-0.2855904611762544
ACH-000469,-0.18407421673302424
ACH-000470,-0.271850446222801
ACH-000471,-0.2368017352270197
ACH-000472,-0.11856951076129894
ACH-000473,-0.06523043141860116
ACH-000475,-0.15119863870903635
ACH-000476,-0.2518849502088137
ACH-000477,-0.1849240276191848
ACH-000479,-0.24490893637235756
ACH-000480,-0.255058918267222
ACH-000481,-0.21514842818606195
ACH-000483,-0.055552347664546683
ACH-000484,-0.0826576755275879
ACH-000485,-0.10176153138143056
ACH-000486,-0.10170782116157948
ACH-000487,-0.1676633293951742
ACH-000488,-0.2160309163693816
ACH-000490,-0.17037349306357424
ACH-000491,-0.2373342655017277
ACH-000495,0.009709348817199414
ACH-000496,-0.10630412133668177
ACH-000499,0.040716729248536525
ACH-000500,-0.2537710190249212
ACH-000502,-0.1880317615938886
ACH-000503,-0.1344984591086374
ACH-000505,-0.13446310997714764
ACH-000507,-0.225672221059577
ACH-000510,-0.1434869683666508
ACH-000511,-0.17550226232874375
ACH-000512,-0.4079066495729976
ACH-000516,-0.13142218687297255
ACH-000517,-0.17379921722182134
ACH-000518,-0.2064084552690171
ACH-000520,-0.15096214354130202
ACH-000521,3.2662190230520694e-05
ACH-000522,-0.0787324325765192
ACH-000524,-0.1627495510177897
ACH-000527,-0.0908542034739489
ACH-000528,-0.17008631772334756
ACH-000537,-0.15457526318515052
ACH-000541,0.07884111684912881
ACH-000542,-0.1325998703964084
ACH-000544,-0.2953172775698869
ACH-000545,-0.22078333029152566
ACH-000547,-0.059484148879138374
ACH-000548,-0.14196324706469074
ACH-000549,-0.2225455014673667
ACH-000550,-0.16407732080845688
ACH-000552,-0.1606091118241515
ACH-000556,-0.16680354175207807
ACH-000557,-0.08206151258555157
ACH-000569,0.0005469076769546702
ACH-000570,-0.1720187808280478
ACH-000571,-0.18485384580610728
ACH-000573,-0.17051064509026384
ACH-000576,0.005478646300386004
ACH-000579,0.0132636406875533
ACH-000580,-0.17670580058024166
ACH-000584,-0.25361555433882105
ACH-000585,-0.15423335175117892
ACH-000588,-0.18935292078240093
ACH-000589,-0.2287832033726369
ACH-000591,-0.22405339909781927
ACH-000593,-0.235544740537072
ACH-000600,-0.1974704800336311
ACH-000601,-0.1000448596341854
ACH-000605,-0.28810471015519545
ACH-000606,-0.2314447639622365
ACH-000608,-0.21596585254453665
ACH-000614,-0.052317267416411635
ACH-000616,-0.1939878341455383
ACH-000618,-0.15340748244831787
ACH-000619,-0.1978043068245801
ACH-000620,-0.13545038448288865
ACH-000621,-0.155491058204475
ACH-000622,-0.1415015647305993
ACH-000623,-0.06551198943901239
ACH-000624,-0.17838185541955298
ACH-000627,-0.16352477910923094
ACH-000630,-0.22422452407353996
ACH-000631,-0.010923471055560073
ACH-000632,-0.16636716310011462
ACH-000633,0.011580810089926136
ACH-000637,-0.14050535997387387
ACH-000638,-0.04334733637844883
ACH-000646,-0.16730514221235462
ACH-000647,-0.17528290170095054
ACH-000648,-0.07852400609314697
ACH-000649,-0.15538387890868294
ACH-000651,-0.15483547716599289
ACH-000652,-0.344510135828123
ACH-000653,-0.1431084775758135
ACH-000657,-0.19003482730831212
ACH-000658,-0.2278879047366857
ACH-000661,-0.027224479626930604
ACH-000662,-0.08656517745803446
ACH-000663,-0.2644221916762817
ACH-000665,-0.13248304788307733
ACH-000671,-0.21410100919610991
ACH-000672,-0.5037345602151156
ACH-000673,-0.19002600356649246
ACH-000676,-0.060114868635595474
ACH-000677,-0.15174263080854075
ACH-000681,-0.0373778862258072
ACH-000683,-0.15372631431318876
ACH-000684,0.046489973351189685
ACH-000688,-0.025752320223202733
ACH-000693,-0.11290270041998147
ACH-000694,-0.11700903755883325
ACH-000695,-0.20025433602291834
ACH-000696,-0.1829738738863592
ACH-000697,-0.20854981543673534
ACH-000699,-0.1262928615253118
ACH-000701,-0.29922117207511256
ACH-000706,-0.10032865794173534
ACH-000711,-0.21338208539076206
ACH-000713,-0.08642146103150107
ACH-000714,-0.09939557424439828
ACH-000718,-0.14905942978067266
ACH-000720,-0.24649305719267964
ACH-000721,-0.11947525550042612
ACH-000724,-0.049376055383700684
ACH-000725,-0.08544627554151715
ACH-000732,-0.1494178114465211
ACH-000734,-0.09387860070835513
ACH-000735,-0.13693098758338448
ACH-000736,-0.08442013149034548
ACH-000738,-0.16031621288831388
ACH-000746,-0.03575429650708156
ACH-000747,0.03666300573310447
ACH-000748,-0.17451098769912932
ACH-000753,-0.18489713947317327
ACH-000756,-0.11619087242933965
ACH-000757,-0.2078298375313224
ACH-000758,-0.0004088083402233558
ACH-000760,-0.10079985750732892
ACH-000762,-0.19555705539006105
ACH-000763,-0.1626885201164512
ACH-000764,-0.512949150131572
ACH-000765,-0.1666003732806358
ACH-000766,-0.20866973730374672
ACH-000767,-0.1446251222915701
ACH-000768,-0.18817396591094612
ACH-000769,-0.27282948268811474
ACH-000770,-0.04570485697916917
ACH-000771,-0.1503188618829297
ACH-000773,-0.15048426247582988
ACH-000776,-0.10944252165482148
ACH-000777,-0.2268237421832782
ACH-000778,-0.14256681434458768
ACH-000781,-0.26819039243651377
ACH-000782,-0.1711923620306508
ACH-000783,-0.1927086593441884
ACH-000784,-0.14404815981121338
ACH-000785,-0.06539773337972693
ACH-000787,-0.22056835813154704
ACH-000788,-0.17374181763911828
ACH-000791,-0.034736265174953575
ACH-000792,-0.0035421957140799897
ACH-000794,-0.06995907895735783
ACH-000796,-0.1282672899806066
ACH-000798,-0.2406296853494456
ACH-000799,-0.11505333382356513
ACH-000800,-0.2707526483038406
ACH-000802,-0.11302537903428712
ACH-000804,-0.08370146180082619
ACH-000805,-0.1556266573793356
ACH-000809,-0.11272895699475673
ACH-000810,0.10804211319786207
ACH-000811,-0.16360303619283167
ACH-000817,-0.09900711798161643
ACH-000819,-0.3147331393052741
ACH-000820,-0.14681015282381196
ACH-000821,-0.1287604061814605
ACH-000822,-0.0760948605974817
ACH-000823,-0.1314668740468829
ACH-000824,-0.1177832340406586
ACH-000827,-0.07081655154321248
ACH-000829,-0.05253396856521267
ACH-000831,-0.15673009780330185
ACH-000832,-0.2374592797241529
ACH-000833,-0.14931538757391485
ACH-000834,-0.07328515964729718
ACH-000835,-0.16868753067801598
ACH-000836,-0.2759076417834766
ACH-000837,-0.1223052552328484
ACH-000838,-0.2455833831074085
ACH-000839,-0.300857426817062
ACH-000840,-0.02194389048309929
ACH-000841,-0.32762480590225856
ACH-000843,-0.0235864467173401
ACH-000846,-0.14389769489850454
ACH-000847,0.03748720570547463
ACH-000848,-0.1361533375034609
ACH-000849,-0.14540260313689254
ACH-000851,-0.1180075001350592
ACH-000855,0.043684018486619534
ACH-000856,-0.17597220987698667
ACH-000858,-0.19250392326810176
ACH-000859,-0.18278087540399815
ACH-000861,-0.1890754229901052
ACH-000862,-0.16478768548451794
ACH-000865,-0.14321884335414153
ACH-000866,-0.1631790642325037
ACH-000867,-0.17969956679372212
ACH-000869,-0.2350089823143636
ACH-000872,-0.020551077644423647
ACH-000873,-0.34994554561785524
ACH-000876,-0.2054997897749525
ACH-000878,-0.14070470160659873
ACH-000880,-0.06847122723751008
ACH-000881,-0.24066774046104386
ACH-000882,-0.4415505278283688
ACH-000884,-0.2143048292251741
ACH-000885,-0.2475850054961803
ACH-000887,-0.07859147199123713
ACH-000889,-0.2593424346457261
ACH-000896,-0.09081523978698812
ACH-000898,-0.2335010760334733
ACH-000900,-0.14437549562379978
ACH-000901,-0.1497453181827155
ACH-000905,-0.16109878265116614
ACH-000906,-0.1594812847097121
ACH-000907,-0.245761348361937
ACH-000910,-0.2358378418079425
ACH-000911,-0.11424246293564125
ACH-000912,-0.05625212655848105
ACH-000913,-0.1459845305586212
ACH-000915,-0.17059151566476008
ACH-000916,-0.4805431949880652
ACH-000917,-0.1438970045050861
ACH-000920,0.21076318657106846
ACH-000921,-0.2333665702324233
ACH-000924,-0.016677437904668576
ACH-000926,-0.19448059122137454
ACH-000928,-0.20013481408328795
ACH-000929,-0.10514118593972847
ACH-000932,-0.07358348403631658
ACH-000935,-0.0986546749363707
ACH-000936,-0.17769594792811896
ACH-000937,-0.1330223100964904
ACH-000938,-0.22265699718770265
ACH-000939,-0.32180548330962083
ACH-000941,-0.3437743462597447
ACH-000943,-0.0890375083715536
ACH-000946,-0.16256204995229467
ACH-000947,-0.09485104222356984
ACH-000948,-0.02230145855446429
ACH-000950,-0.18537628228846148
ACH-000953,-0.044174627655385934
ACH-000954,-0.15503354540355505
ACH-000957,-0.059651213467651676
ACH-000958,-0.27838395038145153
ACH-000960,-0.18644619138164487
ACH-000963,-0.13579021207981126
ACH-000968,-0.3764188750245733
ACH-000969,-0.13677993389289353
ACH-000972,0.08661476518822138
ACH-000973,-0.15401784670928373
ACH-000974,-0.04965168414101768
ACH-000978,-0.07547092659762551
ACH-000984,-0.07057860291720891
ACH-000986,-0.2695757567720285
ACH-000988,-0.1115055110674616
ACH-000993,0.15471297098069445
ACH-000994,-0.2527639054769373
ACH-000996,0.025830021765374002
ACH-001001,-0.1502315477536241
ACH-001020,-0.4326137753835009
ACH-001028,-0.16058484750524366
ACH-001031,-0.19219282032771146
ACH-001038,-0.08489984369532827
ACH-001048,-0.16063246193000802
ACH-001050,-0.1283496560625436
ACH-001053,0.0004995484193764513
ACH-001054,-0.2443272353029124
ACH-001061,-0.2819449818441479
ACH-001067,-0.29942637738102384
ACH-001075,-0.2384868604554638
ACH-001096,-0.32768635736197105
ACH-001111,0.04194472652728302
ACH-001119,-0.2807201171709848
ACH-001128,-0.2769729347870624
ACH-001134,-0.15551497709642745
ACH-001151,-0.24782706928235404
ACH-001163,-0.13639670504201967
ACH-001164,-0.0912200077962131
ACH-001183,-0.2150034548529248
ACH-001192,-0.14429334865079615
ACH-001193,0.07675271682783344
ACH-001196,-0.08333619777066459
ACH-001197,-0.0808830310102232
ACH-001205,-0.08934010292895217
ACH-001211,-0.16133143212209164
ACH-001212,-0.049219903566394926
ACH-001228,-0.11634108127021753
ACH-001232,-0.005367004559584456
ACH-001239,-0.10434328141243727
ACH-001270,-0.07380114178496025
ACH-001274,0.021858829610394776
ACH-001275,-0.011239592818764672
ACH-001277,-0.1215964021441292
ACH-001278,0.019843130525380705
ACH-001280,-0.09196858462568802
ACH-001283,-0.17394632978240815
ACH-001289,-0.0930320843987924
ACH-001300,-0.023966921627620846
ACH-001301,-0.1048779954456792
ACH-001302,-0.0505290833627416
ACH-001306,-0.16167075336395745
ACH-001318,-0.12533509547861835
ACH-001322,-0.13700675793537193
ACH-001328,-0.2658808610764544
ACH-001332,-0.4673690639285419
ACH-001336,-0.10091998073722187
ACH-001346,-0.22161282959515333
ACH-001353,-0.15576074483039615
ACH-001354,-0.4673783265961177
ACH-001367,-0.04256408208232633
ACH-001368,-0.2373126489794476
ACH-001374,0.07590826027725484
ACH-001377,-0.12795374782842375
ACH-001380,-0.24117589196309835
ACH-001391,-0.13196495348419246
ACH-001408,-0.05584108293617526
ACH-001430,-0.4555589735198307
ACH-001431,-0.0004757676922324197
ACH-001450,-0.1517345890995528
ACH-001496,-0.2341028373793656
ACH-001500,-0.123253771166738
ACH-001523,-0.1820795997572896
ACH-001532,-0.14301043138206884
ACH-001550,-0.12160646472687135
ACH-001552,-0.263204647294179
ACH-001554,-0.11565834760425935
ACH-001654,-0.0871856553290708
ACH-001735,-0.1365827985574772
ACH-001736,-0.0688577249041805
ACH-001737,0.11824076121001235
ACH-001740,-0.07587066383933581
ACH-001745,-0.2735506581541448
ACH-001765,-0.26584955158008505
