,ARGLU1 (55082)
ACH-000724,-0.7580834850066703
ACH-000725,-0.8835451208983538
ACH-000732,-0.6363881210512664
ACH-000734,-0.4576060891646248
ACH-000735,-0.5303761664179215
ACH-000736,-0.46429995080760394
ACH-000738,-0.6838900519677589
ACH-000746,-0.7494937778149008
ACH-000747,-0.7865468134153244
ACH-000748,-0.5539749690997974
ACH-000753,-0.5179074226666375
ACH-000756,-0.6146061734777398
ACH-000757,-0.5424318866663232
ACH-000758,-0.967476897397346
ACH-000760,-0.7900176385604389
ACH-000762,-0.5151728219755521
ACH-000763,-0.8919209195141989
ACH-000764,-0.7135517254771023
ACH-000765,-0.9904869297589212
ACH-000766,-0.7080826937301271
ACH-000767,-0.5041606715169161
ACH-000768,-0.8432054401850309
ACH-000769,-0.7280445504046481
ACH-000770,-0.5534859605361147
ACH-000771,-0.752607055049722
ACH-000773,-0.7286660529700324
ACH-000776,-0.7983307070915191
ACH-000777,-0.7210918930100928
ACH-000778,-0.7916460617077421
ACH-000781,-0.8818405751742309
ACH-000782,-0.8355592860708444
ACH-000783,-0.8026054995088056
ACH-000784,-0.6896546940778443
ACH-000785,-0.7864017731254102
ACH-000787,-0.7733087205900049
ACH-000788,-0.5767207098383265
ACH-000791,-0.6270679634158932
ACH-000792,-0.8046915068387507
ACH-000794,-0.5093126449940428
ACH-000796,-0.4215462160759985
ACH-000798,-0.543618961927792
ACH-000799,-0.6540332941515556
ACH-000800,-0.83123688580091
ACH-000802,-0.7091088071777769
ACH-000804,-0.7566462166994332
ACH-000805,-0.6874680476351103
ACH-000809,-0.7129885669190391
ACH-000810,-0.9879642259970872
ACH-000811,-0.6555883569644199
ACH-000817,-0.540788873908664
ACH-000819,-0.6585231293181553
ACH-000820,-0.7349814260253607
ACH-000821,-0.9331717229127228
ACH-000822,-0.5805566105024561
ACH-000823,-0.4982297808259761
ACH-000824,-0.5935811258538621
ACH-000827,-0.7032406580441762
ACH-000829,-0.6078977059947354
ACH-000831,-1.0157484797513323
ACH-000832,-0.7365968941425721
ACH-000833,-0.8392552148403984
ACH-000834,-0.3851445439029901
ACH-000835,-0.6934845187268577
ACH-000836,-0.7154817588140905
ACH-000837,-0.5138136049978171
ACH-000838,-0.4794790120518717
ACH-000839,-0.23452049588192803
ACH-000840,-0.6732784346055957
ACH-000841,-0.524873331448178
ACH-000843,-0.9994530043739592
ACH-000846,-0.5091990953346042
ACH-000847,-0.8955734980963652
ACH-000848,-0.4338190795617142
ACH-000849,-0.7686332621074199
ACH-000851,-0.8204941947662946
ACH-000855,-0.8169631044268605
ACH-000856,-0.6132789787950961
ACH-000858,-0.7219676192912916
ACH-000859,-0.4202238379450917
ACH-000861,-0.6898516406467208
ACH-000862,-0.6933223319177044
ACH-000865,-0.7722482267481248
ACH-000866,-0.6969889737262562
ACH-000867,-0.6684072129733325
ACH-000869,-0.6880218564274421
ACH-000872,-0.8175330685317341
ACH-000873,-0.6145310014383779
ACH-000876,-0.9742875266838812
ACH-000878,-0.7443544953030584
ACH-000880,-0.5928831668643461
ACH-000881,-0.7141455255876412
ACH-000882,-0.7940762567970197
ACH-000884,-0.7225919283679958
ACH-000885,-0.6590062548626722
ACH-000887,-0.6080633762989597
ACH-000889,-0.5038231556938103
ACH-000896,-0.6876615299287261
ACH-000898,-0.5874458279270971
ACH-000900,-0.6172128237652879
ACH-000901,-0.7560163687462939
ACH-000905,-0.6647151809093454
ACH-000906,-0.6903837781410465
ACH-000907,-0.8722221281542979
ACH-000910,-0.6765185063654037
ACH-000911,-0.8151231849937991
ACH-000912,-0.8790586352431947
ACH-000913,-0.4948324733901587
ACH-000915,-0.5847612349268493
ACH-000916,-0.36880754997814497
ACH-000917,-0.7031897395804837
ACH-000920,-0.8375202201853071
ACH-000921,-0.6263613100687155
ACH-000924,-0.7935575522750614
ACH-000926,-0.4143006023209227
ACH-000928,-0.7238133845272954
ACH-000929,-0.4243184625674841
ACH-000932,-0.6924727665405782
ACH-000935,-0.6318160602841839
ACH-000936,-0.6419934628963377
ACH-000937,-0.7049159958185623
ACH-000938,-0.7564665552428406
ACH-000939,-0.8585502154339991
ACH-000941,-0.7013455328854786
ACH-000943,-0.6932077814356663
ACH-000946,-0.6213272152967803
ACH-000947,-0.5872216365231524
ACH-000948,-0.9101824256923308
ACH-000950,-0.8614833093271923
ACH-000953,-0.7368914695242291
ACH-000954,-0.7034391365826473
ACH-000957,-0.943440279082412
ACH-000958,-0.6485507305865802
ACH-000960,-0.8392417228037198
ACH-000963,-0.9137893094004824
ACH-000968,-0.9733586345637952
ACH-000969,-0.8481872497861381
ACH-000972,-0.7279218285450678
ACH-000973,-0.6511294272164062
ACH-000974,-0.6348952157548213
ACH-000978,-0.8415046070172667
ACH-000984,-0.6293528778846019
ACH-000986,-0.8276078220387677
ACH-000988,-0.8676909641843669
ACH-000993,-0.6458004296847668
ACH-000994,-0.7549004222636847
ACH-000996,-0.6598521913987712
ACH-001001,-0.7085707420216593
ACH-001020,-0.5243378073483902
ACH-001028,-0.5521021198904396
ACH-001031,-0.706902705194072
ACH-001038,-0.6964439447460343
ACH-001048,-0.8112419519522629
ACH-001050,-0.3341612038275316
ACH-001053,-0.4949669503651023
ACH-001054,-0.5124974264037991
ACH-001061,-0.6424409293607892
ACH-001067,-0.6315534964353245
ACH-001075,-0.9285411572703164
ACH-001096,-0.7068772388619139
ACH-001111,-0.4121149573144059
ACH-001119,-0.7301576529755749
ACH-001128,-0.8529258771561778
ACH-001134,-0.5781084647950626
ACH-001151,-0.6354726409932833
ACH-001163,-0.6910379091079296
ACH-001164,-0.6192622175089364
ACH-001183,-0.5804119366103133
ACH-001192,-0.5729434598423794
ACH-001193,-0.965006978273211
ACH-001196,-0.7312229471301764
ACH-001197,-0.7130028164894059
ACH-001205,-0.8873239868992862
ACH-001211,-1.0336715653161943
ACH-001212,-0.8423676605081982
ACH-001228,-1.0071263616167845
ACH-001232,-0.6302655462117563
ACH-001239,-0.6252649093945287
ACH-001270,-0.5751991251859864
ACH-001274,-0.6124826425714941
ACH-001275,-0.7296016751628748
ACH-001277,-0.9270562596606986
ACH-001278,-0.5642038378329507
ACH-001280,-0.5960392717596925
ACH-001283,-0.9004258508988872
ACH-001289,-0.7793295885608165
ACH-001300,-0.6170252607158374
ACH-001301,-0.7205254249526136
ACH-001302,-0.5788646655181328
ACH-001306,-0.7282011036457513
ACH-001318,-0.6829314881431962
ACH-001322,-0.6119142602329829
ACH-001328,-0.7784782956967056
ACH-001332,-0.6227909299933979
ACH-001336,-0.5555462047261691
ACH-001346,-0.8532533746417305
ACH-001353,-0.7117540795535147
ACH-001354,-0.8910638942381015
ACH-001367,-0.5949359159948766
ACH-001368,-0.7621421877548242
ACH-001374,-0.8214882517581118
ACH-001377,-0.7353947885261629
ACH-001380,-0.7893417643798089
ACH-001391,-0.4830879254829613
ACH-001408,-1.005059916595081
ACH-001430,-0.5971471992226633
ACH-001431,-0.6707467820051343
ACH-001450,-0.7187061330781934
ACH-001496,-0.5876923144233583
ACH-001500,-0.6494076309818951
ACH-001523,-1.0014600089207937
ACH-001532,-0.6923142503258685
ACH-001550,-0.6541380276734662
ACH-001552,-0.56179778718362
ACH-001554,-0.7380069892035552
ACH-001654,-0.7968689983624357
ACH-001735,-0.7267537747098993
ACH-001736,-0.6386742280573313
ACH-001737,-0.5032904521676708
ACH-001740,-0.7630271202509901
ACH-001745,-0.7598490334900645
ACH-001765,-0.6643224302198879
