,PPTC7 (160760)
ACH-000004,-0.1100538337701734
ACH-000005,-0.04977488883471393
ACH-000007,0.07426378362453938
ACH-000009,-0.008467067549663473
ACH-000011,-0.04319485151827065
ACH-000012,-0.17233149504494769
ACH-000013,-0.11359646669520344
ACH-000014,-0.14576402452630466
ACH-000015,-0.05107250622820153
ACH-000017,-0.016458420800617525
ACH-000018,-0.2443332104423416
ACH-000019,-0.1945551654420701
ACH-000021,-0.23653341302953726
ACH-000022,-0.06829888166463678
ACH-000025,-0.1726968286773939
ACH-000028,-0.05932248095089415
ACH-000030,-0.035768366424697516
ACH-000035,-0.19142147323813
ACH-000036,-0.055383907102300414
ACH-000037,-0.011490089912269809
ACH-000039,-0.0694775407149526
ACH-000040,-0.26699456392732085
ACH-000041,-0.03196147532155909
ACH-000042,-0.03032810672090433
ACH-000045,0.13824819798145838
ACH-000047,-0.08954117375279888
ACH-000052,-0.20423982263324256
ACH-000053,-0.001538179052757033
ACH-000054,-0.03348353062777085
ACH-000055,-0.06833746026902257
ACH-000060,-0.020569318729089563
ACH-000067,0.0016020527525612244
ACH-000070,-0.3195797027087288
ACH-000075,-0.0418479854919634
ACH-000078,-0.16847278847108246
ACH-000082,-0.13961893915270515
ACH-000085,0.05095195566102301
ACH-000086,-0.1744910043688333
ACH-000087,-0.0009748473630115817
ACH-000092,0.003974524657674354
ACH-000095,-0.0055078426429768885
ACH-000097,-0.05958759896412831
ACH-000098,-0.13104077127702266
ACH-000099,0.012379800690357814
ACH-000108,-0.06733273446966373
ACH-000113,-0.10482395954039192
ACH-000116,-0.027803150741905442
ACH-000118,0.041765065630867085
ACH-000120,-0.09852899516588587
ACH-000123,0.02706598745039633
ACH-000127,0.08407916246074924
ACH-000128,-0.2602819657173228
ACH-000132,-0.038583310491206065
ACH-000133,-0.25839877543264056
ACH-000137,-0.07609616532551879
ACH-000138,-0.11405488296457345
ACH-000142,-0.08579051394655883
ACH-000143,-0.14317600958921084
ACH-000146,0.09640363206983872
ACH-000148,-0.3795678705728523
ACH-000150,0.016227761711200342
ACH-000152,0.11178830191893407
ACH-000153,-0.37978720074078254
ACH-000159,-0.02476148429641319
ACH-000160,-0.10797958557160814
ACH-000163,-0.0708499038992416
ACH-000167,-0.5385049843183859
ACH-000168,0.13325805198433927
ACH-000169,-0.2243731475766319
ACH-000178,0.04270935231564491
ACH-000183,-0.04565050064655686
ACH-000188,0.09905201790555852
ACH-000189,-0.5780830500055322
ACH-000190,-0.1080358815281472
ACH-000198,0.016336997035084073
ACH-000203,-0.07245319911437333
ACH-000204,-0.15275072977168974
ACH-000206,0.19349179575780368
ACH-000207,0.2568131486582219
ACH-000208,-0.2214319689335932
ACH-000210,0.2179005792642381
ACH-000211,-0.028085692021768215
ACH-000215,-0.0707303630095709
ACH-000221,0.08437137922765757
ACH-000222,0.028443322699539888
ACH-000223,-0.055186998223615925
ACH-000226,0.052805011678218085
ACH-000227,0.16674480914735354
ACH-000228,-0.0745016100404435
