,TGM6 (343641)
ACH-000004,0.014974891785059575
ACH-000005,0.3545417251321519
ACH-000007,0.054803858325133625
ACH-000009,0.1962262192709005
ACH-000011,0.1474921561484344
ACH-000012,0.1634695646525765
ACH-000013,0.18055903313585234
ACH-000014,0.1070550156160726
ACH-000015,0.10068023500285336
ACH-000017,0.17214831968678687
ACH-000018,0.19090537308448002
ACH-000019,0.22571868059079786
ACH-000021,0.16459192483746254
ACH-000022,0.1840044999606148
ACH-000025,0.06322646065600446
ACH-000028,0.10376395918598992
ACH-000030,0.109622913360526
ACH-000035,0.11220547450021932
ACH-000036,0.0885764562691128
ACH-000037,0.14059516555185958
ACH-000039,0.13386790623780895
ACH-000040,0.1699070928425548
ACH-000041,0.07925231678925329
ACH-000042,-0.02090295131863211
ACH-000045,0.035490101049221325
ACH-000047,0.15995478282525868
ACH-000052,-0.1977119549034195
ACH-000053,0.17240965306797398
ACH-000054,0.2316193485944012
ACH-000055,0.10373908794453864
ACH-000060,0.13263279366171835
ACH-000067,0.20936564965503185
ACH-000070,0.1557254175647211
ACH-000075,0.2432247883972905
ACH-000078,0.044981105794672786
ACH-000082,0.11689439315672932
ACH-000085,-0.10477217752382352
ACH-000086,0.19621748535369826
ACH-000087,0.0020941052231844733
ACH-000092,0.12582698884263438
ACH-000095,0.12777535825586894
ACH-000097,0.11636264954001453
ACH-000098,0.10299094487505138
ACH-000099,0.15362877099923478
ACH-000108,0.061295390842472784
ACH-000113,0.14044090110217014
ACH-000116,0.043267906898159285
ACH-000118,-0.03093556248211068
ACH-000120,0.1531386548170378
ACH-000123,0.2817097922386274
ACH-000127,0.12070581326806272
ACH-000128,0.0016818997810314905
ACH-000132,0.2866935486163031
ACH-000133,0.13097612688273313
ACH-000137,0.15143128245915172
ACH-000138,0.11403587255996613
ACH-000142,0.19392386441495796
ACH-000143,0.10398479636704662
ACH-000146,0.15231654046493726
ACH-000148,0.13508241598723264
ACH-000150,-0.19359041900823415
ACH-000152,0.06096927179752669
ACH-000153,0.2342429567347284
ACH-000159,0.24291084119670486
ACH-000160,0.05011603453486866
ACH-000163,0.19276023877353116
ACH-000167,0.10652243238462797
ACH-000168,0.1805342204864184
ACH-000169,0.14589767588669764
ACH-000178,0.08920706410682015
ACH-000183,0.29538261651488085
ACH-000188,0.2828981299635143
ACH-000189,-0.20804006149557167
ACH-000190,0.1443059309406589
ACH-000198,0.10331421045598137
ACH-000203,0.1821018131303649
ACH-000204,0.11502178407291568
ACH-000206,0.05468385741936285
ACH-000207,0.051337104843510416
ACH-000208,0.06504165647554938
ACH-000210,-0.027051156074925174
ACH-000211,0.18737473519909406
ACH-000215,0.21195165517133352
ACH-000221,0.0
ACH-000222,0.06624965044387159
ACH-000223,0.07907138685357387
ACH-000226,0.10238675019882364
ACH-000227,-0.023883277078430267
ACH-000228,0.214458608891466
ACH-000231,0.06868955999455187
ACH-000232,0.0849073457986947
ACH-000233,0.09993805446977257
ACH-000234,0.04158130775312477
ACH-000235,0.14672537685909018
ACH-000237,0.168040511856453
ACH-000238,0.11803442850770192
ACH-000242,-0.06832369260056154
ACH-000243,0.070323245848287
ACH-000244,0.0685078743044477
ACH-000246,0.0989595976042021
ACH-000248,0.1103765270100318
ACH-000250,0.07875948769927471
ACH-000251,0.029919536422114992
ACH-000252,0.24784175425436675
ACH-000253,0.09090648012378523
ACH-000255,0.18603307940093688
ACH-000256,0.2875137039415764
ACH-000257,0.046584206937399696
ACH-000258,0.0760356742720231
ACH-000259,0.06848736221987786
ACH-000260,0.16902668376414065
ACH-000261,0.11694996329727494
ACH-000262,-0.1105088946420076
ACH-000263,0.26592365597884665
ACH-000264,0.1081997206688292
ACH-000265,0.10157732871557718
ACH-000266,0.10074649002290673
ACH-000272,0.21857944790485664
ACH-000274,0.09068106310882826
ACH-000277,-0.006787359098824212
ACH-000278,0.10061211745517654
ACH-000279,0.07860755692650373
ACH-000280,0.12191592498596115
ACH-000281,-0.12073757697844792
ACH-000288,0.11900861500382424
ACH-000291,0.1376519482749362
ACH-000293,0.12390761797160177
ACH-000294,0.1946819299621181
ACH-000295,-0.0034158962924931173
ACH-000296,0.08251507125265514
ACH-000302,0.13220004039594324
ACH-000304,0.2394992944080569
ACH-000307,0.08687349471672676
ACH-000308,0.1098361836627187
ACH-000310,0.07900972845808489
ACH-000311,0.23185446770519105
ACH-000312,0.03009557105529098
ACH-000315,-0.13821292131047733
ACH-000316,0.09855816717723268
ACH-000317,0.13175199928507209
ACH-000318,0.09285923155067492
ACH-000319,0.2093847967668318
ACH-000320,0.08430419433144691
ACH-000322,0.1748172444955675
ACH-000323,0.18181408089315534
ACH-000324,0.18120053598817595
