,INPP5B (3633)
ACH-000004,0.07659548917573364
ACH-000005,0.04828549329239197
ACH-000007,0.08202313477927539
ACH-000009,-0.08553682615233939
ACH-000011,0.07885336515463437
ACH-000012,0.00032142174836020883
ACH-000013,-0.002594657369611826
ACH-000014,0.09805540760861428
ACH-000015,0.06903606130818128
ACH-000017,-0.07391983788666827
ACH-000018,0.03298106546344368
ACH-000019,0.051835184344582674
ACH-000021,-0.01901669783377212
ACH-000022,0.030408837490622294
ACH-000025,0.027240174060793498
ACH-000028,0.004551387714193674
ACH-000030,-0.01609736039825505
ACH-000035,-0.173520317660903
ACH-000036,0.05107187922095036
ACH-000037,-0.1128630744062465
ACH-000039,-0.04472346373911277
ACH-000040,-0.14754577549902115
ACH-000041,0.02892160699371906
ACH-000042,0.045424592808490434
ACH-000045,0.07977463709808205
ACH-000047,-0.026098260936327045
ACH-000052,0.12656254910526427
ACH-000053,0.008261653089497095
ACH-000054,-0.20726132992746127
ACH-000055,-0.2001047270202304
ACH-000060,0.028075364591286518
ACH-000067,-0.1487021581854976
ACH-000070,-0.025364043785314518
ACH-000075,0.21345568224772776
ACH-000078,-0.1604130544567612
ACH-000082,0.08902595957148683
ACH-000085,-0.1178536049030548
ACH-000086,0.0034043842388555875
ACH-000087,-0.06959749213462843
ACH-000092,-0.1253484310850863
ACH-000095,-0.06087820997462234
ACH-000097,-0.08266321028150057
ACH-000098,-0.06889065380951652
ACH-000099,-0.02781723943770038
ACH-000108,-0.15385691147424915
ACH-000113,-0.035177284247913845
ACH-000116,0.03291630907098535
ACH-000118,0.02413031278189087
ACH-000120,-0.03216898830199908
ACH-000123,-0.16772961461126118
ACH-000127,0.032599641406565766
ACH-000128,-0.07148062488065396
ACH-000132,0.055739583668296636
ACH-000133,-0.12202622307300645
ACH-000137,-0.21365705499226836
ACH-000138,-0.04137465256614065
ACH-000142,0.036209968596337794
ACH-000143,-0.15065000250553068
ACH-000146,-0.003653558741546342
ACH-000148,0.08502327776040182
ACH-000150,-0.1899880015780268
ACH-000152,-0.06928362472610892
ACH-000153,-0.1188457528743175
ACH-000159,0.03515566044507576
ACH-000160,-0.018802453281195786
ACH-000163,0.0904647464328105
ACH-000167,-0.2408537526317752
ACH-000168,-0.12551892754241395
ACH-000169,-0.1919105916927816
ACH-000178,0.0024942261937190738
ACH-000183,-0.1002398997543192
ACH-000188,-0.04437927161644334
ACH-000189,0.14277837207187624
ACH-000190,-0.1447260043312982
ACH-000198,-0.06834577151633321
ACH-000203,0.015337970135620996
ACH-000204,-0.08951721020822004
ACH-000206,-0.06063368621780365
ACH-000207,-0.06265787574210986
ACH-000208,-0.2272344780547745
ACH-000210,0.17282644523833746
ACH-000211,0.036894846405017175
ACH-000215,-0.007195478775907677
ACH-000221,0.06460098380233552
ACH-000222,0.04279898652320725
ACH-000223,0.012903041533922554
ACH-000226,-0.045220826943620535
ACH-000227,0.07640645374717575
ACH-000228,-0.0768230416620045
ACH-000231,0.03622088166535562
ACH-000232,-0.01005125243343201
ACH-000233,0.031217830387936595
ACH-000234,-0.11965605022122805
ACH-000235,-0.14765500683118554
ACH-000237,-0.07250115956704441
ACH-000238,-0.11313138418492442
ACH-000242,-0.4902842963216423
ACH-000243,0.09341085919163276
ACH-000244,0.1314990448112999
ACH-000246,-0.04857923354285498
ACH-000248,-0.06386066820913679
