,PEF1 (553115)
ACH-000336,-0.3938671308657061
ACH-000337,-0.3889366718511317
ACH-000338,-0.6927938485055771
ACH-000339,-0.34097033158185275
ACH-000341,-0.5732933348828866
ACH-000348,-0.3255267114934484
ACH-000350,-0.4216833409973301
ACH-000352,-0.4200224049043988
ACH-000356,-0.5623248386915716
ACH-000361,-0.4202769067860502
ACH-000362,-0.3402585631405777
ACH-000363,-0.2749279256479604
ACH-000364,-0.3618938536110125
ACH-000365,-0.26071314051776656
ACH-000366,-0.3723884036063087
ACH-000368,-0.3845587235097984
ACH-000374,-0.4125094783132404
ACH-000375,-0.3816673322364323
ACH-000376,-0.449570416956048
ACH-000381,-0.4494460542365773
ACH-000383,-0.3981958746186528
ACH-000387,-0.2870046889094483
ACH-000389,-0.5576640340296136
ACH-000390,-0.43975412321372653
ACH-000393,-0.3098841858079688
ACH-000395,-0.4836302681258104
ACH-000396,-0.33432824487301993
ACH-000397,-0.2851106951644136
ACH-000401,-0.4452828875216176
ACH-000402,-0.2323089259460757
ACH-000403,-0.3949601564243532
ACH-000404,-0.5486580980940925
ACH-000406,-0.3092688758705117
ACH-000407,-0.4258630668298063
ACH-000408,-0.4596953239948206
ACH-000410,-0.5032136805051759
ACH-000411,-0.4667585201767266
ACH-000414,-0.3109838826503099
ACH-000415,-0.4919771957204192
ACH-000416,-0.4116559270320053
ACH-000420,-0.5381469303070121
ACH-000421,-0.4531556212694464
ACH-000424,-0.5833891803786748
ACH-000425,-0.3407892697608867
ACH-000426,-0.04916083441964407
ACH-000427,-0.466372176153328
ACH-000433,-0.3103345055821411
ACH-000435,-0.4870227376416943
ACH-000436,-0.382873157010433
ACH-000444,-0.21649664090644236
ACH-000445,-0.30967984395359616
ACH-000448,-0.4342052279799385
ACH-000450,-0.3957115858361003
ACH-000452,-0.2744892635353182
ACH-000454,-0.35344298710627403
ACH-000458,-0.4186250780713108
ACH-000459,-0.35621320008373786
ACH-000460,-0.39811272309614376
ACH-000461,-0.5946450391712534
ACH-000463,-0.4028278328026219
ACH-000464,-0.41957452166541137
ACH-000466,-0.2603149066336332
ACH-000467,-0.4595943415225523
ACH-000468,-0.34866684738566417
ACH-000469,-0.4021013514409682
ACH-000470,-0.08028771740272014
ACH-000471,-0.30668721458020143
ACH-000472,-0.3782061860404988
ACH-000473,-0.41805933105406856
ACH-000475,-0.4330680626802237
ACH-000476,-0.4856383565530877
ACH-000477,-0.38233731502338975
ACH-000479,-0.13033873015512035
ACH-000480,-0.35861368564244894
ACH-000481,-0.29191533282885584
ACH-000483,-0.3816144830468696
ACH-000484,-0.3815419091827408
ACH-000485,-0.307442318011486
ACH-000486,-0.4805986801494734
ACH-000487,-0.34967726191714216
ACH-000488,-0.3684092502022922
ACH-000490,-0.2569372727454817
ACH-000491,-0.4431484414527561
ACH-000495,-0.5246602851585375
ACH-000496,-0.350699248471778
ACH-000499,-0.4051636419598888
ACH-000500,-0.4778539812493339
ACH-000502,-0.3718774274267311
ACH-000503,-0.3922455416123897
ACH-000505,-0.3962838363239741
ACH-000507,-0.4931534065976277
ACH-000510,-0.2906939866940374
ACH-000511,-0.3754337804675538
ACH-000512,-0.33604141499974405
ACH-000516,-0.3448347074008253
ACH-000517,-0.3889979653121829
ACH-000518,-0.38154338879614813
ACH-000520,-0.5624361629901752
ACH-000521,-0.2402364356048803
ACH-000522,-0.25008335735253623
ACH-000524,-0.40198255068158817
ACH-000527,-0.3358234927406325
ACH-000528,-0.3405998915805878
ACH-000537,-0.5332167049719614
ACH-000541,-0.43904726236657177
ACH-000542,-0.29346021472041084
ACH-000544,-0.3530788627631972
ACH-000545,-0.2928647613262011
ACH-000547,-0.3996907003829489
ACH-000548,-0.3836987315766505
ACH-000549,-0.4649001316135397
ACH-000550,-0.5863965080036425
ACH-000552,-0.3960870605784169
ACH-000556,-0.4137508405382376
ACH-000557,-0.3191779718121056
ACH-000569,-0.39977438520314973
ACH-000570,-0.4208116283620521
ACH-000571,-0.33603005244292644
ACH-000573,-0.4226307657671697
ACH-000576,-0.35488194456903643
ACH-000579,-0.3087824025469554
ACH-000580,-0.5266692898565882
ACH-000584,-0.4582353871697956
ACH-000585,-0.4384557566076655
ACH-000588,-0.3127304831515965
ACH-000589,-0.4737387692166175
ACH-000591,-0.26955810585204426
ACH-000593,-0.4619408101330096
ACH-000600,-0.4277355235319433
ACH-000601,-0.4127950351919758
ACH-000605,-0.3877319578783736
ACH-000606,-0.4295745096525411
ACH-000608,-0.3674451823900856
ACH-000614,-0.35185166679356256
ACH-000616,-0.34535467837410605
ACH-000618,-0.4767290140747417
ACH-000619,-0.4198350942514068
ACH-000620,-0.5125645628619955
ACH-000621,-0.3674852070518101
ACH-000622,-0.3379216328772797
ACH-000623,-0.38929208098342216
ACH-000624,-0.3873487660012068
ACH-000627,-0.5202264757969225
ACH-000630,-0.4718327538981659
ACH-000631,-0.1516635882226902
ACH-000632,-0.4539429276265148
ACH-000633,-0.38856484859822
ACH-000637,-0.3173701702160586
ACH-000638,-0.476867165670691
ACH-000646,-0.2761012117416379
ACH-000647,-0.2917086728711782
ACH-000648,-0.5871987621097599
ACH-000649,-0.4692799727523478
ACH-000651,-0.3130854658766082
ACH-000652,-0.3774529039479755
ACH-000653,-0.2478665254955531
ACH-000657,-0.4476194436328669
ACH-000658,-0.4071461833686069
ACH-000661,-0.3027563151801899
ACH-000662,-0.4687379758904955
ACH-000663,-0.3474121627333793
ACH-000665,-0.4494854266614042
ACH-000671,-0.33421373934032045
ACH-000672,-0.32849994005748806
ACH-000673,-0.4546668089587651
ACH-000676,-0.4367589576203829
ACH-000677,-0.27871734063776976
ACH-000681,-0.3890152500390954
ACH-000683,-0.40247927322799903
ACH-000684,-0.3963075537653321
ACH-000688,-0.4926993393976369
ACH-000693,-0.41573366124256267
ACH-000694,-0.4035212499914993
ACH-000695,-0.3217573559123369
ACH-000696,-0.36614590038017786
ACH-000697,-0.6184169638243886
ACH-000699,-0.4585679370439724
ACH-000701,-0.4489736443158905
ACH-000706,-0.4573133126073778
ACH-000711,-0.3334982473066765
ACH-000713,-0.3585814882926385
ACH-000714,-0.25988672883289354
ACH-000718,-0.3720655127164338
ACH-000720,-0.4601435139669146
ACH-000721,-0.37050401717269504
ACH-000724,-0.5039354472752182
ACH-000725,-0.4239631255470123
ACH-000732,-0.22317498626068247
ACH-000734,-0.26931816058394675
ACH-000735,-0.4676737362037957
ACH-000736,-0.17821170063621344
ACH-000738,-0.2773252651340654
ACH-000746,-0.3219537547827321
ACH-000747,-0.3493933991852711
ACH-000748,-0.4335034275771269
ACH-000753,-0.4341250456506975
ACH-000756,-0.4449405180777536
ACH-000757,-0.3198192555467885
ACH-000758,-0.4463251367435847
ACH-000760,-0.3947016769830908
ACH-000762,-0.2529844356022459
ACH-000763,-0.3513732732985735
ACH-000764,-0.2043846376642076
ACH-000765,-0.4175673734165801
ACH-000766,-0.2786269626758036
ACH-000767,-0.4112188588487905
ACH-000768,-0.21596995571866054
ACH-000769,-0.3577627223607666
ACH-000770,-0.33354051253246303
ACH-000771,-0.3748036889301187
ACH-000773,-0.2770912639379949
ACH-000776,-0.5076532837485492
ACH-000777,-0.4893445650515274
ACH-000778,-0.393676684275426
ACH-000781,-0.3537227962536397
ACH-000782,-0.321695750480057
ACH-000783,-0.3950173844758417
ACH-000784,-0.3546469188622283
ACH-000785,-0.4219220276352752
ACH-000787,-0.40062994029458143
ACH-000788,-0.411609103078716
ACH-000791,-0.4294388967318361
ACH-000792,-0.2536202258855567
ACH-000794,-0.3706018520722361
ACH-000796,-0.2419617753008444
ACH-000798,-0.4066897953476795
ACH-000799,-0.41216696854457785
ACH-000800,-0.4612213304733751
ACH-000802,-0.3174845069979669
ACH-000804,-0.2871585924974428
ACH-000805,-0.30524045082039464
ACH-000809,-0.31216558049413234
ACH-000810,-0.32361221867167894
ACH-000811,-0.4453536799630671
ACH-000817,-0.31960697930116105
ACH-000819,-0.3526668888176172
ACH-000820,-0.5696111059404856
ACH-000821,-0.15674576348323366
ACH-000822,-0.2949444353078665
ACH-000823,-0.28716670085613183
ACH-000824,-0.34877794638848353
ACH-000827,-0.32389786303710205
ACH-000829,-0.1849456941822692
ACH-000831,-0.3624821501045888
ACH-000832,-0.3238995948814664
ACH-000833,-0.35066542890105457
ACH-000834,-0.5052752799871616
ACH-000835,-0.26141598308802483
ACH-000836,-0.2984560952055345
ACH-000837,-0.3517474617226947
ACH-000838,-0.33730933327584245
ACH-000839,-0.47759529282891
ACH-000840,-0.4578348863055203
ACH-000841,-0.2872654469904745
ACH-000843,-0.457602229681204
ACH-000846,-0.4092676359461788
ACH-000847,-0.517606088545276
ACH-000848,-0.3449363645655642
ACH-000849,-0.37014733180375536
ACH-000851,-0.5689433141396492
ACH-000855,-0.3919182077584267
ACH-000856,-0.24432215946805905
ACH-000858,-0.4978025799831158
ACH-000859,-0.2457002392192748
ACH-000861,-0.5013946357105485
ACH-000862,-0.3466127312366501
ACH-000865,-0.3599968351162755
ACH-000866,-0.3881410864350865
ACH-000867,-0.3260481745012442
ACH-000869,-0.08907271776456144
ACH-000872,-0.5092422554693378
ACH-000873,-0.4534941182255387
ACH-000876,-0.4093472990152422
ACH-000878,-0.17103129420550153
ACH-000880,-0.40709829778771583
ACH-000881,-0.3423994314647449
ACH-000882,-0.4878766847648338
ACH-000884,-0.3329759653761724
ACH-000885,-0.2783767038457524
ACH-000887,-0.5224005681203044
ACH-000889,-0.3602635217535087
ACH-000896,-0.3667021632803313
ACH-000898,-0.3413014150612614
ACH-000900,-0.4403688685839472
ACH-000901,-0.4386908946569044
ACH-000905,-0.5004366078526862
ACH-000906,-0.32355789438080274
ACH-000907,-0.51688283555552
ACH-000910,-0.4979361303471347
ACH-000911,-0.5820600632644445
ACH-000912,-0.3680540259739027
ACH-000913,-0.34487364685474897
ACH-000915,-0.4552215654444607
ACH-000916,-0.2806840469682803
ACH-000917,-0.20588415780393865
ACH-000920,-0.4221741107099325
ACH-000921,-0.4121613051363973
ACH-000924,-0.39783615858682464
ACH-000926,-0.3812748355086861
ACH-000928,-0.32724352940310564
ACH-000929,-0.4989883152531618
ACH-000932,-0.4202815773256851
ACH-000935,-0.3936004118373874
ACH-000936,-0.5656772762691747
ACH-000937,-0.5062940375936419
ACH-000938,-0.2644337999936288
ACH-000939,-0.3846642069290005
ACH-000941,-0.2103848791662065
ACH-000943,-0.3501621892213033
ACH-000946,-0.4116039449990447
ACH-000947,-0.40463033834832585
ACH-000948,-0.3113589804661677
ACH-000950,-0.2571106267977385
ACH-000953,-0.5316150000534616
ACH-000954,-0.3020351572808047
ACH-000957,-0.3496745924032907
ACH-000958,-0.38478627497991935
ACH-000960,-0.3882886790686152
ACH-000963,-0.3007827239579618
ACH-000968,-0.4338200818894772
ACH-000969,-0.4491724758418988
ACH-000972,-0.4672426668950882
ACH-000973,-0.3206176842534309
ACH-000974,-0.4392090724101057
ACH-000978,0.04490304715150786
ACH-000984,-0.4193931381327618
ACH-000986,-0.3621659684076762
ACH-000988,-0.40233758867665936
ACH-000993,-0.3771313479212499
ACH-000994,-0.36917566983732
ACH-000996,-0.5932631591060227
ACH-001001,-0.3377010231027277
ACH-001020,-0.5413820256457005
ACH-001028,-0.3058096264531556
ACH-001031,-0.4161505933569313
ACH-001038,-0.3417931450833601
ACH-001048,-0.325670193428535
ACH-001050,-0.41425797122191993
ACH-001053,-0.5739269150529946
ACH-001054,-0.44794930676586825
ACH-001061,-0.3142588010118896
ACH-001067,-0.5362735525914393
ACH-001075,-0.4792492939559802
ACH-001096,-0.5210924678888593
ACH-001111,-0.36196540235009694
ACH-001119,-0.4132104500491357
ACH-001128,-0.4761209304995718
ACH-001134,-0.3923914369268738
ACH-001151,-0.347418056656693
ACH-001163,-0.4949492007299943
ACH-001164,-0.7390165274867446
ACH-001183,-0.3771890694960331
ACH-001192,-0.4381165551032867
ACH-001193,-0.6078771454521597
ACH-001196,-0.5969960246666237
ACH-001197,-0.35801417157028137
ACH-001205,-0.5173547387725367
ACH-001211,-0.4334989606239149
ACH-001212,-0.34531501796291875
ACH-001228,-0.3820154931294774
ACH-001232,-0.5229906657350959
ACH-001239,-0.41160883053898617
ACH-001270,-0.32570823456361425
ACH-001274,-0.3676360278455598
ACH-001275,-0.5031616032582136
ACH-001277,-0.4335805200790534
ACH-001278,-0.4415332613078141
ACH-001280,-0.3545794343152248
ACH-001283,-0.31283372233010304
ACH-001289,-0.4677014287546579
ACH-001300,-0.4144788449092353
ACH-001301,-0.3572351438894668
ACH-001302,-0.3007487168038103
ACH-001306,-0.4710543311414974
ACH-001318,-0.3934472730477207
ACH-001322,-0.3357780774277947
ACH-001328,-0.4472699526042882
ACH-001332,-0.3871483338918224
ACH-001336,-0.3613427545916327
ACH-001346,-0.3603905156130653
ACH-001353,-0.3628999848267504
ACH-001354,-0.6841799374642084
ACH-001367,-0.3665518725499376
ACH-001368,-0.3295033074806217
ACH-001374,-0.5314791180559991
ACH-001377,-0.4308305189245172
ACH-001380,-0.3841102249045357
ACH-001391,-0.19081221629986425
ACH-001408,-0.5212456111389314
ACH-001430,-0.3895146749645878
ACH-001431,-0.43370788625598417
ACH-001450,-0.2586150101194637
ACH-001496,-0.2987703324658904
ACH-001500,-0.3540917784580068
ACH-001523,-0.31475944382715937
ACH-001532,-0.33773906819301364
ACH-001550,-0.4506966550563112
ACH-001552,-0.44856512075337024
ACH-001554,-0.4188771767952015
ACH-001654,-0.3799313263468346
ACH-001735,-0.2981100973288163
ACH-001736,-0.3569136215085795
ACH-001737,-0.13503681551293314
ACH-001740,-0.5643539116534635
ACH-001745,-0.4867023288069337
ACH-001765,-0.4299614359193905
