,CPZ (8532)
ACH-000004,-0.05253484345174539
ACH-000005,-0.24602251972752884
ACH-000007,-0.18908801650523732
ACH-000009,-0.06923534730456866
ACH-000011,-0.11596736717408508
ACH-000012,-0.16022079510944087
ACH-000013,-0.004212089443368999
ACH-000014,0.057828169999600776
ACH-000015,-0.06748238089121987
ACH-000017,-0.03370796298315591
ACH-000018,-0.047388743296779896
ACH-000019,-0.02610139867145829
ACH-000021,-0.07198704504369656
ACH-000022,-0.18892176638698133
ACH-000025,0.0056024323901074325
ACH-000028,0.11334830665245348
ACH-000030,-0.06986988920241402
ACH-000035,0.022840378125828103
ACH-000036,-0.1117754748829901
ACH-000037,-0.20132609270999466
ACH-000039,-0.06829000578221618
ACH-000040,-0.1497122640998681
ACH-000041,-0.044480305290354384
ACH-000042,-0.12485970005738235
ACH-000045,0.07609761004336821
ACH-000047,-0.23664822171199346
ACH-000052,-0.12781639356722824
ACH-000053,-0.18003009509042014
ACH-000054,-0.02985939051063776
ACH-000055,0.020738055518625547
ACH-000060,-0.1456301335770553
ACH-000067,-0.10396082877219336
ACH-000070,0.11538486361689015
ACH-000075,-0.09692062791990322
ACH-000078,-0.1252287507070139
ACH-000082,-0.029375334395413788
ACH-000085,-0.15109436939051776
ACH-000086,-0.14484487596162818
ACH-000087,-0.06676786833268859
ACH-000092,-0.1401253435624921
ACH-000095,-0.09757040566378923
ACH-000097,-0.06305116828182301
ACH-000098,0.04232383693850884
ACH-000099,-0.13410656312782862
ACH-000108,-0.21283009710111309
ACH-000113,-0.015504249950422138
ACH-000116,-0.1397501843870914
ACH-000118,-0.13198095520769615
ACH-000120,-0.06927190174778904
ACH-000123,-0.036135346756591066
ACH-000127,-0.07507387299076461
ACH-000128,0.04958545146961756
ACH-000132,0.01974125279176095
ACH-000133,-0.1093498111180931
ACH-000137,0.021480484650006484
ACH-000138,-0.04689413645908461
ACH-000142,-0.28205593768837084
ACH-000143,0.005639453502603269
ACH-000146,-0.08845806019574934
ACH-000148,-0.08173800141140515
ACH-000150,-0.1475574949342102
ACH-000152,-0.1204231775963171
ACH-000153,-0.20919540253027996
ACH-000159,-0.1388475104110077
ACH-000160,-0.02862028188198432
ACH-000163,0.004090895919350532
ACH-000167,-0.2854427845052783
ACH-000168,-0.16430565750872395
ACH-000169,0.022875844754051425
ACH-000178,-0.1681730342976196
ACH-000183,-0.05470185791291025
ACH-000188,-0.17552415953276326
ACH-000189,0.16044620122358694
ACH-000190,-0.06250402829069399
ACH-000198,-0.05745671790519949
ACH-000203,0.20766090532295647
ACH-000204,-0.04056842981822295
ACH-000206,-0.09987829491140772
ACH-000207,0.038224046841960346
ACH-000208,-0.147729452213609
ACH-000210,-0.3492637626753516
ACH-000211,-0.12968973177390433
ACH-000215,-0.10807630114181484
ACH-000221,-0.042927165862012534
ACH-000222,-0.20726559327251745
ACH-000223,-0.1989815215523911
ACH-000226,-0.20707259750142565
ACH-000227,-0.02084635818656117
ACH-000228,0.05449263444726976
ACH-000231,-0.11872327369491507
ACH-000232,0.014502792533046994
ACH-000233,-0.005144964271910045
ACH-000234,0.05891519238104637
ACH-000235,-0.045117089527433665
ACH-000237,-0.17914221030073113
ACH-000238,-0.052966721781751575
ACH-000242,-0.1610873073253776
ACH-000243,-0.13162172504994468
ACH-000244,-0.19963911534452888
ACH-000246,-0.07937654140882583
ACH-000248,-0.11084087743006264
ACH-000250,-0.09820819912760426
ACH-000251,-0.052461145013086685
ACH-000252,-0.3538625849071679
ACH-000253,-0.012849202029874038
ACH-000255,0.009792460752776904
ACH-000256,-0.09237025358605504
ACH-000257,0.012918095368930682
ACH-000258,-0.0014425595340915285
ACH-000259,-0.0367942180100912
ACH-000260,-0.13898073955419982
ACH-000261,-0.1001570723270729
ACH-000262,0.04459906002424898
ACH-000263,-0.24943280649502905
ACH-000264,-0.13874488644330488
ACH-000265,0.1343641179237035
ACH-000266,-0.09411654778708152
ACH-000272,-0.01729996180613908
ACH-000274,-0.05969913555331013
ACH-000277,0.010907983050636245
ACH-000278,-0.09564516052845116
ACH-000279,-0.07232731075712748
ACH-000280,-0.10103056902563773
ACH-000281,-0.1899946808079848
ACH-000288,-0.051334017929034186
ACH-000291,-0.0875759818572982
ACH-000293,0.07287654149646985
ACH-000294,0.10086046651308234
ACH-000295,0.034569840377901284
ACH-000296,0.043136128305309086
ACH-000302,-0.15828466811665756
ACH-000304,0.0039015735172291508
ACH-000307,-0.07353354342690571
ACH-000308,-0.1928604929534337
ACH-000310,-0.2829325804221076
ACH-000311,-0.048818852195733786
ACH-000312,-0.1845510045512701
ACH-000315,-0.21113599846651634
ACH-000316,-0.017367910431776382
ACH-000317,0.13072323680938588
ACH-000318,0.014762338956708787
ACH-000319,-0.22680813719528284
ACH-000320,-0.05382061157452424
ACH-000322,-0.2431608451026085
ACH-000323,-0.1864247063092049
ACH-000324,-0.07202726778433938
ACH-000329,-0.17863006869737902
ACH-000330,-0.0723032126307902
ACH-000331,0.019243567803068483
ACH-000332,-0.0981784654325364
ACH-000334,-0.10542135085881506
ACH-000335,-0.21709945905409544
ACH-000336,0.1764011048104554
ACH-000337,0.00832222428215623
ACH-000338,-0.6078093589384856
ACH-000339,-0.05102510125275122
ACH-000341,-0.09480315038837643
ACH-000348,-0.15854112927441394
ACH-000350,-0.12371474398195838
ACH-000352,-0.06315248380119667
ACH-000356,-0.14117164435791058
ACH-000361,-0.08993960360220551
ACH-000362,-0.08596329955126619
ACH-000363,0.013872560891372105
ACH-000364,-0.08107584278387517
ACH-000365,0.018929319086787137
ACH-000366,-0.049560432580295535
ACH-000368,-0.3761764614322121
ACH-000374,-0.044645875598989714
ACH-000375,-0.18504340354177745
ACH-000376,-0.13376194603550282
ACH-000381,-0.026600155310694443
ACH-000383,-0.11736033543289645
ACH-000387,0.03728220557376434
ACH-000389,-0.14163534818462345
ACH-000390,-0.07586245301667045
ACH-000393,0.04171523787129852
ACH-000395,0.006994545379368445
ACH-000396,-0.12110455284852865
ACH-000397,-0.17992816749486512
ACH-000401,-0.26242227360454784
ACH-000402,-0.14613722744193358
ACH-000403,-0.05740362079545931
