,MECOM (2122)
ACH-000004,0.16302892053901288
ACH-000005,0.07346469050703003
ACH-000007,-0.09621460214968304
ACH-000009,0.02652317277083433
ACH-000011,0.17400845582681349
ACH-000012,0.06961247204502702
ACH-000013,0.010718556545667713
ACH-000014,0.07364412164038397
ACH-000015,0.1105822097384401
ACH-000017,0.11471052783918878
ACH-000018,-0.07427661267032856
ACH-000019,0.12801525681160308
ACH-000021,0.1861718536099984
ACH-000022,-0.030797614895729013
ACH-000025,-0.0164188229579074
ACH-000028,0.0891118086681803
ACH-000030,0.020455509164791646
ACH-000035,0.0734185821431142
ACH-000036,-0.10843086464231473
ACH-000037,0.24515313742056485
ACH-000039,0.11938806181938665
ACH-000040,-0.06877561855301781
ACH-000041,0.1962606252682728
ACH-000042,0.0824767607428635
ACH-000045,0.08990007240712798
ACH-000047,0.20074483992463693
ACH-000052,-0.04897060385251679
ACH-000053,0.12636931243823354
ACH-000054,-0.032211903087439236
ACH-000055,-0.0020092302596373974
ACH-000060,-0.06196231628624835
ACH-000067,-0.12315466256826264
ACH-000070,0.008023068458087399
ACH-000075,0.2472266746743481
ACH-000078,0.15128223968095927
ACH-000082,0.14092573382993862
ACH-000085,-0.14499859448361072
ACH-000086,0.2365307219524123
ACH-000087,0.05982832865459125
ACH-000092,0.0776293818091108
ACH-000095,0.1300998652277228
ACH-000097,0.23394559917606034
ACH-000098,0.06712829078307228
ACH-000099,0.17942992322391646
ACH-000108,-0.09319608902241612
ACH-000113,0.19609984268077565
ACH-000116,-0.5979354279101361
ACH-000118,0.099800025353553
ACH-000120,0.0283766174810096
ACH-000123,0.16380029362793366
ACH-000127,0.2252724508089917
ACH-000128,0.10408688303613567
ACH-000132,-0.24385051316953105
ACH-000133,0.23020761002603146
ACH-000137,0.24603196574661385
ACH-000138,-0.3084765714183052
ACH-000142,0.1153953315479722
ACH-000143,0.09022497949523164
ACH-000146,0.13621314353987418
ACH-000148,0.14504034080277226
ACH-000150,0.3332770632927365
ACH-000152,0.2746200051238293
ACH-000153,-0.04168447023794141
ACH-000159,0.09826312839121787
ACH-000160,0.3293522992263204
ACH-000163,0.04389309825519537
ACH-000167,0.5451265092243838
ACH-000168,0.1252164075222055
ACH-000169,0.15713249304541954
ACH-000178,-0.05557301795413935
ACH-000183,-0.028581857361684133
ACH-000188,0.06879292401223898
ACH-000189,0.2621958152406232
ACH-000190,0.25608596620453833
ACH-000198,0.11622322389643865
ACH-000203,-0.13766635378395614
ACH-000204,0.08742071981381186
ACH-000206,0.20500169262044726
ACH-000207,-0.06004635478498752
ACH-000208,0.07055124534753528
ACH-000210,0.25874643672648817
ACH-000211,-0.04044193409894671
ACH-000215,0.09110117750885692
ACH-000221,0.15476341473114547
ACH-000222,-0.007219503982488655
ACH-000223,0.20330413086187965
ACH-000226,0.035421897502699966
ACH-000227,0.18850470841094424
ACH-000228,0.1589486770618743
ACH-000231,0.15329506847841018
ACH-000232,0.14977993471105586
ACH-000233,0.17661099483026305
ACH-000234,0.06232463379817078
ACH-000235,-0.0401562053494957
ACH-000237,-0.04059790016676909
ACH-000238,0.2561536686730956
ACH-000242,-0.02564432403649153
ACH-000243,0.1559577038249697
ACH-000244,0.006910616359305439
ACH-000246,0.195012827288812
ACH-000248,0.06790945293883631
ACH-000250,0.16989919028162145
ACH-000251,0.09324644754103943
ACH-000252,0.4376261576131152
ACH-000253,0.22070508279691847
ACH-000255,0.12830611208498388
ACH-000256,-0.4033079480255853
ACH-000257,-0.004913411986135432
ACH-000258,0.02663249265005455
ACH-000259,0.3453845292461951
ACH-000260,0.11869629852809173
ACH-000261,0.121402262017496
ACH-000262,0.28579988658504224
ACH-000263,0.08815307516931523
ACH-000264,0.07069910321647628
ACH-000265,0.08716353560268067
ACH-000266,0.1595412115840685
ACH-000272,0.05846592244619232
ACH-000274,0.07708900057979189
ACH-000277,0.24885852207551665
ACH-000278,0.0315049295396815
ACH-000279,0.11160379471994693
ACH-000280,0.032472676707308426
ACH-000281,-0.013667764009375293
ACH-000288,0.1013493043862113
ACH-000291,-0.06578508710262748
ACH-000293,0.07338684879026032
ACH-000294,0.1793548081458319
ACH-000295,0.13118308322823227
ACH-000296,-0.06467453255169903
ACH-000302,0.16837532303176955
ACH-000304,0.15260434254448432
ACH-000307,-0.04272654246596984
ACH-000308,-0.01696620777785478
ACH-000310,0.24559508119243176
ACH-000311,0.08146006963569155
ACH-000312,0.2325307360041872
ACH-000315,0.1341408103001416
ACH-000316,0.08883433137403411
ACH-000317,0.23341963642234795
ACH-000318,0.1247760796398688
ACH-000319,0.12749672585919414
ACH-000320,0.24117511946138664
ACH-000322,0.1848176319128018
ACH-000323,0.1144058787403572
ACH-000324,0.15561187875662785
ACH-000329,0.06569432808619735
ACH-000330,0.2263416132666984
ACH-000331,0.06289919802098519
ACH-000332,0.1276859107910133
ACH-000334,0.32909066620076405
ACH-000335,-0.2527306504723537
ACH-000336,0.16849910784028754
ACH-000337,0.09407622294182412
ACH-000338,0.5684664004757546
