,HBZ (3050)
ACH-000004,0.05751601937755355
ACH-000005,0.14389566813868085
ACH-000007,0.20311398125564006
ACH-000009,0.2708536755541057
ACH-000011,0.09036438540967803
ACH-000012,0.15232375122802935
ACH-000013,0.14596133725119306
ACH-000014,0.14801069712735887
ACH-000015,0.057192650382463524
ACH-000017,-0.08043713980050661
ACH-000018,-0.13319141277941854
ACH-000019,0.16283949158595476
ACH-000021,0.050887535335689835
ACH-000022,0.1130152570125932
ACH-000025,0.07869996505892353
ACH-000028,0.11733390551087625
ACH-000030,0.1112261021969557
ACH-000035,0.20897127621740205
ACH-000036,-0.034375935735030706
ACH-000037,0.013612972383483638
ACH-000039,-0.039124612769680205
ACH-000040,0.008970270532853613
ACH-000041,0.2284681621779284
ACH-000042,0.08495772951506166
ACH-000045,-0.004643176518076649
ACH-000047,0.04225107321585112
ACH-000052,-0.055458187824818775
ACH-000053,0.13214975619774175
ACH-000054,0.09281712497886396
ACH-000055,0.10094938636322302
ACH-000060,0.00639034200908273
ACH-000067,0.12694704819488076
ACH-000070,-0.01817460368663674
ACH-000075,0.13410305374314832
ACH-000078,0.09074129179615953
ACH-000082,0.01827175885521923
ACH-000085,0.1390645825125939
ACH-000086,0.17374781619915788
ACH-000087,0.031377493709398616
ACH-000092,0.03387207426909339
ACH-000095,0.18924661998559908
ACH-000097,0.1251234746263911
ACH-000098,-0.05763609863499875
ACH-000099,-0.038157498707521706
ACH-000108,0.029912817731163676
ACH-000113,0.017272441590916482
ACH-000116,-0.06604261555756984
ACH-000118,0.1320576444818195
ACH-000120,0.13052316575112924
ACH-000123,0.13191912390582985
ACH-000127,-0.1094456431161866
ACH-000128,0.061786489936677076
ACH-000132,0.046014231595726235
ACH-000133,-0.10957344535382266
ACH-000137,0.028236254967916468
ACH-000138,0.008053666616332503
ACH-000142,-0.049798416481940916
ACH-000143,0.0316176402951991
ACH-000146,0.1279456653501895
ACH-000148,0.05645789686460775
ACH-000150,-0.12249524790795882
ACH-000152,0.1051386824030525
ACH-000153,0.03445576540494323
ACH-000159,0.0650929365135283
ACH-000160,0.12414197385651328
ACH-000163,0.11784155959799746
ACH-000167,-0.10254817268633737
ACH-000168,-0.10870929513800108
ACH-000169,0.10958472664671637
ACH-000178,0.010618552836117906
ACH-000183,0.1904170509895768
ACH-000188,0.22080697084809384
ACH-000189,0.13255385003669745
ACH-000190,0.2003547011623285
ACH-000198,0.07231117402601342
ACH-000203,-0.08295319172245838
ACH-000204,0.12870894805051666
ACH-000206,-0.16416243819308887
ACH-000207,0.06628885291694754
ACH-000208,0.166318819486264
ACH-000210,0.1789784427303273
ACH-000211,-0.04065129304446051
ACH-000215,-0.002790316212665416
ACH-000221,0.13261582026980406
ACH-000222,-0.01779513738732071
ACH-000223,0.14711360809524685
ACH-000226,0.2286465399310775
ACH-000227,0.1273983026841826
ACH-000228,0.14286320436846256
ACH-000231,-0.037938480943117386
ACH-000232,0.10960791007524844
ACH-000233,0.11962432569287687
ACH-000234,0.09862308122133367
