,AMY1A (276)
ACH-000004,0.049383593443956125
ACH-000005,0.0946825413362619
ACH-000007,0.14794258072256755
ACH-000009,0.1437884004245133
ACH-000011,0.11884892609078053
ACH-000012,0.05496917539268535
ACH-000013,0.1455502333830943
ACH-000014,0.1627360235257139
ACH-000015,0.09948909958098268
ACH-000017,0.22289180459952415
ACH-000018,0.05733385400298436
ACH-000019,0.18514940265954385
ACH-000021,0.032599520377912215
ACH-000022,0.12923573046729595
ACH-000025,0.04915529745724655
ACH-000028,0.1593282687294505
ACH-000030,0.04065163688845909
ACH-000035,-0.036233201218418866
ACH-000036,0.0873288509198717
ACH-000037,0.16812946861379946
ACH-000039,0.18362932135140805
ACH-000040,-0.026786581930765444
ACH-000041,0.10711370446843864
ACH-000042,0.11023155547980434
ACH-000045,0.0685940016244815
ACH-000047,0.13832748118809832
ACH-000052,0.10407130341830766
ACH-000053,0.08676675512863571
ACH-000054,0.1748692650057359
ACH-000055,0.2293342745672393
ACH-000060,0.08229841523000314
ACH-000067,0.0691952748949367
ACH-000070,-0.03859825260431237
ACH-000075,0.1245220123919402
ACH-000078,0.02109266752145157
ACH-000082,0.041053963426225575
ACH-000085,0.06509350683585488
ACH-000086,0.0878762473357531
ACH-000087,-0.005143653811015786
ACH-000092,0.01780834708033801
ACH-000095,0.1446317923202131
ACH-000097,0.1749606025217924
ACH-000098,0.03136625750342411
ACH-000099,0.18413704653795446
ACH-000108,0.09180569996284003
ACH-000113,0.17127849858772012
ACH-000116,0.05532665206366498
ACH-000118,0.1766488715887554
ACH-000120,0.2819472819742859
ACH-000123,0.11596866942268005
ACH-000127,0.17693874883489394
ACH-000128,0.033278000661977634
ACH-000132,0.19716049338519612
ACH-000133,0.14534645502944488
ACH-000137,-0.06080226980173816
ACH-000138,0.09091710205995557
ACH-000142,0.006035007355212287
ACH-000143,0.09951843044182226
ACH-000146,-0.02600500370097977
ACH-000148,0.15353923684648832
ACH-000150,0.1702563395252188
ACH-000152,0.18641109064800132
ACH-000153,0.14222027149127398
ACH-000159,-0.0396300067995249
ACH-000160,0.08194564913487237
ACH-000163,0.1664858651247524
ACH-000167,-0.22507276870189494
ACH-000168,0.07205427003739052
ACH-000169,0.011242098717141413
ACH-000178,0.17824716780333896
ACH-000183,0.12458658993070433
ACH-000188,0.046288953130986715
ACH-000189,0.13697152882433958
ACH-000190,0.20152870345048016
ACH-000198,0.09453029365435177
