,HSD17B13 (345275)
ACH-000004,0.052349418488279294
ACH-000005,0.207950356393988
ACH-000007,0.1392134728122568
ACH-000009,0.15765156485320214
ACH-000011,0.10271548256196188
ACH-000012,0.152451310247129
ACH-000013,0.16838135100867638
ACH-000014,0.14611227220470718
ACH-000015,0.04178864029649215
ACH-000017,0.14144933218327008
ACH-000018,0.20400771085377908
ACH-000019,0.10345874581403418
ACH-000021,0.06843948407416768
ACH-000022,0.1244195687838945
ACH-000025,0.0442014801037052
ACH-000028,0.19220154321269964
ACH-000030,0.05873102942742955
ACH-000035,0.088304815098639
ACH-000036,0.11016409812421864
ACH-000037,0.09150196459259444
ACH-000039,-0.05043741931240719
ACH-000040,0.0019788257461310715
ACH-000041,-0.030113638568217006
ACH-000042,0.2105282020395512
ACH-000045,0.1304081914742183
ACH-000047,0.0756342543160709
ACH-000052,0.12203354018402138
ACH-000053,0.08007364832585359
ACH-000054,0.13754539046817954
ACH-000055,-0.059817169325029375
ACH-000060,0.045544728389969806
ACH-000067,-0.024369270191591217
ACH-000070,0.2608793953878076
ACH-000075,0.06645956172896769
ACH-000078,0.13482102855752548
ACH-000082,-0.00045206249331209726
ACH-000085,0.19654446185107255
ACH-000086,0.10448307545354144
ACH-000087,0.10921506379846307
ACH-000092,0.0955795290096076
ACH-000095,0.2042796823994254
ACH-000097,0.005157611305382928
ACH-000098,0.1231558788032597
ACH-000099,0.13781062547411446
ACH-000108,0.11756082928000318
ACH-000113,0.07456349885806292
ACH-000116,0.07221309304015165
ACH-000118,0.0925598543855465
ACH-000120,0.09033343258043212
ACH-000123,0.17116411686669628
ACH-000127,0.05572818370482112
ACH-000128,0.10045479327388873
ACH-000132,0.11932144944819607
ACH-000133,0.09763735235075237
ACH-000137,0.18001014884747465
ACH-000138,0.14181288627263922
ACH-000142,0.08149029944647372
ACH-000143,0.2343246953974497
ACH-000146,0.09210736587360367
ACH-000148,0.0495366579134782
ACH-000150,-0.011125138841848434
ACH-000152,0.027406572463884955
ACH-000153,0.22356527557893505
ACH-000159,0.1583599951461509
ACH-000160,-0.03179521394585478
ACH-000163,0.16287930570430692
ACH-000167,-0.29402055070651695
ACH-000168,0.16214779056375167
ACH-000169,0.0016137821553689408
ACH-000178,0.14035787874654412
ACH-000183,0.10222439056628732
ACH-000188,0.18418924405435488
ACH-000189,0.08028074388358616
ACH-000190,-0.03623677250912225
ACH-000198,0.21007655456866467
ACH-000203,0.4627963085655773
ACH-000204,0.06071126323737869
ACH-000206,0.002797699375939901
ACH-000207,0.10647021230370278
ACH-000208,-0.269821452210599
ACH-000210,0.18683076510862512
ACH-000211,0.0020662737312326603
ACH-000215,0.12227109774385675
ACH-000221,-0.1154297938067351
ACH-000222,-0.008342725085127274
ACH-000223,0.03907062448901501
ACH-000226,-0.0030846981617046678
ACH-000227,-0.006553876011924711
ACH-000228,-0.05851446696276556
ACH-000231,0.1030429228514384
ACH-000232,0.0688170379942176
ACH-000233,0.17123313246788574
ACH-000234,0.021037785142513
ACH-000235,0.1806808324614792
ACH-000237,0.0013483949279984864
ACH-000238,0.05941334001912161
ACH-000242,-0.2615909633390097
ACH-000243,0.06299801089551912
ACH-000244,-0.2228002978586599
ACH-000246,0.14029776822708387
ACH-000248,0.14274698721893972
ACH-000250,0.04579810225334422
ACH-000251,0.02058485079477491
ACH-000252,-0.029796296737267983
ACH-000253,0.08812939371277352
ACH-000255,0.14398899987116182
ACH-000256,0.2326332154410387
ACH-000257,0.06258568478570012
ACH-000258,0.2516812830120068
ACH-000259,0.11995788023235887
ACH-000260,0.1070204725290615
ACH-000261,0.06533129666142824
ACH-000262,-0.00604066820464877
ACH-000263,0.18219422485115136
ACH-000264,0.07914455854141088
ACH-000265,0.09879335974755056
ACH-000266,0.11325401321364575
ACH-000272,0.14547849089552958
ACH-000274,0.135185421837487
ACH-000277,-0.010102708557237841
ACH-000278,-0.024003284154247358
ACH-000279,0.024556134878007882
ACH-000280,-0.025597987230959685
ACH-000281,0.16381221336210294
ACH-000288,0.11348174185380265
ACH-000291,0.11390796857712066
ACH-000293,0.01098243225442382
ACH-000294,0.19446331699561648
ACH-000295,0.22550451259618465
ACH-000296,0.07652454968546951
ACH-000302,0.012148968370377643
ACH-000304,0.2445523982122751
ACH-000307,0.0797761583619227
ACH-000308,0.08184503172702537
ACH-000310,0.1041672191008218
ACH-000311,0.14260123499767788
ACH-000312,0.21741430874134596
ACH-000315,0.050539419651833166
ACH-000316,0.02385508908838926
ACH-000317,-0.022570335123016115
ACH-000318,-0.010277812761163834
ACH-000319,0.15543858529550916
ACH-000320,0.01740865918658972
ACH-000322,0.10896596932362013
ACH-000323,0.2010138295462752
ACH-000324,0.13353436435122368
ACH-000329,0.06472047276326003
ACH-000330,0.035097175778486665
ACH-000331,0.22346289747444248
