,VIL1 (7429)
ACH-000004,-0.060225236283292925
ACH-000005,-0.20567280442735894
ACH-000007,0.09254800137120643
ACH-000009,-0.23083612629005335
ACH-000011,-0.042091157904316
ACH-000012,-0.03923107534462817
ACH-000013,-0.03819384130450233
ACH-000014,-0.1206703798980211
ACH-000015,-0.015576502951162243
ACH-000017,-0.04365384599750873
ACH-000018,0.11518671907659292
ACH-000019,0.018029633864295888
ACH-000021,-0.019580652835444433
ACH-000022,-0.13330012016211826
ACH-000025,0.06437591401691296
ACH-000028,-0.06567256852945827
ACH-000030,-0.008803654841541629
ACH-000035,0.11389831131565055
ACH-000036,-0.08011848570399714
ACH-000037,-0.08385603523549595
ACH-000039,0.1074827453698942
ACH-000040,-0.08701421250289433
ACH-000041,-0.27605096672817026
ACH-000042,-0.04761402277594035
ACH-000045,-0.19223001585786975
ACH-000047,-0.2012415287951909
ACH-000052,-0.03553410573688684
ACH-000053,0.007576744867361347
ACH-000054,-0.000981171078409496
ACH-000055,0.1667297073132082
ACH-000060,0.005316710766990964
ACH-000067,0.04152042961839965
ACH-000070,-0.01287286947276178
ACH-000075,0.09081462189334392
ACH-000078,-0.11857709194542948
ACH-000082,-0.031283306541519715
ACH-000085,-0.025368201102779014
ACH-000086,0.08592926701098297
ACH-000087,-0.14122875052566647
ACH-000092,-0.019552909127974177
ACH-000095,-0.05393167456049408
ACH-000097,-0.116920396431894
ACH-000098,-0.03631134709486286
ACH-000099,0.006619613613032793
ACH-000108,-0.016426328877411037
ACH-000113,-0.03254142909488663
ACH-000116,-0.0297407231294163
ACH-000118,0.004804313470905209
ACH-000120,-0.010037527531861802
ACH-000123,-0.11773402966921485
ACH-000127,-0.016022520823657394
ACH-000128,-0.03258903459916501
ACH-000132,-0.02714953819164955
ACH-000133,-0.1485300680089478
ACH-000137,-0.05334146099023655
ACH-000138,-0.032457378687168886
ACH-000142,-0.11628592876981185
ACH-000143,-0.032865610665061495
ACH-000146,-0.029970348382376118
ACH-000148,0.025990883968646714
ACH-000150,-0.05888365199866441
ACH-000152,-0.07299364083928572
ACH-000153,-0.02521716301932096
ACH-000159,-0.0527564975279523
ACH-000160,0.0680158400924992
ACH-000163,-0.0609254127433033
ACH-000167,-0.10457314084077447
ACH-000168,-0.2471285986775398
ACH-000169,-0.15731961245202244
ACH-000178,-0.059034779482094776
ACH-000183,-0.06615706066978172
ACH-000188,-0.03136127624033444
ACH-000189,-0.01138006349580052
ACH-000190,-0.1936225210308343
ACH-000198,-0.13683118420643134
