,PSTK (118672)
ACH-000261,-0.9220228413764016
ACH-000262,-0.5659840911753914
ACH-000263,-0.4838724001134778
ACH-000264,-0.3649180337565067
ACH-000265,-0.6511470046181015
ACH-000266,-1.0440149829759502
ACH-000272,-0.7735226795678699
ACH-000274,-0.4751632599623289
ACH-000277,-0.2969743751001468
ACH-000278,-0.4891392397195526
ACH-000279,-0.8519817738787061
ACH-000280,-0.4678341322306042
ACH-000281,-1.0002912100459622
ACH-000288,-0.7351919588074808
ACH-000291,-0.5572433271427458
ACH-000293,-0.4791632481397636
ACH-000294,-0.7013590624891852
ACH-000295,-0.3404659180027138
ACH-000296,-0.3002812359913903
ACH-000302,-0.7592349031984916
ACH-000304,-0.4770521932781909
ACH-000307,-0.2896147372688507
ACH-000308,-0.7347195355978993
ACH-000310,-0.2797215653855875
ACH-000311,-0.2964400222557849
ACH-000312,-0.3546533982941512
ACH-000315,-0.7959623741860073
ACH-000316,-0.4005233612078334
ACH-000317,-0.7264249721783388
ACH-000318,-0.30383306371640323
ACH-000319,-0.9009902153969132
ACH-000320,-0.605634321659277
ACH-000322,-0.46795639373166
ACH-000323,-1.106656088882482
ACH-000324,-0.3308300512940468
ACH-000329,-0.627127545097391
ACH-000330,-0.8519975391533461
ACH-000331,-0.6725662624593438
ACH-000332,-0.33225074972713364
ACH-000334,-0.5857561376548697
ACH-000335,-0.6390704098261539
ACH-000336,-0.5995177734887417
ACH-000337,-0.7889690513715791
ACH-000338,-0.5591061723808908
ACH-000339,-0.9461858982328634
ACH-000341,-0.4958381749532982
ACH-000348,-0.8172782607346357
ACH-000350,-0.3174247500393325
ACH-000352,-0.2089377726021517
ACH-000356,-0.2535273790838173
ACH-000361,-0.6664185274773425
ACH-000362,-0.4934609288987693
ACH-000363,-0.8665130283875905
ACH-000364,-0.6886864326881356
ACH-000365,-0.782814453750139
ACH-000366,-0.8757076302603245
ACH-000368,-0.8354943831355257
ACH-000374,-0.5958798978013026
ACH-000375,-0.5978465556869588
ACH-000376,-0.7823762043441829
ACH-000381,-0.23583127069689214
ACH-000383,-0.25229072277404396
ACH-000387,-0.20265772467426665
ACH-000389,-0.6020857117743742
ACH-000390,-0.3252940881760003
ACH-000393,-0.754009030872874
ACH-000395,-0.19767629904274392
ACH-000396,-0.7634783868746045
ACH-000397,-0.7140371279307188
ACH-000401,-0.9071114857841788
ACH-000402,-0.5941610750789742
ACH-000403,-0.2323630600615589
ACH-000404,-0.8776562810216171
ACH-000406,-0.9147199926885048
ACH-000407,-0.6929363479561023
ACH-000408,-0.3277872933253391
ACH-000410,-0.8803888386565506
ACH-000411,-0.4218984245922784
ACH-000414,-0.6216091565513975
ACH-000415,-0.5719184137296615
ACH-000416,-0.9649663694773656
ACH-000420,-0.4477796514474225
ACH-000421,-0.2405459495862381
ACH-000424,-0.5024117094484241
ACH-000425,-0.8798360443039719
ACH-000426,-0.6213327035923629
ACH-000427,-0.3488122837098128
ACH-000433,-0.6477691978497655
ACH-000435,-0.3861215225732571
ACH-000436,-0.7882378065204471
ACH-000444,-0.09285841345251113
ACH-000445,-0.11552015963639793
ACH-000448,-0.23524899316192704
ACH-000450,-0.18751216446937455
ACH-000452,-0.8174932642888703
ACH-000454,-0.3758859003010072
ACH-000458,-0.6907568993659005
ACH-000459,-0.6025795181442168
ACH-000460,-0.8816184738451085
ACH-000461,-0.3072539932950173
ACH-000463,-0.4253917837950728
ACH-000464,-0.9329909937044648
ACH-000466,-0.2777011509609398
ACH-000467,-0.4569931445828668
ACH-000468,-0.38582001591408505
ACH-000469,-0.6509137178337501
ACH-000470,-0.6289659348977295
ACH-000471,-0.14109240606515008
ACH-000472,-0.6313013727935018
ACH-000473,-0.7116405965986518
ACH-000475,-0.2282303341715405
ACH-000476,-0.2694957874046485
ACH-000477,-0.8814251079234935
ACH-000479,-0.014320618654924675
ACH-000480,-0.9099139885892265
ACH-000481,-0.29170443743312
ACH-000483,-0.7588781105566296
ACH-000484,-0.9664735097510804
ACH-000485,-0.2820201171911563
ACH-000486,-0.7202339051596294
ACH-000487,-0.4438989532461759
ACH-000488,-0.37946831389290375
ACH-000490,-0.2770258416650456
ACH-000491,-0.4709310473077234
ACH-000495,-0.7333599304061896
ACH-000496,-0.6457334087687672
ACH-000499,-0.5980370361850059
ACH-000500,-0.5412728593702754
ACH-000502,-0.2962280838184789
ACH-000503,-0.22610875569567665
ACH-000505,-0.9481342401947366
ACH-000507,-0.4405397228061607
ACH-000510,-0.2389838357291452
ACH-000511,-0.8391966186698242
ACH-000512,-0.5276083300957919
ACH-000516,-0.3654603270573906
ACH-000517,-0.8438841480607513
ACH-000518,-0.4422312275540092
ACH-000520,-0.7259457380694126
ACH-000521,-0.8589586904030161
ACH-000522,-0.2418063950990209
ACH-000524,-0.6064174897444327
ACH-000527,-0.7386852816254253
ACH-000528,-0.4496041065554509
ACH-000537,-0.8301020509055499
ACH-000541,-0.4280673012307901
ACH-000542,-0.4632218566700241
ACH-000544,-0.5954751120828424
ACH-000545,-0.3036951357385001
ACH-000547,-0.6984803821817965
ACH-000548,-0.5947572041542669
ACH-000549,-0.5826832304610019
ACH-000550,-0.8718648413046558
ACH-000552,-0.4511018276720259
ACH-000556,-0.6834689169452884
ACH-000557,-0.2238928236550557
ACH-000569,-0.5910487173418089
ACH-000570,-0.30028994213876353
ACH-000571,-0.8991243959800381
ACH-000573,-0.5251196852926213
ACH-000576,-0.7375900725849868
ACH-000579,-0.5581990841768416
ACH-000580,-0.5319106445350614
ACH-000584,-0.8170508786100841
ACH-000585,-0.6978848940030136
ACH-000588,-0.5807891327302788
ACH-000589,-0.3742835389405905
ACH-000591,-0.7927445876556021
ACH-000593,-0.22004847936176355
ACH-000600,-0.6724504243288243
ACH-000601,-0.5692513973933107
ACH-000605,-0.18525009764002945
ACH-000606,-0.6554946711267288
ACH-000608,-0.2595930445479452
ACH-000614,-0.3038163974485297
ACH-000616,-0.5859226988108974
ACH-000618,-0.2311396061449386
ACH-000619,-0.4383373108000272
ACH-000620,-0.5332357128088513
ACH-000621,-0.8686062812423391
ACH-000622,-0.5637375055916737
ACH-000623,-1.0052489379127458
ACH-000624,-0.3820705086022832
ACH-000627,-0.4639813584283983
ACH-000630,-0.5743995975969687
ACH-000631,-0.6635710103090061
ACH-000632,-0.3992922983896291
ACH-000633,-0.6110476194741259
ACH-000637,-0.3360063747509896
ACH-000638,-0.8085296967420309
ACH-000646,-0.5956419781300174
ACH-000647,-0.3737487371804804
ACH-000648,-0.5492772463201052
ACH-000649,-0.7420429258334066
ACH-000651,-0.37852781600690105
ACH-000652,-0.21368658462095647
ACH-000653,-0.4658260406608538
ACH-000657,-0.5291586295211859
ACH-000658,-0.23641925655844145
ACH-000661,-0.8001129777106532
ACH-000662,-0.33600256454482125
ACH-000663,-0.6567050377538768
ACH-000665,-0.3456980295309716
ACH-000671,-0.18648645378587747
ACH-000672,-0.5727610910388689
ACH-000673,-0.7145483445060015
ACH-000676,-0.7876112030424083
ACH-000677,-0.2939193152073336
ACH-000681,-0.6293374394006239
ACH-000683,-0.3314200029120546
ACH-000684,-0.7786212522755763
ACH-000688,-1.324495315444209
ACH-000693,-0.6661136097513993
ACH-000694,-0.6425327904446799
ACH-000695,-0.3618986404359424
ACH-000696,-0.6173788236889747
ACH-000697,-0.3138495845735934
ACH-000699,-0.8632712323797551
ACH-000701,-0.6296463192860985
ACH-000706,-0.6629648436034086
ACH-000711,-0.33843657876807104
ACH-000713,-0.5450462473596824
ACH-000714,-0.4608186845018332
ACH-000718,-0.7632749681303623
ACH-000720,-0.6851207509602534
ACH-000721,-0.25071278799456
ACH-000724,-0.4690978115947004
ACH-000725,-0.17575769218999587
ACH-000732,-0.5644935706653061
ACH-000734,-0.7139080539853321
ACH-000735,-0.3889666212162633
ACH-000736,-0.5558927348988519
ACH-000738,-0.6472541435229112
ACH-000746,-0.2881876875222765
ACH-000747,-0.7593727949399577
ACH-000748,-1.034792685650907
ACH-000753,-0.6265960997184514
ACH-000756,-0.751101716502136
ACH-000757,-0.4228095332410333
ACH-000758,-0.35568309467037906
ACH-000760,-0.2618742220826989
ACH-000762,-0.3378382729531973
ACH-000763,-0.3806532506892428
ACH-000764,-0.6857149722228044
ACH-000765,-0.8278071413234468
ACH-000766,-0.7482919874721446
ACH-000767,-1.1838721216283548
ACH-000768,-0.8128454117228598
ACH-000769,-0.4209900960760492
ACH-000770,-0.6958529213860294
ACH-000771,-0.7856274159635466
ACH-000773,-0.6704418031533961
ACH-000776,-0.8141884701288967
ACH-000777,-0.7063574643474643
ACH-000778,-0.2236500555803977
ACH-000781,-0.3072477752813096
ACH-000782,-0.7927178723891989
ACH-000783,-0.9120016588360984
ACH-000784,-0.2261255265978485
ACH-000785,-0.29728162858196344
ACH-000787,-0.7178520326277275
ACH-000788,-0.4672785530622921
ACH-000791,-0.6697407140196019
ACH-000792,-0.2922704241241198
ACH-000794,-0.7129287500938749
ACH-000796,-0.3212106273135859
ACH-000798,-0.4165754335552413
ACH-000799,-0.921297970464786
ACH-000800,-1.1244713696775417
ACH-000802,-0.3057103418342365
ACH-000804,-0.7639444977248157
ACH-000805,-0.7536754388236432
ACH-000809,-0.3286190611735971
ACH-000810,-0.3289634373792903
ACH-000811,-0.6333499370801746
ACH-000817,-0.7202806228198815
ACH-000819,-0.2728386490100267
ACH-000820,-0.3818764487356254
ACH-000821,-1.1544950839116028
ACH-000822,-0.7844581078116687
ACH-000823,-0.4517685525122805
ACH-000824,-0.1952026959092548
ACH-000827,-0.6259641839766875
ACH-000829,-0.7172695478507255
ACH-000831,-0.3661919588637635
ACH-000832,-0.5715244940636683
ACH-000833,-0.7057877163435322
ACH-000834,-0.09734472275936856
ACH-000835,-0.7847835987724909
ACH-000836,-0.15702453673809996
ACH-000837,-0.5645101227386803
ACH-000838,-0.3902535463322064
ACH-000839,-0.6188243772971916
ACH-000840,-0.4412388009773873
ACH-000841,-0.6972987739832
ACH-000843,-0.5039497308386771
ACH-000846,-0.2621156701828886
ACH-000847,-0.5800369254074029
ACH-000848,-0.2467263126673853
ACH-000849,-0.7169431910983921
ACH-000851,-0.6264458120048203
ACH-000855,-0.41612084617296397
ACH-000856,-0.8181238157116637
ACH-000858,-0.26823221518032875
ACH-000859,-0.7426764775219651
ACH-000861,-0.5531479900861862
ACH-000862,-1.3078157371855712
ACH-000865,-0.2955344245535305
ACH-000866,-0.6308426360065887
ACH-000867,-0.4383311003457493
ACH-000869,-0.3279290700427284
ACH-000872,-0.722532368241397
ACH-000873,-0.6002611009848777
ACH-000876,-0.4586130929252987
ACH-000878,-0.7554144910869601
ACH-000880,-0.3693780639479327
ACH-000881,-0.5974653879125666
ACH-000882,-0.3923839874244602
ACH-000884,-0.473280410852906
ACH-000885,-0.5106196386985854
ACH-000887,-0.3404164155160279
ACH-000889,-0.4420899820271816
ACH-000896,-0.2217335950913194
ACH-000898,-0.2971147390417865
ACH-000900,-0.8328318497074144
ACH-000901,-1.0230483650112108
ACH-000905,-0.872542460441257
ACH-000906,-0.7641449230568582
ACH-000907,-0.8408018026858701
ACH-000910,-0.6465828510031701
ACH-000911,-0.3816990943748286
ACH-000912,-0.5428907975784371
ACH-000913,-0.7044608534793624
ACH-000915,-0.3584166074054617
ACH-000916,-0.9133954340153266
ACH-000917,-0.2947058856091789
ACH-000920,-0.9159121770173024
ACH-000921,-0.7990424971869751
ACH-000924,-0.405768106717214
ACH-000926,-0.3710417969429808
ACH-000928,-0.8244338638452688
ACH-000929,-0.19927705237391574
ACH-000932,-0.4065295062917724
ACH-000935,-0.5105534420835671
ACH-000936,-0.889772913371897
ACH-000937,-0.8007320971807782
ACH-000938,-0.6046822910998486
ACH-000939,-0.7205296137429519
ACH-000941,-0.34904900839886704
ACH-000943,-0.2738907565058408
ACH-000946,-0.3594162823323769
ACH-000947,-0.587779741459933
ACH-000948,-0.5747754546442839
ACH-000950,-0.8436198377523446
ACH-000953,-0.6156426850427398
ACH-000954,-0.4738066596419199
ACH-000957,-0.3730660531948939
ACH-000958,-0.4638615828505661
ACH-000960,-0.6829336329258304
ACH-000963,-0.3470658324877155
ACH-000968,-0.8187857339922721
ACH-000969,-0.24726880882322536
ACH-000972,-0.4261353535182485
ACH-000973,-0.7274570937663893
ACH-000974,-0.8010648959493131
ACH-000978,-0.08375174807323316
ACH-000984,-0.6628615279596907
ACH-000986,-0.26316289955231725
ACH-000988,-0.6987895832825803
ACH-000993,-0.2451303278719456
ACH-000994,-0.09252586757841956
ACH-000996,-0.8524428128854126
ACH-001001,-0.6586595299748961
ACH-001020,-0.6999367252466098
ACH-001028,-0.6782837975461152
ACH-001031,-0.638250353870376
ACH-001038,-0.727564921198837
ACH-001048,-0.7271062353663755
ACH-001050,-0.541865399370676
ACH-001053,-0.9623288425033212
ACH-001054,-0.7563186944889471
ACH-001061,-0.4667346016079945
ACH-001067,-0.526708341358041
ACH-001075,-0.757338956911986
ACH-001096,-0.7440047038089689
ACH-001111,-0.5168400512856149
ACH-001119,-0.5577958442949178
ACH-001128,-0.6009435089573806
ACH-001134,-0.4800200809936183
ACH-001151,-0.6103247546681098
ACH-001163,-0.5242664332409024
ACH-001164,-0.6964230510227739
ACH-001183,-0.5593475633344773
ACH-001192,-0.7067633361116299
ACH-001193,-0.8783117024883296
ACH-001196,-0.5599425042512337
ACH-001197,-0.8353237015342151
ACH-001205,-0.4938606819547085
ACH-001211,-0.5189758523881505
ACH-001212,-0.8165235846120907
ACH-001228,-0.3521211563532528
ACH-001232,-0.7408313534939863
ACH-001239,-0.6556609444590592
ACH-001270,-0.5285108220939141
ACH-001274,-0.37837874313682507
ACH-001275,-0.5954587929677335
ACH-001277,-0.8038328635508479
ACH-001278,-0.8309208690959325
ACH-001280,-1.0065965233644754
ACH-001283,-0.9074199762904508
ACH-001289,-0.7241276940624185
ACH-001300,-0.7090690921627034
ACH-001301,-0.7503118688729354
ACH-001302,-0.8986888403731903
ACH-001306,-0.6259054162814005
ACH-001318,-0.32288792953294737
ACH-001322,-0.5519271486328907
ACH-001328,-0.3138037981501904
ACH-001332,-0.5565295320231686
ACH-001336,-0.4694582266026589
ACH-001346,-0.4448196261661333
ACH-001353,-0.17177926069406313
ACH-001354,-0.5837553809577325
ACH-001367,-0.5582656315099547
ACH-001368,-0.5972569929211812
ACH-001374,-0.7633812201188038
ACH-001377,-0.5001955657454102
ACH-001380,-0.6306919311005846
ACH-001391,-0.1017713812602982
ACH-001408,-0.2769004924239281
ACH-001430,-0.5744321627691048
ACH-001431,-0.7659226406207371
ACH-001450,-0.9669413705722052
ACH-001496,-0.43657882310253016
ACH-001500,-0.4153108405104408
ACH-001523,-0.7901293067157168
ACH-001532,-0.8189408301620987
ACH-001550,-0.3124021759599596
ACH-001552,-0.8292598114148957
ACH-001554,-0.5380601948157575
ACH-001654,-0.5329150440172846
ACH-001735,-0.5374505563505754
ACH-001736,-0.6758719033318938
ACH-001737,-0.4370977502744234
ACH-001740,-0.7891392813744138
ACH-001745,-0.7555022125543489
ACH-001765,-0.5864232776463146
