,IGF1R (3480)
ACH-000004,-0.12501364015422234
ACH-000005,-0.16635248871221042
ACH-000007,-0.7190458129202476
ACH-000009,-0.3717913340769383
ACH-000011,0.05720535941071829
ACH-000012,0.1853364625228031
ACH-000013,-0.023478474680496603
ACH-000014,0.11944096300441873
ACH-000015,-0.10743417324449156
ACH-000017,-0.07327403402930151
ACH-000018,0.010970079376416584
ACH-000019,-0.1161482178727214
ACH-000021,0.1091585047274352
ACH-000022,-0.5536797234456685
ACH-000025,0.01990583290651563
ACH-000028,0.09768980118615632
ACH-000030,-0.09824756414894534
ACH-000035,-0.07272147661214391
ACH-000036,0.06275953323337903
ACH-000037,-0.0766398950462592
ACH-000039,-0.043310658686303634
ACH-000040,0.07099144944523138
ACH-000041,-0.6909468622295459
ACH-000042,-0.5210343061281788
ACH-000045,0.10151664896875884
ACH-000047,-0.4297291588919131
ACH-000052,-0.44343795366408695
ACH-000053,0.08297695605987207
ACH-000054,0.0011254335366615554
ACH-000055,-0.01377166277034932
ACH-000060,-0.4950387223144979
ACH-000067,-0.0582990467338861
ACH-000070,-0.2808274313491577
ACH-000075,-0.337799111199739
ACH-000078,-0.3959252351410783
ACH-000082,-0.13179256073015327
ACH-000085,-0.266264962734728
ACH-000086,0.12460002257258306
ACH-000087,-0.958463703498586
ACH-000092,0.013308129592297676
ACH-000095,-0.3920562514925289
ACH-000097,0.004878078992792464
ACH-000098,0.01248767955071938
ACH-000099,-0.6181871323668597
ACH-000108,-0.13818177837187806
ACH-000113,-0.1995328032947595
ACH-000116,0.07662951713894167
ACH-000118,0.12003288166231164
ACH-000120,-0.18438889277607606
ACH-000123,0.16189261162905114
ACH-000127,-0.10913417214382634
ACH-000128,-0.02269956647161091
ACH-000132,0.09759251419123384
ACH-000133,0.020873496119981357
ACH-000137,-0.25286099365609804
ACH-000138,0.014388093368949174
ACH-000142,-0.04795258720189419
ACH-000143,-0.18123279272199014
ACH-000146,0.1092395173223287
ACH-000148,0.1009231565136617
ACH-000150,-0.031930869489499865
ACH-000152,-0.07075383415352922
ACH-000153,-0.22049661573806395
ACH-000159,-0.05672039485254408
ACH-000160,-0.07986261874783875
ACH-000163,0.08172748919825393
ACH-000167,0.03656233488557262
ACH-000168,-0.14614712334287816
ACH-000169,-0.4721394888114511
ACH-000178,0.008793612257757936
ACH-000183,-0.6437123737298145
ACH-000188,-0.030930223496961076
ACH-000189,-0.054293285777294906
ACH-000190,0.10310411412434478
ACH-000198,-0.08370555138992966
ACH-000203,0.07671309120148329
ACH-000204,-0.5449971324989977
ACH-000206,-0.012696576116872823
ACH-000207,-0.08395517392146645
ACH-000208,0.040693442198021235
ACH-000210,-0.18789743737296472
ACH-000211,0.06779345536171545
ACH-000215,0.02042492663136199
ACH-000221,0.07850902629285003
ACH-000222,-0.3026752839601614
ACH-000223,0.05501299898060121
ACH-000226,0.18669847898721847
ACH-000227,-0.5448551557750502
ACH-000228,-0.03560041718145307
ACH-000231,0.03317511680977292
ACH-000232,0.046365770326036934
ACH-000233,0.01452388073685936
ACH-000234,-0.18219245225781716
ACH-000235,-0.13566517021819394
ACH-000237,-0.08208771390198713
ACH-000238,-0.026856916942831214
ACH-000242,0.02598584720368117
ACH-000243,-0.005363355365013864
ACH-000244,0.2779779321609903
ACH-000246,0.02351635225596916
ACH-000248,0.07919304672726353
ACH-000250,-0.023560430824061
ACH-000251,0.18986095780203624
ACH-000252,-0.36053828022590706
ACH-000253,-0.3171212669468027
ACH-000255,-0.19773570103303195
ACH-000256,-0.2597410866051945
ACH-000257,0.047799794669093724
ACH-000258,-0.3001723367700092
ACH-000259,-0.42867328508108204
ACH-000260,-0.4219802720911207
ACH-000261,-0.2601180406437766
ACH-000262,0.0715146155094321
ACH-000263,-0.17497778802925032
ACH-000264,-0.14731226783627194
ACH-000265,0.03037331144857055
ACH-000266,-0.24867615490521802
ACH-000272,-0.013579067126419715
ACH-000274,-0.3740059076280824
ACH-000277,0.09298013229766977
ACH-000278,-0.0778162045600214
ACH-000279,-0.5859271789191508
ACH-000280,-0.0014506417915016961
ACH-000281,-0.5944655594249909
ACH-000288,0.06884973826178327
ACH-000291,-0.38311356962559817
ACH-000293,-0.14802984129148442
ACH-000294,-0.6338660438266859
ACH-000295,-0.24441169709116264
ACH-000296,0.1011356591284478
ACH-000302,-0.3725811836173311
ACH-000304,0.001829882118298284
ACH-000307,-0.40309174437169504
ACH-000308,-0.1939571493232929
ACH-000310,-0.19469175975133796
ACH-000311,-0.5884107235140171
ACH-000312,-0.3256198130254513
ACH-000315,-0.16099288550234594
ACH-000316,-0.0029672766418001447
ACH-000317,-0.2132607581188082
ACH-000318,-0.6584804133850182
ACH-000319,-0.10765254722959658
ACH-000320,0.2357473555134846
ACH-000322,0.029934016361917212
ACH-000323,0.13615648149542406
ACH-000324,0.04449791292366111
ACH-000329,-0.02215367873648247
ACH-000330,0.0019177343166218235
ACH-000331,0.08199528928193739
ACH-000332,-0.4440928841967754
ACH-000334,0.18891220475347306
ACH-000335,-0.15645332333861128
ACH-000336,0.0024309180237621557
ACH-000337,-0.12783864211000268
ACH-000338,0.4822159996318637
ACH-000339,0.11238725871274584
ACH-000341,-0.2871596615465795
ACH-000348,-0.0379212944342457
ACH-000350,-0.3560496022658719
ACH-000352,0.1491643507164809
ACH-000356,-0.15180347960813229
ACH-000361,-0.07412065500154093
ACH-000362,0.09704304004798167
ACH-000363,-0.579420159414348
ACH-000364,-0.553919852323702
ACH-000365,0.05331993795523417
ACH-000366,-0.4587422399102373
ACH-000368,0.10770248606166734
ACH-000374,0.031476589294312685
ACH-000375,0.007721185673734161
ACH-000376,0.039405767188121305
ACH-000381,-0.29681798165194584
ACH-000383,-0.010464790093222723
ACH-000387,0.01175297900346788
ACH-000389,-0.08317267732668356
ACH-000390,-0.6596025946080591
ACH-000393,-0.2857410364227532
ACH-000395,-0.03243660620868242
ACH-000396,0.16383979422514802
ACH-000397,-0.013050444790585938
ACH-000401,0.13486171854326132
ACH-000402,0.3195761805602074
ACH-000403,-0.191582168932512
ACH-000404,-0.21496820710206505
ACH-000406,-0.036857523068306065
ACH-000407,-0.0035861454069164157
ACH-000408,0.008361007885303052
ACH-000410,-0.603099124536307
ACH-000411,-0.05525275462525347
ACH-000414,-0.2167724365772028
ACH-000415,-0.07024863017963083
ACH-000416,-0.5084436703880078
ACH-000420,-0.1556736753643024
ACH-000421,-0.5448849043272995
ACH-000424,-0.781726310161962
ACH-000425,0.001970732620563921
ACH-000426,-0.7323471619119876
ACH-000427,-0.025356269254778938
ACH-000433,-0.08066984575408567
ACH-000435,-0.0822454611525033
ACH-000436,-0.24167339252755804
ACH-000444,-0.2233333535255532
ACH-000445,-0.015229117058340097
ACH-000448,-0.5072407125104902
ACH-000450,0.22647181411594255
ACH-000452,-0.4669497687209613
ACH-000454,-0.31959748493387496
ACH-000458,-0.3972598094346291
ACH-000459,-0.16513472392642173
ACH-000460,0.05523831205477875
ACH-000461,-0.7590343381056126
ACH-000463,-0.1292786281851472
ACH-000464,-0.0821543385691977
ACH-000466,-0.019783986380303827
ACH-000467,-0.3673050954069311
ACH-000468,-0.06859933219936122
ACH-000469,0.19017336957799394
ACH-000470,-0.1223907131964096
ACH-000471,-0.22403860061068973
ACH-000472,-0.08259378156515461
ACH-000473,-0.508123239359105
ACH-000475,-0.38043020824421137
ACH-000476,0.060628749912410164
ACH-000477,-0.26236284695351103
ACH-000479,-0.1070023628438034
ACH-000480,-0.024030879170395
ACH-000481,0.01643090170069669
ACH-000483,-0.16507557025079694
ACH-000484,0.16066305408144935
ACH-000485,-0.2872198705390185
ACH-000486,-0.01749717082686899
ACH-000487,-0.4049620012322709
ACH-000488,-0.12101393144203156
ACH-000490,0.04412813140161627
ACH-000491,-0.33491593992296337
ACH-000495,-0.12652462464990946
ACH-000496,-0.3892131510591816
ACH-000499,-0.5139099065893709
ACH-000500,-0.31516041745049955
ACH-000502,-0.8952475809701755
ACH-000503,0.1376390266097063
ACH-000505,-0.03219227342616532
ACH-000507,-0.5804590881399331
ACH-000510,-0.2294573104718516
ACH-000511,-0.15622783229384798
ACH-000512,-0.6225500854049679
ACH-000516,-0.09285704647594344
ACH-000517,-0.2908883214263344
ACH-000518,-0.10832111628713646
ACH-000520,-0.4597967518511061
ACH-000521,0.03217448124756201
ACH-000522,0.02028758403004821
ACH-000524,0.08195071349714819
ACH-000527,-0.00926559372327403
ACH-000528,-0.5989545134543722
ACH-000537,-0.03938000226260082
