,CDCA8 (55143)
ACH-000004,-1.3371520228953886
ACH-000005,-1.2763847810649425
ACH-000007,-1.1243751097165064
ACH-000009,-1.5688282027842897
ACH-000011,-1.6527079577585442
ACH-000012,-1.3931747213872248
ACH-000013,-1.429320464190753
ACH-000014,-1.4787950194398605
ACH-000015,-1.3223845454954717
ACH-000017,-1.5964794729095702
ACH-000018,-0.9661786444887804
ACH-000019,-1.3583769200124547
ACH-000021,-1.385229756633645
ACH-000022,-1.53910312892195
ACH-000025,-1.256028754477167
ACH-000028,-1.3085560474196942
ACH-000030,-1.3144425780154123
ACH-000035,-1.079741201857285
ACH-000036,-0.983098190487364
ACH-000037,-1.7146230697990406
ACH-000039,-1.3854687370373888
ACH-000040,-1.316789149268096
ACH-000041,-1.3831337819970426
ACH-000042,-1.4905432387601305
ACH-000045,-1.3650093653733892
ACH-000047,-1.3548461171876394
ACH-000052,-1.200758140766201
ACH-000053,-1.2635274082514416
ACH-000054,-1.2357767719662522
ACH-000055,-1.3343490713277335
ACH-000060,-1.4920450951587128
ACH-000067,-1.1712159671610451
ACH-000070,-1.3163635082858705
ACH-000075,-1.1301382213970679
ACH-000078,-1.2958241377807698
ACH-000082,-1.3944846222276597
ACH-000085,-1.8363675052920267
ACH-000086,-1.4057179722795423
ACH-000087,-1.6592719013033652
ACH-000092,-1.3018660452813493
ACH-000095,-1.4586464032429285
ACH-000097,-1.1043368339436186
ACH-000098,-1.339262707150495
ACH-000099,-1.5916143029582015
ACH-000108,-1.4683400158794435
ACH-000113,-1.4006825449629705
ACH-000116,-1.3770524563882998
ACH-000118,-1.237703256721565
ACH-000120,-1.6562303715008022
ACH-000123,-1.2614931654424275
ACH-000127,-1.461349461500412
ACH-000128,-1.2063859123518403
ACH-000132,-1.3951398009830738
ACH-000133,-1.3821856202372302
ACH-000137,-1.101172186267837
ACH-000138,-1.3586171106783849
ACH-000142,-1.357700468113696
ACH-000143,-1.5690156593090814
ACH-000146,-1.5251372419778375
ACH-000148,-1.4362588761403678
ACH-000150,-1.4455690086259467
ACH-000152,-1.1919498331437133
ACH-000153,-1.5293772834679775
ACH-000159,-1.3817244839066238
ACH-000160,-0.7796079581266592
ACH-000163,-1.2315293401038914
ACH-000167,-1.7849804657517658
ACH-000168,-1.6265478579849766
ACH-000169,-1.3357367273951513
ACH-000178,-1.187675584806319
ACH-000183,-1.3846913928203446
ACH-000188,-1.4214287213059642
ACH-000189,-1.7126887909324016
ACH-000190,-0.6771065940037279
ACH-000198,-1.2823684222353162
ACH-000203,-1.7860359227730749
ACH-000204,-1.2593928670739918
ACH-000206,-1.4848675584751039
ACH-000207,-1.4767499013605283
ACH-000208,-1.2290095650778041
ACH-000210,-1.0398901047028948
ACH-000211,-1.0681261618481428
ACH-000215,-1.2934612472305125
ACH-000221,-1.5335928327662638
ACH-000222,-1.2474530834391988
ACH-000223,-1.3986863184486429
ACH-000226,-1.2116439715392953
ACH-000227,-1.7604375397575258
ACH-000228,-1.5623677030003358
ACH-000231,-1.3159134304402265
ACH-000232,-1.2600801955345042
ACH-000233,-1.4409939346727425
ACH-000234,-1.6618256422782482
ACH-000235,-1.35635291771343
ACH-000237,-1.522154189268981
ACH-000238,-1.3871526653081103
ACH-000242,-1.1201899718272723
ACH-000243,-1.4932975693507329
ACH-000244,-1.4960734569369347
ACH-000246,-1.3810505047155202
ACH-000248,-1.4745463059084758
ACH-000250,-1.2978459679045218
ACH-000251,-1.484633520098796
ACH-000252,-1.6391335545652956
ACH-000253,-1.5148626609684483
ACH-000255,-1.3245828673030429
ACH-000256,-1.3753703682012963
ACH-000257,-1.2762462414917133
ACH-000258,-0.7903982152035377
ACH-000259,-1.265759170806778
ACH-000260,-1.4363894452544523
ACH-000261,-1.245545431442535
ACH-000262,-1.2936918887394828
ACH-000263,-1.4374930711589693
ACH-000264,-1.3023469132491334
ACH-000265,-1.2138239419688324
ACH-000266,-1.4109798390164376
ACH-000272,-1.3009073620549578
ACH-000274,-1.3588316834623528
ACH-000277,-1.4610655189575328
ACH-000278,-1.5401751732345343
ACH-000279,-1.298900495977031
ACH-000280,-1.4144756852280809
ACH-000281,-1.1558535086750086
ACH-000288,-1.2238640786596569
ACH-000291,-1.1395977217354205
ACH-000293,-1.4601856037494452
ACH-000294,-1.6517225777083064
ACH-000295,-1.3244362234247542
ACH-000296,-1.4934159618390157
ACH-000302,-1.4612037680322942
ACH-000304,-1.8011542065328687
ACH-000307,-1.4260882710472245
ACH-000308,-1.3699515132674156
ACH-000310,-1.729132489200777
ACH-000311,-1.6594771730395457
ACH-000312,-1.4308283083871274
ACH-000315,-1.3336208534496197
ACH-000316,-1.317476610496452
ACH-000317,-1.5500056117666223
ACH-000318,-1.5647142360801274
ACH-000319,-1.339571390541305
ACH-000320,-1.3581609178267309
ACH-000322,-1.3088988205676166
ACH-000323,-1.1582942893586785
ACH-000324,-1.168308628319975
ACH-000329,-1.334126143770522
ACH-000330,-1.1039582507780588
ACH-000331,-1.3101130283556026
ACH-000332,-1.5089245935739206
ACH-000334,-1.2167123596497729
ACH-000335,-1.6537445868695542
ACH-000336,-1.4399021665537302
ACH-000337,-1.393304690101392
ACH-000338,-1.2750325165909808
ACH-000339,-1.2786392776520763
ACH-000341,-1.4452373728852481
ACH-000348,-1.191897824190577
ACH-000350,-1.5680085684540863
ACH-000352,-1.5217546141103642
ACH-000356,-1.5561541591890151
ACH-000361,-1.7306821306250282
ACH-000362,-1.6189218158977905
ACH-000363,-1.0571661162098869
ACH-000364,-1.333472124969794
ACH-000365,-1.2729243792769522
