,RSRC1 (51319)
ACH-000004,-0.2579253235737581
ACH-000005,0.014637551858334303
ACH-000007,-0.12543931858057375
ACH-000009,-0.043696862381842685
ACH-000011,-0.012989355249513574
ACH-000012,-0.1244578913844342
ACH-000013,-0.13649066968560772
ACH-000014,-0.2824687375096066
ACH-000015,-0.13001957947932022
ACH-000017,-0.036003478254849036
ACH-000018,-0.2481533309989963
ACH-000019,-0.1460848290510384
ACH-000021,-0.11330941354781413
ACH-000022,0.0867032667141494
ACH-000025,-0.12180144896180915
ACH-000028,-0.043593841543843805
ACH-000030,-0.05093855633593767
ACH-000035,-0.0837451836649745
ACH-000036,-0.02771039617177016
ACH-000037,-0.11372736870348145
ACH-000039,0.045763503410008254
ACH-000040,-0.21052908118104155
ACH-000041,-0.13186291195258246
ACH-000042,-0.0635201286756375
ACH-000045,0.0345766568808616
ACH-000047,-0.1846134696665704
ACH-000052,-0.1818543200436277
ACH-000053,-0.14359807529384225
ACH-000054,-0.17926058497101546
ACH-000055,-0.1748523485976131
ACH-000060,-0.14525908854279612
ACH-000067,-0.3362290087006109
ACH-000070,-0.1732412935354734
ACH-000075,-0.0919673994019784
ACH-000078,-0.00967867336338221
ACH-000082,-0.10244408734589812
ACH-000085,-0.2480031571192217
ACH-000086,-0.17558565369240686
ACH-000087,0.03318056141721664
ACH-000092,-0.1556203598959078
ACH-000095,-0.14377983220047733
ACH-000097,-0.037332669709819945
ACH-000098,-0.11228514809848572
ACH-000099,-0.09609360100937192
ACH-000108,0.03525574755160096
ACH-000113,-0.21245551785900094
ACH-000116,-0.002211509927380073
ACH-000118,-0.098616123535019
ACH-000120,-0.1379112728835814
ACH-000123,-0.042451260300777366
ACH-000127,-0.08207640278681314
ACH-000128,-0.17256339464565892
ACH-000132,-0.10691030960566884
ACH-000133,-0.19953561527654676
ACH-000137,-0.04849673661477525
ACH-000138,-0.1897942110981142
ACH-000142,0.021770880861960863
ACH-000143,-0.1724928172703918
ACH-000146,-0.1452071818818402
ACH-000148,-0.14586156052113888
ACH-000150,-0.05407108030335815
ACH-000152,-0.2431347797324279
ACH-000153,0.00553245383560739
ACH-000159,-0.02810380315279025
ACH-000160,-0.2344274824390685
ACH-000163,-0.028695654787402155
ACH-000167,0.03979418901132475
ACH-000168,-0.1912864195386016
ACH-000169,-0.10973682977957053
ACH-000178,-0.11028865858200797
ACH-000183,-0.12946207242228816
ACH-000188,-0.07073999201817123
ACH-000189,-0.3662703437933542
ACH-000190,-0.22597287081735346
ACH-000198,-0.0593715521812102
ACH-000203,-0.23848268875591194
ACH-000204,-0.25491353064836186
ACH-000206,0.013910343146321663
ACH-000207,0.01833309828522759
ACH-000208,-0.18700394558675276
ACH-000210,-0.07159387045178871
ACH-000211,-0.1681295968928248
ACH-000215,-0.03662926916216764
ACH-000221,-0.10623115521554867
ACH-000222,0.10824872038003794
ACH-000223,-0.12622304035636764
ACH-000226,0.021102845877015605
ACH-000227,-0.09681400467005598
ACH-000228,-0.14920095376368686
ACH-000231,-0.1651770943156198
ACH-000232,-0.03948654329538235
ACH-000233,-0.1663394051954971
ACH-000234,-0.21165384394242293
ACH-000235,-0.15900119982230188
ACH-000237,-0.11891418980579105
ACH-000238,-0.23076211349014256
ACH-000242,0.3848626052253337
ACH-000243,0.0011817733016091971
ACH-000244,-0.2599470456471144
ACH-000246,-0.06918402616497094
ACH-000248,-0.2719826854487901
ACH-000250,-0.11825637224676235
ACH-000251,0.10924486517391728
ACH-000252,-0.11835029281419003
ACH-000253,-0.13758481676050827
ACH-000255,-0.07448180113188292
ACH-000256,0.06444827512277983
ACH-000257,-0.21556483929535072
ACH-000258,-0.03408590816988001
ACH-000259,-0.07936276267112911
ACH-000260,-0.17895522900275254
ACH-000261,-0.08463112245726062
ACH-000262,-0.13930197144605305
ACH-000263,-0.41853010410386704
ACH-000264,-0.05354333031519312
ACH-000265,-0.15838605125439156
ACH-000266,-0.15190416254040795
ACH-000272,-0.1794447049525734
ACH-000274,-0.18677224338089785
ACH-000277,-0.2402369406265186
ACH-000278,-0.09977165618113544
ACH-000279,-0.03630820282923968
ACH-000280,-0.056198949593280687
ACH-000281,-0.2944340173987245
ACH-000288,-0.1944089880088162
ACH-000291,-0.12488067143261768
ACH-000293,-0.054393051157267766
ACH-000294,-0.1533901240592248
ACH-000295,-0.15796876284167966
ACH-000296,-0.06103101292867135
ACH-000302,-0.14413502297857286
ACH-000304,0.052094952106245485
ACH-000307,-0.1784149277273906
ACH-000308,-0.09683296348390312
ACH-000310,-0.12314247248799833
ACH-000311,-0.021425833183659558
ACH-000312,-0.17053557328166158
ACH-000315,-0.3822180992946494
ACH-000316,-0.16871670445321665
ACH-000317,0.01819917090449203
ACH-000318,-0.05255560421906705
ACH-000319,-0.2409622586086829
ACH-000320,-0.07451086611898836
ACH-000322,0.03564538508491196
ACH-000323,-0.26027738269917466
ACH-000324,-0.06368421074743331
ACH-000329,-0.08706421876247265
ACH-000330,-0.039008324998402406
ACH-000331,-0.17567993869130796
ACH-000332,-0.0741421051270752
ACH-000334,-0.10522739529094506
ACH-000335,0.05138591688115865
ACH-000336,-0.1748414751397109
ACH-000337,-0.1919646940528059
ACH-000338,-0.25724891859357885
ACH-000339,-0.10415501979381643
ACH-000341,-0.10421412450786767
ACH-000348,-0.06941331350812956
ACH-000350,-0.09742758815353088
ACH-000352,-0.10907397717501426
ACH-000356,-0.08161864832319701
ACH-000361,-0.10073577710590792
ACH-000362,-0.010418598158124045
ACH-000363,-0.13053330420086195
ACH-000364,-0.35193729320315864
ACH-000365,-0.18127355890162028
ACH-000366,-0.22310687105166974
ACH-000368,-0.29487063546219416
ACH-000374,-0.12851387322797134
ACH-000375,-0.2134212436554304
ACH-000376,-0.17970368728992406
ACH-000381,-0.13008572047435996
ACH-000383,-0.07389880367477919
ACH-000387,-0.043624841432365516
ACH-000389,0.03666379349371235
ACH-000390,-0.06285649391088903
ACH-000393,-0.055470034950309305
ACH-000395,-0.04818103300344802
ACH-000396,-0.0546530730855099
ACH-000397,-0.1244104267916102
ACH-000401,0.025224208028301
ACH-000402,-0.15286374989402518
ACH-000403,-0.074178927924291
ACH-000404,0.09238469991475894
ACH-000406,-0.0769917996295548
ACH-000407,-0.08993963963014323
ACH-000408,-0.15232743334350166
ACH-000410,-0.17166196752640325
ACH-000411,-0.16451120357294122
ACH-000414,-0.09203834120006107
ACH-000415,-0.059640770717274486
ACH-000416,-0.08617576418112961
ACH-000420,-0.3052480402321901
ACH-000421,-0.2302206744997074
ACH-000424,-0.3709659826195508
ACH-000425,-0.203327101745835
ACH-000426,-0.07882920670664323
ACH-000427,-0.06087114528160899
ACH-000433,0.033127085515800785
ACH-000435,-0.22396820901999806
ACH-000436,-0.07761250053620611
ACH-000444,-0.16731289423576046
ACH-000445,0.05285846969553888
ACH-000448,-0.2858147693875209
ACH-000450,0.036781085555084116
ACH-000452,-0.14877301787915342
ACH-000454,-0.22088924491909487
ACH-000458,-0.1787859279504393
ACH-000459,-0.08914045918233661
ACH-000460,-0.2553523273409301
ACH-000461,-0.11097383832423707
ACH-000463,-0.1380557346291668
ACH-000464,0.05404309173554304
ACH-000466,-0.10254635792367532
ACH-000467,-0.057172221140152586
ACH-000468,-0.054803171639151806
ACH-000469,-0.06992480356961862
ACH-000470,-0.12470843579083765
ACH-000471,-0.06411221461298731
ACH-000472,-0.0737567634629691
ACH-000473,-0.0127640962195373
ACH-000475,-0.15045949041929507
ACH-000476,-0.18338772175972887
ACH-000477,-0.19394049463983945
ACH-000479,-0.1919542168934716
ACH-000480,-0.05465878941192518
ACH-000481,-0.11136763376763534
ACH-000483,-0.14472054594141714
ACH-000484,-0.2753676602926345
ACH-000485,0.08169840053279957
ACH-000486,-0.010672004220778636
ACH-000487,-0.2805276465451711
ACH-000488,-0.13461061127738613
ACH-000490,-0.15035315083146794
ACH-000491,-0.22684455036004286
ACH-000495,-0.1863654610615654
ACH-000496,-0.20300182891812651
ACH-000499,-0.04947457586929002
ACH-000500,-0.2362308650539165
ACH-000502,-0.16061897706161904
ACH-000503,-0.04548388937757756
ACH-000505,-0.08603337137807936
ACH-000507,-0.07995262502730839
ACH-000510,-0.04457159207513808
ACH-000511,-0.109250264724373
ACH-000512,-0.3097886674006279
ACH-000516,-0.16840185245991945
ACH-000517,-0.1962741927818884
ACH-000518,-0.12651883937606842
ACH-000520,-0.010110242533274728
ACH-000521,-0.2036908402081283
ACH-000522,-0.02651603828273693
ACH-000524,-0.10328489196397468
ACH-000527,-0.06051010837390521
ACH-000528,-0.013264426267261029
ACH-000537,-0.13621987752174894
ACH-000541,-0.26179523004892724
ACH-000542,-0.1538426195522752
ACH-000544,-0.0013132958889282948
ACH-000545,-0.11216880059587576
ACH-000547,0.0626150364303658
ACH-000548,-0.06458742871848774
ACH-000549,-0.10047936360589392
ACH-000550,-0.1460714969100329
ACH-000552,-0.13109827849581626
ACH-000556,-0.08489721511482799
ACH-000557,0.04409671661110316
ACH-000569,-0.1792345208025043
ACH-000570,-0.04401849901087672
ACH-000571,-0.07320637494421968
ACH-000573,-0.08793296880035859
ACH-000576,-0.11514385266114585
ACH-000579,-0.08632810450786739
ACH-000580,-0.0880429083539418
ACH-000584,-0.10920673956861182
ACH-000585,-0.2507822574965422
ACH-000588,-0.03397931136424242
ACH-000589,-0.1495646072080588
ACH-000591,-0.1918506262244488
ACH-000593,-0.14090935056001447
ACH-000600,-0.07358868017453887
ACH-000601,-0.1290670494042408
ACH-000605,-0.16500724420746118
ACH-000606,-0.032338328983187434
ACH-000608,-0.12758246253336486
ACH-000614,-0.19476557588538101
ACH-000616,-0.18119929890861
ACH-000618,-0.0684108641520561
ACH-000619,-0.054637131484946345
ACH-000620,-0.09923620202361194
ACH-000621,-0.19301610861222884
ACH-000622,-0.1900463729886791
ACH-000623,-0.02950667782341796
ACH-000624,-0.1493966608357594
ACH-000627,-0.112137258406573
ACH-000630,-0.17010692580734624
ACH-000631,0.11541800366732975
ACH-000632,-0.1663526972871278
ACH-000633,0.02636302725804589
ACH-000637,-0.014211257175275976
ACH-000638,-0.1563267242409173
ACH-000646,-0.24443347522002554
ACH-000647,-0.06563078789653942
ACH-000648,-0.16525731744617206
ACH-000649,-0.07225495150660191
ACH-000651,-0.07929009183613826
ACH-000652,-0.11992319216022836
ACH-000653,-0.0048860098591881704
ACH-000657,-0.02754803717681303
ACH-000658,-0.2806582587676434
ACH-000661,0.08544116445978864
ACH-000662,-0.3783177241977511
ACH-000663,-0.12628982113289472
ACH-000665,-0.02851829582183771
ACH-000671,-0.1333637337446944
ACH-000672,0.05497457578241137
ACH-000673,-0.09796253837168764
ACH-000676,-0.12962982689655633
ACH-000677,-0.11313920430646066
ACH-000681,-0.027995900962780575
ACH-000683,-0.11227612376673116
ACH-000684,-0.05119055138270892
ACH-000688,0.0885230200143089
ACH-000693,-0.0053236987908175225
ACH-000694,-0.1397531236669069
ACH-000695,-0.3132164120961205
ACH-000696,-0.34605655712307537
ACH-000697,-0.09537899737471274
ACH-000699,-0.07281521920308481
ACH-000701,-0.22500372073954875
ACH-000706,-0.14303179009858868
ACH-000711,-0.17911158721789727
ACH-000713,-0.11752847767130298
ACH-000714,-0.045420605230234036
ACH-000718,-0.10637777251606416
ACH-000720,-0.11434621173611915
ACH-000721,-0.08064973865017723
ACH-000724,-0.0672161719669397
ACH-000725,-0.10797555520276593
ACH-000732,-0.1327321076758049
ACH-000734,-0.08076063496522044
ACH-000735,-0.1869866319522633
ACH-000736,-0.14888376591992444
ACH-000738,-0.03279573471593933
ACH-000746,-0.234300965981436
ACH-000747,0.02040139592411911
ACH-000748,-0.09066341105428156
ACH-000753,-0.11776286097267576
ACH-000756,-0.10819024461521652
ACH-000757,-0.19484316312369498
ACH-000758,-0.06294096151567607
ACH-000760,-0.22217467293541607
ACH-000762,-0.13321177555721825
ACH-000763,0.008028983056068091
ACH-000764,-0.15990836612729264
ACH-000765,0.07510701109676156
ACH-000766,-0.06365094734518242
ACH-000767,-0.3589744189946992
ACH-000768,-0.03729870285456567
ACH-000769,-0.033830254223883714
ACH-000770,-0.2603848750336644
ACH-000771,-0.047203974773072574
ACH-000773,0.011230110451111
ACH-000776,-0.032367277710125514
ACH-000777,-0.07506281808674989
ACH-000778,-0.10625258707350034
ACH-000781,-0.08406184359879974
ACH-000782,0.02199600111864048
ACH-000783,-0.03704864859151208
ACH-000784,-0.06846443278899197
ACH-000785,-0.13676398086653402
ACH-000787,-0.1276171539156961
ACH-000788,-0.12955673340582838
ACH-000791,-0.13193620598106556
ACH-000792,-0.11027875609874796
ACH-000794,-0.18897968792166686
ACH-000796,-0.18453108770407256
ACH-000798,-0.2734857266328782
ACH-000799,-0.0353381874390398
ACH-000800,-0.06798141631286808
ACH-000802,-0.0999927550266275
ACH-000804,-0.2041076950977393
ACH-000805,-0.10429505831846887
ACH-000809,-0.0623372852038297
ACH-000810,-0.011570900111547508
ACH-000811,-0.1379835783654936
ACH-000817,-0.05238747608466608
ACH-000819,-0.1993852988409839
