,TNFSF13B (10673)
ACH-000004,0.03681399589509921
ACH-000005,-0.16799265226733234
ACH-000007,-0.01971847988801528
ACH-000009,0.06963243144107227
ACH-000011,0.07304289764144077
ACH-000012,0.07314478232601411
ACH-000013,0.0256076627290446
ACH-000014,0.05698090225669629
ACH-000015,-0.032271734550648384
ACH-000017,0.0696401820451136
ACH-000018,-0.09640231288066543
ACH-000019,0.1658276923030248
ACH-000021,0.05118002708998908
ACH-000022,0.051903228947583584
ACH-000025,0.05626921636351468
ACH-000028,0.10575510271917576
ACH-000030,0.01373464184114662
ACH-000035,0.14928932403326928
ACH-000036,0.02388761704765852
ACH-000037,0.05291320365339186
ACH-000039,-0.04489698821885167
ACH-000040,-0.018571139440050816
ACH-000041,-0.17529430206735122
ACH-000042,0.12634160258140487
ACH-000045,-0.03415071975291779
ACH-000047,0.06263749595217853
ACH-000052,0.1865786562538572
ACH-000053,0.08175629450813053
ACH-000054,-0.08222551499220628
ACH-000055,-0.03641049981193741
ACH-000060,-0.04003028063776728
ACH-000067,-0.026570285859097858
ACH-000070,0.09982133119721956
ACH-000075,0.05891745429462359
ACH-000078,0.017592195284678248
ACH-000082,-0.011834427949926831
ACH-000085,0.2000481602958406
ACH-000086,0.13701934066070412
ACH-000087,-0.021361219120686663
ACH-000092,0.0014445789617912868
ACH-000095,0.01931141767431356
ACH-000097,0.023812675577585943
ACH-000098,0.05020409116090899
ACH-000099,0.0035706602582520367
ACH-000108,0.03428273510043848
ACH-000113,0.005534408175978152
ACH-000116,0.08666562563902439
ACH-000118,0.07014615449862105
ACH-000120,0.10521248875181716
ACH-000123,0.003348322718056198
ACH-000127,0.043318132102640634
ACH-000128,-0.09151465418031833
ACH-000132,0.005771070570890948
ACH-000133,0.06624038266879857
ACH-000137,0.16142215696704335
ACH-000138,0.004403465461807268
ACH-000142,0.06284549243502274
ACH-000143,0.0036096881225159867
ACH-000146,-0.0265158562236561
ACH-000148,0.054644000075579416
ACH-000150,0.06698314758759177
ACH-000152,-0.04729240416456047
ACH-000153,0.08571302645499061
ACH-000159,0.03465039339717533
ACH-000160,0.25218562506931186
ACH-000163,0.05428423397589188
ACH-000167,-0.08347341609427095
ACH-000168,-0.2628722710758623
ACH-000169,0.04244924824797101
ACH-000178,0.07595567155905672
ACH-000183,0.15911757617379027
ACH-000188,0.0786213680785926
ACH-000189,0.0973688266403362
ACH-000190,0.17968393251211348
ACH-000198,0.0020730917350121514
ACH-000203,-0.298159177288665
ACH-000204,0.1432568937964762
ACH-000206,0.2096055973374148
ACH-000207,0.05989483583495653
ACH-000208,0.21227914313691212
ACH-000210,0.011524725635468962
ACH-000211,0.0402929048910385
ACH-000215,0.007621864321557138
ACH-000221,0.049618826902258925
ACH-000222,0.07032958831893721
ACH-000223,0.061671825994621725
ACH-000226,0.0486046601455585
ACH-000227,-0.0741917964561625
ACH-000228,0.002439564261242632
ACH-000231,0.10386888108850993
ACH-000232,-0.04813441497724562
ACH-000233,-0.030457745129797962
ACH-000234,-0.0010721853702197843
ACH-000235,0.03430802317487304
ACH-000237,0.033805182401981354
ACH-000238,-0.1598189043647682
ACH-000242,-0.005544580955674228
ACH-000243,0.03273244711723309
ACH-000244,-0.09466444490816353
ACH-000246,0.01622225932110882
ACH-000248,0.10450039348872524
ACH-000250,0.07989984325730536
ACH-000251,0.3601084272724325
ACH-000252,0.10872533336269946
ACH-000253,0.016320965888813755
ACH-000255,-0.009306939640976718
ACH-000256,0.1278797007226822
ACH-000257,0.010844960186817984
ACH-000258,0.03176563701704686
ACH-000259,-0.024915609974525937
ACH-000260,0.02491941055393972
ACH-000261,0.02138568346013282
ACH-000262,0.04137804288579845
ACH-000263,0.0369753910887993
ACH-000264,0.024768998982386617
ACH-000265,0.0800951340759156
ACH-000266,0.05921692692959633
