,HTR5A (3361)
ACH-000004,0.028851577264424562
ACH-000005,-0.03526916313016601
ACH-000007,0.11980290722538325
ACH-000009,-0.043501704977706473
ACH-000011,-0.15626243172771387
ACH-000012,0.16341341253381533
ACH-000013,0.08136968740935989
ACH-000014,-0.1679075766124091
ACH-000015,0.04012325621677115
ACH-000017,0.003759025282138788
ACH-000018,-0.04546118270987305
ACH-000019,0.14459579596515248
ACH-000021,-0.04632269746134475
ACH-000022,-0.007062329858615583
ACH-000025,0.02273206182802541
ACH-000028,0.014585553365664609
ACH-000030,0.08135482585557101
ACH-000035,-0.1838764633497889
ACH-000036,0.14707457501293303
ACH-000037,0.0620109366518241
ACH-000039,0.18020591521709586
ACH-000040,0.10103676240448167
ACH-000041,-0.18609459407562529
ACH-000042,-0.01986626856609756
ACH-000045,0.16697326496050402
ACH-000047,0.07388297734523308
ACH-000052,0.012431692825169087
ACH-000053,0.03952966022773024
ACH-000054,-0.12522478797182773
ACH-000055,0.12550456678402638
ACH-000060,-0.1917005752727424
ACH-000067,-0.0019099720015001086
ACH-000070,-0.20894733582190209
ACH-000075,-0.09348457311764972
ACH-000078,-0.1852063684971081
ACH-000082,-0.03569911479167078
ACH-000085,-0.08477002906223265
ACH-000086,0.17110364065941014
ACH-000087,0.05871430596402875
ACH-000092,0.11954348995780892
ACH-000095,-0.01817281418358484
ACH-000097,0.05310029308501664
ACH-000098,0.07908263793669301
ACH-000099,-0.08600516473949958
ACH-000108,-0.019671850396344472
ACH-000113,0.08060044113772988
ACH-000116,0.031599843538838136
ACH-000118,0.08547748348869783
ACH-000120,-0.16056885435249668
ACH-000123,0.08883024723106557
ACH-000127,-0.03935302933837772
ACH-000128,-0.17704266226669466
ACH-000132,0.13599082829082604
ACH-000133,0.030863827790722838
ACH-000137,-0.05592299146506506
ACH-000138,0.0299554377633466
ACH-000142,-0.0440263297067215
ACH-000143,-0.08729276462970392
ACH-000146,-0.035953263581342675
ACH-000148,-0.03797980734907838
ACH-000150,0.04552572395114307
ACH-000152,0.05262654115895146
ACH-000153,-0.11471941624077507
ACH-000159,-0.06756035220899867
ACH-000160,-0.026444146514050297
ACH-000163,0.12852926159878214
ACH-000167,-0.36175672621970506
ACH-000168,-0.0111710465394574
ACH-000169,-0.0814722396472248
ACH-000178,0.053692434697846764
ACH-000183,0.06376941571056151
ACH-000188,0.06311515405526784
ACH-000189,0.04381186949305376
ACH-000190,0.152299874365986
ACH-000198,0.06490156536493033
ACH-000203,0.5529007691294502
ACH-000204,-0.03556078611885718
ACH-000206,0.2944186278364819
ACH-000207,0.18879895682508607
ACH-000208,-0.026841105758111102
ACH-000210,-0.16424774628799554
ACH-000211,0.044069426972217635
ACH-000215,0.08136178557867868
ACH-000221,0.03320325066329315
ACH-000222,-0.14017674331033567
ACH-000223,0.0667114206636782
ACH-000226,-0.01464701073914364
ACH-000227,0.15047663505437284
ACH-000228,0.16123495928700554
ACH-000231,-0.049836043552809225
ACH-000232,-0.13319695468263684
ACH-000233,0.12320725348538775
ACH-000234,0.1818533163416398
ACH-000235,-0.004874213877078045
ACH-000237,-0.0413195981421552
ACH-000238,-0.02453936843928783
ACH-000242,0.1530833475950307
ACH-000243,0.04324383820812842
ACH-000244,-0.2436720914109693
ACH-000246,-0.02492911371755581
ACH-000248,-0.09745883439729912
ACH-000250,-0.0019208685766459238
ACH-000251,-0.056739568707577764
ACH-000252,-0.16953844126349804
ACH-000253,0.030863591862697482
ACH-000255,-0.017105825538988394
ACH-000256,0.039473885425800034
ACH-000257,0.12790313713502965
ACH-000258,0.04609782413330277
ACH-000259,0.0590329904107351
ACH-000260,-0.11265697103558657
ACH-000261,0.05850681007902301
ACH-000262,0.042127056730851306
ACH-000263,0.0984663284033582
ACH-000264,-0.03684933343693692
ACH-000265,0.021388540454890845
ACH-000266,-0.0013651647192458286
ACH-000272,-0.019386619376044203
ACH-000274,0.020588320459958617
ACH-000277,-0.10747224628006087
ACH-000278,-0.0609059966645512
ACH-000279,0.08176646542451532
ACH-000280,-0.07963871486264848
ACH-000281,-0.09828445085859117
ACH-000288,0.06168039824854175
ACH-000291,-0.016024549423536358
ACH-000293,0.030966909574098575
ACH-000294,-0.061472967434805466
ACH-000295,0.050159099513831934
ACH-000296,-0.140443063363224
ACH-000302,-0.038898848494813495
ACH-000304,0.09341424190346076
ACH-000307,-0.047702276214193685
ACH-000308,0.05272096906981436
ACH-000310,-0.007281104523944342
ACH-000311,0.026970081001685048
ACH-000312,-0.09312002981480677
ACH-000315,0.11889675419622445
ACH-000316,-0.16990755155103504
ACH-000317,0.11853615408262047
ACH-000318,0.12581137440100348
ACH-000319,-0.09212853537426588
ACH-000320,-0.05607752383511632
ACH-000322,-0.05681059977898261
ACH-000323,0.009975275529996386
ACH-000324,0.09556143400913893
