,PEX11A (8800)
ACH-000004,-0.09843419466042727
ACH-000005,-0.13642672541633513
ACH-000007,-0.10466731699288252
ACH-000009,-0.18353576021270604
ACH-000011,-0.025249639184575304
ACH-000012,-0.01940333784646873
ACH-000013,0.006054579138853418
ACH-000014,0.02073148657499326
ACH-000015,-0.021469137096976572
ACH-000017,0.04201045266961426
ACH-000018,0.107414282327377
ACH-000019,0.07766033220348625
ACH-000021,0.042805696486017834
ACH-000022,-0.12444057196548405
ACH-000025,0.06512053055301131
ACH-000028,-0.12102610763863372
ACH-000030,0.0271391760384028
ACH-000035,0.028099202215504045
ACH-000036,0.16810437137783588
ACH-000037,0.07944987271006748
ACH-000039,-0.012725926375627028
ACH-000040,0.09265928815388494
ACH-000041,-0.031879451182491435
ACH-000042,-0.09532609686590787
ACH-000045,0.05691228934839805
ACH-000047,-0.10246710832224476
ACH-000052,0.01666000983383016
ACH-000053,-0.036669513520233885
ACH-000054,0.03414627612580348
ACH-000055,-0.0673807735754231
ACH-000060,0.00827797622862987
ACH-000067,-0.03818712100103245
ACH-000070,-0.19210515841547413
ACH-000075,-0.0847140368195077
ACH-000078,-0.07185235327692215
ACH-000082,0.013223923974418924
ACH-000085,0.02636533076712512
ACH-000086,0.06262529929073121
ACH-000087,-0.02714245400238313
ACH-000092,0.015146106516413472
ACH-000095,0.010224621533884629
ACH-000097,-0.033513758602727116
ACH-000098,0.10185717801897512
ACH-000099,-0.005101218210389488
ACH-000108,0.005678477245673398
ACH-000113,-0.005804917850404454
ACH-000116,-0.036580167577158436
ACH-000118,-0.0020095113805639773
ACH-000120,-0.05556785234232716
ACH-000123,-0.06126223501489207
ACH-000127,-0.0015078995418862505
ACH-000128,-0.002322274131025625
ACH-000132,-0.1045548812915355
ACH-000133,0.163015148696415
ACH-000137,-0.03477864605050515
ACH-000138,0.04291455802988161
ACH-000142,-0.07376630338832475
ACH-000143,-0.06465102904319271
ACH-000146,0.050892902797791885
ACH-000148,-0.011141946647345656
ACH-000150,-0.22229914025593
ACH-000152,-0.005997990089199511
ACH-000153,0.005517265869993804
ACH-000159,-0.023555090258670967
ACH-000160,0.055662688078007734
ACH-000163,0.0015276844352554082
ACH-000167,0.1405919301423552
ACH-000168,-0.15188146608019096
ACH-000169,0.024271450415179543
ACH-000178,-0.06853978323535305
ACH-000183,0.09827321815772376
ACH-000188,-0.008435665880675975
ACH-000189,0.0009418580159488847
ACH-000190,-0.04427360020436857
ACH-000198,-0.03888492638018928
ACH-000203,0.2132426927982655
ACH-000204,-0.08132380898563188
ACH-000206,-0.04863628120781726
ACH-000207,-0.08028080101755497
ACH-000208,-0.27894578686757765
ACH-000210,-0.11209819442299512
ACH-000211,0.09084364968165892
ACH-000215,0.06724410052680513
ACH-000221,0.06863714764264503
ACH-000222,0.07199004465611189
ACH-000223,-0.12231294980771855
ACH-000226,0.01914779405199476
ACH-000227,-0.03991428528004999
ACH-000228,-0.006844062918671204
ACH-000231,-0.01823488159813791
ACH-000232,0.06469196876164841
ACH-000233,-0.03960933265220539
ACH-000234,-0.0601827567252222
ACH-000235,0.015057626021563224
ACH-000237,-0.04749987578064754
ACH-000238,-0.08032033311331571
ACH-000242,-0.09601003013665634
ACH-000243,0.0061922939823911075
ACH-000244,0.09291874318444218
ACH-000246,0.0012091989574250289
ACH-000248,0.14179734263548358
ACH-000250,-0.041290779292689685
ACH-000251,0.0406665734080364
ACH-000252,-0.1353353649417899
ACH-000253,-0.09362117766214996
ACH-000255,-0.06723468792916032
ACH-000256,-0.02094366792860006
ACH-000257,0.034189893848192834
ACH-000258,-0.02280008456074353
ACH-000259,0.05961733406159194
ACH-000260,-0.01328740712320443
ACH-000261,-0.040061297431140126
ACH-000262,0.05129593050277074
ACH-000263,-0.07571083457031083
ACH-000264,-0.0642014165490418
ACH-000265,0.011617623299450795
ACH-000266,0.012538353248753069
ACH-000272,0.01675105954958776
ACH-000274,-0.14771795561378812
ACH-000277,-0.19250483548845987
ACH-000278,0.02721675604823977
ACH-000279,-0.023004455622722304
ACH-000280,-0.002895539767769
ACH-000281,-0.15904869950269854
ACH-000288,-0.07589413842306765
ACH-000291,-0.04473044075992888
ACH-000293,-0.04061715710567562
ACH-000294,0.047136537186037566
ACH-000295,-0.1941051201776096
ACH-000296,0.029180013961263775
ACH-000302,0.016662678008241054
ACH-000304,-0.06362137095337347
ACH-000307,-0.2152671960739818
ACH-000308,-0.026326706842832743
ACH-000310,-0.06654772910164901
ACH-000311,-0.006812722673612207
ACH-000312,0.05895071133529645
ACH-000315,0.13081203852136866
ACH-000316,-0.01776738247050411
ACH-000317,0.008577179289663388
ACH-000318,0.05181990699118541
ACH-000319,-0.028215766730663294
ACH-000320,-0.028870915576204925
ACH-000322,0.04725646520398283
ACH-000323,0.1716023202812216
ACH-000324,0.15168043787713448
ACH-000329,0.0898924595493016
ACH-000330,-0.11842519058986085
ACH-000331,0.0687546216945765
ACH-000332,-0.08427205099010346
ACH-000334,-0.01843120325272048
ACH-000335,0.12084398702620812
ACH-000336,-0.046292731790270984
ACH-000337,0.1228005230166515
ACH-000338,0.4086709203071341
ACH-000339,-0.08217610038620247
ACH-000341,-0.0006367287266507506
ACH-000348,0.014212991546237447
ACH-000350,-0.00579638485965249
ACH-000352,-0.019257371782028687
ACH-000356,0.021462655437722425
ACH-000361,-0.100174605038311
ACH-000362,0.008886006823905711
ACH-000363,-0.06499297457212536
ACH-000364,-0.05222476480945195
ACH-000365,0.0053013058472037005
ACH-000366,-0.01830135530159964
ACH-000368,-0.2941204676001731
ACH-000374,0.02261856284636158
ACH-000375,-0.003755669077089374
ACH-000376,0.05414506775870171
ACH-000381,-0.02602472838284739
ACH-000383,-0.06540675414058596
ACH-000387,-0.025877680756836302
ACH-000389,0.020890214525297317
ACH-000390,-0.0656665367605756
ACH-000393,-0.11563640993937607
ACH-000395,-0.05953699536658146
ACH-000396,-0.3203390567745863
ACH-000397,-0.05030350091299262
ACH-000401,0.002374093629037646
ACH-000402,0.016638162003774642
ACH-000403,-0.06036061161010337
ACH-000404,-0.0059125419407447775
ACH-000406,0.09143395279906276
ACH-000407,-0.2117432899831789
ACH-000408,-0.0071407586615772935
ACH-000410,-0.031374720690153
ACH-000411,-0.1084469608359373
ACH-000414,-0.0318508537899114
ACH-000415,0.14771864468702606
ACH-000416,-0.10550431296309412
ACH-000420,0.04892988543350663
ACH-000421,-0.13340196497447834
ACH-000424,-0.03056777122576635
ACH-000425,0.020098320615112058
ACH-000426,-0.12683070630495802
ACH-000427,0.005026456268839362
ACH-000433,0.051578737419907365
ACH-000435,0.18371462131603375
ACH-000436,0.055893423662894216
ACH-000444,-0.034837154329063195
ACH-000445,-0.18176632424777006
ACH-000448,-0.02950440138120012
ACH-000450,-0.08654546429178307
ACH-000452,-0.19505501424662608
ACH-000454,-0.033252553289308366
ACH-000458,-0.05689236444868236
ACH-000459,-0.0077340539722739535
ACH-000460,-0.06979298785838108
ACH-000461,-0.08145869295200497
ACH-000463,-0.004895585278198654
ACH-000464,-0.0928199769784154
ACH-000466,-0.0917514388304896
ACH-000467,-0.03066488181906208
ACH-000468,0.07365162307554977
ACH-000469,0.03727801856818947
ACH-000470,-0.1270741697510588
ACH-000471,-0.1244289260041292
ACH-000472,-0.0074229980619213345
ACH-000473,-0.026623459883406742
ACH-000475,0.06534813386471619
ACH-000476,-0.005448341969635294
ACH-000477,-0.06724517003071329
ACH-000479,-0.16656446161656074
ACH-000480,-0.110768453396641
ACH-000481,0.05412412213616731
ACH-000483,-0.04190071012877178
ACH-000484,0.04936169483931098
ACH-000485,0.002894368790185449
ACH-000486,-0.04738995549460948
ACH-000487,-0.1826715757966557
ACH-000488,-0.00945057653981766
ACH-000490,0.058657213351914615
ACH-000491,-0.09884862844736454
ACH-000495,-0.17701557647708815
ACH-000496,-0.047426829383823185
ACH-000499,-0.07979978709112946
ACH-000500,0.3406240966342673
ACH-000502,-0.07443252461920917
ACH-000503,0.18620859753649166
ACH-000505,-0.10118021003848822
