,UBIAD1 (29914)
ACH-000444,-0.9775522756610564
ACH-000445,-0.4681262595495993
ACH-000448,-0.1080735456827299
ACH-000450,-0.4291423741060253
ACH-000452,-0.2081375277371412
ACH-000454,-0.13708384082136876
ACH-000458,-0.7210888150105151
ACH-000459,-0.19145314390038767
ACH-000460,-0.05799723390942976
ACH-000461,-0.1362764933962798
ACH-000463,-0.4227297930476328
ACH-000464,-0.5179109382308683
ACH-000466,-0.6118595414778966
ACH-000467,-0.17099307320453033
ACH-000468,-0.25770662111482096
ACH-000469,-0.29518496337463523
ACH-000470,-0.11758197783462288
ACH-000471,-0.17073896004725958
ACH-000472,-0.20282990013974184
ACH-000473,-0.236374894257943
ACH-000475,-0.06479066266782102
ACH-000476,-0.2731235471466793
ACH-000477,-0.30197993469524104
ACH-000479,-0.4663057890056389
ACH-000480,-0.1554844596727097
ACH-000481,-0.1960805580803924
ACH-000483,-0.4821983826697742
ACH-000484,-0.19865971717889952
ACH-000485,-0.22284417007808868
ACH-000486,-0.5754838575876587
ACH-000487,-0.10982550991025601
ACH-000488,-0.15516857214819862
ACH-000490,-0.10111964195761644
ACH-000491,-0.14621197994992927
ACH-000495,0.024969928197053067
ACH-000496,-0.6858298095262361
ACH-000499,0.05649750261398751
ACH-000500,-0.6359149266566788
ACH-000502,-0.3528073584965964
ACH-000503,-0.1600845023880749
ACH-000505,-0.5233634922461572
ACH-000507,-0.19209382510314246
ACH-000510,-0.5045556014687568
ACH-000511,-0.8703799511714635
ACH-000512,-0.13136957792675835
ACH-000516,-0.17609498637665846
ACH-000517,-0.7310436017740873
ACH-000518,-0.3682414457389962
ACH-000520,-0.1901810221143155
ACH-000521,-0.7711758051635792
ACH-000522,-0.23550460449354546
ACH-000524,-0.09199796771822437
ACH-000527,-0.4517753563980308
ACH-000528,-0.40067840596748405
ACH-000537,-1.1214893344296029
ACH-000541,-0.08511843616479157
ACH-000542,-0.3640802463415307
ACH-000544,0.050143117421693334
ACH-000545,-0.3121438223693788
ACH-000547,-0.4153670070333319
ACH-000548,-0.4396665116638339
ACH-000549,-0.15814374909072135
ACH-000550,-0.8613416441407572
ACH-000552,-0.09224022293439316
ACH-000556,-0.33028938756135096
ACH-000557,-0.007225802797222895
ACH-000569,-0.4445268473674038
ACH-000570,-1.117549770154722
ACH-000571,-0.2699680018952076
ACH-000573,-0.7586200206914403
ACH-000576,-0.5781292147428762
ACH-000579,-0.2513921953664891
ACH-000580,-0.17047959609137084
ACH-000584,-0.16440353682161396
ACH-000585,-0.30452192626854496
ACH-000588,-0.17353385379125336
ACH-000589,-0.057418808358650264
ACH-000591,-0.10588620719884112
ACH-000593,-0.2194689998598548
ACH-000600,-0.66172023008147
ACH-000601,-0.442699992356111
ACH-000605,-0.17651477343031213
ACH-000606,-0.6654289465438155
ACH-000608,-0.1803362699766526
ACH-000614,-0.3700452485088732
ACH-000616,-0.7882250755077191
ACH-000618,-0.5944250175931454
ACH-000619,-0.14142300527108168
ACH-000620,-0.2462325467181425
ACH-000621,-0.29957016036765705
ACH-000622,-0.17915667268093016
ACH-000623,-0.15751974811369224
ACH-000624,-0.2123234281757924
ACH-000627,-0.19731090667426526
ACH-000630,-1.0431496598004515
ACH-000631,-0.4921459741042254
ACH-000632,-0.82744305569858
ACH-000633,-0.20642969693638893
ACH-000637,-0.5638785453060844
ACH-000638,-0.16327430826692138
ACH-000646,-0.3025368777630962
ACH-000647,-0.10777944888678334
ACH-000648,-0.5589403227619996
ACH-000649,-0.2070304753160507
ACH-000651,-0.4226197243911412
ACH-000652,-0.9981978714320796
ACH-000653,-0.22873957347134974
ACH-000657,-0.3195776323193567
ACH-000658,0.0040869298005158745
ACH-000661,-0.1020702620756261
ACH-000662,-0.15089493769445184
ACH-000663,-0.8963895647978631
ACH-000665,-0.2332907642706821
ACH-000671,-0.13319671874440148
ACH-000672,-0.2487784192132439
ACH-000673,-1.1573332086913677
ACH-000676,-0.8643258347015895
ACH-000677,-0.8816031657430887
ACH-000681,-0.3613730805691957
ACH-000683,-0.1221164725353811
ACH-000684,-0.3792335374042287
ACH-000688,-0.8123460945740465
ACH-000693,-0.10405471584028952
ACH-000694,-0.7557045496428086
ACH-000695,-0.2514803141956057
ACH-000696,-0.4897182461718321
ACH-000697,-0.439097762218876
ACH-000699,-0.4974092092362116
ACH-000701,-0.2996311515844749
ACH-000706,-0.3729857126178675
ACH-000711,-0.2796355586679379
ACH-000713,-0.16936323691313074
ACH-000714,-0.1513161159039601
ACH-000718,-1.0523952763024098
ACH-000720,-0.6149883265421227
ACH-000721,-0.8502855123814768
ACH-000724,-0.2358182426824376
ACH-000725,-0.2443407837639033
ACH-000732,-0.12613147867424865
ACH-000734,-0.0704482210537242
ACH-000735,-0.7854829411402282
ACH-000736,-0.1747330227154286
ACH-000738,-0.4713742756378922
ACH-000746,-0.16492430416306625
ACH-000747,-0.5522681591314761
ACH-000748,-0.3422004862488385
ACH-000753,-0.2025928570681906
ACH-000756,-0.04625770995216859
ACH-000757,-0.004515044308983603
ACH-000758,-0.37324793104454457
ACH-000760,-0.9756891818027892
ACH-000762,-0.07827322867768642
ACH-000763,-0.4024407321396296
ACH-000764,-0.7592525014328236
ACH-000765,-0.16470761193907596
ACH-000766,-0.3811044110010534
ACH-000767,0.0312831802497986
ACH-000768,-0.9155339553117796
ACH-000769,-0.036161303861981686
ACH-000770,-0.015024203960611476
ACH-000771,-0.3595953983193037
ACH-000773,-0.4222206370663873
ACH-000776,-0.7060047184406321
ACH-000777,-0.08644842395682804
ACH-000778,-0.2453418089329637
ACH-000781,-0.44476506888611655
ACH-000782,-0.30536430753088395
ACH-000783,-0.14308508519874905
ACH-000784,-0.13577983635830296
ACH-000785,-0.2482696421221697
ACH-000787,-0.7538168980162838
ACH-000788,-0.45771837040325103
ACH-000791,-0.2105093892414121
ACH-000792,-0.09784904501639577
ACH-000794,-0.2658948430418288
ACH-000796,-0.675197451034349
ACH-000798,-0.4063524839314731
ACH-000799,-0.3687842610312844
ACH-000800,-0.7264682180289065
ACH-000802,-0.41726084636915184
ACH-000804,-0.3475614308816274
ACH-000805,-0.6636044775255953
ACH-000809,-0.19531774899241486
ACH-000810,-0.20921554067539
ACH-000811,-0.3925706328225577
ACH-000817,-0.21186901750784087
ACH-000819,-0.3279601206385045
ACH-000820,-0.8239332617307911
ACH-000821,0.011291985197557476
ACH-000822,-0.2573395518949073
ACH-000823,-0.11158235017983444
ACH-000824,-0.1476319873705924
ACH-000827,-0.14219089333673274
ACH-000829,-0.4315134896498457
ACH-000831,-0.7542835975282057
ACH-000832,-0.3029911114107781
ACH-000833,-0.27252318187909913
ACH-000834,-0.18566278509327627
ACH-000835,-0.6900734362446748
ACH-000836,-1.04413102383474
ACH-000837,-0.7527259049509696
ACH-000838,-0.16911264185286926
ACH-000839,-0.14872316879955802
ACH-000840,-0.6233170097914487
ACH-000841,-0.03092155619355863
ACH-000843,-0.1986723114788664
ACH-000846,-0.2426453407471179
ACH-000847,-0.14315449400295238
ACH-000848,-0.7212708147599766
ACH-000849,-0.3301757138881257
ACH-000851,-0.7055654113562709
ACH-000855,-0.7343090820800897
ACH-000856,-0.3406145327612062
ACH-000858,-0.18356535997976728
ACH-000859,-0.4167452019151332
ACH-000861,-0.2949874464636993
ACH-000862,-0.17467213156062175
ACH-000865,-0.1249044080148878
ACH-000866,-0.4851690670545225
ACH-000867,-0.04745969211016727
ACH-000869,-0.5847748673640457
ACH-000872,-1.008608388903183
ACH-000873,-0.7959595613351431
ACH-000876,-0.13396914568696372
ACH-000878,-0.4650665714055185
ACH-000880,-0.3838982455993071
ACH-000881,-1.0326368318382422
ACH-000882,-0.6208024102363041
ACH-000884,-0.9884548656068824
ACH-000885,-0.2913955278473485
ACH-000887,-0.8379931241679477
ACH-000889,-0.13378622094227324
ACH-000896,-0.12378248697797395
ACH-000898,-0.16319385118356122
ACH-000900,-0.5315033606082288
ACH-000901,-0.5185404977989443
ACH-000905,-0.17649702385627614
ACH-000906,-0.9495342165076216
ACH-000907,-0.24678199771544754
ACH-000910,-0.21525110424889798
ACH-000911,-0.3809554994844014
ACH-000912,-1.0338154337735073
ACH-000913,-0.7562234541780398
ACH-000915,-0.2394246784096873
ACH-000916,-0.9643474933137124
ACH-000917,-0.4256283599284852
ACH-000920,-0.1933446293977774
ACH-000921,-0.9375711851662738
ACH-000924,-0.7699993870365123
ACH-000926,-0.1419337295920942
ACH-000928,-0.047551538935282495
ACH-000929,-0.5082598582380142
ACH-000932,-0.6749190877845893
ACH-000935,-0.2282661416028766
ACH-000936,-0.30042305165178584
ACH-000937,-0.3512021519196925
ACH-000938,-0.10845231142767292
ACH-000939,-0.30498824830936
ACH-000941,-1.34950700302931
ACH-000943,-0.7049535036932321
ACH-000946,-0.17379139446072606
ACH-000947,-0.5483361716846746
ACH-000948,-0.2572870544401141
ACH-000950,-0.6952813080051188
ACH-000953,-0.20481787591476774
ACH-000954,-0.6230760261748289
ACH-000957,-0.23519456720324114
ACH-000958,-0.6445517828353322
ACH-000960,-0.238968488132746
ACH-000963,-0.3235197723712061
ACH-000968,-0.16450051547669192
ACH-000969,-0.3402390508551119
ACH-000972,-0.36405731068470654
ACH-000973,-0.2115756428598684
ACH-000974,-0.5673307484847455
ACH-000978,0.042643951117195183
ACH-000984,-0.10263925116052808
ACH-000986,-0.6885689620598413
ACH-000988,-1.0224130237654965
ACH-000993,-0.28526539895481123
ACH-000994,-0.1853572391202871
ACH-000996,-0.23606341622469584
ACH-001001,-0.8465132681005898
ACH-001020,-0.4910676081396337
ACH-001028,-1.0376734525225697
ACH-001031,-0.2790970772307436
ACH-001038,-0.0839700803189982
ACH-001048,-0.3915568784779689
ACH-001050,-0.3352976625374577
ACH-001053,-0.5661004135542362
ACH-001054,-0.17885512409452126
ACH-001061,-0.1430859265915123
ACH-001067,-0.5488234042029956
ACH-001075,-0.9412939940313372
ACH-001096,-0.19574052959865207
ACH-001111,-0.6586022558254928
ACH-001119,-0.553549260220082
ACH-001128,-0.932210204232094
ACH-001134,-0.4066535015492593
ACH-001151,-0.8540226140052697
ACH-001163,-1.186501274801557
ACH-001164,-0.5015773246259806
ACH-001183,-0.04193825493206764
ACH-001192,-0.11298265825984848
ACH-001193,-0.2872869329187129
ACH-001196,-0.3970131888534536
ACH-001197,-0.4891149985551106
ACH-001205,-0.5333989641870946
ACH-001211,-0.5552721562852551
ACH-001212,-0.18441162007589654
ACH-001228,-0.15200662645382967
ACH-001232,-0.29470531345066137
ACH-001239,-0.9482772228988632
ACH-001270,-0.2102907622529806
ACH-001274,-0.5566994989636161
ACH-001275,-0.6457406656256092
ACH-001277,-0.11588548291300105
ACH-001278,-0.9090931789868546
ACH-001280,0.014611698479320638
ACH-001283,-0.1439891063904401
ACH-001289,-0.2773336265072313
ACH-001300,-0.1666211418027195
ACH-001301,-0.276780549907568
ACH-001302,-0.0692925364569754
ACH-001306,-0.631992477466489
ACH-001318,-0.0948434975003063
ACH-001322,-1.0314675242254714
ACH-001328,-0.14848676772123168
ACH-001332,-0.4662758743558244
ACH-001336,-0.012295785680998364
ACH-001346,-0.35068925709767057
ACH-001353,-0.14057640077060016
ACH-001354,-0.2855501422333513
ACH-001367,-0.04521816379181192
ACH-001368,-0.2651304507751839
ACH-001374,-0.1621504525850805
ACH-001377,-0.3403366576542627
ACH-001380,-0.4052099966169875
ACH-001391,-0.8813932140225937
ACH-001408,-0.178060120820782
ACH-001430,-0.3273228267209179
ACH-001431,-0.29565734803270266
ACH-001450,-0.2314688066451976
ACH-001496,-0.07740211475514504
ACH-001500,-0.4008456991060013
ACH-001523,-0.4849450861505107
ACH-001532,-0.7736364991587419
ACH-001550,-0.4813501312308817
ACH-001552,-0.18344930352192365
ACH-001554,-0.3555917043156228
ACH-001654,-0.2142482146195321
ACH-001735,-0.05556369476441324
ACH-001736,-0.1878033283718468
ACH-001737,-0.4578828628273501
ACH-001740,-0.1456755567107917
ACH-001745,-0.17882155441305994
ACH-001765,-0.197587840859892
