,KRCC1 (51315)
ACH-000004,-0.19062952397988814
ACH-000005,-0.2758612341934567
ACH-000007,-0.07046965543570145
ACH-000009,-0.04896019406974413
ACH-000011,-0.030081343787546056
ACH-000012,-0.1296457517549083
ACH-000013,-0.043396440819672776
ACH-000014,-0.10129347284976807
ACH-000015,-0.04877381206974536
ACH-000017,-0.09979952246597253
ACH-000018,-0.10036465777553152
ACH-000019,-0.08764491346681598
ACH-000021,-0.08503605765595047
ACH-000022,0.017672977948967498
ACH-000025,-0.2306819755096197
ACH-000028,-0.12250152861475425
ACH-000030,-0.0889127410466454
ACH-000035,-0.1321247790398415
ACH-000036,-0.13073770271992974
ACH-000037,-0.08261025873918829
ACH-000039,-0.1259588208153871
ACH-000040,-0.06886076845358867
ACH-000041,-0.12860048429094956
ACH-000042,-0.15201893054060553
ACH-000045,-0.06582250880801085
ACH-000047,0.038603567571143485
ACH-000052,-0.4311038221478979
ACH-000053,-0.06655556476940291
ACH-000054,-0.16215650953430588
ACH-000055,0.1130870420074786
ACH-000060,-0.05737739362843669
ACH-000067,-0.21988581034801413
ACH-000070,0.16964553860916196
ACH-000075,-0.276815545093845
ACH-000078,0.030100814157607996
ACH-000082,-0.04388753854436762
ACH-000085,-0.01880270722899563
ACH-000086,-0.1078983324056164
ACH-000087,-0.08861344716011316
ACH-000092,-0.3855194691273051
ACH-000095,0.02417205353952029
ACH-000097,-0.0945266176094013
ACH-000098,-0.05672656915395361
ACH-000099,-0.004199488822039046
ACH-000108,-0.037021608409403516
ACH-000113,-0.029955855140748437
ACH-000116,-0.2743272742623012
ACH-000118,-0.14231991226553534
ACH-000120,-0.008417025734166299
ACH-000123,-0.07063288862552106
ACH-000127,-0.032358700857197886
ACH-000128,-0.14261510443082934
ACH-000132,-0.15775452289118833
ACH-000133,-0.14956487423822604
ACH-000137,-0.11135988701117848
ACH-000138,-0.17108304323163426
ACH-000142,0.017914793528773554
ACH-000143,-0.09199207098220877
ACH-000146,-0.09424606777726936
ACH-000148,0.009538845771220768
ACH-000150,-0.06420810185976147
ACH-000152,-0.208311948949198
ACH-000153,-0.058353855115585336
ACH-000159,-0.13689199175558564
ACH-000160,-0.06219591174867105
ACH-000163,-0.2167657399259138
ACH-000167,-0.19193660136341706
ACH-000168,0.034586874269752696
ACH-000169,0.03534964372227062
ACH-000178,-0.002322548684252345
ACH-000183,-0.1591201589899945
ACH-000188,-0.14422093889978266
ACH-000189,0.13186355326580348
ACH-000190,-0.15521581578197427
ACH-000198,-0.02248408119486673
ACH-000203,-0.08004247466828905
ACH-000204,-0.1429615747651236
ACH-000206,0.1764215127888124
ACH-000207,-0.1972723452479629
ACH-000208,-0.2395173720635081
ACH-000210,0.08937325767099814
ACH-000211,-0.09309910353659118
ACH-000215,-0.22129662687089646
ACH-000221,-0.2709866411950851
ACH-000222,0.07411705181112037
ACH-000223,-0.10476739427586476
ACH-000226,-0.09616754912015082
ACH-000227,-0.014185325258886447
ACH-000228,-0.18925880197281
ACH-000231,-0.12660941764617775
ACH-000232,-0.003180641363209856
ACH-000233,-0.14211837371817715
ACH-000234,-0.09092356745311823
ACH-000235,-0.014652803219284813
ACH-000237,-0.08482839219631848
ACH-000238,-0.08257913306696117
ACH-000242,-0.16541807355602578
ACH-000243,-0.048087962568708835
ACH-000244,-0.11730945819870438
ACH-000246,-0.11788656293657608
ACH-000248,-0.20174515648030047
ACH-000250,0.08815894143171484
ACH-000251,-0.08040861169770545
ACH-000252,-0.13591867675928754
ACH-000253,-0.07965540979638322
ACH-000255,-0.023303605909502825
ACH-000256,-0.08083795337544876
ACH-000257,0.08492993211599839
ACH-000258,-0.20971961144077267
ACH-000259,0.02767271211468584
ACH-000260,-0.0781953648203071
ACH-000261,-0.12715372092635865
ACH-000262,-0.06015237784520724
ACH-000263,0.11367519389610245
ACH-000264,-0.08578012385666793
ACH-000265,-0.22550194387402
ACH-000266,-0.06802659140751569
ACH-000272,-0.10326437994336343
ACH-000274,-0.044181833946608164
ACH-000277,-0.12713211233349192
ACH-000278,-0.1818457142670224
ACH-000279,-0.004482752416090203
ACH-000280,0.033429496332868305
ACH-000281,-0.042249047208727984
ACH-000288,-0.17021893452749862
ACH-000291,0.02532157159045548
ACH-000293,-0.13802638095082229
ACH-000294,-0.10971779143185352
ACH-000295,-0.13712961656178835
ACH-000296,0.18897056053783332
ACH-000302,-0.04152714756474914
ACH-000304,0.17889886097517468
ACH-000307,-0.11134653390420897
ACH-000308,-0.05336694130014663
ACH-000310,-0.020423170749677196
ACH-000311,0.16871206031486127
ACH-000312,0.03069153111560088
ACH-000315,0.07998485999534014
ACH-000316,-0.14288946537111072
ACH-000317,-0.10166069892690216
ACH-000318,-0.05792404347028333
ACH-000319,-0.14523406395832894
ACH-000320,0.12575362652349814
ACH-000322,-0.03504668410528984
ACH-000323,-0.07652303008928102
ACH-000324,-0.13308817843281953
ACH-000329,0.04436470186796704
ACH-000330,-0.1216065523612761
ACH-000331,-0.04782550744970721
ACH-000332,-0.051548745250998666
ACH-000334,-0.15311953340804213
ACH-000335,-0.25709572346742354
ACH-000336,-0.15201570424215466
ACH-000337,-0.02654944964248792
ACH-000338,0.35196618798887797
ACH-000339,0.0033540294607649
ACH-000341,-0.1111661021522784
ACH-000348,-0.047415755878535235
ACH-000350,-0.06002427694621114
ACH-000352,-0.18949752837608574
ACH-000356,-0.32082660556672393
ACH-000361,-0.25646201644564154
ACH-000362,-0.01751367809880744
ACH-000363,0.0018096395779260567
ACH-000364,-0.008542148738806252
ACH-000365,-0.05058039378225828
ACH-000366,-0.06612123406071209
ACH-000368,-0.007258098478041266
ACH-000374,-0.19778114579727288
ACH-000375,-0.056091236287840615
ACH-000376,-0.18921245799709507
ACH-000381,-0.18107610005699687
ACH-000383,-0.026465268106792297
ACH-000387,-0.06189738817345351
ACH-000389,-0.013265206328107971
ACH-000390,-0.17135044305938035
ACH-000393,-0.01764953710665449
ACH-000395,0.08566690388392557
ACH-000396,-0.15310657166536115
ACH-000397,-0.10977334614015756
ACH-000401,-0.07641827270490235
ACH-000402,-0.39114992525944986
ACH-000403,-0.05325483154310627
ACH-000404,-0.02822625137472835
ACH-000406,-0.02720035855851601
ACH-000407,-0.10865155785604816
ACH-000408,-0.13741669548467972
ACH-000410,-0.11910504622040805
ACH-000411,-0.23362697901787655
ACH-000414,-0.014194558974307003
ACH-000415,-0.12737873747213385
ACH-000416,-0.09854700539919264
ACH-000420,-0.10939177015038734
ACH-000421,-0.1899980063207777
ACH-000424,0.07784267410140337
ACH-000425,-0.023230566373183124
ACH-000426,-0.03297836743332728
ACH-000427,-0.16635107794550186
ACH-000433,-0.20009917841860567
ACH-000435,0.13733740069581274
ACH-000436,-0.05867315898141497
ACH-000444,0.06437891835784168
ACH-000445,0.06620780459524359
ACH-000448,0.05503847092144192
ACH-000450,0.016165404677955547
ACH-000452,-0.12487790765671315
ACH-000454,-0.05334181737813607
ACH-000458,-0.11211660026586856
ACH-000459,-0.12102902337029894
ACH-000460,-0.14544481460930608
ACH-000461,-0.13152139439267865
ACH-000463,-0.08344818008450909
ACH-000464,-0.21198970111778734
ACH-000466,-0.009179051765073826
ACH-000467,-0.146422461281599
ACH-000468,-0.09160410755745614
ACH-000469,-0.018522190493821082
ACH-000470,-0.0839920756738314
ACH-000471,-0.07510838962432564
ACH-000472,-0.0054228843188149365
ACH-000473,-0.021901850595080853
ACH-000475,-0.06311361582133856
ACH-000476,-0.07892546292806868
ACH-000477,-0.0018134978983385872
ACH-000479,0.04190471781165569
ACH-000480,-0.13012589706778746
ACH-000481,-0.07657126424058906
ACH-000483,-0.12414028290422885
ACH-000484,-0.14482021750528798
ACH-000485,0.004641086935404883
ACH-000486,-0.20717074072307226
ACH-000487,-0.12081975909580575
ACH-000488,-0.04002194366455945
ACH-000490,-0.2228116875240832
ACH-000491,-0.1001609394436209
ACH-000495,-0.23469455931575844
ACH-000496,-0.22368930932738007
ACH-000499,-0.06744458316387318
ACH-000500,-0.17174521247860228
ACH-000502,-0.032210733937286365
ACH-000503,0.22130338865011487
ACH-000505,-0.15025999069125967
ACH-000507,-0.08500588517342743
ACH-000510,-0.011521237273649822
ACH-000511,-0.1592015359506284
ACH-000512,-0.08513161875046861
ACH-000516,-0.05169686586339254
ACH-000517,-0.07846866281204518
ACH-000518,-0.2961044720635123
ACH-000520,-0.08742412403985603
ACH-000521,-0.15218501455151404
ACH-000522,-0.2001022593498036
ACH-000524,-0.06490253787882685
ACH-000527,-0.1834539341149201
ACH-000528,-0.06079569323841701
ACH-000537,-0.03797626295853089
ACH-000541,-0.2665588977821138
ACH-000542,-0.027208408726627963
ACH-000544,-0.14333816654390175
ACH-000545,-0.09195723191935436
ACH-000547,-0.2389721413127449
ACH-000548,-0.14742613726177164
ACH-000549,-0.04415043352188798
ACH-000550,-0.07888073273638789
ACH-000552,-0.07758175731829213
ACH-000556,-0.2134675947168156
ACH-000557,0.006047938429913256
ACH-000569,-0.1387520020666722
ACH-000570,-0.13496871461654708
ACH-000571,-0.030583883760928576
ACH-000573,-0.2191884811114058
ACH-000576,-0.06231668776308475
ACH-000579,-0.04031671154820971
ACH-000580,-0.23288032803981956
ACH-000584,-0.12681309026573262
ACH-000585,-0.03549693886435672
ACH-000588,-0.043578429726398166
ACH-000589,-0.09700874337840233
ACH-000591,-0.09609552817886427
ACH-000593,-0.09652998840096473
ACH-000600,-0.12611547654992872
ACH-000601,-0.03253591881466485
ACH-000605,-0.10471719880657963
ACH-000606,-0.1699406236750023
ACH-000608,-0.03900806229482827
ACH-000614,-0.2390821437936812
ACH-000616,-0.02606137780727856
ACH-000618,-0.0970664177233486
ACH-000619,-0.04305696305297798
ACH-000620,0.03144641864895993
ACH-000621,-0.04113016783107604
ACH-000622,0.0862080224912745
ACH-000623,-0.043669108602271724
ACH-000624,-0.0897668242777746
ACH-000627,9.61910858065861e-05
ACH-000630,-0.010885250542011556
ACH-000631,-0.10572147343290728
ACH-000632,-0.12516785988946116
ACH-000633,-0.051502829398639344
ACH-000637,-0.17879417346331725
ACH-000638,-0.14784943370735107
ACH-000646,0.08366334155682842
ACH-000647,-0.021095216829057083
ACH-000648,-0.2738994370266225
ACH-000649,-0.127828821947967
ACH-000651,-0.06507026547047133
ACH-000652,-0.07137662419403608
ACH-000653,-0.047456017032538135
ACH-000657,-0.09571696940441246
ACH-000658,-0.014484118099617947
ACH-000661,-0.05804269563336426
ACH-000662,-0.14194963672808816
ACH-000663,-0.15434969048503536
ACH-000665,-0.21467179675620035
ACH-000671,-0.013108572563166694
ACH-000672,0.00970886804211797
ACH-000673,-0.1696263972780996
ACH-000676,-0.07715986308920082
ACH-000677,-0.06456779176439194
ACH-000681,0.010903960956714613
ACH-000683,-0.10610972973750196
ACH-000684,-0.1598044433229978
ACH-000688,-0.10067523880746106
ACH-000693,-0.09377623482603953
ACH-000694,-0.02254839395232104
ACH-000695,-0.006115372455361113
ACH-000696,-0.13356021183381198
ACH-000697,0.028760676104265907
ACH-000699,-0.14038287147526354
ACH-000701,-0.0832797552860004
ACH-000706,-0.09586247129953253
ACH-000711,-0.15057582637900038
ACH-000713,-0.22095054404215012
ACH-000714,-0.019162875709730805
ACH-000718,0.011396942252403841
ACH-000720,-0.05130836511655435
ACH-000721,-0.17265666006150293
ACH-000724,-0.058339505753381884
ACH-000725,-0.14230156638748487
ACH-000732,0.037599348433897374
ACH-000734,-0.09107654944184024
ACH-000735,-0.10947355464714023
ACH-000736,0.13826824007105093
ACH-000738,-0.03878738361708636
ACH-000746,0.1206736528609824
ACH-000747,-0.15602620312408702
ACH-000748,-0.1164723683325964
ACH-000753,-0.05795753386379403
ACH-000756,-0.17122208259267185
ACH-000757,-0.03743666656943025
ACH-000758,-0.11752334106604775
ACH-000760,-0.23278123575807094
ACH-000762,-0.07395388180023726
ACH-000763,-0.18233267927427715
ACH-000764,-0.2735821279406541
ACH-000765,0.11872581017919885
