,HSPA1A (3303)
ACH-000004,-0.2735695529515553
ACH-000005,0.0129134464831581
ACH-000007,-0.08021937233592462
ACH-000009,-0.1536369212345558
ACH-000011,-0.4707428354624764
ACH-000012,-0.4269356186014973
ACH-000013,-0.1789223924932132
ACH-000014,-0.2069799981826216
ACH-000015,-0.18020616278599585
ACH-000017,-0.2445362045263173
ACH-000018,-0.1702909712263123
ACH-000019,-0.3351695777460108
ACH-000021,-0.19327233584789266
ACH-000022,-0.12081688134451568
ACH-000025,-0.17163879532017268
ACH-000028,-0.14070126027538096
ACH-000030,-0.2150489956473928
ACH-000035,-0.3034189954933004
ACH-000036,-0.23685016578210336
ACH-000037,-0.0382163886472634
ACH-000039,-0.4532734881043967
ACH-000040,-0.2665054805918843
ACH-000041,-0.10337832325606734
ACH-000042,-0.3346098343206903
ACH-000045,-0.2585201723284733
ACH-000047,-0.15413424926388758
ACH-000052,-0.2319113770358535
ACH-000053,-0.18376181840441394
ACH-000054,-0.26247560444857154
ACH-000055,-0.20333214567856897
ACH-000060,-0.2931693065454471
ACH-000067,-0.2370874817433461
ACH-000070,-0.24659376436157676
ACH-000075,-0.3751407216181194
ACH-000078,-0.2766547572683387
ACH-000082,-0.2564493986039471
ACH-000085,-0.20071237732192468
ACH-000086,-0.16570300325392934
ACH-000087,-0.23718220770048026
ACH-000092,-0.15646784514257214
ACH-000095,-0.31738502924356593
ACH-000097,-0.24329604150816755
ACH-000098,-0.13647986097800993
ACH-000099,-0.183712676489614
ACH-000108,-0.2778874196727125
ACH-000113,-0.2976984336751685
ACH-000116,-0.15479098309404046
ACH-000118,-0.14173898911379626
ACH-000120,-0.1558492201270273
ACH-000123,-0.1992719549906989
ACH-000127,-0.19044710840726134
ACH-000128,-0.3126140331115302
ACH-000132,-0.21676846027049093
ACH-000133,-0.2328527793904471
ACH-000137,-0.14374477506106456
ACH-000138,-0.34704430908395145
ACH-000142,-0.25627558303307296
ACH-000143,-0.1469150446630978
ACH-000146,-0.28439200035259776
ACH-000148,-0.21318668532022172
ACH-000150,-0.12688489853497148
ACH-000152,-0.30358149986577143
ACH-000153,0.04406130347732565
ACH-000159,-0.3044942458329492
ACH-000160,-0.324613913286083
ACH-000163,-0.10798009477624002
ACH-000167,0.994196493521822
ACH-000168,-0.34619541950718946
ACH-000169,-0.2804067253425335
ACH-000178,-0.09860822121377724
ACH-000183,-0.3732723258119469
ACH-000188,-0.362236866625517
ACH-000189,-0.06836201586946418
ACH-000190,-0.3250607656513139
ACH-000198,-0.2339598189150877
ACH-000203,-0.12438617149865047
ACH-000204,-0.0309446924869006
ACH-000206,-0.08977864719575511
ACH-000207,-0.471062917489225
ACH-000208,-0.20603923984399095
ACH-000210,-0.09309208911561066
ACH-000211,-0.20555921708044625
ACH-000215,-0.20518725531448131
ACH-000221,-0.1915684703644297
ACH-000222,-0.06218415343278876
ACH-000223,-0.3503144773000945
ACH-000226,0.03085008904259348
ACH-000227,-0.28020884923305245
ACH-000228,-0.4411431031289556
ACH-000231,-0.16172475036222575
ACH-000232,-0.31404625667872965
ACH-000233,-0.2034898006391306
ACH-000234,-0.25532679483929743
ACH-000235,-0.3123788760493841
ACH-000237,-0.2456381102512002
ACH-000238,-0.13822766473492604
ACH-000242,-0.16807558215218615
ACH-000243,-0.16954187457432424
ACH-000244,-0.5006294481348706
ACH-000246,-0.1922317555462481
ACH-000248,-0.25070422514780044
ACH-000250,-0.19085554507581065
ACH-000251,-0.26320623467745874
ACH-000252,-0.3067690456410037
ACH-000253,-0.17365009801866454
ACH-000255,-0.3860545648075897
ACH-000256,-0.0057208455524377574
ACH-000257,-0.26787979676712553
ACH-000258,-0.15286907218094906
ACH-000259,-0.22439156041388145
ACH-000260,-0.20638623911685575
ACH-000261,-0.12536320947510146
ACH-000262,-0.20224103910670496
ACH-000263,-0.3895120472730879
ACH-000264,-0.11865347472517505
ACH-000265,-0.2794065219911133
ACH-000266,-0.22490814721501395
ACH-000272,-0.2366995258565364
ACH-000274,-0.14497481017265065
ACH-000277,-0.0548543133836271
ACH-000278,-0.1304919390490747
ACH-000279,-0.08423982759250345
ACH-000280,-0.13288479409192105
ACH-000281,-0.15776378197088695
ACH-000288,-0.18918436850131531
ACH-000291,-0.1938920233388489
ACH-000293,-0.14444890478372804
ACH-000294,0.03146420469395144
ACH-000295,-0.38873983923908656
ACH-000296,-0.1134783086397958
ACH-000302,-0.3532024076676858
ACH-000304,-0.19492049397469305
ACH-000307,-0.40511759742150333
ACH-000308,-0.14540101062039518
ACH-000310,-0.09410206277917042
ACH-000311,-0.13157058623606907
ACH-000312,-0.2931536473312889
ACH-000315,-0.13904543624211915
ACH-000316,-0.18275270416161185
ACH-000317,-0.12600386437089886
ACH-000318,-0.2298111690013758
ACH-000319,-0.24113786823345956
ACH-000320,-0.19299186571008292
ACH-000322,0.15123537513916316
ACH-000323,-0.30353151966642256
ACH-000324,-0.40519391044357
ACH-000329,-0.2396111151628488
ACH-000330,-0.26009141939633823
ACH-000331,-0.3527325018093329
ACH-000332,-0.2159189330311047
ACH-000334,-0.06877861461534727
ACH-000335,-0.3548465978348539
ACH-000336,-0.26667267880868395
ACH-000337,-0.15600323563396895
ACH-000338,-0.04787375014210564
ACH-000339,-0.08102382268198907
ACH-000341,-0.16969688993399604
ACH-000348,-0.104009295522002
ACH-000350,-0.24360891270834625
ACH-000352,-0.2409506333946399
ACH-000356,-0.4777381409363136
ACH-000361,-0.28114394840329426
ACH-000362,-0.2160630405026144
ACH-000363,-0.12343545436472092
ACH-000364,-0.2561792431237765
ACH-000365,-0.19061606421483207
ACH-000366,-0.16328871957208296
ACH-000368,-0.2844058800596804
ACH-000374,-0.4384221669197801
ACH-000375,-0.22036236704701406
ACH-000376,-0.3475291962030698
ACH-000381,-0.2526806960832905
ACH-000383,-0.20097897310878587
ACH-000387,-0.3184829530050979
ACH-000389,-0.2732541186120997
ACH-000390,-0.15198777553476256
ACH-000393,-0.43984468610052896
ACH-000395,-0.3701346126263077
ACH-000396,-0.3239396672817357
ACH-000397,-0.4154087925627983
ACH-000401,-0.19786720058999827
ACH-000402,0.2054152000475978
ACH-000403,-0.2342048902765264
ACH-000404,-0.4953454389043337
ACH-000406,-0.13026891770704058
ACH-000407,-0.3295100086459908
ACH-000408,-0.550063137777114
ACH-000410,-0.2174179323664497
ACH-000411,-0.20563616173540006
ACH-000414,-0.15693885746244604
ACH-000415,-0.28666300877991435
ACH-000416,-0.22632943417527104
ACH-000420,-0.10912897733820752
ACH-000421,-0.2651528568537008
ACH-000424,-0.4055281525220707
ACH-000425,-0.1993518424007317
