,NSUN2 (54888)
ACH-000004,0.04361610230493572
ACH-000005,0.21242229887664715
ACH-000007,0.006654677292961804
ACH-000009,-0.01540831021579176
ACH-000011,-0.048202385380771436
ACH-000012,0.057372198009747674
ACH-000013,0.029996745173874705
ACH-000014,0.03886766658879537
ACH-000015,0.02144635590370731
ACH-000017,-0.0055858383000082215
ACH-000018,-0.3543505024681031
ACH-000019,0.017235958566436695
ACH-000021,-0.021804984195007652
ACH-000022,0.0299827571156586
ACH-000025,0.09224702742245412
ACH-000028,0.24549929346856145
ACH-000030,0.07464549158259334
ACH-000035,-0.1053361772063639
ACH-000036,-0.042797151948479537
ACH-000037,-0.058855247284722426
ACH-000039,-0.1802221658447228
ACH-000040,-0.08942580517162428
ACH-000041,0.09496503213117732
ACH-000042,0.0071232955533707815
ACH-000045,0.0018430294076532585
ACH-000047,-0.05825051118747609
ACH-000052,-0.008480080434563553
ACH-000053,-0.07806205289832124
ACH-000054,0.10954827641060856
ACH-000055,-0.004541332921707793
ACH-000060,0.08313473490862662
ACH-000067,-0.16466561890475692
ACH-000070,-0.2085595581627304
ACH-000075,-0.180358729425182
ACH-000078,0.05757558111302205
ACH-000082,-0.05226948402384703
ACH-000085,0.10610481147951273
ACH-000086,-0.05979845385646253
ACH-000087,0.05870030879223755
ACH-000092,0.035552148053005564
ACH-000095,0.02048120045875976
ACH-000097,0.07952602994440988
ACH-000098,-0.16878040714727088
ACH-000099,0.052851979621062715
ACH-000108,-0.1688506445004227
ACH-000113,-0.04942232740767522
ACH-000116,0.019513853153703853
ACH-000118,0.014081854241932128
ACH-000120,-0.00014025358839647587
ACH-000123,-0.1578392795842329
ACH-000127,-0.1975264823381777
ACH-000128,0.05733420497063733
ACH-000132,0.04757854073893787
ACH-000133,0.14132918982762258
ACH-000137,0.0677678524501058
ACH-000138,-0.11690287660272125
ACH-000142,-0.13102579868460054
ACH-000143,-0.196411961268797
ACH-000146,-0.059362854255291635
ACH-000148,0.00985812294865383
ACH-000150,-0.030825214775685162
ACH-000152,0.11018572195517916
ACH-000153,-0.11252062764713552
ACH-000159,-0.07814789603587141
ACH-000160,-0.028852276478464712
ACH-000163,-0.16271907101617006
ACH-000167,0.304705375427453
ACH-000168,-0.21509709909926486
ACH-000169,0.0015116810176416054
ACH-000178,-0.08762090733620166
ACH-000183,-0.14126171013672548
ACH-000188,-0.11417013406043612
ACH-000189,0.1470320404087505
ACH-000190,-0.3842827722399544
ACH-000198,-0.06588045294175697
ACH-000203,-0.0199745869920778
ACH-000204,0.053496279225098316
ACH-000206,0.039044170305727835
ACH-000207,-0.02192711011400401
ACH-000208,-0.1490535117645651
ACH-000210,-0.009045015945063128
ACH-000211,-0.0592396773070623
ACH-000215,-0.03845701303988025
ACH-000221,-0.05214430531893949
ACH-000222,-0.03376920068112301
