,ANKRD22 (118932)
ACH-000004,-0.1747319234674541
ACH-000005,-0.10505302302314576
ACH-000007,-0.24174334478925816
ACH-000009,-0.2583338636519449
ACH-000011,-0.2622063943155629
ACH-000012,-0.2005335061866351
ACH-000013,-0.07679578617910346
ACH-000014,-0.2731768438473759
ACH-000015,-0.3078085730695161
ACH-000017,-0.1747114746737808
ACH-000018,-0.3165608041169629
ACH-000019,-0.2707928461141395
ACH-000021,-0.15726427398719373
ACH-000022,-0.10105411065334864
ACH-000025,-0.3450184989899168
ACH-000028,-0.17841314366594696
ACH-000030,-0.18686015565397346
ACH-000035,-0.1045113935534366
ACH-000036,-0.2038967023733322
ACH-000037,-0.18386135423859204
ACH-000039,-0.2027912387401771
ACH-000040,-0.3544369425646819
ACH-000041,-0.18534601138804466
ACH-000042,-0.17563292075437292
ACH-000045,-0.21445137746719195
ACH-000047,-0.17069528559257485
ACH-000052,-0.2772970886490206
ACH-000053,-0.17916312957054367
ACH-000054,-0.14530209871918048
ACH-000055,-0.3223475333751425
ACH-000060,-0.2731166690521223
ACH-000067,-0.3259102556722846
ACH-000070,-0.19675627906309365
ACH-000075,-0.10521360477796593
ACH-000078,-0.3177865856933896
ACH-000082,-0.12180665135961775
ACH-000085,-0.38776693814523816
ACH-000086,-0.36630821649559614
ACH-000087,-0.11177935297276913
ACH-000092,-0.11671157848629347
ACH-000095,-0.12984096398923958
ACH-000097,-0.24282105820539684
ACH-000098,-0.17127395950819174
ACH-000099,-0.3099596713014522
ACH-000108,-0.0808267330643546
ACH-000113,-0.1929014745182087
ACH-000116,-0.2346517614985209
ACH-000118,-0.2886129179453039
ACH-000120,-0.139640196158333
ACH-000123,-0.15938714487742187
ACH-000127,-0.2189567120881946
ACH-000128,-0.04272426074773726
ACH-000132,-0.2329677675685609
ACH-000133,-0.20273745568562695
ACH-000137,-0.29487646324230665
ACH-000138,-0.0027740429855224497
ACH-000142,-0.28153588943147706
ACH-000143,-0.1598291036652206
ACH-000146,-0.2131375038766938
ACH-000148,-0.26432817818208515
ACH-000150,-0.03701888897537014
ACH-000152,-0.3338400764273492
ACH-000153,-0.32075612755199684
ACH-000159,-0.2173913195152361
ACH-000160,-0.22219374705418451
ACH-000163,-0.16838739964273328
ACH-000167,-0.5537756032190357
ACH-000168,-0.2274531308321245
ACH-000169,-0.20684989388718072
ACH-000178,-0.3053659963535522
ACH-000183,-0.1196456219872098
ACH-000188,-0.10157050746989436
ACH-000189,-0.535925791941965
ACH-000190,-0.1663023170258562
ACH-000198,-0.3133684902316177
ACH-000203,-0.3087785698109211
ACH-000204,-0.4136556948810352
ACH-000206,-0.4483256865639128
ACH-000207,-0.2682618939858048
ACH-000208,-0.13266245105850696
ACH-000210,-0.0442721211166164
ACH-000211,-0.23312747278946114
ACH-000215,-0.2703694887974337
ACH-000221,-0.05299703360276621
ACH-000222,0.053607838349820185
ACH-000223,-0.319285661970115
ACH-000226,-0.1258336608731283
ACH-000227,-0.21759279545716348
ACH-000228,-0.2325228850388719
ACH-000231,-0.3412911461868338
ACH-000232,-0.18514731639528345
ACH-000233,-0.4037355514590387
ACH-000234,-0.19089429859123488
ACH-000235,-0.1973985535018676
ACH-000237,-0.2358723583752221
ACH-000238,-0.1708725556742448
ACH-000242,-0.3840547014636387
ACH-000243,-0.2361659855328289
ACH-000244,-0.007671223785526869
ACH-000246,-0.2940339813092728
ACH-000248,-0.13505858649008345
ACH-000250,-0.20229801937898964
ACH-000251,-0.19279612769510326
ACH-000252,0.09447597880717687
ACH-000253,-0.1905069786320493
ACH-000255,-0.2206703223097398
ACH-000256,-0.16276070424140374
ACH-000257,-0.1578367025703277
ACH-000258,-0.2625557415248426
ACH-000259,-0.11030213077598958
ACH-000260,-0.2588619339126878
ACH-000261,-0.2422020619962541
ACH-000262,-0.3350862337354544
ACH-000263,-0.4774263793657049
ACH-000264,-0.22475309192952173
ACH-000265,-0.21554794749575476
ACH-000266,-0.2119168506895839
ACH-000272,-0.1790047591577595
ACH-000274,-0.15010571929551916
ACH-000277,-0.240353151413282
ACH-000278,-0.1466157021860967
ACH-000279,-0.2629760162017892
ACH-000280,-0.20453253308765795
ACH-000281,-0.2240419118378313
ACH-000288,-0.226379330869962
ACH-000291,-0.15366411689030765
ACH-000293,-0.19032358178739428
ACH-000294,-0.3821509349719668
ACH-000295,-0.19514362739258773
ACH-000296,-0.1854750280515002
ACH-000302,-0.2328446182938717
ACH-000304,-0.29526403558622466
ACH-000307,-0.2578953592392126
ACH-000308,-0.23398467214585256
ACH-000310,-0.22338988722342112
ACH-000311,-0.24247198541052686
ACH-000312,-0.1558676731294551
ACH-000315,-0.2229154918466259
ACH-000316,-0.31650466994093346
ACH-000317,-0.10405152307431947
ACH-000318,-0.1649320060479611
ACH-000319,-0.2786054669974114
ACH-000320,-0.162422099237201
ACH-000322,-0.3169054489267363
ACH-000323,-0.2886869459013192
ACH-000324,-0.2862893574474657
ACH-000329,-0.2374433430959968
ACH-000330,-0.0622309438436548
ACH-000331,-0.4135802102656613
ACH-000332,-0.22083366063409424
ACH-000334,-0.22896494966149664
ACH-000335,-0.017902736344542727
ACH-000336,-0.12942181030536046
ACH-000337,-0.4274024106522189
ACH-000338,-0.5823465650757187
ACH-000339,-0.3032017479681152
ACH-000341,-0.10918961232828836
ACH-000348,-0.22101809937933795
ACH-000350,-0.2563905799110933
ACH-000352,-0.16788816476367266
ACH-000356,-0.17882827701181098
ACH-000361,-0.3134386925209792
ACH-000362,-0.17376040109846905
ACH-000363,-0.16339090649931418
ACH-000364,-0.058502493992218914
ACH-000365,-0.1578299995425611
ACH-000366,-0.29068312553466996
ACH-000368,-0.028023136273408446
ACH-000374,-0.3192094537982544
ACH-000375,-0.2234966534021426
ACH-000376,-0.2070186938141928
ACH-000381,-0.07984705322579605
ACH-000383,-0.25821309923920543
ACH-000387,-0.15769638526127724
