,PTGDS (5730)
ACH-000004,0.10201915715239952
ACH-000005,0.08178907074468693
ACH-000007,0.2936866912443318
ACH-000009,0.06985480621973905
ACH-000011,0.11746033249422146
ACH-000012,-0.06773709325784767
ACH-000013,-0.054154040572893095
ACH-000014,0.03950318812307725
ACH-000015,0.05717860402940793
ACH-000017,0.16965510329162364
ACH-000018,0.08682000375610299
ACH-000019,-0.05455857383122102
ACH-000021,0.04463854408627777
ACH-000022,0.1583866556004591
ACH-000025,0.13450924981482962
ACH-000028,0.1082744406282066
ACH-000030,0.13818203477053936
ACH-000035,0.2808106680442409
ACH-000036,0.1169679944370396
ACH-000037,-0.04188405518543647
ACH-000039,0.2252247970185853
ACH-000040,-0.054565722367661336
ACH-000041,0.16386224028536694
ACH-000042,0.10693122939689063
ACH-000045,0.029015740392208483
ACH-000047,-0.02375369262476209
ACH-000052,0.11386958126003492
ACH-000053,0.057490586235335275
ACH-000054,0.10687887009123354
ACH-000055,0.25651892850828145
ACH-000060,-0.019723114097424242
ACH-000067,-0.03581574186674922
ACH-000070,0.2268516968692166
ACH-000075,0.016487733133880078
ACH-000078,0.07794739322351378
ACH-000082,0.10161274683944324
ACH-000085,0.11276072314962556
ACH-000086,0.07224673619674034
ACH-000087,0.17130359615459076
ACH-000092,0.18455341762099128
ACH-000095,0.116543530773266
ACH-000097,0.12017814001907033
ACH-000098,0.0970231904984242
ACH-000099,0.1537681061951437
ACH-000108,-0.03443360913295314
ACH-000113,0.1469637730788293
ACH-000116,0.04640381967381438
ACH-000118,0.11770337682395113
ACH-000120,0.1412290098681006
ACH-000123,0.11001768592781233
ACH-000127,0.11089986031373164
ACH-000128,0.011756030157893624
ACH-000132,0.11610203803052545
ACH-000133,0.18152032456424289
ACH-000137,0.06621955459923275
ACH-000138,0.0979747607672332
ACH-000142,0.021092593163424333
ACH-000143,0.15208183253154142
ACH-000146,0.05437595578927226
ACH-000148,-0.060900115715429866
ACH-000150,0.08996136494841392
ACH-000152,0.12724869721389626
ACH-000153,0.1411560756165385
ACH-000159,0.002001690434561245
ACH-000160,0.10960960701187544
ACH-000163,0.05169872971867946
ACH-000167,-0.17161056131425842
ACH-000168,0.10501378046765182
ACH-000169,0.051009882691410026
ACH-000178,0.07773479517835287
ACH-000183,0.041214645367449336
ACH-000188,0.09249883198884963
ACH-000189,0.13809313883802887
ACH-000190,0.029448083367292932
ACH-000198,0.01384834093716765
ACH-000203,0.0021580542682713352
ACH-000204,0.054901630094689416
ACH-000206,0.1048063753920128
ACH-000207,-0.029124828791735606
ACH-000208,0.1372484785694888
ACH-000210,0.0829862148108431
ACH-000211,0.07694495952907743
ACH-000215,0.003969691740839711
ACH-000221,0.09370664224859604
ACH-000222,0.12053548912632947
ACH-000223,0.11244802814157333
ACH-000226,0.1400763358686291
ACH-000227,0.06289035376487409
ACH-000228,0.13231536173595188
ACH-000231,0.1707662759735558
ACH-000232,0.12077057074208215
ACH-000233,0.057405756209748075
ACH-000234,-0.0360166249616999
ACH-000235,0.11362880195129732
ACH-000237,0.05309130318585772
ACH-000238,0.12108514572448414
ACH-000242,0.0653302771580639
ACH-000243,0.08191997981060413
ACH-000244,0.15135651135324898
ACH-000246,0.004065060805943248
ACH-000248,-0.012850736392478638
ACH-000250,-0.015789793892969056
ACH-000251,-0.12073250513112968
ACH-000252,0.07683589556506076
ACH-000253,0.02439949693991181
ACH-000255,0.015660241953381945
ACH-000256,0.1757495800487697
ACH-000257,0.19056580779749574
ACH-000258,0.2806262115655054
ACH-000259,-0.01358326114729219
ACH-000260,0.1344006824877958
ACH-000261,0.18997781331486635
ACH-000262,-0.045593970372005715
ACH-000263,0.16939814722036953
ACH-000264,0.05711626313967823
ACH-000265,0.05309493350209107
ACH-000266,0.06592882899101167
ACH-000272,0.16742164660275874
ACH-000274,0.07111065239738197
ACH-000277,0.15093378517145725
ACH-000278,0.017508937953126774
ACH-000279,0.11290954904966395
ACH-000280,0.04047853944565685
ACH-000281,0.060019979960843364
ACH-000288,0.16792798059562314
ACH-000291,0.110525628986877
ACH-000293,0.10970611413159732
ACH-000294,0.23362430393718345
ACH-000295,0.3062483380634273
ACH-000296,0.26199994732789683
ACH-000302,0.10284939087540397
ACH-000304,-0.03205060995324697
ACH-000307,0.09247595512870788
ACH-000308,0.024975867727526226
ACH-000310,0.2468047681113671
ACH-000311,0.027171211342116343
ACH-000312,0.030142989151614636
ACH-000315,0.055917617869504034
ACH-000316,0.06313166049296147
ACH-000317,-0.00533817666947146
ACH-000318,-0.00197951784408288
ACH-000319,0.02932623009833137
ACH-000320,0.04533103272321569
ACH-000322,0.10231946204293736
ACH-000323,0.03880639831150298
ACH-000324,0.0832841320886772
ACH-000329,0.09033500233860862
ACH-000330,0.27469825735522074
ACH-000331,0.07919117120791844
ACH-000332,0.04664749910342753
ACH-000334,0.2322652605913888
ACH-000335,0.10006303653301288
ACH-000336,0.1615255884263751
ACH-000337,-0.06309198083351444
ACH-000338,-0.1068855121420247
ACH-000339,0.07521872855828386
ACH-000341,0.12286177697882902
ACH-000348,0.11903794310123884
ACH-000350,0.1804462258453562
ACH-000352,-0.11013035116953454
ACH-000356,0.1758515268758131
ACH-000361,0.26610087338054444
ACH-000362,0.04624464697054617
ACH-000363,0.07555642458826115
ACH-000364,0.22382608439277732
ACH-000365,0.00041498000796344985
