,SNUPN (10073)
ACH-000160,-0.7918847907633537
ACH-000163,-0.8309661726064518
ACH-000167,-1.3463821152976545
ACH-000168,-0.4453149964174471
ACH-000169,-0.8678558895321022
ACH-000178,-0.8424960760469399
ACH-000183,-0.6209837853971708
ACH-000188,-0.7597097051248606
ACH-000189,-0.5926563047700023
ACH-000190,-0.7836853706159558
ACH-000198,-0.5690802897369883
ACH-000203,-0.6875534489205622
ACH-000204,-0.6296115066677676
ACH-000206,-0.6215151805180478
ACH-000207,-0.4591149844688133
ACH-000208,-0.6080626695786734
ACH-000210,-0.4685331640779668
ACH-000211,-0.9117139571122274
ACH-000215,-0.7731088977204194
ACH-000221,-0.8050488109520512
ACH-000222,-0.6538130181836201
ACH-000223,-0.8284999086953766
ACH-000226,-1.0008951653359677
ACH-000227,-0.4708482411371064
ACH-000228,-0.8257588249386835
ACH-000231,-0.8217124955778035
ACH-000232,-0.8022509693840661
ACH-000233,-0.5161514275400785
ACH-000234,-0.7930690347302042
ACH-000235,-0.7236415129089397
ACH-000237,-0.9624002764185916
ACH-000238,-0.6997543143189637
ACH-000242,-0.4535004541581069
ACH-000243,-0.922151520697424
ACH-000244,-0.6090192261123883
ACH-000246,-0.6700022551544987
ACH-000248,-0.7570666600528075
ACH-000250,-0.7971373567336636
ACH-000251,-1.0089682214383728
ACH-000252,-0.9821592859973408
ACH-000253,-0.5778310475142877
ACH-000255,-0.8396366744237869
ACH-000256,-0.9893327826866968
ACH-000257,-0.6118352152200063
ACH-000258,-0.5898665806246436
ACH-000259,-0.5043920663430325
ACH-000260,-0.5727837818716164
ACH-000261,-0.7099732598304823
ACH-000262,-0.7964431452382563
ACH-000263,-0.6946297381227153
ACH-000264,-0.8079545442743761
ACH-000265,-0.8627479197800795
ACH-000266,-0.8913582928541199
ACH-000272,-0.4754492051346741
ACH-000274,-0.6151498190431453
ACH-000277,-0.7568164293940036
ACH-000278,-0.8626902586418502
ACH-000279,-0.6236422165342154
ACH-000280,-0.8357128651489938
ACH-000281,-0.5300291202456268
ACH-000288,-0.8491370224164814
ACH-000291,-0.4921068219561186
ACH-000293,-0.44471268725638535
ACH-000294,-0.4668443986145012
ACH-000295,-0.5324759510601133
ACH-000296,-0.7950491606289559
ACH-000302,-0.6946351436785839
ACH-000304,-1.25598767112817
ACH-000307,-0.7344403836744924
ACH-000308,-0.5745391219934431
ACH-000310,-0.5020594402379986
ACH-000311,-0.6295457566126937
ACH-000312,-0.5756016492865177
ACH-000315,-0.7770572713319116
ACH-000316,-0.622096308744873
ACH-000317,-0.7996641516520026
ACH-000318,-0.7274207039743579
ACH-000319,-0.8930166575828542
ACH-000320,-0.8028183569693652
ACH-000322,-0.8613220688675485
ACH-000323,-1.080546328954172
ACH-000324,-0.6884824329837974
ACH-000329,-0.4413875225338174
ACH-000330,-0.5184923386350053
ACH-000331,-0.8416290598842293
ACH-000332,-0.8155685928467581
ACH-000334,-0.6464570667019862
ACH-000335,-0.5433414208617944
ACH-000336,-0.7766826373550306
ACH-000337,-0.8652176195605322
ACH-000338,-0.9983717111244146
ACH-000339,-0.8910105218077323
ACH-000341,-0.63237764526358
ACH-000348,-0.7640272650641226
ACH-000350,-0.6477083826002178
ACH-000352,-0.7748746996920254
ACH-000356,-0.7527128581674934
ACH-000361,-0.6531479958794434
ACH-000362,-0.6556666304715102
ACH-000363,-0.29356634974871243
ACH-000364,-0.7186218707311809
ACH-000365,-0.5365883312337919
ACH-000366,-0.4212505386659513
ACH-000368,-0.910216674018286
ACH-000374,-0.7673490813640301
ACH-000375,-0.9008827549279488
ACH-000376,-0.7792881316267513
ACH-000381,-0.8899294560115447
ACH-000383,-0.7854357245258282
ACH-000387,-0.6204620809980008
ACH-000389,-0.7304695088407555
ACH-000390,-0.6023559348051029
ACH-000393,-0.6773479508746535
ACH-000395,-0.9599640158469536
ACH-000396,-0.632369166693204
ACH-000397,-0.7411143806230649
ACH-000401,-0.6232823388829769
ACH-000402,-0.27122549523608863
ACH-000403,-0.7956767445871994
ACH-000404,-1.006661404127479
ACH-000406,-0.4383296224403633
ACH-000407,-0.5295614750007771
ACH-000408,-0.8612806164082485
ACH-000410,-1.0354643673870985
ACH-000411,-0.524194222434872
ACH-000414,-0.8307858039266965
ACH-000415,-0.5301803116107283
ACH-000416,-0.8356987857359772
ACH-000420,-0.7677422342407674
ACH-000421,-0.9186944374004192
ACH-000424,-0.7466344657829114
ACH-000425,-0.7911618380961554
ACH-000426,-0.5951615686165961
ACH-000427,-0.8277077864536836
ACH-000433,-0.8732117536657381
ACH-000435,-0.874661689995928
ACH-000436,-0.6833788722371786
ACH-000444,-0.7872741135360548
ACH-000445,-0.6116188945680451
ACH-000448,-0.9732273064995028
ACH-000450,-0.9653300611212368
ACH-000452,-0.8252487841989808
ACH-000454,-0.7782561139306017
ACH-000458,-0.7612802118594411
ACH-000459,-0.264749677544016
ACH-000460,-0.9182690898071284
ACH-000461,-0.4806165619605188
ACH-000463,-0.7000054198208955
ACH-000464,-0.8563537473886043
ACH-000466,-0.6506085255557106
ACH-000467,-0.7780230846969243
ACH-000468,-0.9084407587162724
ACH-000469,-0.7540846686147112
ACH-000470,-0.9833079805940942
ACH-000471,-0.7367060217136665
ACH-000472,-0.7220293384392242
ACH-000473,-0.6683996952722397
ACH-000475,-0.7270777366386691
ACH-000476,-0.7467131130626034
ACH-000477,-0.718508996352105
ACH-000479,-0.7825623332203623
ACH-000480,-0.5857580593987424
ACH-000481,-0.7860401018847903
ACH-000483,-1.108346530485306
ACH-000484,-0.8567032096963374
ACH-000485,-0.5870353017456529
ACH-000486,-1.0516041485762453
ACH-000487,-0.3450332358099681
ACH-000488,-0.7157832339218669
ACH-000490,-0.7759682760745676
ACH-000491,-0.6251726226323674
ACH-000495,-0.8836099446723367
ACH-000496,-0.8247094238980386
ACH-000499,-0.9050346089211779
ACH-000500,-0.8990080843237801
ACH-000502,-0.882547611743466
ACH-000503,-0.8876071060049455
ACH-000505,-0.7497426639003257
ACH-000507,-0.7508310716795701
ACH-000510,-0.5603473875887532
ACH-000511,-0.5730283022071718
ACH-000512,-0.7654760001298805
ACH-000516,-0.7616501544899745
ACH-000517,-0.6811755615267148
ACH-000518,-0.6540436527575182
ACH-000520,-0.8723425563700569
ACH-000521,-0.6077339882915975
ACH-000522,-0.7623571699133231
ACH-000524,-0.8022599965332977
ACH-000527,-0.8058322503981914
ACH-000528,-0.93804794194399
ACH-000537,-0.5885668336021369
ACH-000541,-0.5583919211503304
ACH-000542,-0.9733952130233628
ACH-000544,-0.958549886241356
ACH-000545,-0.7644712415453041
ACH-000547,-0.8995636532793729
ACH-000548,-0.8205226840783103
ACH-000549,-0.8612084083136332
ACH-000550,-0.9780894834736362
ACH-000552,-0.6851665344950963
ACH-000556,-0.6810124237988379
ACH-000557,-0.24540818964133795
ACH-000569,-0.8258331439793068
ACH-000570,-0.8156215326949109
ACH-000571,-0.5832548128738313
ACH-000573,-0.8846558349725638
ACH-000576,-0.3838986642295196
ACH-000579,-0.9824465289584949
ACH-000580,-0.6072624071711037
ACH-000584,-0.6660609036293491
ACH-000585,-0.5545650836473622
ACH-000588,-0.7551038964916371
ACH-000589,-0.6621142588935446
ACH-000591,-0.8038286619784729
ACH-000593,-0.7612973238707459
ACH-000600,-0.7497228012019684
ACH-000601,-0.9354218298072268
ACH-000605,-0.4994315929786033
ACH-000606,-0.7507050078174001
ACH-000608,-0.7585790921765382
ACH-000614,-1.0376829170941535
ACH-000616,-0.6829026051396846
ACH-000618,-0.6595119063145457
ACH-000619,-0.9803451143759896
ACH-000620,-0.7502342889523809
ACH-000621,-0.6171037714608835
ACH-000622,-0.5922251398854833
ACH-000623,-0.8385887919223166
ACH-000624,-0.7624407266854589
ACH-000627,-0.4555218553284759
ACH-000630,-0.8644887508460823
ACH-000631,-0.9184561999966208
ACH-000632,-0.8100055388463432
ACH-000633,-0.3057140878049024
ACH-000637,-0.6127050078338382
ACH-000638,-0.6810379206919479
ACH-000646,-0.5290260783814351
ACH-000647,-0.9104209058184412
ACH-000648,-0.8636033328548091
ACH-000649,-0.7808740327551262
ACH-000651,-0.7103762897882065
ACH-000652,-0.9768386403392134
ACH-000653,-0.7421480799316019
ACH-000657,-0.8001466436319435
ACH-000658,-0.4543189682767457
ACH-000661,-0.9022725439313444
ACH-000662,-0.7838087548597714
ACH-000663,-0.6685732241778428
ACH-000665,-0.5057098127757083
ACH-000671,-0.4004946398627281
ACH-000672,-0.7426597890733464
ACH-000673,-0.9453518758613269
ACH-000676,-0.8231808306598218
ACH-000677,-0.6214491434642448
ACH-000681,-0.6425453862135339
ACH-000683,-0.685960661500792
ACH-000684,-1.00172288513743
ACH-000688,-0.7481744831384933
ACH-000693,-0.8244452672940483
ACH-000694,-0.7095657393915957
ACH-000695,-0.4442079540375569
ACH-000696,-0.8549510158457126
ACH-000697,-0.6945155220385136
ACH-000699,-0.9069508563110972
ACH-000701,-0.5721517444503453
ACH-000706,-0.7901531367223016
ACH-000711,-0.6912899794587485
ACH-000713,-0.7834328945084753
ACH-000714,-0.6371744724476673
ACH-000718,-0.8114205720696822
ACH-000720,-0.7693135121718108
ACH-000721,-1.0338289358423427
ACH-000724,-0.7305885078270153
ACH-000725,-0.8026854393892637
ACH-000732,-0.7483136217447383
ACH-000734,-0.6139834132706036
ACH-000735,-0.9177949136789458
ACH-000736,-0.6748106939021529
ACH-000738,-0.4613690065052484
ACH-000746,-0.6233075929866134
ACH-000747,-0.7948797423149775
ACH-000748,-0.8543494715660599
ACH-000753,-0.6658618584670843
ACH-000756,-0.7173645745770776
ACH-000757,-1.0635806670991617
ACH-000758,-0.933086949523534
ACH-000760,-0.9437524579749628
ACH-000762,-0.6100568226835414
ACH-000763,-0.5051354562473764
ACH-000764,-1.12727312054373
ACH-000765,-0.8607228643569179
ACH-000766,-0.8336356218040138
ACH-000767,-0.6670387934236656
ACH-000768,-0.796847785317019
ACH-000769,-0.6411367386428273
ACH-000770,-0.4834331530279932
ACH-000771,-0.7480252163435978
ACH-000773,-0.6426735646284026
ACH-000776,-0.8334347423973957
ACH-000777,-0.5471810577691649
ACH-000778,-0.688293906940063
ACH-000781,-0.922501217027979
ACH-000782,-0.6334362777391774
ACH-000783,-0.6221785149097749
ACH-000784,-0.4671831712221318
ACH-000785,-0.7236260356506932
ACH-000787,-0.7616178331091501
ACH-000788,-0.7357837845791787
ACH-000791,-0.7918190337914405
ACH-000792,-0.9995646398685664
ACH-000794,-0.798687571443788
ACH-000796,-0.6909590889728381
ACH-000798,-0.8728752923211033
ACH-000799,-0.4824153327356389
ACH-000800,-0.8234988405577525
ACH-000802,-0.8337856907565308
ACH-000804,-0.5508308758081513
ACH-000805,-0.9898566632997926
ACH-000809,-1.0087618654708737
ACH-000810,-0.5959697645674504
ACH-000811,-0.6496904801263689
ACH-000817,-0.6134258228917068
ACH-000819,-0.7631261469445383
ACH-000820,-1.1371242267720132
ACH-000821,-0.7790174235675981
ACH-000822,-0.630965543210497
ACH-000823,-0.6028799790465066
ACH-000824,-0.7307712392454149
ACH-000827,-0.7829487479563657
ACH-000829,-0.5550437416329858
ACH-000831,-0.7754374185757279
ACH-000832,-0.808488153308185
ACH-000833,-0.7760402470112735
ACH-000834,-0.7570256435066075
ACH-000835,-0.8443344276630604
ACH-000836,-0.8954114573244538
ACH-000837,-0.6053939692977793
ACH-000838,-0.6522697585885437
ACH-000839,-0.6875889839567106
ACH-000840,-1.0302592564450104
ACH-000841,-1.0512553533292064
ACH-000843,-0.6535943179241955
ACH-000846,-0.6618316010178443
ACH-000847,-0.7658751841491234
ACH-000848,-0.7740270801275204
ACH-000849,-0.8344588348818361
ACH-000851,-0.7505232263524332
ACH-000855,-0.8564300235520134
ACH-000856,-0.6017675285459856
ACH-000858,-0.8192931331398735
ACH-000859,-0.7389342061976121
ACH-000861,-0.7669944887724491
ACH-000862,-0.5306516415834759
ACH-000865,-0.8040504344814006
ACH-000866,-0.22255435009179775
ACH-000867,-0.772434632814672
ACH-000869,-0.44283660594670704
ACH-000872,-0.5792788618446351
ACH-000873,-0.7415643464903233
ACH-000876,-0.5771718364971359
ACH-000878,-0.9286519844071924
ACH-000880,-0.7801662427776609
ACH-000881,-0.9292637731099672
ACH-000882,-0.7081253802392549
ACH-000884,-1.0143648215595862
ACH-000885,-0.6235648340880355
ACH-000887,-0.7128108981370075
ACH-000889,-0.5906377502932
ACH-000896,-0.8651998622148086
ACH-000898,-0.8128536738566142
ACH-000900,-0.8099848290292359
ACH-000901,-0.8683860795801096
ACH-000905,-0.8110682023378033
ACH-000906,-0.7293887475414198
ACH-000907,-0.9188752509446416
ACH-000910,-0.6132202078228218
ACH-000911,-0.8167684807486522
ACH-000912,-0.9934819672930324
ACH-000913,-0.8040264443942438
ACH-000915,-0.6668022311769695
ACH-000916,-0.4375822635952822
ACH-000917,-0.6049473347506745
ACH-000920,-0.3753610718846626
ACH-000921,-0.9360685225187564
ACH-000924,-0.6335043747121116
ACH-000926,-0.7294048085537401
ACH-000928,-0.5184268013687491
ACH-000929,-0.9473524613436268
ACH-000932,-0.6222966478422709
ACH-000935,-0.7217737387482795
ACH-000936,-0.9287411217522764
ACH-000937,-0.6375776063682985
ACH-000938,-0.4915614853867794
ACH-000939,-0.6410007310959497
ACH-000941,-0.29769809383552365
ACH-000943,-0.6855805315523074
ACH-000946,-0.7184042791753753
ACH-000947,-0.7246447533976833
ACH-000948,-0.6806578692063175
ACH-000950,-0.5257219957369342
ACH-000953,-0.6571350312354527
ACH-000954,-0.9137950519395002
ACH-000957,-0.6946143818976778
ACH-000958,-0.5920835143726256
ACH-000960,-0.5042708745198698
ACH-000963,-0.5133353632557017
ACH-000968,-0.8013659475808105
ACH-000969,-0.5656954406340543
ACH-000972,-0.5152859273237081
ACH-000973,-0.832580305860543
ACH-000974,-0.5335568536388527
ACH-000978,-0.8702110551285714
ACH-000984,-0.7756425468743692
ACH-000986,-0.6986174155828003
ACH-000988,-0.7304150394095662
ACH-000993,-0.7044340296694004
ACH-000994,-0.6652615285673653
ACH-000996,-0.7148778685884338
ACH-001001,-0.3996006256372083
ACH-001020,-1.1869894586266776
ACH-001028,-0.9054919125858634
ACH-001031,-0.7890439720861622
ACH-001038,-0.6217104186636071
ACH-001048,-0.7012886587845115
ACH-001050,-0.759322823417785
ACH-001053,-0.8037892942747141
ACH-001054,-0.5642389016772215
ACH-001061,-0.8454805260595649
ACH-001067,-0.7675886221600146
ACH-001075,-1.1205053809554175
ACH-001096,-0.617890205242486
ACH-001111,-0.6361397588469747
ACH-001119,-0.6720494387718041
ACH-001128,-0.8587619060187046
ACH-001134,-0.7526059828175129
ACH-001151,-0.6769959053422644
ACH-001163,-0.9941232441998537
ACH-001164,-0.9131628060724976
ACH-001183,-0.8230446742407211
ACH-001192,-0.665124202596935
ACH-001193,-0.9898976211600378
ACH-001196,-0.7213375442867729
ACH-001197,-0.6410223524566785
ACH-001205,-0.7044772547674236
ACH-001211,-0.961046764830734
ACH-001212,-1.057885725583213
ACH-001228,-0.8759465273921256
ACH-001232,-1.0034018826196422
ACH-001239,-0.6138060416366307
ACH-001270,-0.6952475776011094
ACH-001274,-1.081462213372794
ACH-001275,-0.7365567556589059
ACH-001277,-0.8491653214071359
ACH-001278,-0.7747337215664799
ACH-001280,-0.6941890961111907
ACH-001283,-0.7966941846205624
ACH-001289,-0.7528324641851418
ACH-001300,-0.6317042632942133
ACH-001301,-0.6036896608467018
ACH-001302,-0.6308592589077475
ACH-001306,-0.6408856957809376
ACH-001318,-0.8276100895426856
ACH-001322,-0.5978277752465475
ACH-001328,-0.7704152909943758
ACH-001332,-0.5916026344056687
ACH-001336,-0.8903382786085794
ACH-001346,-0.7904777162383421
ACH-001353,-0.6702900826983993
ACH-001354,-0.3971055112198072
ACH-001367,-0.4074121755972512
ACH-001368,-0.7904625313966696
ACH-001374,-0.8670599788208819
ACH-001377,-0.5670175752875057
ACH-001380,-0.7106806183843687
ACH-001391,-0.5617339404639201
ACH-001408,-0.8317168704170909
ACH-001430,-1.0411710529913123
ACH-001431,-0.5884546449869051
ACH-001450,-0.6076954956782615
ACH-001496,-0.6666331900696484
ACH-001500,-0.6790440840517397
ACH-001523,-0.8049459677990604
ACH-001532,-0.7993694768032967
ACH-001550,-0.7799403018680844
ACH-001552,-0.5249352401222719
ACH-001554,-0.7521340939772152
ACH-001654,-0.8619870853725959
ACH-001735,-0.5694132688384688
ACH-001736,-0.5053234878459602
ACH-001737,-0.6867385115130441
ACH-001740,-0.5920364377118951
ACH-001745,-0.6176555786377994
ACH-001765,-0.8638140195319575
