,ATP6V1A (523)
ACH-000293,-1.157699058427364
ACH-000294,-1.2669706870856348
ACH-000295,-1.1554262357246694
ACH-000296,-1.5075455597398508
ACH-000302,-1.1101329010635297
ACH-000304,-1.5148121709426792
ACH-000307,-1.2220969525503176
ACH-000308,-1.2471010278795385
ACH-000310,-0.8869447617188798
ACH-000311,-1.0048698995502745
ACH-000312,-1.1231981835704137
ACH-000315,-1.108274186725039
ACH-000316,-1.2633011929649574
ACH-000317,-1.326137263152937
ACH-000318,-1.1705126054312012
ACH-000319,-1.2564913777230051
ACH-000320,-1.0449799074820707
ACH-000322,-1.0897179407482966
ACH-000323,-0.4590370712963775
ACH-000324,-0.9853873180030716
ACH-000329,-1.1050881074273775
ACH-000330,-0.8019294635201809
ACH-000331,-1.0980622412797714
ACH-000332,-1.1226851467932482
ACH-000334,-1.200654459132502
ACH-000335,-1.1780244879795119
ACH-000336,-1.4550479352309509
ACH-000337,-0.9131723572300436
ACH-000338,-1.1315439202034907
ACH-000339,-1.2649679792458652
ACH-000341,-0.8197420475921039
ACH-000348,-1.296763310329888
ACH-000350,-0.9613589301397224
ACH-000352,-1.051815806685277
ACH-000356,-1.3898630135112198
ACH-000361,-1.1583464481231227
ACH-000362,-1.3451484729947583
ACH-000363,-1.3383390413961203
ACH-000364,-1.001425371480203
ACH-000365,-1.2686394739806095
ACH-000366,-1.1258132427006762
ACH-000368,-1.1912773555100802
ACH-000374,-1.138712963874282
ACH-000375,-1.3765576142768232
ACH-000376,-1.1932133618441114
ACH-000381,-0.926805696574882
ACH-000383,-1.3203721271492141
ACH-000387,-1.381303652400902
ACH-000389,-1.3301891469400855
ACH-000390,-1.0807661244539806
ACH-000393,-1.3092062025407605
ACH-000395,-1.164861315645742
ACH-000396,-1.1450651547853277
ACH-000397,-1.5488105303631408
ACH-000401,-1.1007540062805738
ACH-000402,-1.277807457907301
ACH-000403,-1.3128984886219484
ACH-000404,-1.2458875185451803
ACH-000406,-1.219181400223026
ACH-000407,-1.2254633286299956
ACH-000408,-1.2151220619660204
ACH-000410,-1.1368202983828373
ACH-000411,-1.3053368378336052
ACH-000414,-1.2237143204612062
ACH-000415,-1.095450159912947
ACH-000416,-1.082676513860147
ACH-000420,-1.1332413245471686
ACH-000421,-1.2195293780682368
ACH-000424,-1.115128604194948
ACH-000425,-1.1419686501292032
ACH-000426,-1.1923460900984748
ACH-000427,-1.264066518976485
ACH-000433,-0.9381846729844382
ACH-000435,-1.3814755578336273
ACH-000436,-1.1108789377997257
ACH-000444,-1.1336289488607865
ACH-000445,-1.1193195200456396
ACH-000448,-0.927815650002899
ACH-000450,-0.957141749173046
ACH-000452,-1.1348973896497063
ACH-000454,-1.2998159462743653
ACH-000458,-1.1021560706537432
ACH-000459,-1.655195283612874
ACH-000460,-1.1071815242491228
ACH-000461,-1.0353758003306732
ACH-000463,-1.1941170165348414
ACH-000464,-1.1891124204815071
ACH-000466,-1.434176170998444
ACH-000467,-1.0109064466647928
ACH-000468,-1.263494254003964
ACH-000469,-1.250712348283604
ACH-000470,-1.4381095484144248
ACH-000471,-1.1242130596902074
ACH-000472,-1.052373615245196
ACH-000473,-0.9553219349903938
ACH-000475,-1.058039895378026
ACH-000476,-1.3344122631776656
ACH-000477,-1.46195146996605
ACH-000479,-1.422800609213689
ACH-000480,-1.2996454209051231
ACH-000481,-1.3179119969116748
ACH-000483,-1.3549444809244735
ACH-000484,-1.4796720256540317
ACH-000485,-1.0214932827645515
ACH-000486,-1.1387429860417324
ACH-000487,-1.0946328519715751
ACH-000488,-0.8302810714085005
ACH-000490,-0.8138517357993474
ACH-000491,-1.0282461489722632
ACH-000495,-1.2788393401774334
ACH-000496,-1.4528644282825465
ACH-000499,-1.2541263010476356
ACH-000500,-1.3097425227454087
ACH-000502,-1.224598556536574
ACH-000503,-1.0381870428677529
ACH-000505,-1.0992089761343578
ACH-000507,-1.205292725456392
ACH-000510,-1.2202516414857878
ACH-000511,-1.242327788585997
ACH-000512,-0.907063752203846
ACH-000516,-1.0289330341338652
ACH-000517,-1.024745710205334
ACH-000518,-1.3984884289671755
ACH-000520,-1.3102603265663888
ACH-000521,-1.1897881958953325
ACH-000522,-1.0796600034557604
ACH-000524,-1.291285682444412
ACH-000527,-1.2649035745389032
ACH-000528,-1.092326862977195
ACH-000537,-1.2909240800032848
ACH-000541,-1.1756913076540312
ACH-000542,-1.2674009181695176
ACH-000544,-1.1794019419941444
ACH-000545,-1.0823402913883629
ACH-000547,-1.1656124046100311
ACH-000548,-1.4336690765295281
ACH-000549,-1.0143404078435267
ACH-000550,-1.0156296217429834
ACH-000552,-1.1241892299159528
ACH-000556,-1.1265185368515058
ACH-000557,-1.2661080370524112
ACH-000569,-1.0083512509836268
ACH-000570,-1.1741502245041862
ACH-000571,-1.1609542463239968
ACH-000573,-1.2523623631066032
ACH-000576,-1.2026176884093325
ACH-000579,-1.3189384689707866
ACH-000580,-1.2659497833087057
ACH-000584,-1.3004541174815782
ACH-000585,-1.136714301277295
ACH-000588,-1.197070661710301
ACH-000589,-1.0366469308982924
ACH-000591,-1.104669609656595
ACH-000593,-1.0405784146193853
ACH-000600,-1.1674156117734689
ACH-000601,-1.1178866267046883
ACH-000605,-1.1553710394791086
ACH-000606,-1.0168024021942854
ACH-000608,-1.2333288475688553
ACH-000614,-1.5400789973811628
ACH-000616,-1.21176098001178
ACH-000618,-1.1204550952423606
ACH-000619,-1.2235519298085382
ACH-000620,-1.4255877749607102
ACH-000621,-1.3367202787407109
ACH-000622,-1.2317315756028566
ACH-000623,-1.2004969965236207
ACH-000624,-1.0203088670914031
ACH-000627,-1.170748153910989
ACH-000630,-1.1407164155015939
ACH-000631,-1.3217309764873573
ACH-000632,-1.1290584755917985
ACH-000633,-1.216189669378117
ACH-000637,-0.7003198027861982
ACH-000638,-1.1171159892394442
ACH-000646,-1.6236778165026922
ACH-000647,-1.087810337538288
ACH-000648,-1.4402760500535927
ACH-000649,-1.3234932050150825
ACH-000651,-1.1294078605451847
ACH-000652,-1.2429998501661492
ACH-000653,-1.1413722022439887
ACH-000657,-1.2143838774795772
ACH-000658,-1.4509792219861788
ACH-000661,-1.3522425307940702
ACH-000662,-1.2594208671255929
ACH-000663,-1.2449457893190872
ACH-000665,-1.1269080453605334
ACH-000671,-0.9453061427959301
ACH-000672,-1.023406059143634
ACH-000673,-1.0787523306259024
ACH-000676,-1.170556846159905
ACH-000677,-0.8717883477603305
ACH-000681,-0.9774254594174708
ACH-000683,-1.0232097507799107
ACH-000684,-1.3835690236277216
ACH-000688,-1.7892214739299477
ACH-000693,-1.1456453790768113
ACH-000694,-1.0969758795577034
ACH-000695,-1.0751481162996075
ACH-000696,-1.2559290807208778
ACH-000697,-0.9388834023104278
ACH-000699,-1.5133923503850268
ACH-000701,-0.7496252541209117
ACH-000706,-1.320066551446323
ACH-000711,-1.2102468399346915
ACH-000713,-1.022963433404012
ACH-000714,-0.8690463817804732
ACH-000718,-1.314127593421326
ACH-000720,-1.1969608163309944
ACH-000721,-1.0896482983007831
ACH-000724,-1.120567179557874
ACH-000725,-0.9980678536768828
ACH-000732,-1.1727221541919572
ACH-000734,-1.1124731436176505
ACH-000735,-0.9683821903536249
ACH-000736,-1.3594484294345404
ACH-000738,-1.0685802827919797
ACH-000746,-1.385583012335104
ACH-000747,-1.182085362879924
ACH-000748,-0.7814644874993835
ACH-000753,-1.2497011555700903
ACH-000756,-0.9300436843209302
ACH-000757,-1.1874697492935202
ACH-000758,-1.3529670353838508
ACH-000760,-1.225922414509918
ACH-000762,-1.2513097924620562
ACH-000763,-1.1740577084718071
ACH-000764,-1.1975059529702483
ACH-000765,-1.1516361952205645
ACH-000766,-1.218074485526132
ACH-000767,-0.945866846003398
ACH-000768,-1.1802212737291171
ACH-000769,-1.308870417111413
ACH-000770,-1.3250299527122915
ACH-000771,-0.871407794117
ACH-000773,-1.1463886359689321
ACH-000776,-1.1991522080560293
ACH-000777,-1.0677431118402068
ACH-000778,-1.2830503164719451
ACH-000781,-1.1620853983982011
ACH-000782,-1.2867632583263902
ACH-000783,-1.2853354442951248
ACH-000784,-0.9798890726953082
ACH-000785,-1.4469933706828633
ACH-000787,-1.2668765245426663
ACH-000788,-1.0854395256556313
ACH-000791,-1.1625998712326615
ACH-000792,-1.1086992479192743
ACH-000794,-1.119243487235733
ACH-000796,-1.3318799961675023
ACH-000798,-1.0493437149778269
ACH-000799,-1.2010116043683388
ACH-000800,-1.3773230689045342
ACH-000802,-1.2765338274885907
ACH-000804,-0.8266661012769714
ACH-000805,-1.1491349742398056
ACH-000809,-0.9623625319609328
ACH-000810,-1.4221300887344075
ACH-000811,-1.0177203681560223
ACH-000817,-1.0056563926538502
ACH-000819,-0.8987203823004376
ACH-000820,-1.1300651501443562
ACH-000821,-1.5285838805957743
ACH-000822,-1.4737017624786477
ACH-000823,-0.9819325235965874
ACH-000824,-1.0737153511448938
ACH-000827,-1.1963614309465165
ACH-000829,-1.2335601381153394
ACH-000831,-1.2265369330015097
ACH-000832,-0.9019339043212968
ACH-000833,-1.2718666101582992
ACH-000834,-1.0049921970102478
ACH-000835,-1.3282483313388551
ACH-000836,-1.233001244293647
ACH-000837,-1.2801889761513223
ACH-000838,-1.138123274426751
ACH-000839,-0.9055973083158232
ACH-000840,-1.1381688175855962
ACH-000841,-1.0916469756049694
ACH-000843,-1.1875498636699402
ACH-000846,-1.092284055792897
ACH-000847,-1.5722633234960584
ACH-000848,-1.1616973894587428
ACH-000849,-1.4703711453428605
ACH-000851,-1.2533744386756505
ACH-000855,-1.1772824961818709
ACH-000856,-1.2275614659559857
ACH-000858,-1.196671624005558
ACH-000859,-0.9858766103178092
ACH-000861,-1.1321518369865549
ACH-000862,-0.8833655352589186
ACH-000865,-1.0608363294981111
ACH-000866,-1.2893467629108188
ACH-000867,-1.0971271612379156
ACH-000869,-1.270145204951965
ACH-000872,-1.137903523422823
ACH-000873,-1.0241692936810622
ACH-000876,-0.894158136748354
ACH-000878,-1.1655674442688315
ACH-000880,-1.1287786537893252
ACH-000881,-1.3559844970475283
ACH-000882,-1.1106774229651513
ACH-000884,-0.9438028549704268
ACH-000885,-1.301847377262662
ACH-000887,-0.9626275012165252
ACH-000889,-1.229291115595951
ACH-000896,-1.217490085726464
ACH-000898,-1.2006308865632265
ACH-000900,-1.230574017152191
ACH-000901,-1.105978219973232
ACH-000905,-1.1560273244522907
ACH-000906,-1.068761304467604
ACH-000907,-1.3049146463000456
ACH-000910,-1.211045244315555
ACH-000911,-1.3346975940081998
ACH-000912,-1.119317972451626
ACH-000913,-1.296819792069348
ACH-000915,-1.1233765956037525
ACH-000916,-1.2779507554803224
ACH-000917,-1.4948097855679074
ACH-000920,-1.1278775141435868
ACH-000921,-1.2542956331054298
ACH-000924,-1.1148029339320098
ACH-000926,-1.1348537339017841
ACH-000928,-1.4772184968297004
ACH-000929,-0.8328136416684166
ACH-000932,-1.1668923291550126
ACH-000935,-1.159722908683772
ACH-000936,-1.3216780723831612
ACH-000937,-1.1216248850757649
ACH-000938,-1.085671722634163
ACH-000939,-0.9576172923252836
ACH-000941,-1.2916143754519624
ACH-000943,-1.4173124025772292
ACH-000946,-1.2441326593106827
ACH-000947,-1.2768437866848097
ACH-000948,-1.2280950635672594
ACH-000950,-1.2471957907356708
ACH-000953,-1.217764965659618
ACH-000954,-0.9624524567472221
ACH-000957,-1.1570384882206033
ACH-000958,-1.1650268386760796
ACH-000960,-1.3513302224021768
ACH-000963,-0.7987970875218486
ACH-000968,-1.2851819385220546
ACH-000969,-1.1758369015153691
ACH-000972,-0.9835214559364746
ACH-000973,-0.9721000197550111
ACH-000974,-1.1194170185589387
ACH-000978,-1.2025591021887017
ACH-000984,-1.1914782245452085
ACH-000986,-0.9624803470162084
ACH-000988,-1.13732588452438
ACH-000993,-1.154771855836248
ACH-000994,-1.135275571059465
ACH-000996,-1.0119567341489932
ACH-001001,-0.9850389791153508
ACH-001020,-1.3455543945254909
ACH-001028,-1.110141273530565
ACH-001031,-1.2367237197069862
ACH-001038,-1.1201675039420238
ACH-001048,-1.2961112289266654
ACH-001050,-1.4225914975025824
ACH-001053,-1.247093350480892
ACH-001054,-1.0334158343410054
ACH-001061,-1.0124075463470368
ACH-001067,-1.094293646234809
ACH-001075,-1.1033407360127558
ACH-001096,-1.1060969575391988
ACH-001111,-1.2219043921191588
ACH-001119,-1.0946669286806108
ACH-001128,-1.6792780156150742
ACH-001134,-1.2961219333055032
ACH-001151,-1.3624361670385934
ACH-001163,-1.3443663758519415
ACH-001164,-1.1996431684107158
ACH-001183,-0.8974931826869875
ACH-001192,-1.4380261137978572
ACH-001193,-1.3212609715657244
ACH-001196,-1.3502409698530842
ACH-001197,-1.0296524246727456
ACH-001205,-1.1419264119937278
ACH-001211,-1.1208460125610615
ACH-001212,-0.8510305636713863
ACH-001228,-0.6930305597171927
ACH-001232,-1.316297577487228
ACH-001239,-1.0135673814843715
ACH-001270,-1.0104286577721753
ACH-001274,-1.4249343873176477
ACH-001275,-1.2155629914650126
ACH-001277,-1.0178808557849386
ACH-001278,-1.3252218678547585
ACH-001280,-0.5797579183944195
ACH-001283,-1.4852501620533531
ACH-001289,-1.2768920727369657
ACH-001300,-1.133171694122742
ACH-001301,-0.8756889688371334
ACH-001302,-1.3097184097600691
ACH-001306,-1.1153903684044413
ACH-001318,-1.397919919023764
ACH-001322,-0.936350705728358
ACH-001328,-0.9582418288225012
ACH-001332,-1.137684312878613
ACH-001336,-1.095264299526848
ACH-001346,-1.309025982617562
ACH-001353,-1.3458573719534668
ACH-001354,-0.8438335830603239
ACH-001367,-0.9349698956357736
ACH-001368,-1.2982132792990426
ACH-001374,-1.1009786017161267
ACH-001377,-0.983657811783582
ACH-001380,-1.2067480122373218
ACH-001391,-1.2051675666618178
ACH-001408,-1.0945794635206936
ACH-001430,-1.358534527644468
ACH-001431,-1.2101686327221697
ACH-001450,-0.9395666448760716
ACH-001496,-1.1106537730123354
ACH-001500,-1.3657867266539068
ACH-001523,-1.2330156342320844
ACH-001532,-1.2547249789580048
ACH-001550,-1.036029505670487
ACH-001552,-0.8840125992437119
ACH-001554,-1.3225803931375233
ACH-001654,-1.1290194042178752
ACH-001735,-1.2573532998106671
ACH-001736,-1.0974203215584757
ACH-001737,-1.0257230493981653
ACH-001740,-1.3247187782652476
ACH-001745,-1.180341214176867
ACH-001765,-1.1845873080669889
