,MRPS18A (55168)
ACH-000322,-0.5568899588822602
ACH-000323,-0.4499580456441836
ACH-000324,-0.5142718075276597
ACH-000329,-0.4948499555506929
ACH-000330,-0.4021646448294059
ACH-000331,-0.4507164363681754
ACH-000332,-0.20726613461084348
ACH-000334,-0.24325685385551074
ACH-000335,-0.3300841386690893
ACH-000336,-0.4696095543730783
ACH-000337,-0.4949425621637258
ACH-000338,-0.7235305106794677
ACH-000339,-0.5037058717277594
ACH-000341,-0.3655487371814733
ACH-000348,-0.3780730225002126
ACH-000350,-0.2040853775495216
ACH-000352,-0.5223102044563158
ACH-000356,-0.5423969995403923
ACH-000361,-0.1600543315490982
ACH-000362,-0.10227946965671278
ACH-000363,-0.39625441884751134
ACH-000364,-0.4112602943990418
ACH-000365,-0.5483502910170868
ACH-000366,-0.32261151155495554
ACH-000368,-0.40647635350175293
ACH-000374,-0.6050018529825264
ACH-000375,-0.4527680867361474
ACH-000376,-0.6542214702112311
ACH-000381,-0.5330812233688065
ACH-000383,-0.3806574620480026
ACH-000387,-0.32900227477875005
ACH-000389,-0.15137008150682166
ACH-000390,-0.3246584724623723
ACH-000393,-0.13428360259117325
ACH-000395,-0.4467488373120125
ACH-000396,-0.6650771321489277
ACH-000397,-0.17024127579039078
ACH-000401,-0.326306164618739
ACH-000402,-0.2683089764481605
ACH-000403,-0.21339036529462288
ACH-000404,-0.4453401829891748
ACH-000406,-0.4226022836675388
ACH-000407,-0.386198995143774
ACH-000408,-0.3853754901096423
ACH-000410,-0.4573593097502877
ACH-000411,-0.2359269134519136
ACH-000414,-0.3869922231167545
ACH-000415,-0.4730584713242565
ACH-000416,-0.3424256063476166
ACH-000420,-0.2433116193894495
ACH-000421,-0.2836088710663853
ACH-000424,-0.5128056300764139
ACH-000425,-0.31090819443223155
ACH-000426,-0.2451604226099503
ACH-000427,-0.5342977684407951
ACH-000433,-0.22150746057702805
ACH-000435,-0.10183016173772977
ACH-000436,-0.1767336323830387
ACH-000444,-0.4331603374203708
ACH-000445,-0.39209322425711546
ACH-000448,-0.4495784406848661
ACH-000450,-0.7379159805515128
ACH-000452,-0.4638229569616715
ACH-000454,-0.7755584590178052
ACH-000458,-0.7797547238372896
ACH-000459,-0.7378082771897994
ACH-000460,-0.452007318164083
ACH-000461,-0.6647100718440219
ACH-000463,-0.2320940137928273
ACH-000464,-0.32425891231129905
ACH-000466,-0.4106140980734144
ACH-000467,-0.8759060866212812
ACH-000468,-0.2798058324422215
ACH-000469,-0.5324395824463168
ACH-000470,-0.4137219699963296
ACH-000471,-0.20767153864820567
ACH-000472,-0.4261805280018742
ACH-000473,-0.5475316610799106
ACH-000475,-0.3644264956034547
ACH-000476,-0.4678914675099533
ACH-000477,-0.5665800125696625
ACH-000479,-0.5501693242869488
ACH-000480,-0.6594517210750833
ACH-000481,-0.3253449944599324
ACH-000483,-0.5951572746373118
ACH-000484,-0.3755426861732539
ACH-000485,-0.1811331746121635
ACH-000486,-0.431071290731504
ACH-000487,-0.442391194354922
ACH-000488,-0.36131093150960064
ACH-000490,-0.4275244491131404
ACH-000491,-0.4790641654685482
ACH-000495,-0.19368445913418855
ACH-000496,-0.2065882863997108
ACH-000499,-0.2841444613375168
ACH-000500,-0.6449139893968195
ACH-000502,-0.2043785000033288
ACH-000503,-0.7253650554124463
ACH-000505,-0.3484903695617454
ACH-000507,-0.3847476615731569
ACH-000510,-0.4062369042712807
ACH-000511,-0.26829527830159633
ACH-000512,-0.5584977582097324
ACH-000516,-0.3867837552555187
ACH-000517,-0.42415612136015257
ACH-000518,-0.466305120092177
ACH-000520,-0.18677307474868107
ACH-000521,-0.5029442362998399
ACH-000522,-0.3506543551772011
ACH-000524,-0.4608435604180417
ACH-000527,-0.4966255322360997
ACH-000528,-0.4958983412590554
ACH-000537,-0.5483068145667932
ACH-000541,-0.540740905303589
ACH-000542,-0.40032157876780733
ACH-000544,-0.6634779214424117
ACH-000545,-0.6731637270021231
ACH-000547,-0.6596144205653313
ACH-000548,-0.3962871154167945
ACH-000549,-0.36438725983054704
ACH-000550,-0.3439105664687564
ACH-000552,-0.6886199595911301
ACH-000556,-0.4231470774020544
ACH-000557,-0.2444238820069537
ACH-000569,-0.2540424100652304
ACH-000570,-0.448708668949588
ACH-000571,-0.3120485977299927
ACH-000573,-0.5709470414756878
ACH-000576,-0.4230515541300257
ACH-000579,-0.6776470997097397
ACH-000580,-0.3214007558870865
ACH-000584,-0.43449359645047786
ACH-000585,-0.4398433573237308
ACH-000588,-0.5850505447057834
ACH-000589,-0.5283053557486059
ACH-000591,-0.4048818748596685
ACH-000593,-0.5180207911336279
ACH-000600,-0.3251774836991489
ACH-000601,-0.35601050821869085
ACH-000605,-0.41095295400177545
ACH-000606,-0.447475489070178
ACH-000608,-0.3700967458353863
ACH-000614,-0.5801326926690893
ACH-000616,-0.35324741388583913
ACH-000618,-0.5678154048302411
ACH-000619,-0.7146173189133206
ACH-000620,-0.4567828981906805
ACH-000621,-0.4888194011172341
ACH-000622,-0.3555954490168716
ACH-000623,-0.3096743231820832
ACH-000624,-0.4503923067395357
ACH-000627,-0.3026132127653288
ACH-000630,-0.5351879535329144
ACH-000631,-0.2010471666378184
ACH-000632,-0.2260642243265049
ACH-000633,-0.5514780324812005
ACH-000637,-0.41495254073110216
ACH-000638,-0.4038805334865464
ACH-000646,-0.4056185440217357
ACH-000647,-0.5722311792844679
ACH-000648,-0.5473318865528654
ACH-000649,-0.4626324863401644
ACH-000651,-0.7499571686183278
ACH-000652,-0.5714368913614902
ACH-000653,-0.361799966661807
ACH-000657,-0.4846342198929119
ACH-000658,-0.4772508721476898
ACH-000661,-0.6649081316691398
ACH-000662,-0.6261719604662435
ACH-000663,-0.4214079758351408
ACH-000665,-0.3006194879934842
ACH-000671,-0.6227285689744051
ACH-000672,-0.43367657106852303
ACH-000673,-0.2419801078126994
ACH-000676,-0.5374954208071662
ACH-000677,-0.8372996294122552
ACH-000681,-0.5583516568321752
ACH-000683,-0.5040472187404261
ACH-000684,-0.21629908637662096
ACH-000688,-0.33156110095097435
ACH-000693,-0.4302787953561056
ACH-000694,-0.5162404411456146
ACH-000695,-0.4639425139332411
ACH-000696,-0.4739304886632046
ACH-000697,-0.3152756536306753
ACH-000699,-0.5072473253094419
ACH-000701,-0.6183854154208496
ACH-000706,-0.6085679938491624
ACH-000711,-0.4569134870421758
ACH-000713,-0.4791488032771525
ACH-000714,-0.04013250068473221
ACH-000718,-0.3514202406817498
ACH-000720,-0.4863082073636333
ACH-000721,-0.507694594705112
ACH-000724,-0.35027303489489425
ACH-000725,-0.4272407692018094
ACH-000732,-0.5292467089719657
ACH-000734,-0.5858476544990161
ACH-000735,-0.39503998194205936
ACH-000736,-0.38846671604637945
ACH-000738,-0.7132514151449454
ACH-000746,-0.5855882753690526
ACH-000747,-0.462230330679288
ACH-000748,-0.4927816440937305
ACH-000753,-0.5497091514757777
ACH-000756,-0.3729148752690464
ACH-000757,-0.3496673214948131
ACH-000758,-0.6101846631113358
ACH-000760,-0.2424355195391732
ACH-000762,-0.3656021416840417
ACH-000763,-0.4373311272885256
ACH-000764,-0.6114348727565249
ACH-000765,-0.4860888730125722
ACH-000766,-0.5010620038970987
ACH-000767,-0.7441440157360147
ACH-000768,-0.3914660442580231
ACH-000769,-0.464086601694708
ACH-000770,-0.44508839483348106
ACH-000771,-0.4964101408628694
ACH-000773,-0.2576966074527017
ACH-000776,-0.41528005797730577
ACH-000777,-0.5762182698938907
ACH-000778,-0.4094506797112341
ACH-000781,-0.4993758915145813
ACH-000782,-0.4896516303763073
ACH-000783,-0.17872323960889805
ACH-000784,-0.5736156508215584
ACH-000785,-0.29415024796039263
ACH-000787,-0.5212389397460513
ACH-000788,-0.2778347425869801
ACH-000791,-0.3678968656101532
ACH-000792,-0.2647609442313883
ACH-000794,-0.2554864276709682
ACH-000796,-0.3699766884011778
ACH-000798,-0.5386838787530089
ACH-000799,-0.4774120148517759
ACH-000800,-0.7271189096847901
ACH-000802,-0.6058762431017527
ACH-000804,-0.555728469548068
ACH-000805,-0.4158100074985746
ACH-000809,-0.4614247970429733
ACH-000810,-0.5445012269713181
ACH-000811,-0.40045956969091545
ACH-000817,-0.4103588618588358
ACH-000819,-0.4881438979820007
ACH-000820,-0.5402468146492428
ACH-000821,-0.4885611296375561
ACH-000822,-0.3121015989548764
ACH-000823,-0.5121189674805443
ACH-000824,-0.14847423707074914
ACH-000827,-0.3776393080855471
ACH-000829,-0.25066607658433315
ACH-000831,-0.5458959422785188
ACH-000832,-0.4513517579587577
ACH-000833,-0.5341084988359303
ACH-000834,-0.5502434346615549
ACH-000835,-0.6898343728665206
ACH-000836,-0.4253556394486045
ACH-000837,-0.6338333761843846
ACH-000838,-0.3447470926428066
ACH-000839,-0.3215011603927961
ACH-000840,-0.48561617082519504
ACH-000841,-0.2872276006908999
ACH-000843,-0.6831976308638479
ACH-000846,-0.3293343402566733
ACH-000847,-0.6285817793083541
ACH-000848,-0.5475952928410562
ACH-000849,-0.5424617309033322
ACH-000851,-0.4233045231723697
ACH-000855,-0.9148005486576009
ACH-000856,-0.4664979670209938
ACH-000858,-0.4760483364223111
ACH-000859,-0.2368989424912485
ACH-000861,-0.4291597512218712
ACH-000862,-0.7155932749012676
ACH-000865,-0.6826925561559519
ACH-000866,-0.4964981954502407
ACH-000867,-0.3753775347625671
ACH-000869,-0.2549849966399177
ACH-000872,-0.523128598294218
ACH-000873,-0.7672317271943974
ACH-000876,-0.5908047981488597
ACH-000878,-0.8773968888956334
ACH-000880,-0.5502828081694483
ACH-000881,-0.471919793318175
ACH-000882,-0.4540450576475679
ACH-000884,-0.3741042363166844
ACH-000885,-0.4919871092279755
ACH-000887,-0.4379452531778021
ACH-000889,-0.4995725631953282
ACH-000896,-0.3695763447102648
ACH-000898,-0.7050556862032333
ACH-000900,-0.5115764618603904
ACH-000901,-0.4598862324825048
ACH-000905,-0.6120104619148464
ACH-000906,-0.5688222066049712
ACH-000907,-0.5181968447690848
ACH-000910,-0.6419766399038696
ACH-000911,-0.3950648326098761
ACH-000912,-0.4359564818639849
ACH-000913,-0.42491264502531495
ACH-000915,-0.5909382118502272
ACH-000916,-0.4143522064491497
ACH-000917,-0.44747783146526143
ACH-000920,-0.38993176344288816
ACH-000921,-0.6079054936385332
ACH-000924,-0.6530030508737239
ACH-000926,-0.2556929901890371
ACH-000928,-0.5254306805742933
ACH-000929,-0.6123559656839067
ACH-000932,-0.5210355907517776
ACH-000935,-0.6919827304563988
ACH-000936,-0.6214516693228002
ACH-000937,-0.39863058922839023
ACH-000938,-0.5585959278858307
ACH-000939,-0.3033088797295289
ACH-000941,-0.4862439045587447
ACH-000943,-0.7377675206168852
ACH-000946,-0.4226344265901677
ACH-000947,-0.6521747299045181
ACH-000948,-0.5187644810534355
ACH-000950,-0.4333618856703948
ACH-000953,-0.18070130637743026
ACH-000954,-0.4853402316995515
ACH-000957,-0.34664577265193125
ACH-000958,-0.4674063638110871
ACH-000960,-0.25254720548997583
ACH-000963,-0.5142583358158773
ACH-000968,-0.6667876655290822
ACH-000969,-0.4922112156864684
ACH-000972,-0.4043590775804061
ACH-000973,-0.6024263883580272
ACH-000974,-0.5419922932452736
ACH-000978,-0.4516154310981462
ACH-000984,-0.4135312009150128
ACH-000986,-0.4163355161847405
ACH-000988,-0.3351058626849417
ACH-000993,-0.22553922490934186
ACH-000994,-0.6575114929656644
ACH-000996,-0.4075887998073309
ACH-001001,-0.3341737119284743
ACH-001020,-0.5001124047150535
ACH-001028,-0.5011008837807511
ACH-001031,-0.5331809529262329
ACH-001038,-0.7352677968933716
ACH-001048,-0.3737057303244637
ACH-001050,-0.13894995047666944
ACH-001053,-0.4816881305863143
ACH-001054,-0.4543825671849308
ACH-001061,-0.6087750097371635
ACH-001067,-0.2963429687777179
ACH-001075,-0.5992555907790955
ACH-001096,-0.5471539897149755
ACH-001111,-0.3464898447179859
ACH-001119,-0.5345385859314609
ACH-001128,-0.3679018028361136
ACH-001134,-0.3587511254478774
ACH-001151,-0.3138046636970893
ACH-001163,-0.6224526190935082
ACH-001164,-0.5126413470123485
ACH-001183,-0.5253202672291477
ACH-001192,-0.30905664962917745
ACH-001193,-0.5146518351731387
ACH-001196,-0.6774458249820993
ACH-001197,-0.3454115502720048
ACH-001205,-0.439337874900956
ACH-001211,-0.33475262956625434
ACH-001212,-0.4449933047789118
ACH-001228,-0.2724847368271557
ACH-001232,-0.3708524815630358
ACH-001239,-0.5487769228449977
ACH-001270,-0.232502361811801
ACH-001274,-0.2778358764608885
ACH-001275,-0.5325926583995373
ACH-001277,-0.3618106711040089
ACH-001278,-0.5769289339978396
ACH-001280,-0.35628870084144737
ACH-001283,-0.3147544772847849
ACH-001289,-0.1990575998752384
ACH-001300,-0.31288087021093064
ACH-001301,-0.4490841300996282
ACH-001302,-0.26992561867395765
ACH-001306,-0.4082507578907064
ACH-001318,-0.7188096551774591
ACH-001322,-0.6583383903649566
ACH-001328,-0.4521105871867924
ACH-001332,-0.258647369474148
ACH-001336,-0.4688521822374193
ACH-001346,-0.5371846170329079
ACH-001353,-0.27375241733217576
ACH-001354,-0.6554334575041738
ACH-001367,-0.5784353904692169
ACH-001368,-0.5120450116687343
ACH-001374,-0.19580099026102551
ACH-001377,-0.5050476002249801
ACH-001380,-0.5372301302919156
ACH-001391,-0.3574733377139908
ACH-001408,-0.4428157800097566
ACH-001430,-0.18601606499674447
ACH-001431,-0.16035155463560768
ACH-001450,-0.6813183723885424
ACH-001496,-0.7606860895505416
ACH-001500,-0.607717266493534
ACH-001523,-0.615517026281323
ACH-001532,-0.4153460663627976
ACH-001550,-0.5297019642720523
ACH-001552,-0.5122952808455766
ACH-001554,-0.5030433448212318
ACH-001654,-0.5541696462613894
ACH-001735,-0.3524752450010681
ACH-001736,-0.07469064075037052
ACH-001737,-0.08491771768592507
ACH-001740,-0.29079806912603
ACH-001745,-0.3730532863198308
ACH-001765,-0.5146618981882868
