,TP53INP1 (94241)
ACH-000004,-0.03642162133950632
ACH-000005,0.03273027650056873
ACH-000007,0.12261386714836035
ACH-000009,-0.039754291767684066
ACH-000011,0.08319565234964932
ACH-000012,-0.08254371101275967
ACH-000013,-0.010434462721217936
ACH-000014,-0.017384879139482976
ACH-000015,0.04400697709456057
ACH-000017,-0.0874576548073689
ACH-000018,0.00580319113600769
ACH-000019,0.05512952355197054
ACH-000021,0.023160161912848025
ACH-000022,0.004238671672518721
ACH-000025,0.059839510512426114
ACH-000028,0.1385303070164949
ACH-000030,0.031116239547492743
ACH-000035,-0.051772406062297036
ACH-000036,-0.091544125880995
ACH-000037,-0.07170294912169388
ACH-000039,-0.00596958526061727
ACH-000040,-0.006867282821756871
ACH-000041,-0.0909060985238426
ACH-000042,-0.0015420457616176506
ACH-000045,0.13128920417274886
ACH-000047,0.10552065530236106
ACH-000052,0.21320749734131345
ACH-000053,0.03336042955080618
ACH-000054,0.14800718084019804
ACH-000055,0.06879317069107975
ACH-000060,0.043612955530934784
ACH-000067,0.09334593334769194
ACH-000070,-0.15250163806868355
ACH-000075,-0.12023881636397965
ACH-000078,0.033070820260046534
ACH-000082,-0.10084977253327976
ACH-000085,0.1923758014573258
ACH-000086,0.08481233115761229
ACH-000087,0.05977255791331047
ACH-000092,0.13029376652567415
ACH-000095,0.08661489499778291
ACH-000097,0.04517985006020038
ACH-000098,-0.01754963425046194
ACH-000099,0.05375886665472993
ACH-000108,0.027497162675444543
ACH-000113,-0.03147474425535013
ACH-000116,0.033943503944596366
ACH-000118,0.08997126553229852
ACH-000120,0.06921124630861754
ACH-000123,0.08743324704607386
ACH-000127,0.07313321331608648
ACH-000128,0.15131040112897254
ACH-000132,0.07662861207802638
ACH-000133,0.02562436763853221
ACH-000137,0.055164506797875504
ACH-000138,0.09485262769680952
ACH-000142,0.09094413744516144
ACH-000143,0.08872730504829288
ACH-000146,-0.012438461637216736
ACH-000148,0.04083264418403395
ACH-000150,-0.12229991873737063
ACH-000152,-0.013794883197406658
ACH-000153,0.10293150871699314
ACH-000159,0.005294506390120361
ACH-000160,-0.003229706827385307
ACH-000163,0.07554050585053163
ACH-000167,-0.0797855639269156
ACH-000168,0.10677722347200658
ACH-000169,-0.003222997100850389
ACH-000178,0.07366107178822384
ACH-000183,0.09175917417840153
ACH-000188,0.06688069819587557
ACH-000189,0.026245250649712056
ACH-000190,0.08431357596347983
ACH-000198,0.08619796206398772
ACH-000203,0.006398230062386437
ACH-000204,0.010669503554833442
ACH-000206,0.0713849905138321
ACH-000207,-0.12086881166732223
ACH-000208,0.08038399264820692
ACH-000210,-0.2358139321513941
ACH-000211,0.03820219942155671
ACH-000215,-0.000372439848716813
ACH-000221,0.06388172318957135
ACH-000222,0.15109147653496766
ACH-000223,0.0008684392321895424
ACH-000226,0.05991082770388759
ACH-000227,0.13963872341092054
ACH-000228,0.05761819420226786
ACH-000231,0.050992435490154614
ACH-000232,0.09290802475470672
ACH-000233,0.04514930640911445
ACH-000234,0.05281084892370504
ACH-000235,0.03290070154487222
ACH-000237,-0.012634572206697905
ACH-000238,0.04734269776482898
ACH-000242,0.3226979233007381
ACH-000243,0.024022798235382583
ACH-000244,0.06504148056329863
ACH-000246,0.016869000301357094
ACH-000248,-0.04450951285910372
ACH-000250,0.0307941605175846
ACH-000251,-0.11398689765970114
ACH-000252,-0.1215343436838828
ACH-000253,0.0014795779331936046
ACH-000255,0.15484732680832022
ACH-000256,-0.03140897246807555
ACH-000257,0.04695304513414488
ACH-000258,-0.0660589220153972
ACH-000259,0.0818426828547478
ACH-000260,-0.030258995821701763
ACH-000261,0.116134752687111
ACH-000262,0.06479736119755006
ACH-000263,-0.16475982401104902
ACH-000264,0.020241007882892046
ACH-000265,0.16836977243288004
ACH-000266,-0.0010376602984791734
ACH-000272,0.17812385990636387
ACH-000274,0.034697956798755106
ACH-000277,-0.25794945932237584
ACH-000278,0.09004054010249837
ACH-000279,0.0364609183239448
ACH-000280,0.06964802673610919
ACH-000281,0.06536388697713609
ACH-000288,0.11288824135652305
ACH-000291,0.006595437064563629
ACH-000293,0.15578918984809387
ACH-000294,0.0010455006888008985
ACH-000295,0.05701456063676497
ACH-000296,0.0817581911087592
ACH-000302,-0.008259459132693773
ACH-000304,0.1002594417277316
ACH-000307,-0.053045011715288526
ACH-000308,0.018988862033506318
ACH-000310,0.036981388166437874
ACH-000311,0.015430192041785206
ACH-000312,0.04154868231285739
ACH-000315,0.07501383121291583
ACH-000316,0.12601101869692566
ACH-000317,0.05129951367666112
ACH-000318,0.10494183084924252
ACH-000319,0.059808975584691636
ACH-000320,0.12295841110939232
ACH-000322,0.06070462301465509
ACH-000323,0.08483148199793257
ACH-000324,0.1374385187411996
ACH-000329,-0.02715613237619215
ACH-000330,0.11728956537268155
