,CENPW (387103)
ACH-000169,-1.2266247121720235
ACH-000178,-1.0879342627404986
ACH-000183,-1.3702686941268352
ACH-000188,-1.358163839603436
ACH-000189,-0.968056373939622
ACH-000190,-0.9734246572351309
ACH-000198,-1.2350461715119387
ACH-000203,-1.3598853311202117
ACH-000204,-1.0015991041465642
ACH-000206,-1.600597219855901
ACH-000207,-1.2172716896130698
ACH-000208,-0.8936917895507053
ACH-000210,-1.3399739360162732
ACH-000211,-1.3486003274552023
ACH-000215,-1.2436384380058634
ACH-000221,-1.3111359113872965
ACH-000222,-1.1305063893741287
ACH-000223,-1.1213980757825448
ACH-000226,-1.0630890757021247
ACH-000227,-1.3348368765717378
ACH-000228,-1.0286224855111
ACH-000231,-1.0926483684099138
ACH-000232,-1.2686764927634149
ACH-000233,-1.4031298868932334
ACH-000234,-1.3852622050507
ACH-000235,-1.2359575110234415
ACH-000237,-1.1289013402474122
ACH-000238,-1.303669022304203
ACH-000242,-1.0333833865799291
ACH-000243,-1.1787062204321184
ACH-000244,-1.0225362505143398
ACH-000246,-1.1551277421374928
ACH-000248,-1.2216128160983517
ACH-000250,-1.0999365953132985
ACH-000251,-1.3301863242464995
ACH-000252,-1.095477330516374
ACH-000253,-1.0436635188914818
ACH-000255,-1.2549535185559877
ACH-000256,-1.1948381747297352
ACH-000257,-1.2809219155240652
ACH-000258,-1.1147155016502772
ACH-000259,-1.1383537574192593
ACH-000260,-1.3693018781776138
ACH-000261,-1.1057551857385908
ACH-000262,-1.131190107061837
ACH-000263,-1.8648664052661856
ACH-000264,-1.2002146081511536
ACH-000265,-1.109438274800773
ACH-000266,-1.2050863472197668
ACH-000272,-0.9743094862387024
ACH-000274,-1.4255339997655485
ACH-000277,-0.9070508834350638
ACH-000278,-1.5085630988198877
ACH-000279,-1.3036376198624116
ACH-000280,-1.3022006136462885
ACH-000281,-1.243364117311845
ACH-000288,-1.0411478515037116
ACH-000291,-1.1313777854684424
ACH-000293,-1.273165231263656
ACH-000294,-1.1607556768114657
ACH-000295,-1.1710620103275926
ACH-000296,-1.1885614356823722
ACH-000302,-1.1730938869077618
ACH-000304,-0.6055676034783645
ACH-000307,-1.2211838765508531
ACH-000308,-1.1767972041674628
ACH-000310,-1.0991398498647256
ACH-000311,-1.5757326502355633
ACH-000312,-1.2232627023695175
ACH-000315,-1.138498788607578
ACH-000316,-1.312116929372656
ACH-000317,-1.4025135268335645
ACH-000318,-1.5619475078797105
ACH-000319,-1.1726782089065602
ACH-000320,-1.0188794637527914
ACH-000322,-1.1796907067798903
ACH-000323,-0.9546285149934944
ACH-000324,-1.1273187028406213
ACH-000329,-0.9294963289794018
ACH-000330,-1.3572085719404865
ACH-000331,-1.2732393790644574
ACH-000332,-1.1376184669323346
ACH-000334,-1.3751101843210445
ACH-000335,-1.2242089198476178
ACH-000336,-0.9486908094990892
ACH-000337,-0.983640874434855
ACH-000338,-1.8178669726269383
ACH-000339,-1.1194012211112832
ACH-000341,-1.6627764184486071
ACH-000348,-1.2258735040403579
ACH-000350,-1.5128977413120046
ACH-000352,-1.3245897426511382
ACH-000356,-0.743812584331386
ACH-000361,-1.3887833580864068
ACH-000362,-1.2807165868063168
ACH-000363,-0.6370081885442793
ACH-000364,-0.9746473010492848
ACH-000365,-1.1623223597746204
ACH-000366,-1.141220404761588
ACH-000368,-1.1527381814958575
ACH-000374,-1.1286175945845491
ACH-000375,-1.1270602773785443
ACH-000376,-0.999602665066098
ACH-000381,-1.3422356392002035
ACH-000383,-1.0281745572084575
ACH-000387,-0.8520981106182322
ACH-000389,-1.5092488045808552
ACH-000390,-1.2213747067058431
ACH-000393,-1.1876613194081922
ACH-000395,-0.9432051879384976
ACH-000396,-1.4011590456894292
ACH-000397,-1.5490250413565243
ACH-000401,-0.8950525462135703
ACH-000402,-1.1305659006115272
ACH-000403,-1.3314555699864057
ACH-000404,-1.3880228533546242
ACH-000406,-1.2107174905737972
ACH-000407,-1.2571700797188918
ACH-000408,-1.3121367568563234
ACH-000410,-0.8993997751398475
ACH-000411,-1.1080350622718622
ACH-000414,-1.62001733648771
ACH-000415,-1.0892645165744252
ACH-000416,-1.2926360528320198
ACH-000420,-1.0837545061162883
ACH-000421,-1.0920433211684817
ACH-000424,-1.0734726370151244
ACH-000425,-1.0829446104978175
ACH-000426,-1.7715897994687049
ACH-000427,-0.9878876881199314
ACH-000433,-0.989161629862966
ACH-000435,-1.2884771300972948
ACH-000436,-1.064530419264934
ACH-000444,-1.1119232881608532
ACH-000445,-1.1107924208817341
ACH-000448,-1.2699756790280985
ACH-000450,-1.4366518964619095
ACH-000452,-1.1945476732082625
ACH-000454,-1.316359795936497
ACH-000458,-1.4293790058914218
ACH-000459,-1.2798708830070085
ACH-000460,-1.0888062535787697
ACH-000461,-1.3636673646908428
ACH-000463,-1.0324003701435311
ACH-000464,-0.9702376048200576
ACH-000466,-1.560456776893404
ACH-000467,-1.3443331890964676
ACH-000468,-1.2127828512576293
ACH-000469,-1.0204746910456801
ACH-000470,-1.2060957963218206
ACH-000471,-1.0203867301299936
ACH-000472,-1.167144026664748
ACH-000473,-1.217503790571089
ACH-000475,-1.123600986644116
ACH-000476,-1.2713059629104506
ACH-000477,-1.1825486286689095
ACH-000479,-1.2609576671194036
ACH-000480,-1.2247005562938662
ACH-000481,-1.2221525545507603
ACH-000483,-1.756620166577165
ACH-000484,-0.9917716122832736
ACH-000485,-1.1689407268046352
ACH-000486,-0.988600432067922
ACH-000487,-1.4537121429336424
ACH-000488,-1.1926590182606935
ACH-000490,-1.0997705523197263
ACH-000491,-1.14593030198625
ACH-000495,-1.1918220745869776
ACH-000496,-1.3361257475028785
ACH-000499,-1.5418914932742098
ACH-000500,-1.6891623635913997
ACH-000502,-1.3354304114765134
ACH-000503,-0.8890720798161021
ACH-000505,-1.1716118940329814
ACH-000507,-1.2145711757643458
ACH-000510,-1.1138918261363302
ACH-000511,-1.0864039910439234
ACH-000512,-1.0731038846113892
ACH-000516,-1.2202738405141684
ACH-000517,-1.1424482276882295
ACH-000518,-1.3392935062909042
ACH-000520,-1.0418075263208468
ACH-000521,-0.8726168126401309
ACH-000522,-1.1220562255048585
ACH-000524,-1.2631657945927794
ACH-000527,-1.3155519809167184
ACH-000528,-1.152932129937808
ACH-000537,-1.0909798496507437
ACH-000541,-1.1722953046690427
ACH-000542,-1.2415602746370789
ACH-000544,-1.2002142365749386
ACH-000545,-1.2891395469069409
ACH-000547,-1.214716058161814
ACH-000548,-1.4270209743235087
ACH-000549,-1.2107541309924803
ACH-000550,-0.9577549317491733
ACH-000552,-1.2324314137873609
ACH-000556,-1.0707231665176735
ACH-000557,-1.1894920539033589
ACH-000569,-0.9555229537356384
ACH-000570,-1.0363723023985445
ACH-000571,-1.2910886900083862
ACH-000573,-0.979141300100774
ACH-000576,-1.1509611024632462
ACH-000579,-1.0620624239775536
ACH-000580,-1.0510500754960257
ACH-000584,-1.3050705734626051
ACH-000585,-1.3244706124195404
ACH-000588,-1.1547874539328595
ACH-000589,-1.3673409633584308
ACH-000591,-1.0192104259269412
ACH-000593,-1.0766446425075311
ACH-000600,-0.9621669871160148
ACH-000601,-1.1162652409767633
ACH-000605,-1.4815546731582956
ACH-000606,-1.1666128344865732
ACH-000608,-1.2307545528569288
ACH-000614,-1.1674555896890433
ACH-000616,-0.976552060317
ACH-000618,-1.3559180001682003
ACH-000619,-1.2976668838892265
ACH-000620,-1.1698363382366153
ACH-000621,-0.8212138809798841
ACH-000622,-1.202462520916331
ACH-000623,-1.0956539202577484
ACH-000624,-1.3189660736739794
ACH-000627,-1.1908187850491971
ACH-000630,-1.0343844707454426
ACH-000631,-1.3013324775626167
ACH-000632,-1.3179817995621028
ACH-000633,-0.8084462315097607
ACH-000637,-1.0027790734459283
ACH-000638,-1.2142306693311613
ACH-000646,-1.0310400033149474
ACH-000647,-1.1604022269060406
ACH-000648,-1.0680312875963751
ACH-000649,-0.8023316667338001
ACH-000651,-1.0558639678788675
ACH-000652,-0.8932970988434081
ACH-000653,-1.0059953694829546
ACH-000657,-1.3677949572850112
ACH-000658,-1.0653702280800144
ACH-000661,-1.0738145130054313
ACH-000662,-1.3977261163744477
ACH-000663,-1.0137682119395353
ACH-000665,-1.164036766727802
ACH-000671,-1.188203727788078
ACH-000672,-1.1258556401066335
ACH-000673,-1.186589714555301
ACH-000676,-0.9347959358375584
ACH-000677,-0.6390496399132342
ACH-000681,-1.2634692881553231
ACH-000683,-0.9889543670647791
ACH-000684,-1.042052492675776
ACH-000688,-1.286878342832377
ACH-000693,-1.270896175880522
ACH-000694,-1.3146108781929309
ACH-000695,-1.5720666517550566
ACH-000696,-1.2629923211928171
ACH-000697,-0.8682316217505215
ACH-000699,-1.342311317537204
ACH-000701,-1.4728510163819004
ACH-000706,-0.9783110114187312
ACH-000711,-1.26633184506974
ACH-000713,-1.1492668560995492
ACH-000714,-1.1390828667133437
ACH-000718,-1.2570589664530678
ACH-000720,-1.2046743704077558
ACH-000721,-1.3826799026730396
ACH-000724,-1.3251442546776109
ACH-000725,-1.3969092034801107
ACH-000732,-1.146736883571943
ACH-000734,-1.1138604807085888
ACH-000735,-0.9921850935334258
ACH-000736,-1.0126926245228336
ACH-000738,-1.366056303518297
ACH-000746,-0.999635014396683
ACH-000747,-1.0951384938138562
ACH-000748,-0.965901228884666
ACH-000753,-1.0203188846206743
ACH-000756,-1.2406367088135766
ACH-000757,-1.113195869451061
ACH-000758,-1.1411290079835659
ACH-000760,-0.9216153100942758
ACH-000762,-1.4872943803156158
ACH-000763,-1.3333817217108668
ACH-000764,-0.9755956806137294
ACH-000765,-1.2352669013049098
ACH-000766,-1.0065547733638307
ACH-000767,-1.3910802883519608
ACH-000768,-1.0883003366091
ACH-000769,-1.265782938704744
ACH-000770,-1.3087276242509471
ACH-000771,-1.4175606704948045
ACH-000773,-1.1835225456352505
ACH-000776,-1.124824802464999
ACH-000777,-1.2278474387966003
ACH-000778,-1.6019432480676397
ACH-000781,-1.4156531744237577
ACH-000782,-1.2918027955736628
ACH-000783,-1.2182581622123003
ACH-000784,-1.3162961668723872
ACH-000785,-1.3740517615615675
ACH-000787,-1.3295808669886886
ACH-000788,-1.2601273136091329
ACH-000791,-1.296910749496422
ACH-000792,-0.81096305341392
ACH-000794,-1.0858494210093577
ACH-000796,-1.3570122016878756
ACH-000798,-0.97458279634112
ACH-000799,-1.0459918406508617
ACH-000800,-1.918723575114123
ACH-000802,-1.2641457511170555
ACH-000804,-1.1176304697944155
ACH-000805,-1.1532284747669197
ACH-000809,-1.1437229904385462
ACH-000810,-1.277492360809766
ACH-000811,-1.233200619950845
ACH-000817,-1.226704631405842
ACH-000819,-1.1948077344583559
ACH-000820,-1.1289518780951977
ACH-000821,-1.61189082770863
ACH-000822,-0.9987747639104518
ACH-000823,-0.972220355731152
ACH-000824,-1.0652184025518423
ACH-000827,-0.9977202565767254
ACH-000829,-0.9378030968319876
ACH-000831,-1.2658832623431118
ACH-000832,-1.2764905195555758
ACH-000833,-1.4923636336856805
ACH-000834,-1.4192317406770991
ACH-000835,-1.1384067870510404
ACH-000836,-0.9125345822744934
ACH-000837,-1.339200615011508
ACH-000838,-1.001672765513019
ACH-000839,-1.1503089922256682
ACH-000840,-1.4153357315881219
ACH-000841,-1.257712652347323
ACH-000843,-1.3692126298128178
ACH-000846,-1.1807254731820205
ACH-000847,-1.203753532178382
ACH-000848,-1.229672797737234
ACH-000849,-1.273695583764901
ACH-000851,-1.003796088402747
ACH-000855,-1.558127557722507
ACH-000856,-1.1710491273468462
ACH-000858,-1.1224955040303621
ACH-000859,-1.0768414930401855
ACH-000861,-1.18488965277486
ACH-000862,-1.23396894259658
ACH-000865,-1.0545588328046287
ACH-000866,-1.2870839003293566
ACH-000867,-1.1156884806980156
ACH-000869,-1.3172419996966969
ACH-000872,-1.2589691413899105
ACH-000873,-0.978953241734514
ACH-000876,-0.8959852867852285
ACH-000878,-1.0870159364205172
ACH-000880,-1.1560028028303933
ACH-000881,-1.0132706596678334
ACH-000882,-1.0559700083172707
ACH-000884,-1.2156736408826974
ACH-000885,-1.1302014031074643
ACH-000887,-1.094515907964472
ACH-000889,-1.075398501566736
ACH-000896,-1.3101968094467056
ACH-000898,-1.4681617371993698
ACH-000900,-1.0668196223233948
ACH-000901,-1.2253476991845738
ACH-000905,-1.1604443459858014
ACH-000906,-1.3576234912949678
ACH-000907,-1.2439748402723243
ACH-000910,-1.204372167193364
ACH-000911,-1.1903705183609476
ACH-000912,-1.2882501553084844
ACH-000913,-0.995937843016198
ACH-000915,-0.8414333595264726
ACH-000916,-1.3545909859253749
ACH-000917,-1.0963066645179402
ACH-000920,-0.8369012507857787
ACH-000921,-1.2822620963632625
ACH-000924,-1.0093577618188276
ACH-000926,-0.9765381380378876
ACH-000928,-1.2501024983079088
ACH-000929,-1.396170464479655
ACH-000932,-0.9718503324533436
ACH-000935,-1.1387099497050317
ACH-000936,-0.968035152532502
ACH-000937,-1.2700554383558431
ACH-000938,-1.0184531152369305
ACH-000939,-1.0372714225233342
ACH-000941,-1.2478891781772374
ACH-000943,-1.4215295023350072
ACH-000946,-1.1160397389867502
ACH-000947,-1.1829804827021269
ACH-000948,-1.1002558794299655
ACH-000950,-1.1134012178261632
ACH-000953,-0.9216185509558004
ACH-000954,-0.9580489045684336
ACH-000957,-1.1792941552376115
ACH-000958,-1.0452789823822486
ACH-000960,-1.1018704228606864
ACH-000963,-0.7659702959032332
ACH-000968,-1.2643560893851522
ACH-000969,-1.1576862403307284
ACH-000972,-0.5945447618540088
ACH-000973,-1.109550486667531
ACH-000974,-1.0250040411014891
ACH-000978,-1.2552965278925294
ACH-000984,-0.8120747756302434
ACH-000986,-1.11717538216647
ACH-000988,-1.5831682227438417
ACH-000993,-1.1377410008847677
ACH-000994,-1.2978767039429948
ACH-000996,-1.10414626810045
ACH-001001,-1.1665033472153583
ACH-001020,-0.8718897757032079
ACH-001028,-1.1217658123781509
ACH-001031,-1.1717904530951009
ACH-001038,-1.1180090245039669
ACH-001048,-1.158129540211518
ACH-001050,-1.0587158278720117
ACH-001053,-1.046003789234661
ACH-001054,-1.3046993854822633
ACH-001061,-1.0755511638233737
ACH-001067,-1.1476122628752834
ACH-001075,-1.1775578758766259
ACH-001096,-1.2207955201599787
ACH-001111,-1.0883742350154548
ACH-001119,-0.8544033361273551
ACH-001128,-0.24155293681136614
ACH-001134,-1.1938519339347822
ACH-001151,-1.3246423269088794
ACH-001163,-1.0128943927426417
ACH-001164,-1.0629130295236608
ACH-001183,-1.2955392633178928
ACH-001192,-1.2921038765479844
ACH-001193,-1.0993446260644328
ACH-001196,-1.2791775472307574
ACH-001197,-1.3629259901358055
ACH-001205,-1.1945352518811652
ACH-001211,-1.0002448832330852
ACH-001212,-1.296748736290246
ACH-001228,-1.3339617797458652
ACH-001232,-0.9843766774661458
ACH-001239,-1.128102377270473
ACH-001270,-1.0226709866550672
ACH-001274,-1.1108364917716678
ACH-001275,-1.2631610845770358
ACH-001277,-1.0614358447152574
ACH-001278,-1.1518672353002637
ACH-001280,-1.2469923105182554
ACH-001283,-1.2838253335904533
ACH-001289,-1.2087434111890842
ACH-001300,-1.3450052484174044
ACH-001301,-1.1589058237375154
ACH-001302,-1.3072686603373231
ACH-001306,-1.0059176416159203
ACH-001318,-0.9750948032809396
ACH-001322,-0.8087215611482348
ACH-001328,-0.9715601685199624
ACH-001332,-0.8107285030761027
ACH-001336,-1.0616266649745054
ACH-001346,-1.2336228895258197
ACH-001353,-1.2761780924318629
ACH-001354,-1.7555792188758916
ACH-001367,-1.1046906502260958
ACH-001368,-1.2273076921439807
ACH-001374,-0.8170412819734122
ACH-001377,-1.1888338152674105
ACH-001380,-1.3183091863901786
ACH-001391,-1.0156749753862169
ACH-001408,-1.4529784564438537
ACH-001430,-0.9902842208873708
ACH-001431,-1.4113827126551368
ACH-001450,-0.9434572577878372
ACH-001496,-1.0116842132906387
ACH-001500,-0.7206515983653837
ACH-001523,-1.1268181793952954
ACH-001532,-1.2028037165265597
ACH-001550,-1.0727055871217368
ACH-001552,-0.9547687593898354
ACH-001554,-1.2522103902868935
ACH-001654,-1.1163594157426413
ACH-001735,-1.1588889873858002
ACH-001736,-1.03988138345909
ACH-001737,-1.160501582987868
ACH-001740,-1.3588175853202409
ACH-001745,-1.2859418625201402
ACH-001765,-1.2402246226828275
