,ANKEF1 (63926)
ACH-000004,0.016498629123113943
ACH-000005,0.06566956729694448
ACH-000007,0.047320112280138674
ACH-000009,0.1380702711017504
ACH-000011,-0.0623447014063913
ACH-000012,0.18640770866205672
ACH-000013,0.159429448423103
ACH-000014,0.18146578411444755
ACH-000015,0.15062939282838256
ACH-000017,0.09900686909170643
ACH-000018,0.12080867463290673
ACH-000019,-0.004494881772381504
ACH-000021,0.17197072170189778
ACH-000022,0.09940544796814754
ACH-000025,0.2664375442080247
ACH-000028,0.1221762022530994
ACH-000030,0.06771519367598454
ACH-000035,-0.03783948633176445
ACH-000036,0.10438310915622433
ACH-000037,0.21993199155931434
ACH-000039,-0.02814077861330723
ACH-000040,0.11674707538994487
ACH-000041,0.0770886665481821
ACH-000042,0.05259803452804599
ACH-000045,0.030381294590916263
ACH-000047,0.0576209924788931
ACH-000052,0.05618331768987358
ACH-000053,0.09307607330368407
ACH-000054,0.047437052106476384
ACH-000055,0.14151835853608313
ACH-000060,0.0012033659376755124
ACH-000067,0.046929441944780916
ACH-000070,0.023782863478666115
ACH-000075,0.1759696387595375
ACH-000078,0.007308526877860043
ACH-000082,0.07356845994512035
ACH-000085,-0.036327976692799635
ACH-000086,0.06957505468633063
ACH-000087,0.18730502214329614
ACH-000092,0.07628999787452828
ACH-000095,0.09589487725835563
ACH-000097,-0.019077129397621632
ACH-000098,0.03082081107887376
ACH-000099,0.025958130844672318
ACH-000108,0.1879148041536607
ACH-000113,0.06695455441265194
ACH-000116,0.18377971022537656
ACH-000118,0.12018949416913198
ACH-000120,0.08176416817516499
ACH-000123,0.05955495664656224
ACH-000127,0.17122305970073418
ACH-000128,0.08963346896018445
ACH-000132,0.012597855654685287
ACH-000133,0.052051877443912514
ACH-000137,-0.07268383647089988
ACH-000138,0.1126727084609596
ACH-000142,0.17347518787792593
ACH-000143,0.08579683752006856
ACH-000146,0.09210063253319684
ACH-000148,0.17865423237837888
ACH-000150,0.038529338125395315
ACH-000152,0.032575512267717016
ACH-000153,0.0510533415169606
ACH-000159,0.016118804498772583
ACH-000160,0.07859433761589832
ACH-000163,0.1941718288472627
ACH-000167,0.08258549198613269
ACH-000168,0.12235436143277495
ACH-000169,0.011547326638947692
ACH-000178,0.021864257743892838
ACH-000183,0.2603578040365617
ACH-000188,0.158151939159694
ACH-000189,-0.046624710797677216
