,SOD3 (6649)
ACH-000004,0.10697768890885974
ACH-000005,0.14667440098319592
ACH-000007,0.2027083699975616
ACH-000009,0.06349964596729456
ACH-000011,0.1097921491352844
ACH-000012,0.06910189223582876
ACH-000013,0.17320796102498218
ACH-000014,0.22277739559304333
ACH-000015,0.0617310589545455
ACH-000017,-0.03601299231975391
ACH-000018,0.16135436437238668
ACH-000019,-0.18052386351876945
ACH-000021,0.0798833154428824
ACH-000022,0.035704344659882516
ACH-000025,0.1333169457035969
ACH-000028,0.08196936595856358
ACH-000030,0.1291025214871621
ACH-000035,0.15647916378462906
ACH-000036,0.05919017968328561
ACH-000037,0.1019155941200876
ACH-000039,-0.08975083425022165
ACH-000040,-0.0015426589177973886
ACH-000041,0.27628334242770963
ACH-000042,0.1703522024804241
ACH-000045,0.16187819975986625
ACH-000047,0.06528635803333692
ACH-000052,-0.01264822195091318
ACH-000053,0.0412575299202605
ACH-000054,0.24473615305523494
ACH-000055,0.3277423566702827
ACH-000060,-0.0541309726318544
ACH-000067,0.1951915717950959
ACH-000070,0.2959706234527532
ACH-000075,0.14894868079612433
ACH-000078,0.01656197459273689
ACH-000082,0.15274474067389754
ACH-000085,0.14667904961648245
ACH-000086,-0.014080352097908968
ACH-000087,0.1959394577076268
ACH-000092,0.17030297742787762
ACH-000095,0.08839379314501189
ACH-000097,0.08439514428306948
ACH-000098,0.14934920832618406
ACH-000099,-0.011817484485779866
ACH-000108,0.11021278159504208
ACH-000113,0.18742711020560265
ACH-000116,0.18559045824929346
ACH-000118,-0.017123428271399184
ACH-000120,0.09842346444482572
ACH-000123,0.15512897561428654
ACH-000127,-0.017094026457048172
ACH-000128,0.0776226617649082
ACH-000132,0.137941714071968
ACH-000133,-0.016389571587381017
ACH-000137,-0.05128625541560335
ACH-000138,0.2362323595631218
ACH-000142,0.018957539622106757
ACH-000143,0.13812485303300226
ACH-000146,0.1111759416651864
ACH-000148,0.04091446600187025
ACH-000150,0.014672563473801284
ACH-000152,0.05510667230671441
ACH-000153,0.1932913080408392
ACH-000159,0.19070767920308354
ACH-000160,-0.003827621026734444
ACH-000163,-0.02741792409982879
ACH-000167,-0.050004173446294105
ACH-000168,-0.1240276483320008
ACH-000169,0.022178948203819385
ACH-000178,0.06378061119395984
ACH-000183,0.14355842248885808
ACH-000188,0.00030036131022298767
ACH-000189,0.02803977295918203
